# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.9
metadata : {}


# id : NWRW1800000030.9.1.1
[World Hot Point] 위키리크스 협력 前스위스은행 직원 '계좌정보 유출' 은행법 위반혐의 체포

[World	[/SS+World/SL
그의 체포를 지휘한 취리히 검찰은 "엘머가 고객 계좌정보가 담긴 CD를 위키리크스에 넘겨 스위스 은행법을 위반했는지 여부를 조사 중"이라고 밝혔다.

그의	그/NP+의/JKG
체포를	체포/NNG+를/JKO
지휘한	지휘/NNG+하/XSV+ㄴ/ETM
취리히	취리히/NNP
검찰은	검찰/NNG+은/JX
"엘머가	"/SS+엘머/NNP+가/JKS
고객	고객/NNG
계좌정보가	계좌/NNG+정보/NNG+가/JKS
담긴	담기/VV+ㄴ/ETM
CD를	CD/SL+를/JKO
위키리크스에	위키리크스/NNP+에/JKB
넘겨	넘기/VV+어/EC
스위스	스위스/NNP
은행법을	은행법/NNG+을/JKO
위반했는지	위반/NNG+하/XSV+았/EP+는지/EC
여부를	여부/NNG+를/JKO
조사	조사/NNG
중"이라고	중/NNB+"/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.9.5.1
이날 체포되기 직전, 엘머는 취리히 법정에서 은행비밀준수법을 위반했다는 이유로 벌금형을 선고받았다.

이날	이날/NNG
체포되기	체포/NNG+되/XSV+기/ETN
직전,	직전/NNG+,/SP
엘머는	엘머/NNP+는/JX
취리히	취리히/NNP
법정에서	법정/NNG+에서/JKB
은행비밀준수법을	은행/NNG+비밀/NNG+준수법/NNG+을/JKO
위반했다는	위반/NNG+하/XSV+았/EP+다는/ETM
이유로	이유/NNG+로/JKB
벌금형을	벌금형/NNG+을/JKO
선고받았다.	선고/NNG+받/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.9.5.2
이날 재판은 그가 2008년 부유층의 탈세 정보를 위키리크스에 제공한 혐의로 스위스 검찰에 의해 기소된 건이었다.

이날	이날/NNG
재판은	재판/NNG+은/JX
그가	그/NP+가/JKS
2008년	2008/SN+년/NNB
부유층의	부유/NNG+층/XSN+의/JKG
탈세	탈세/NNG
정보를	정보/NNG+를/JKO
위키리크스에	위키리크스/NNP+에/JKB
제공한	제공/NNG+하/XSV+ㄴ/ETM
혐의로	혐의/NNG+로/JKB
스위스	스위스/NNP
검찰에	검찰/NNG+에/JKB
의해	의하/VV+아/EC
기소된	기소/NNG+되/XSV+ㄴ/ETM
건이었다.	건/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000030.9.5.3
법원은 엘머가 자신이 몸담았던 은행을 근거 없이 비방하고, 상사를 협박했으며, 은행비밀준수법도 위반했다면서 그에게 유죄판결을 내렸다.

법원은	법원/NNG+은/JX
엘머가	엘머/NNP+가/JKS
자신이	자신/NNG+이/JKS
몸담았던	몸담/VV+았/EP+던/ETM
은행을	은행/NNG+을/JKO
근거	근거/NNG
없이	없이/MAG
비방하고,	비방/NNG+하/XSV+고/EC+,/SP
상사를	상사/NNG+를/JKO
협박했으며,	협박/NNG+하/XSV+았/EP+으며/EC+,/SP
은행비밀준수법도	은행/NNG+비밀/NNG+준수법/NNG+도/JX
위반했다면서	위반/NNG+하/XSV+았/EP+다면서/EC
그에게	그/NP+에게/JKB
유죄판결을	유죄/NNG+판결/NNG+을/JKO
내렸다.	내리/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.9.5.4
재판부는 벌금 7200스위스프랑(한화 835만원)을 선고하면서 형의 집행을 2년간 유예했다.

재판부는	재판부/NNG+는/JX
벌금	벌금/NNG
7200스위스프랑(한화	7200/SN+스위스/NNP+프랑/NNG+(/SS+한화/NNG
835만원)을	835/SN+만/NR+원/NNB+)/SS+을/JKO
선고하면서	선고/NNG+하/XSV+면서/EC
형의	형/NNG+의/JKG
집행을	집행/NNG+을/JKO
2년간	2/SN+년/NNB+간/XSN
유예했다.	유예/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.9.6.1
엘머는 스위스의 유명 프라이빗뱅크(부자들의 자산을 관리해주는 은행)인 율리우스 바이에르 은행의 케이맨제도 지점에서 8년간 지점장으로 일하다 2002년 해고됐다.

엘머는	엘머/NNP+는/JX
스위스의	스위스/NNP+의/JKG
유명	유명/NNG
프라이빗뱅크(부자들의	프라이빗뱅크/NNG+(/SS+부자/NNG+들/XSN+의/JKG
자산을	자산/NNG+을/JKO
관리해주는	관리/NNG+하/XSV+아/EC+주/VX+는/ETM
은행)인	은행/NNG+)/SS+이/VCP+ㄴ/ETM
율리우스	율리우스/NNP
바이에르	바이에르/NNP
은행의	은행/NNG+의/JKG
케이맨제도	케이맨제도/NNP
지점에서	지점/NNG+에서/JKB
8년간	8/SN+년/NNB+간/XSN
지점장으로	지점장/NNG+으로/JKB
일하다	일/NNG+하/XSV+다/EC
2002년	2002/SN+년/NNB
해고됐다.	해고/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.9.6.2
엘머는 이후 은행에 앙심을 품고 상사에게 폭탄 테러를 가하겠다고 공갈 협박을 한 것으로 드러났다.

엘머는	엘머/NNP+는/JX
이후	이후/NNG
은행에	은행/NNG+에/JKB
앙심을	앙심/NNG+을/JKO
품고	품/VV+고/EC
상사에게	상사/NNG+에게/JKB
폭탄	폭탄/NNG
테러를	테러/NNG+를/JKO
가하겠다고	가하/VV+겠/EP+다고/EC
공갈	공갈/NNG
협박을	협박/NNG+을/JKO
한	하/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
드러났다.	드러나/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.9.7.1
그는 부유층 탈세 고객 명단을 독일 등 여러 나라 정부에 보내 고객 리스트 판매 협상을 시도하기도 했다.

그는	그/NP+는/JX
부유층	부유/NNG+층/XSN
탈세	탈세/NNG
고객	고객/NNG
명단을	명단/NNG+을/JKO
독일	독일/NNP
등	등/NNB
여러	여러/MMN
나라	나라/NNG
정부에	정부/NNG+에/JKB
보내	보내/VV+어/EC
리스트	리스트/NNG
판매	판매/NNG
협상을	협상/NNG+을/JKO
시도하기도	시도/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.9.7.2
엘머는 2005년에도 기밀 자료를 폭로하겠다며 은행을 협박한 혐의로 검찰에 기소된 적이 있다.

엘머는	엘머/NNP+는/JX
2005년에도	2005/SN+년/NNB+에/JKB+도/JX
기밀	기밀/NNG
자료를	자료/NNG+를/JKO
폭로하겠다며	폭로/NNG+하/XSV+겠/EP+다며/EC
은행을	은행/NNG+을/JKO
협박한	협박/NNG+하/XSV+ㄴ/ETM
혐의로	혐의/NNG+로/JKB
검찰에	검찰/NNG+에/JKB
기소된	기소/NNG+되/XSV+ㄴ/ETM
적이	적/NNB+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000030.9.7.3
당시 검찰조사에서 일부 자료를 위조한 사실이 확인돼 30일간 구치소에 구금되기도 했다.

당시	당시/NNG
검찰조사에서	검찰/NNG+조사/NNG+에서/JKB
일부	일부/NNG
자료를	자료/NNG+를/JKO
위조한	위조/NNG+하/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
확인돼	확인/NNG+되/XSV+어/EC
30일간	30/SN+일/NNB+간/XSN
구치소에	구치소/NNG+에/JKB
구금되기도	구금/NNG+되/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.9.8.1
엘머는 지난 17일 위키리크스 설립자 줄리언 어산지와 가진 공동 기자회견에서 "탈세 고객 명단엔 정치인 40여명도 포함돼 있다"고 폭로, 세계 언론의 주목을 받았다.

엘머는	엘머/NNP+는/JX
지난	지나/VV+ㄴ/ETM
17일	17/SN+일/NNB
위키리크스	위키리크스/NNP
설립자	설립자/NNG
줄리언	줄리언/NNP
어산지와	어산지/NNP+와/JKB
가진	가지/VV+ㄴ/ETM
공동	공동/NNG
기자회견에서	기자/NNG+회견/NNG+에서/JKB
"탈세	"/SS+탈세/NNG
고객	고객/NNG
명단엔	명단/NNG+에/JKB+ㄴ/JX
정치인	정치인/NNG
40여명도	40/SN+여/XSN+명/NNB+도/JX
포함돼	포함/NNG+되/XSV+어/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
폭로,	폭로/NNG+,/SP
세계	세계/NNG
언론의	언론/NNG+의/JKG
주목을	주목/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.9.8.2
그러나 은행측은 "경력에 대한 갈망을 채우지 못해 복수에 나선 인물"이라면서, 그의 도덕성에 의문을 제기하고 있다.

그러나	그러나/MAJ
은행측은	은행/NNG+측/NNB+은/JX
"경력에	"/SS+경력/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
갈망을	갈망/NNG+을/JKO
채우지	채우/VV+지/EC
못해	못하/VX+아/EC
복수에	복수/NNG+에/JKB
나선	나서/VV+ㄴ/ETM
인물"이라면서,	인물/NNG+"/SS+이/VCP+라면서/EC+,/SP
그의	그/NP+의/JKG
도덕성에	도덕/NNG+성/XSN+에/JKB
의문을	의문/NNG+을/JKO
제기하고	제기/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


