# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.351
metadata : {}


# id : NWRW1800000026.351.1.1
[2010 대한민국 뉴 웨이브 문학상] '2010 뉴웨이브 문학상' 당선자 김장환;"기억과 망각… 어느쪽이 더 행복할까"

[2010	[/SS+2010/SN
"기대가 있으니까 응모했지만 막상 주인공이 되니 꿈을 꾸는 것 같다.

"기대가	"/SS+기대/NNG+가/JKS
있으니까	있/VA+으니까/EC
응모했지만	응모/NNG+하/XSV+았/EP+지만/EC
막상	막상/MAG
주인공이	주인공/NNG+이/JKC
되니	되/VV+니/EC
꿈을	꿈/NNG+을/JKO
꾸는	꾸/VV+는/ETM
것	것/NNB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000026.351.6.2
서울에서 출판사를 경영하며 외국 작품을 번역할 때도 창작의 세계를 갈망했고 습작도 몇 편 썼다.

서울에서	서울/NNP+에서/JKB
출판사를	출판사/NNG+를/JKO
경영하며	경영/NNG+하/XSV+며/EC
외국	외국/NNG
작품을	작품/NNG+을/JKO
번역할	번역/NNG+하/XSV+ㄹ/ETM
때도	때/NNG+도/JX
창작의	창작/NNG+의/JKG
세계를	세계/NNG+를/JKO
갈망했고	갈망/NNG+하/XSV+았/EP+고/EC
습작도	습작/NNG+도/JX
몇	몇/NR
편	편/NNB
썼다.	쓰/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.351.6.3
경영난으로 출판을 그만두고 뉴질랜드로 옮겨갈 때는 꿈을 접고 요리사라는 완전히 다른 길을 잠시 생각했었다.

경영난으로	경영난/NNG+으로/JKB
출판을	출판/NNG+을/JKO
그만두고	그만두/VV+고/EC
뉴질랜드로	뉴질랜드/NNP+로/JKB
옮겨갈	옮기/VV+어/EC+가/VX+ㄹ/ETM
때는	때/NNG+는/JX
꿈을	꿈/NNG+을/JKO
접고	접/VV+고/EC
요리사라는	요리사/NNG+이/VCP+라는/ETM
완전히	완전히/MAG
다른	다른/MMD
길을	길/NNG+을/JKO
잠시	잠시/MAG
생각했었다.	생각/NNG+하/XSV+았었/EP+다/EF+./SF


# id : NWRW1800000026.351.6.4
그러나 창작의 욕구를 참기 어려웠다.

그러나	그러나/MAJ
창작의	창작/NNG+의/JKG
욕구를	욕구/NNG+를/JKO
참기	참/VV+기/ETN
어려웠다.	어렵/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.351.6.5
모든 것을 던진다는 각오로 준비했는데 결과가 좋았다.

모든	모든/MMN
것을	것/NNB+을/JKO
던진다는	던지/VV+ㄴ다는/ETM
각오로	각오/NNG+로/JKB
준비했는데	준비/NNG+하/XSV+았/EP+는데/EC
결과가	결과/NNG+가/JKS
좋았다.	좋/VA+았/EP+다/EF+./SF


# id : NWRW1800000026.351.6.6
다른 길을 가기 위해 떠난 곳에서 좋아하는 일을 시작하게 됐다는 생각을 하니 삶 앞에서 겸허해지게 된다."

다른	다른/MMD
길을	길/NNG+을/JKO
가기	가/VV+기/ETN
위해	위하/VV+아/EC
떠난	떠나/VV+ㄴ/ETM
곳에서	곳/NNG+에서/JKB
좋아하는	좋아하/VV+는/ETM
일을	일/NNG+을/JKO
시작하게	시작/NNG+하/XSV+게/EC
됐다는	되/VV+었/EP+다는/ETM
생각을	생각/NNG+을/JKO
하니	하/VV+니/EC
삶	삶/NNG
앞에서	앞/NNG+에서/JKB
겸허해지게	겸허/NNG+하/XSA+아/EC+지/VX+게/EC
된다."	되/VV+ㄴ다/EF+./SF+"/SS


# id : NWRW1800000026.351.7.1
―고난을 겪은 뒤의 수상이어서 의미가 더욱 클 것 같다.

―고난을	―/SS+고난/NNG+을/JKO
겪은	겪/VV+은/ETM
뒤의	뒤/NNG+의/JKG
수상이어서	수상/NNG+이/VCP+어서/EC
의미가	의미/NNG+가/JKS
더욱	더욱/MAG
클	크/VA+ㄹ/ETM
것	것/NNB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000026.351.8.1
"출판사를 할 때 주로 과학소설(SF)을 냈는데, 한국의 SF 독자층이 얇다는 사실이 늘 아쉬웠다.

"출판사를	"/SS+출판사/NNG+를/JKO
할	하/VV+ㄹ/ETM
때	때/NNG
주로	주로/MAG
과학소설(SF)을	과학/NNG+소설/NNG+(/SS+SF/SL+)/SS+을/JKO
냈는데,	내/VV+었/EP+는데/EC+,/SP
한국의	한국/NNP+의/JKG
SF	SF/SL
독자층이	독자/NNG+층/XSN+이/JKS
얇다는	얇/VA+다는/ETM
사실이	사실/NNG+이/JKS
늘	늘/MAG
아쉬웠다.	아쉽/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.351.8.2
그러나 영화 '아바타' '인셉션' 등에서 볼 수 있듯, 인류 문명의 미래를 그리는 동시에 인간의 본질에 대해서도 탐구할 수 있다는 점에서 SF는 매력적인 분야다.

그러나	그러나/MAJ
영화	영화/NNG
'아바타'	'/SS+아바타/NNP+'/SS
'인셉션'	'/SS+인셉션/NNP+'/SS
등에서	등/NNB+에서/JKB
볼	보/VV+ㄹ/ETM
수	수/NNB
있듯,	있/VA+듯/EC+,/SP
인류	인류/NNG
문명의	문명/NNG+의/JKG
미래를	미래/NNG+를/JKO
그리는	그리/VV+는/ETM
동시에	동시/NNG+에/JKB
인간의	인간/NNG+의/JKG
본질에	본질/NNG+에/JKB
대해서도	대하/VV+아서/EC+도/JX
탐구할	탐구/NNG+하/XSV+ㄹ/ETM
있다는	있/VA+다는/ETM
점에서	점/NNG+에서/JKB
SF는	SF/SL+는/JX
매력적인	매력/NNG+적/XSN+이/VCP+ㄴ/ETM
분야다.	분야/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.351.8.3
아직 완성하지 못한 작품이 컴퓨터에 몇 편 저장돼 있다.

아직	아직/MAG
완성하지	완성/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
작품이	작품/NNG+이/JKS
컴퓨터에	컴퓨터/NNG+에/JKB
몇	몇/NR
편	편/NNB
저장돼	저장/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.351.8.4
이번 작품처럼 SF를 기반으로 로맨스와 어드벤처 등을 곁들인 작품으로 SF의 저변을 확대하고 싶다."

이번	이번/NNG
작품처럼	작품/NNG+처럼/JKB
SF를	SF/SL+를/JKO
기반으로	기반/NNG+으로/JKB
로맨스와	로맨스/NNG+와/JC
어드벤처	어드벤처/NNG
등을	등/NNB+을/JKO
곁들인	곁들이/VV+ㄴ/ETM
작품으로	작품/NNG+으로/JKB
SF의	SF/SL+의/JKG
저변을	저변/NNG+을/JKO
확대하고	확대/NNG+하/XSV+고/EC
싶다."	싶/VX+다/EF+./SF+"/SS


# id : NWRW1800000026.351.9.1
―수상작 '욘더'의 제목이 독특하다.

―수상작	―/SS+수상작/NNG
'욘더'의	'/SS+욘더/NNG+'/SS+의/JKG
제목이	제목/NNG+이/JKS
독특하다.	독특/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000026.351.10.1
"영어로 '저쪽'이란 뜻이다.

"영어로	"/SS+영어/NNP+로/JKB
'저쪽'이란	'/SS+저쪽/NP+'/SS+이/VCP+란/ETM
뜻이다.	뜻/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.351.10.2
우리가 사는 현실 공간이 이쪽이라면 저쪽은 우리가 가고 싶은 곳 또는 궁극적으로 다다르는 곳, 즉 피안(彼岸)이다.

우리가	우리/NP+가/JKS
사는	살/VV+는/ETM
현실	현실/NNG
공간이	공간/NNG+이/JKS
이쪽이라면	이쪽/NP+이/VCP+라면/EC
저쪽은	저쪽/NP+은/JX
가고	가/VV+고/EC
싶은	싶/VX+은/ETM
곳	곳/NNG
또는	또는/MAG
궁극적으로	궁극/NNG+적/XSN+으로/JKB
다다르는	다다르/VV+는/ETM
곳,	곳/NNG+,/SP
즉	즉/MAG
피안(彼岸)이다.	피안/NNG+(/SS+彼岸/SH+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000026.351.10.3
소설에서는 '김홀'의 아내인 '이후'의 기억이 디지털 신호로 다운로드되어 있는 인공 천국이다.

소설에서는	소설/NNG+에서/JKB+는/JX
'김홀'의	'/SS+김홀/NNP+'/SS+의/JKG
아내인	아내/NNG+이/VCP+ㄴ/ETM
'이후'의	'/SS+이후/NNP+'/SS+의/JKG
기억이	기억/NNG+이/JKS
디지털	디지털/NNG
신호로	신호/NNG+로/JKB
다운로드되어	다운로드/NNG+되/XSV+어/EC
있는	있/VX+는/ETM
인공	인공/NNG
천국이다.	천국/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.351.10.4
그곳은 단순한 가상현실이 아니라 첨단 디지털 문명이 창조한 또 하나의 현실공간이다."

그곳은	그곳/NP+은/JX
단순한	단순/NNG+하/XSA+ㄴ/ETM
가상현실이	가상/NNG+현실/NNG+이/JKC
아니라	아니/VCN+라/EC
첨단	첨단/NNG
디지털	디지털/NNG
문명이	문명/NNG+이/JKS
창조한	창조/NNG+하/XSV+ㄴ/ETM
또	또/MAG
하나의	하나/NR+의/JKG
현실공간이다."	현실/NNG+공간/NNG+이/VCP+다/EF+./SF+"/SS


# id : NWRW1800000026.351.11.1
―이 소설은 디지털 문명이 지배하는 미래를 배경으로 하지만, 인간이 신화를 통해 끊임없이 노래해 온 죽음과 이별에 대한 철학적 고찰로도 읽힌다.

―이	―/SS+이/MMD
소설은	소설/NNG+은/JX
디지털	디지털/NNG
문명이	문명/NNG+이/JKS
지배하는	지배/NNG+하/XSV+는/ETM
미래를	미래/NNG+를/JKO
배경으로	배경/NNG+으로/JKB
하지만,	하/VV+지만/EC+,/SP
인간이	인간/NNG+이/JKS
신화를	신화/NNG+를/JKO
통해	통하/VV+아/EC
끊임없이	끊임없이/MAG
노래해	노래/NNG+하/XSV+아/EC
온	오/VX+ㄴ/ETM
죽음과	죽음/NNG+과/JC
이별에	이별/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
철학적	철학/NNG+적/XSN
고찰로도	고찰/NNG+로/JKB+도/JX
읽힌다.	읽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.351.12.1
"그렇다.

"그렇다.	"/SS+그렇/VA+다/EF+./SF


# id : NWRW1800000026.351.12.2
김홀과 이후는 그리스 신화의 오르페우스와 그의 아내 에우리디케이고, 그들이 재회하는 욘더는 죽음의 신 하데스가 다스리는 명계(冥界)로 볼 수 있다.

김홀과	김홀/NNP+과/JC
이후는	이후/NNP+는/JX
그리스	그리스/NNP
신화의	신화/NNG+의/JKG
오르페우스와	오르페우스/NNP+와/JC
그의	그/NP+의/JKG
아내	아내/NNG
에우리디케이고,	에우리디케/NNP+이/VCP+고/EC+,/SP
그들이	그/NP+들/XSN+이/JKS
재회하는	재회/NNG+하/XSV+는/ETM
욘더는	욘더/NNG+는/JX
죽음의	죽음/NNG+의/JKG
신	신/NNG
하데스가	하데스/NNP+가/JKS
다스리는	다스리/VV+는/ETM
명계(冥界)로	명계/NNG+(/SS+冥界/SH+)/SS+로/JKB
볼	보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.351.12.3
김홀은 레테(망각)의 강을 건너 아내를 찾아가지만 욘더는 시간이 정지된 기이한 세계다.

김홀은	김홀/NNP+은/JX
레테(망각)의	레테/NNP+(/SS+망각/NNG+)/SS+의/JKG
강을	강/NNG+을/JKO
건너	건너/VV+어/EC
아내를	아내/NNG+를/JKO
찾아가지만	찾아가/VV+지만/EC
욘더는	욘더/NNG+는/JX
시간이	시간/NNG+이/JKS
정지된	정지/NNG+되/XSV+ㄴ/ETM
기이한	기이하/VA+ㄴ/ETM
세계다.	세계/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.351.12.4
사이버 공간에서 불멸하는 기억으로 남을 것인가, 아니면 현실 공간에서 살다가 죽음을 통해 잊혀질 것인가.

사이버	사이버/NNG
공간에서	공간/NNG+에서/JKB
불멸하는	불멸/NNG+하/XSV+는/ETM
기억으로	기억/NNG+으로/JKB
남을	남/VV+을/ETM
것인가,	것/NNB+이/VCP+ㄴ가/EF+,/SP
아니면	아니/VCN+면/EC
현실	현실/NNG
살다가	살/VV+다가/EC
죽음을	죽음/NNG+을/JKO
통해	통하/VV+아/EC
잊혀질	잊혀지/VV+ㄹ/ETM
것인가.	것/NNB+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000026.351.12.5
어느 쪽이 궁극적으로 행복한 것인지를 묻고 싶었다."

어느	어느/MMD
쪽이	쪽/NNB+이/JKS
궁극적으로	궁극/NNG+적/XSN+으로/JKB
행복한	행복/NNG+하/XSA+ㄴ/ETM
것인지를	것/NNB+이/VCP+ㄴ지/EC+를/JKO
묻고	묻/VV+고/EC
싶었다."	싶/VX+었/EP+다/EF+./SF+"/SS


# id : NWRW1800000026.351.13.1
―앞으로의 각오는?

―앞으로의	―/SS+앞/NNG+으로/JKB+의/JKG
각오는?	각오/NNG+는/JX+?/SF


# id : NWRW1800000026.351.14.1
"뉴질랜드는 아주 심심한 곳이다.

"뉴질랜드는	"/SS+뉴질랜드/NNP+는/JX
아주	아주/MAG
심심한	심심하/VA+ㄴ/ETM
곳이다.	곳/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.351.14.2
그 심심함을 질료 삼아 창작의 꽃을 피우겠다.

그	그/MMD
심심함을	심심하/VA+ㅁ/ETN+을/JKO
질료	질료/NNG
삼아	삼/VV+아/EC
창작의	창작/NNG+의/JKG
꽃을	꽃/NNG+을/JKO
피우겠다.	피우/VV+겠/EP+다/EF+./SF


# id : NWRW1800000026.351.14.3
열심히 쓰겠다."

열심히	열심히/MAG
쓰겠다."	쓰/VV+겠/EP+다/EF+./SF+"/SS


# id : NWRW1800000026.351.15.1
▲김장환은?

▲김장환은?	▲/SW+김장환/NNP+은/JX+?/SF


# id : NWRW1800000026.351.16.1
-1962년 서울 출생

-1962년	-/SO+1962/SN+년/NNB
서울	서울/NNP
출생	출생/NNG


# id : NWRW1800000026.351.17.1
-미국 오리건대학교 철학과 졸

-미국	-/SO+미국/NNP
오리건대학교	오리건대학교/NNP
철학과	철학과/NNG
졸	졸/NNG


# id : NWRW1800000026.351.18.1
-출판사 ‘새와 물고기’대표(1993~2003)

-출판사	-/SO+출판사/NNG
‘새와	‘/SS+새/NNG+와/JC
물고기’대표(1993~2003)	물고기/NNG+’/SS+대표/NNG+(/SS+1993/SN+~/SO+2003/SN+)/SS


# id : NWRW1800000026.351.19.1
-2008년 뉴질랜드 오클랜드로 이주

-2008년	-/SO+2008/SN+년/NNB
뉴질랜드	뉴질랜드/NNP
오클랜드로	오클랜드/NNP+로/JKB
이주	이주/NNG


