# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.406
metadata : {}


# id : NWRW1800000026.406.1.1
[더 나은 미래] '착한카드'로기부할 수 있는비영리단체어디 어디 있나?

[더	[/SS+더/MAG
사업장에서	사업장/NNG+에서/JKB
지역개발사업,	지역/NNG+개발/NNG+사업/NNG+,/SP
에이즈	에이즈/NNG
예방사업,	예방/NNG+사업/NNG+,/SP
아동노동예방사업	아동/NNG+노동/NNG+예방/NNG+사업/NNG
등을	등/NNB+을/JKO
펼치고	펼치/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.5.2
국내에서는 전국 11개 종합사회복지관, 1개 장애인복지관, 12개 가정개발센터 등을 운영한다.

국내에서는	국내/NNG+에서/JKB+는/JX
전국	전국/NNG
11개	11/SN+개/NNB
종합사회복지관,	종합/NNG+사회/NNG+복지관/NNG+,/SP
1개	1/SN+개/NNB
장애인복지관,	장애인/NNG+복지관/NNG+,/SP
12개	12/SN+개/NNB
가정개발센터	가정/NNG+개발/NNG+센터/NNG
등을	등/NNB+을/JKO
운영한다.	운영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.406.6.1
'착한카드 캠페인'에서 한국 월드비전을 '지정기부처'로 선택하면 국내 위기가정 어린이를 도울 수 있다.

'착한카드	'/SS+착하/VA+ㄴ/ETM+카드/NNG
캠페인'에서	캠페인/NNG+'/SS+에서/JKB
한국	한국/NNP
월드비전을	월드비전/NNP+을/JKO
'지정기부처'로	'/SS+지정/NNG+기부처/NNG+'/SS+로/JKB
선택하면	선택/NNG+하/XSV+면/EC
국내	국내/NNG
위기가정	위기/NNG+가정/NNG
어린이를	어린이/NNG+를/JKO
도울	돕/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.406.6.2
전국에 있는 월드비전의 종합사회복지관과 가정개발센터에 등록된 아동 중 부모가 갑작스럽게 실직을 하거나 재난 등으로 인해 어려운 상황에 처한 아동이 있으면 담당기관의 사회복지사가 한국 월드비전 본부에 지원 신청서를 제출하고 후원금을 지원받게 된다.

전국에	전국/NNG+에/JKB
있는	있/VA+는/ETM
월드비전의	월드비전/NNP+의/JKG
종합사회복지관과	종합/NNG+사회/NNG+복지관/NNG+과/JC
가정개발센터에	가정/NNG+개발/NNG+센터/NNG+에/JKB
등록된	등록/NNG+되/XSV+ㄴ/ETM
아동	아동/NNG
중	중/NNB
부모가	부모/NNG+가/JKS
갑작스럽게	갑작스럽/VA+게/EC
실직을	실직/NNG+을/JKO
하거나	하/VV+거나/EC
재난	재난/NNG
등으로	등/NNB+으로/JKB
인해	인/NNG+하/XSV+아/EC
어려운	어렵/VA+ㄴ/ETM
상황에	상황/NNG+에/JKB
처한	처하/VV+ㄴ/ETM
아동이	아동/NNG+이/JKS
있으면	있/VA+으면/EC
담당기관의	담당/NNG+기관/NNG+의/JKG
사회복지사가	사회/NNG+복지사/NNG+가/JKS
한국	한국/NNP
월드비전	월드비전/NNP
본부에	본부/NNG+에/JKB
지원	지원/NNG
신청서를	신청서/NNG+를/JKO
제출하고	제출/NNG+하/XSV+고/EC
후원금을	후원금/NNG+을/JKO
지원받게	지원/NNG+받/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.406.6.3
문의 02)2078-7000

문의	문의/NNG
02)2078-7000	02/SN+)/SS+2078/SN+-/SO+7000/SN


# id : NWRW1800000026.406.7.1
이 땅에 아픈 아이들이 없도록

이	이/MMD
땅에	땅/NNG+에/JKB
아픈	아프/VA+ㄴ/ETM
아이들이	아이/NNG+들/XSN+이/JKS
없도록	없/VA+도록/EC


# id : NWRW1800000026.406.8.1
기아대책은 1971년 래리 워드 박사가 설립한 국제구호단체다.

기아대책은	기아/NNG+대책/NNG+은/JX
1971년	1971/SN+년/NNB
래리	래리/NNP
워드	워드/NNP
박사가	박사/NNG+가/JKS
설립한	설립/NNG+하/XSV+ㄴ/ETM
국제구호단체다.	국제/NNG+구호/NNG+단체/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.8.2
한국국제기아대책기구는 1989년에 설립되어 첫해 1억8000만원을 모금했고, 에티오피아·케냐·방글라데시·페루 등 7개국에 15만달러를 지원했다.

한국국제기아대책기구는	한국국제기아대책기구/NNP+는/JX
1989년에	1989/SN+년/NNB+에/JKB
설립되어	설립/NNG+되/XSV+어/EC
첫해	첫해/NNG
1억8000만원을	1/SN+억/NR+8000/SN+만/NR+원/NNB+을/JKO
모금했고,	모금/NNG+하/XSV+았/EP+고/EC+,/SP
에티오피아·케냐·방글라데시·페루	에티오피아/NNP+·/SP+케냐/NNP+·/SP+방글라데시/NNP+·/SP+페루/NNP
등	등/NNB
7개국에	7/SN+개국/NNB+에/JKB
15만달러를	15/SN+만/NR+달러/NNB+를/JKO
지원했다.	지원/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.406.8.3
대한민국 최초의 해외원조 NGO다.

대한민국	대한민국/NNP
최초의	최초/NNG+의/JKG
해외원조	해외/NNG+원조/NNG
NGO다.	NGO/SL+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.9.1
현재 한국국제기아대책기구는 세계 77개 국가에 4280명의 스태프, 1068명의 기아봉사단을 파견해 각종 개발사업과 긴급구호활동을 펼치고 있다.

현재	현재/MAG
한국국제기아대책기구는	한국국제기아대책기구/NNP+는/JX
세계	세계/NNG
77개	77/SN+개/NNB
국가에	국가/NNG+에/JKB
4280명의	4280/SN+명/NNB+의/JKG
스태프,	스태프/NNG+,/SP
1068명의	1068/SN+명/NNB+의/JKG
기아봉사단을	기아/NNG+봉사단/NNG+을/JKO
파견해	파견/NNG+하/XSV+아/EC
각종	각종/NNG
개발사업과	개발/NNG+사업/NNG+과/JC
긴급구호활동을	긴급/NNG+구호/NNG+활동/NNG+을/JKO
펼치고	펼치/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.9.2
국내에서는 295개 지역회와 269개 운영시설에서 결손가정·독거노인·장애인을 위한 복지사업, 수자원개발 사업, 급식 사업, 북한 구호개발 사업을 진행하고 있다.

국내에서는	국내/NNG+에서/JKB+는/JX
295개	295/SN+개/NNB
지역회와	지역회/NNG+와/JC
269개	269/SN+개/NNB
운영시설에서	운영/NNG+시설/NNG+에서/JKB
결손가정·독거노인·장애인을	결손/NNG+가정/NNG+·/SP+독거노인/NNG+·/SP+장애인/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
복지사업,	복지/NNG+사업/NNG+,/SP
수자원개발	수자원/NNG+개발/NNG
사업,	사업/NNG+,/SP
급식	급식/NNG
북한	북한/NNP
구호개발	구호/NNG+개발/NNG
사업을	사업/NNG+을/JKO
진행하고	진행/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.9.3
이 밖에도 재활용 물품과 공정무역 상품을 판매하는 ‘행복한나눔’ 가게와 대북협력의료 및 식량지원을 하는 ‘재단법인 섬김’ 등을 운영하고 있다.

이	이/MMD
밖에도	밖/NNG+에/JKB+도/JX
재활용	재/XPN+활용/NNG
물품과	물품/NNG+과/JC
공정무역	공정/NNG+무역/NNG
상품을	상품/NNG+을/JKO
판매하는	판매/NNG+하/XSV+는/ETM
‘행복한나눔’	‘/SS+행복한나눔/NNP+’/SS
가게와	가게/NNG+와/JC
대북협력의료	대북/NNG+협력/NNG+의료/NNG
및	및/MAG
식량지원을	식량/NNG+지원/NNG+을/JKO
하는	하/VV+는/ETM
‘재단법인	‘/SS+재단/NNG+법인/NNG
섬김’	섬김/NNP+’/SS
등을	등/NNB+을/JKO
운영하고	운영/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.10.1
‘착한카드 캠페인’에서 기아대책을 ‘지정기부처’로 선택하면 국내외 아픈 어린이들을 도울 수 있다.

‘착한카드	‘/SS+착하/VA+ㄴ/ETM+카드/NNG
캠페인’에서	캠페인/NNG+’/SS+에서/JKB
기아대책을	기아/NNG+대책/NNG+을/JKO
‘지정기부처’로	‘/SS+지정/NNG+기부처/NNG+’/SS+로/JKB
선택하면	선택/NNG+하/XSV+면/EC
국내외	국내외/NNG
아픈	아프/VA+ㄴ/ETM
어린이들을	어린이/NNG+들/XSN+을/JKO
도울	돕/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.406.10.2
기아대책은 국내 저소득층 어린이 환자를 무료로 진료하고 농어촌, 산간지역 등에서 예방진료 사업을 펼쳐나갈 예정이다.

기아대책은	기아/NNG+대책/NNG+은/JX
국내	국내/NNG
저소득층	저/XPN+소득/NNG+층/XSN
어린이	어린이/NNG
환자를	환자/NNG+를/JKO
무료로	무료/NNG+로/JKB
진료하고	진료/NNG+하/XSV+고/EC
농어촌,	농어촌/NNG+,/SP
산간지역	산간/NNG+지역/NNG
등에서	등/NNB+에서/JKB
예방진료	예방/NNG+진료/NNG
사업을	사업/NNG+을/JKO
펼쳐나갈	펼치/VV+어/EC+나가/VX+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.10.3
적절한 시기에 치료를 하면 건강을 회복할 수 있는 초기진료 환자도 중점적으로 지원한다.

적절한	적절하/VA+ㄴ/ETM
시기에	시기/NNG+에/JKB
치료를	치료/NNG+를/JKO
하면	하/VV+면/EC
건강을	건강/NNG+을/JKO
회복할	회복/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
초기진료	초기/NNG+진료/NNG
환자도	환자/NNG+도/JX
중점적으로	중점/NNG+적/XSN+으로/JKB
지원한다.	지원/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.406.10.4
해외 지원의 경우, 질병을 앓고 있으나 진료비가 없는 저개발 국가 빈곤아동에게 치료비를 지원하고, 해당 국가에서 치료가 불가능한 경우 한국으로 데려와 수술시킬 계획이다.

해외	해외/NNG
지원의	지원/NNG+의/JKG
경우,	경우/NNG+,/SP
질병을	질병/NNG+을/JKO
앓고	앓/VV+고/EC
있으나	있/VX+으나/EC
진료비가	진료비/NNG+가/JKS
없는	없/VA+는/ETM
저개발	저/XPN+개발/NNG
국가	국가/NNG
빈곤아동에게	빈곤/NNG+아동/NNG+에게/JKB
치료비를	치료비/NNG+를/JKO
지원하고,	지원/NNG+하/XSV+고/EC+,/SP
해당	해당/NNG
국가에서	국가/NNG+에서/JKB
치료가	치료/NNG+가/JKS
불가능한	불/XPN+가능/NNG+하/XSA+ㄴ/ETM
경우	경우/NNG
한국으로	한국/NNP+으로/JKB
데려와	데려오/VV+아/EC
수술시킬	수술/NNG+시키/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.10.5
문의 02)544-9544

문의	문의/NNG
02)544-9544	02/SN+)/SS+544/SN+-/SO+9544/SN


# id : NWRW1800000026.406.11.1
세상에 배고픈 아이가 없도록

세상에	세상/NNG+에/JKB
배고픈	배고프/VA+ㄴ/ETM
아이가	아이/NNG+가/JKS
없도록	없/VA+도록/EC


# id : NWRW1800000026.406.12.1
굿네이버스는 가난하고 소외된 지구촌 이웃의 문제를 해결하기 위해 1991년 한국인이 직접 설립한 국제구호개발 NGO로, 한국에 국제본부를 두고 있다.

굿네이버스는	굿네이버스/NNP+는/JX
가난하고	가난/NNG+하/XSA+고/EC
소외된	소외/NNG+되/XSV+ㄴ/ETM
지구촌	지구촌/NNG
이웃의	이웃/NNG+의/JKG
문제를	문제/NNG+를/JKO
해결하기	해결/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
1991년	1991/SN+년/NNB
한국인이	한국인/NNG+이/JKS
직접	직접/MAG
설립한	설립/NNG+하/XSV+ㄴ/ETM
국제구호개발	국제/NNG+구호/NNG+개발/NNG
NGO로,	NGO/SL+로/JKB+,/SP
한국에	한국/NNP+에/JKB
국제본부를	국제/NNG+본부/NNG+를/JKO
두고	두/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.12.2
우리나라 최초로 유엔경제사회이사회(UN ECOSOC)로부터 NGO 최상위 지위인 ‘포괄적협의지위’를 부여받은 비영리단체다.

우리나라	우리나라/NNG
최초로	최초/NNG+로/JKB
유엔경제사회이사회(UN	유엔경제사회이사회/NNP+(/SS+UN/SL
ECOSOC)로부터	ECOSOC/SL+)/SS+로부터/JKB
NGO	NGO/SL
최상위	최/XPN+상위/NNG
지위인	지위/NNG+이/VCP+ㄴ/ETM
‘포괄적협의지위’를	‘/SS+포괄/NNG+적/XSN+협의/NNG+지위/NNG+’/SS+를/JKO
부여받은	부여/NNG+받/XSV+은/ETM
비영리단체다.	비/XPN+영리/NNG+단체/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.12.3
포괄적협의지위를 부여받으면 유엔이 개최하거나 주관하는 국제회의에 준비 과정부터 참석해 의견을 제시할 수 있다.

포괄적협의지위를	포괄/NNG+적/XSN+협의/NNG+지위/NNG+를/JKO
부여받으면	부여/NNG+받/XSV+으면/EC
유엔이	유엔/NNP+이/JKS
개최하거나	개최/NNG+하/XSV+거나/EC
주관하는	주관/NNG+하/XSV+는/ETM
국제회의에	국제회의/NNG+에/JKB
준비	준비/NNG
과정부터	과정/NNG+부터/JX
참석해	참석/NNG+하/XSV+아/EC
의견을	의견/NNG+을/JKO
제시할	제시/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.406.13.1
굿네이버스는 국내외에서 활발한 사업을 펼치고 있다.

굿네이버스는	굿네이버스/NNP+는/JX
국내외에서	국내외/NNG+에서/JKB
활발한	활발하/VA+ㄴ/ETM
사업을	사업/NNG+을/JKO
펼치고	펼치/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.13.2
국내에서는 20개 아동보호전문기관, 14개 그룹홈, 13개 지역아동센터를 비롯한 총 79개 사업장에서 전문사회복지사업을 수행한다.

국내에서는	국내/NNG+에서/JKB+는/JX
20개	20/SN+개/NNB
아동보호전문기관,	아동/NNG+보호/NNG+전문/NNG+기관/NNG+,/SP
14개	14/SN+개/NNB
그룹홈,	그룹홈/NNG+,/SP
13개	13/SN+개/NNB
지역아동센터를	지역/NNG+아동/NNG+센터/NNG+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
총	총/MMA
79개	79/SN+개/NNB
사업장에서	사업장/NNG+에서/JKB
전문사회복지사업을	전문/NNG+사회/NNG+복지/NNG+사업/NNG+을/JKO
수행한다.	수행/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.406.13.3
해외에서는 방글라데시·케냐·에티오피아·르완다·타지키스탄·네팔·북한 등 23개국 115개 사업장에서 아동 교육, 보건의료, 환경개선, 소득증대, 지역사회조직, 권리 옹호 등의 전문 구호개발사업을 진행하고 있다.

해외에서는	해외/NNG+에서/JKB+는/JX
방글라데시·케냐·에티오피아·르완다·타지키스탄·네팔·북한	방글라데시/NNP+·/SP+케냐/NNP+·/SP+에티오피아/NNP+·/SP+르완다/NNP+·/SP+타지키스탄/NNP+·/SP+네팔/NNP+·/SP+북한/NNP
등	등/NNB
23개국	23/SN+개국/NNB
115개	115/SN+개/NNB
사업장에서	사업장/NNG+에서/JKB
아동	아동/NNG
교육,	교육/NNG+,/SP
보건의료,	보건/NNG+의료/NNG+,/SP
환경개선,	환경/NNG+개선/NNG+,/SP
소득증대,	소득/NNG+증대/NNG+,/SP
지역사회조직,	지역/NNG+사회/NNG+조직/NNG+,/SP
권리	권리/NNG
옹호	옹호/NNG
등의	등/NNB+의/JKG
전문	전문/NNG
구호개발사업을	구호/NNG+개발/NNG+사업/NNG+을/JKO
진행하고	진행/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.14.1
‘착한카드 캠페인’에서 굿네이버스를 지정 기부처로 선택하면 국내외에서 밥을 굶는 아이들을 도울 수 있다.

‘착한카드	‘/SS+착하/VA+ㄴ/ETM+카드/NNG
캠페인’에서	캠페인/NNG+’/SS+에서/JKB
굿네이버스를	굿네이버스/NNP+를/JKO
지정	지정/NNG
기부처로	기부처/NNG+로/JKB
선택하면	선택/NNG+하/XSV+면/EC
국내외에서	국내외/NNG+에서/JKB
밥을	밥/NNG+을/JKO
굶는	굶/VV+는/ETM
아이들을	아이/NNG+들/XSN+을/JKO
도울	돕/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.406.14.2
굿네이버스 문상록 미디어홍보팀장은 “착한카드가 굿네이버스에 전달한 기부금 전액은 국내 결식아동과 해외 빈곤아동을 돕는 데 투명하고 소중하게 사용될 것”이라고 말했다.

굿네이버스	굿네이버스/NNP
문상록	문상록/NNP
미디어홍보팀장은	미디어/NNG+홍보/NNG+팀장/NNG+은/JX
“착한카드가	“/SS+착하/VA+ㄴ/ETM+카드/NNG+가/JKS
굿네이버스에	굿네이버스/NNP+에/JKB
전달한	전달/NNG+하/XSV+ㄴ/ETM
기부금	기부금/NNG
전액은	전액/NNG+은/JX
국내	국내/NNG
결식아동과	결식아동/NNG+과/JC
해외	해외/NNG
빈곤아동을	빈곤/NNG+아동/NNG+을/JKO
돕는	돕/VV+는/ETM
데	데/NNB
투명하고	투명/NNG+하/XSA+고/EC
소중하게	소중하/VA+게/EC
사용될	사용/NNG+되/XSV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.406.14.3
굿네이버스는 국내 결식아동을 위해 지난 2000년부터 전국 1547개 학교, 3만5899명에게 급식, 학습지도, 문화체험을 제공하는 ‘희망나눔학교’ 프로그램을 진행해 왔다.

굿네이버스는	굿네이버스/NNP+는/JX
국내	국내/NNG
결식아동을	결식아동/NNG+을/JKO
위해	위하/VV+아/EC
지난	지나/VV+ㄴ/ETM
2000년부터	2000/SN+년/NNB+부터/JX
전국	전국/NNG
1547개	1547/SN+개/NNB
학교,	학교/NNG+,/SP
3만5899명에게	3/SN+만/NR+5899/SN+명/NNB+에게/JKB
급식,	급식/NNG+,/SP
학습지도,	학습/NNG+지도/NNG+,/SP
문화체험을	문화/NNG+체험/NNG+을/JKO
제공하는	제공/NNG+하/XSV+는/ETM
‘희망나눔학교’	‘/SS+희망/NNG+나눔/NNG+학교/NNG+’/SS
프로그램을	프로그램/NNG+을/JKO
진행해	진행/NNG+하/XSV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.406.14.4
문의 1599-0300

문의	문의/NNG
1599-0300	1599/SN+-/SO+0300/SN


# id : NWRW1800000026.406.15.1
3살 미만 유아가 죽지 않도록

3살	3/SN+살/NNB
미만	미만/NNG
유아가	유아/NNG+가/JKS
죽지	죽/VV+지/EC
않도록	않/VX+도록/EC


# id : NWRW1800000026.406.16.1
컴패션의 창립자인 에버렛 스완슨 목사는 1952년 겨울, 서울의 한 거리에서 충격적인 광경을 봤다.

컴패션의	컴패션/NNP+의/JKG
창립자인	창립자/NNG+이/VCP+ㄴ/ETM
에버렛	에버렛/NNP
스완슨	스완슨/NNP
목사는	목사/NNG+는/JX
1952년	1952/SN+년/NNB
겨울,	겨울/NNG+,/SP
서울의	서울/NNP+의/JKG
한	한/MMN
거리에서	거리/NNG+에서/JKB
충격적인	충격/NNG+적/XSN+이/VCP+ㄴ/ETM
광경을	광경/NNG+을/JKO
봤다.	보/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.406.16.2
쓰레기를 치우는 인부들이 내던지는 봉투 속에 어린아이의 팔이 비죽이 나와 있었던 것이다.

쓰레기를	쓰레기/NNG+를/JKO
치우는	치우/VV+는/ETM
인부들이	인부/NNG+들/XSN+이/JKS
내던지는	내던지/VV+는/ETM
봉투	봉투/NNG
속에	속/NNG+에/JKB
어린아이의	어린아이/NNG+의/JKG
팔이	팔/NNG+이/JKS
비죽이	비죽이/MAG
나와	나오/VV+아/EC
있었던	있/VX+었/EP+던/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.16.3
한겨울 추위와 배고픔을 이기지 못하고 얼어 죽은 아이의 시체였다.

한겨울	한/XPN+겨울/NNG
추위와	추위/NNG+와/JC
배고픔을	배고픔/NNG+을/JKO
이기지	이기/VV+지/EC
못하고	못하/VX+고/EC
얼어	얼/VV+어/EC
죽은	죽/VV+은/ETM
아이의	아이/NNG+의/JKG
시체였다.	시체/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.406.16.4
미국으로 돌아온 스완슨 목사는 한국전쟁 고아들을 돕기 위해 여러 교회를 돌아다니며 후원금을 모았다.

미국으로	미국/NNP+으로/JKB
돌아온	돌아오/VV+ㄴ/ETM
스완슨	스완슨/NNP
목사는	목사/NNG+는/JX
한국전쟁	한국/NNP+전쟁/NNG
고아들을	고아/NNG+들/XSN+을/JKO
돕기	돕/VV+기/ETN
위해	위하/VV+아/EC
여러	여러/MMN
교회를	교회/NNG+를/JKO
돌아다니며	돌아다니/VV+며/EC
후원금을	후원금/NNG+을/JKO
모았다.	모으/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.406.16.5
컴패션의 시작이었다.

컴패션의	컴패션/NNP+의/JKG
시작이었다.	시작/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.406.17.1
컴패션은 1952년 1000달러로 신애원이라는 보육원을 세웠다.

컴패션은	컴패션/NNP+은/JX
1952년	1952/SN+년/NNB
1000달러로	1000/SN+달러/NNB+로/JKB
신애원이라는	신애원/NNP+이/VCP+라는/ETM
보육원을	보육원/NNG+을/JKO
세웠다.	세우/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.406.17.2
1963년에는 한국 어린이 1만8120명을 후원하는 큰 규모의 단체로 성장했다.

1963년에는	1963/SN+년/NNB+에/JKB+는/JX
한국	한국/NNP
어린이	어린이/NNG
1만8120명을	1/SN+만/NR+8120/SN+명/NNB+을/JKO
후원하는	후원/NNG+하/XSV+는/ETM
큰	크/VA+ㄴ/ETM
규모의	규모/NNG+의/JKG
단체로	단체/NNG+로/JKB
성장했다.	성장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.406.17.3
1970년대에는 시설에서 생활하는 고아나 어려운 학생들을 대상으로 장학 지원 사업을 하기도 했다.

1970년대에는	1970/SN+년대/NNB+에/JKB+는/JX
시설에서	시설/NNG+에서/JKB
생활하는	생활/NNG+하/XSV+는/ETM
고아나	고아/NNG+나/JC
어려운	어렵/VA+ㄴ/ETM
학생들을	학생/NNG+들/XSN+을/JKO
대상으로	대상/NNG+으로/JKB
장학	장학/NNG
지원	지원/NNG
사업을	사업/NNG+을/JKO
하기도	하/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


