# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.71
metadata : {}


# id : NWRW1800000049.71.1.1
[2016 한국 시니어산업 대상]시니어 환자들에게 최상의 임플란트 선물

[2016	[/SS+2016/SN
지켜봐	지켜보/VV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000049.71.4.3
그런 그가 자연 치아에 버금가는 건강한 임플란트 치료를 위해 가장 공을 들이는 부분은 바로 ‘설계’다.

그런	그런/MMD
그가	그/NP+가/JKS
자연	자연/NNG
치아에	치아/NNG+에/JKB
버금가는	버금가/VV+는/ETM
건강한	건강/NNG+하/XSA+ㄴ/ETM
임플란트	임플란트/NNG
치료를	치료/NNG+를/JKO
위해	위하/VV+아/EC
가장	가장/MAG
공을	공/NNG+을/JKO
들이는	들이/VV+는/ETM
부분은	부분/NNG+은/JX
바로	바로/MAG
‘설계’다.	‘/SS+설계/NNG+’/SS+이/VCP+다/EF+./SF


# id : NWRW1800000049.71.4.4
치밀한 설계에 근거해 충분한 기간에 걸쳐 정확한 치료에 나선다는 것.

치밀한	치밀하/VA+ㄴ/ETM
설계에	설계/NNG+에/JKB
근거해	근거/NNG+하/XSV+아/EC
충분한	충분하/VA+ㄴ/ETM
기간에	기간/NNG+에/JKB
걸쳐	걸치/VV+어/EC
정확한	정확/NNG+하/XSA+ㄴ/ETM
치료에	치료/NNG+에/JKB
나선다는	나서/VV+ㄴ다는/ETM
것.	것/NNB+./SF


# id : NWRW1800000049.71.4.5
이를 위해 3D CT를 도입한 안양연합치과의원은 각 환자의 특성을 정밀히 진단한 뒤 맞춤형 치료 계획을 세우고, 자연친화적 물방울 레이저 시술로 통증을 줄이면서 신속하게 임플란트를 식립한다.

이를	이/NP+를/JKO
위해	위하/VV+아/EC
3D	3/SN+D/SL
CT를	CT/SL+를/JKO
도입한	도입/NNG+하/XSV+ㄴ/ETM
안양연합치과의원은	안양연합치과의원/NNP+은/JX
각	각/MMD
환자의	환자/NNG+의/JKG
특성을	특성/NNG+을/JKO
정밀히	정밀히/MAG
진단한	진단/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
맞춤형	맞춤/NNG+형/XSN
치료	치료/NNG
계획을	계획/NNG+을/JKO
세우고,	세우/VV+고/EC+,/SP
자연친화적	자연/NNG+친화/NNG+적/XSN
물방울	물방울/NNG
레이저	레이저/NNG
시술로	시술/NNG+로/JKB
통증을	통증/NNG+을/JKO
줄이면서	줄이/VV+면서/EC
신속하게	신속/NNG+하/XSA+게/EC
임플란트를	임플란트/NNG+를/JKO
식립한다.	식립/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.71.5.1
시니어 임플란트의 경우 나이가 들며 약해진 치조골을 잘 보완해야 오랜 기간 사용할 수 있기 때문에 병원 내에 ‘조직은행’을 갖추고 자가 치아를 이용한 치조골 이식 수술을 병행하는 한편, 치료에 두려움을 느끼는 환자들을 배려해 수면 임플란트 수술도 진행한다.

시니어	시니어/NNG
임플란트의	임플란트/NNG+의/JKG
경우	경우/NNG
나이가	나이/NNG+가/JKS
들며	들/VV+며/EC
약해진	약하/VA+아/EC+지/VX+ㄴ/ETM
치조골을	치조골/NNG+을/JKO
잘	잘/MAG
보완해야	보완/NNG+하/XSV+아야/EC
오랜	오랜/MMA
기간	기간/NNG
사용할	사용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있기	있/VA+기/ETN
때문에	때문/NNB+에/JKB
병원	병원/NNG
내에	내/NNB+에/JKB
‘조직은행’을	‘/SS+조직/NNG+은행/NNG+’/SS+을/JKO
갖추고	갖추/VV+고/EC
자가	자가/NNG
치아를	치아/NNG+를/JKO
이용한	이용/NNG+하/XSV+ㄴ/ETM
치조골	치조골/NNG
이식	이식/NNG
수술을	수술/NNG+을/JKO
병행하는	병행/NNG+하/XSV+는/ETM
한편,	한편/NNG+,/SP
치료에	치료/NNG+에/JKB
두려움을	두려움/NNG+을/JKO
느끼는	느끼/VV+는/ETM
환자들을	환자/NNG+들/XSN+을/JKO
배려해	배려/NNG+하/XSV+아/EC
수면	수면/NNG
임플란트	임플란트/NNG
수술도	수술/NNG+도/JX
진행한다.	진행/NNG+하/XSV+ㄴ다/EF+./SF


