# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.302
metadata : {}


# id : NWRW1800000049.302.1.1
[단독] 김무성 “국회 망친 선진화법, 총선전 반드시 개정”

[단독]	[/SS+단독/NNG+]/SS
4·13총선	4/SN+·/SP+13/SN+총선/NNG
결과와	결과/NNG+와/JKB
관련해	관련/NNG+하/XSV+아/EC
“선거는	“/SS+선거/NNG+는/JX
구도	구도/NNG
싸움”이라며	싸움/NNG+”/SS+이/VCP+라며/EC
“18대(153석),	“/SS+18/SN+대/NNB+(/SS+153/SN+석/NNB+)/SS+,/SP
19대(152석)	19/SN+대/NNB+(/SS+152/SN+석/NNB+)/SS
총선	총선/NNG
때보다	때/NNG+보다/JKB
(당선자)	(/SS+당선자/NNG+)/SS
수가	수/NNG+가/JKS
훨씬	훨씬/MAG
많을	많/VA+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
자신감을	자신감/NNG+을/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.302.5.2
이어 “만약 새누리당의 과반 의석이 깨지면 내가 엄청나게 큰 책임을 져야 한다”고 말했다.

이어	이어/MAG
“만약	“/SS+만약/NNG
새누리당의	새누리당/NNP+의/JKG
과반	과반/NNG
의석이	의석/NNG+이/JKS
깨지면	깨지/VV+면/EC
내가	내/NP+가/JKS
엄청나게	엄청나/VA+게/EC
큰	크/VA+ㄴ/ETM
책임을	책임/NNG+을/JKO
져야	지/VV+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.302.5.3
앞서 더불어민주당 문재인 대표는 19일 본보와의 단독 인터뷰에서 “새누리당의 과반 의석 저지가 야권의 목표”라며 “총선 패배 땐 자연스럽게 정계 은퇴를 한다고 봐도 된다”고 했었다.

앞서	앞서/MAG
더불어민주당	더불어민주당/NNP
문재인	문재인/NNP
대표는	대표/NNG+는/JX
19일	19/SN+일/NNB
본보와의	본보/NNG+와/JKB+의/JKG
단독	단독/NNG
인터뷰에서	인터뷰/NNG+에서/JKB
“새누리당의	“/SS+새누리당/NNP+의/JKG
과반	과반/NNG
의석	의석/NNG
저지가	저지/NNG+가/JKS
야권의	야권/NNG+의/JKG
목표”라며	목표/NNG+”/SS+이/VCP+라며/EC
“총선	“/SS+총선/NNG
패배	패배/NNG
땐	때/NNG+ㄴ/JX
자연스럽게	자연/NNG+스럽/XSA+게/EC
정계	정계/NNG
은퇴를	은퇴/NNG+를/JKO
한다고	하/VV+ㄴ다고/EC
봐도	보/VV+아도/EC
된다”고	되/VV+ㄴ다/EF+”/SS+고/JKQ
했었다.	하/VV+았었/EP+다/EF+./SF


# id : NWRW1800000049.302.6.1
김 대표는 ‘상향식 공천이 현역 의원 기득권 지키기’라는 지적에 대해 “현역 의원들이 스스로 기득권을 내려놓는다는 의미에서 100% 여론조사를 요구할 움직임이 있다”고 소개했다.

김	김/NNP
대표는	대표/NNG+는/JX
‘상향식	‘/SS+상향식/NNG
공천이	공천/NNG+이/JKS
현역	현역/NNG
의원	의원/NNG
기득권	기득/NNG+권/XSN
지키기’라는	지키/VV+기/ETN+’/SS+이/VCP+라는/ETM
지적에	지적/NNG+에/JKB
대해	대하/VV+아/EC
“현역	“/SS+현역/NNG
의원들이	의원/NNG+들/XSN+이/JKS
스스로	스스로/MAG
기득권을	기득/NNG+권/XSN+을/JKO
내려놓는다는	내려놓/VV+는다는/ETM
의미에서	의미/NNG+에서/JKB
100%	100/SN+%/SW
여론조사를	여론/NNG+조사/NNG+를/JKO
요구할	요구/NNG+하/XSV+ㄹ/ETM
움직임이	움직임/NNG+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
소개했다.	소개/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.302.6.2
현재 당헌·당규상 여론조사 70%, 당원 투표 30%로 경선을 치르는데, 현역 의원들이 자신들에게 유리한 당원 투표를 스스로 ‘반납’하는 운동을 벌일 것이란 얘기다.

현재	현재/MAG
당헌·당규상	당헌/NNG+·/SP+당규/NNG+상/XSN
여론조사	여론/NNG+조사/NNG
70%,	70/SN+%/SW+,/SP
당원	당원/NNG
투표	투표/NNG
30%로	30/SN+%/SW+로/JKB
경선을	경선/NNG+을/JKO
치르는데,	치르/VV+는데/EC+,/SP
현역	현역/NNG
의원들이	의원/NNG+들/XSN+이/JKS
자신들에게	자신/NNG+들/XSN+에게/JKB
유리한	유리/NNG+하/XSA+ㄴ/ETM
투표를	투표/NNG+를/JKO
스스로	스스로/MAG
‘반납’하는	‘/SS+반납/NNG+’/SS+하/XSV+는/ETM
운동을	운동/NNG+을/JKO
벌일	벌이/VV+ㄹ/ETM
것이란	것/NNB+이/VCP+란/ETM
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.302.7.1
김 대표는 또 “지금의 당청 관계는 솔직히 내가 원하는 그런 모습은 아니었다”고 했다.

김	김/NNP
대표는	대표/NNG+는/JX
또	또/MAG
“지금의	“/SS+지금/NNG+의/JKG
당청	당청/NNG
관계는	관계/NNG+는/JX
솔직히	솔직히/MAG
내가	내/NP+가/JKS
원하는	원/NNG+하/XSV+는/ETM
그런	그런/MMD
모습은	모습/NNG+은/JX
아니었다”고	아니/VCN+었/EP+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.302.7.2
청와대 우위의 당청 관계에 대해 아쉬움을 토로한 것이다.

청와대	청와대/NNP
우위의	우위/NNG+의/JKG
당청	당청/NNG
관계에	관계/NNG+에/JKB
대해	대하/VV+아/EC
아쉬움을	아쉬움/NNG+을/JKO
토로한	토로/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


