# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000024.329
metadata : {}


# id : NWRW1800000024.329.1.1
‘FTSE 선진지수<파이낸셜 타임스 스톡 익스체인지>’ 편입…한국 증시 독되나 약되나

‘FTSE	‘/SS+FTSE/SL
심화할	심화/NNG+하/XSV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
지적도	지적/NNG+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.329.2.4
이광수 한국거래소 유가증권시장본부장은 10일 기자간담회를 열어 “푸치가 한국이 21일부터 선진지수에 정식으로 편입된다고 알려 왔다”며 “중장기적인 투자자금이 국내로 유입돼 주가 변동성이 완화되는 등 국내 증시의 안정성을 높일 것으로 기대한다”고 말했다.

이광수	이광수/NNP
한국거래소	한국거래소/NNP
유가증권시장본부장은	유가/NNG+증권/NNG+시장/NNG+본부장/NNG+은/JX
10일	10/SN+일/NNB
기자간담회를	기자/NNG+간담회/NNG+를/JKO
열어	열/VV+어/EC
“푸치가	“/SS+푸치/NNP+가/JKS
한국이	한국/NNP+이/JKS
21일부터	21/SN+일/NNB+부터/JX
선진지수에	선진/NNG+지수/NNG+에/JKB
정식으로	정식/NNG+으로/JKB
편입된다고	편입/NNG+되/XSV+ㄴ다고/EC
알려	알리/VV+어/EC
왔다”며	오/VX+았/EP+다/EF+”/SS+며/EC
“중장기적인	“/SS+중장기/NNG+적/XSN+이/VCP+ㄴ/ETM
투자자금이	투자/NNG+자금/NNG+이/JKS
국내로	국내/NNG+로/JKB
유입돼	유입/NNG+되/XSV+어/EC
주가	주가/NNG
변동성이	변동/NNG+성/XSN+이/JKS
완화되는	완화/NNG+되/XSV+는/ETM
등	등/NNB
국내	국내/NNG
증시의	증시/NNG+의/JKG
안정성을	안정/NNG+성/XSN+을/JKO
높일	높이/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
기대한다”고	기대/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.329.3.1
푸치 지수는 영국 <파이낸셜 타임스>와 런던증권거래소가 함께 설립한 ‘푸치 인터내셔널’이 작성해 발표하는 주가지수로 유럽계 펀드들이 자금 운용 기준으로 삼고 있다.

푸치	푸치/NNP
지수는	지수/NNG+는/JX
영국	영국/NNP
<파이낸셜	</SS+파이낸셜/NNP
타임스>와	타임스/NNP+>/SS+와/JC
런던증권거래소가	런던증권거래소/NNP+가/JKS
함께	함께/MAG
설립한	설립/NNG+하/XSV+ㄴ/ETM
‘푸치	‘/SS+푸치/NNP
인터내셔널’이	인터내셔널/NNP+’/SS+이/JKS
작성해	작성/NNG+하/XSV+아/EC
발표하는	발표/NNG+하/XSV+는/ETM
주가지수로	주가/NNG+지수/NNG+로/JKB
유럽계	유럽/NNP+계/XSN
펀드들이	펀드/NNG+들/XSN+이/JKS
자금	자금/NNG
운용	운용/NNG
기준으로	기준/NNG+으로/JKB
삼고	삼/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000024.329.3.2
미국계 자금이 운용 기준으로 삼는 ‘모건스탠리 캐피털 인터내셔널’(MSCI) 지수와 함께 세계 2대 투자 지표로 꼽힌다.

미국계	미국/NNP+계/XSN
자금이	자금/NNG+이/JKS
운용	운용/NNG
기준으로	기준/NNG+으로/JKB
삼는	삼/VV+는/ETM
‘모건스탠리	‘/SS+모건스탠리/NNP
캐피털	캐피털/NNG
인터내셔널’(MSCI)	인터내셔널/NNG+’/SS+(/SS+MSCI/SL+)/SS
지수와	지수/NNG+와/JKB
함께	함께/MAG
세계	세계/NNG
2대	2/SN+대/NNG
투자	투자/NNG
지표로	지표/NNG+로/JKB
꼽힌다.	꼽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.329.4.1
푸치 지수는 시장 수준과 규모에 따라 세계 시장을 선진시장과 선진신흥시장, 신흥시장, 프런티어 시장 등으로 구분하는 데 한국은 선진신흥시장에 속했다가 지난해 9월 선진시장 편입이 결정됐다.

푸치	푸치/NNP
지수는	지수/NNG+는/JX
시장	시장/NNG
수준과	수준/NNG+과/JC
규모에	규모/NNG+에/JKB
따라	따르/VV+아/EC
세계	세계/NNG
시장을	시장/NNG+을/JKO
선진시장과	선진/NNG+시장/NNG+과/JC
선진신흥시장,	선진/NNG+신흥/NNG+시장/NNG+,/SP
신흥시장,	신흥/NNG+시장/NNG+,/SP
프런티어	프런티어/NNG
등으로	등/NNB+으로/JKB
구분하는	구분/NNG+하/XSV+는/ETM
데	데/NNB
한국은	한국/NNP+은/JX
선진신흥시장에	선진/NNG+신흥/NNG+시장/NNG+에/JKB
속했다가	속하/VV+았/EP+다가/EC
지난해	지난해/NNG
9월	9/SN+월/NNB
선진시장	선진/NNG+시장/NNG
편입이	편입/NNG+이/JKS
결정됐다.	결정/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000024.329.4.2
삼성전자와 포스코, 케이비(KB)금융지주, 현대차 등 107개 종목이 편입돼 있다.

삼성전자와	삼성전자/NNP+와/JC
포스코,	포스코/NNP+,/SP
케이비(KB)금융지주,	케이비/NNP+(/SS+KB/SL+)/SS+금융/NNG+지주/NNG+,/SP
현대차	현대차/NNP
등	등/NNB
107개	107/SN+개/NNB
종목이	종목/NNG+이/JKS
편입돼	편입/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000024.329.5.1
거래소는 선진지수 편입에 따라 약 213억달러의 투자자금이 유입될 것이라고 전망했다.

거래소는	거래소/NNG+는/JX
선진지수	선진/NNG+지수/NNG
편입에	편입/NNG+에/JKB
따라	따르/VV+아/EC
약	약/MMA
213억달러의	213/SN+억/NR+달러/NNB+의/JKG
투자자금이	투자/NNG+자금/NNG+이/JKS
유입될	유입/NNG+되/XSV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.329.5.2
푸치 지수를 기준으로 하는 투자자금은 약 3조달러인데, 이 가운데 90% 이상인 2조7000억~2조8500억달러가 선진시장에 투자된다.

푸치	푸치/NNP
지수를	지수/NNG+를/JKO
기준으로	기준/NNG+으로/JKB
하는	하/VV+는/ETM
투자자금은	투자/NNG+자금/NNG+은/JX
약	약/MMA
3조달러인데,	3/SN+조/NR+달러/NNB+이/VCP+ㄴ데/EC+,/SP
이	이/MMD
가운데	가운데/NNG
90%	90/SN+%/SW
이상인	이상/NNG+이/VCP+ㄴ/ETM
2조7000억~2조8500억달러가	2/SN+조/NR+7000/SN+억/NR+~/SO+2/SN+조/NR+8500/SN+억/NR+달러/NNB+가/JKS
선진시장에	선진/NNG+시장/NNG+에/JKB
투자된다.	투자/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000024.329.5.3
신흥시장에는 1500억~3000억달러가 투자된다.

신흥시장에는	신흥/NNG+시장/NNG+에/JKB+는/JX
1500억~3000억달러가	1500/SN+억/NR+~/SO+3000/SN+억/NR+달러/NNB+가/JKS
투자된다.	투자/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000024.329.5.4
신흥시장에서 한국의 비중은 8월 말 기준 14.93%다.

신흥시장에서	신흥/NNG+시장/NNG+에서/JKB
한국의	한국/NNP+의/JKG
비중은	비중/NNG+은/JX
8월	8/SN+월/NNB
말	말/NNB
기준	기준/NNG
14.93%다.	14/SN+./SP+93/SN+%/SW+이/VCP+다/EF+./SF


# id : NWRW1800000024.329.5.5
선진시장에서는 1.98%에 그친다.

선진시장에서는	선진/NNG+시장/NNG+에서/JKB+는/JX
1.98%에	1/SN+./SP+98/SN+%/SW+에/JKB
그친다.	그치/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.329.5.6
선진지수에 편입되면 535억~564억달러가 들어올 가능성이 있는 반면, 신흥시장 이탈로 빠져나갈 자금은 224억~448억달러여서, 평균 213억달러가 유입될 수 있다는 계산이다.

선진지수에	선진/NNG+지수/NNG+에/JKB
편입되면	편입/NNG+되/XSV+면/EC
535억~564억달러가	535/SN+억/NR+~/SO+564/SN+억/NR+달러/NNB+가/JKS
들어올	들어오/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있는	있/VA+는/ETM
반면,	반면/NNG+,/SP
신흥시장	신흥/NNG+시장/NNG
이탈로	이탈/NNG+로/JKB
빠져나갈	빠져나가/VV+ㄹ/ETM
자금은	자금/NNG+은/JX
224억~448억달러여서,	224/SN+억/NR+~/SO+448/SN+억/NR+달러/NNB+이/VCP+어서/EC+,/SP
평균	평균/NNG
213억달러가	213/SN+억/NR+달러/NNB+가/JKS
유입될	유입/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
계산이다.	계산/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.329.5.7
황빈아 교보증권 연구원은 “푸치 선진지수 편입이 발표된 지난해 9월 이후 외국인이 주식을 과도하게 팔 때 유럽계 자금은 오히려 매수 우위를 보였던 적이 많았다”며 “선진지수 편입 이후에도 이런 현상은 지속될 가능성이 있다”고 말했다.

황빈아	황빈아/NNP
교보증권	교보증권/NNP
연구원은	연구원/NNG+은/JX
“푸치	“/SS+푸치/NNP
선진지수	선진/NNG+지수/NNG
편입이	편입/NNG+이/JKS
발표된	발표/NNG+되/XSV+ㄴ/ETM
지난해	지난해/NNG
9월	9/SN+월/NNB
이후	이후/NNG
외국인이	외국인/NNG+이/JKS
주식을	주식/NNG+을/JKO
과도하게	과도/NNG+하/XSA+게/EC
팔	팔/VV+ㄹ/ETM
때	때/NNG
유럽계	유럽/NNP+계/XSN
자금은	자금/NNG+은/JX
오히려	오히려/MAG
매수	매수/NNG
우위를	우위/NNG+를/JKO
보였던	보이/VV+었/EP+던/ETM
적이	적/NNB+이/JKS
많았다”며	많/VA+았/EP+다/EF+”/SS+며/EC
“선진지수	“/SS+선진/NNG+지수/NNG
편입	편입/NNG
이후에도	이후/NNG+에/JKB+도/JX
이런	이런/MMD
현상은	현상/NNG+은/JX
지속될	지속/NNG+되/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.329.6.1
노무라증권 자료를 보면, 지난 7월 말 현재 푸치 지수에 편입된 기업들의 주가를 주당 순이익으로 나눈 주가수익배율(PER)이 한국은 17.5배인 데 견줘, 미국은 25.2배, 영국 18.6배, 독일 19.4배이다.

노무라증권	노무라증권/NNP
자료를	자료/NNG+를/JKO
보면,	보/VV+면/EC+,/SP
지난	지나/VV+ㄴ/ETM
7월	7/SN+월/NNB
말	말/NNB
현재	현재/MAG
푸치	푸치/NNP
지수에	지수/NNG+에/JKB
편입된	편입/NNG+되/XSV+ㄴ/ETM
기업들의	기업/NNG+들/XSN+의/JKG
주가를	주가/NNG+를/JKO
주당	주/NNG+당/XSN
순이익으로	순이익/NNG+으로/JKB
나눈	나누/VV+ㄴ/ETM
주가수익배율(PER)이	주가/NNG+수익/NNG+배율/NNG+(/SS+PER/SL+)/SS+이/JKS
한국은	한국/NNP+은/JX
17.5배인	17/SN+./SP+5/SN+배/NNG+이/VCP+ㄴ/ETM
데	데/NNB
견줘,	견주/VV+어/EC+,/SP
미국은	미국/NNP+은/JX
25.2배,	25/SN+./SP+2/SN+배/NNG+,/SP
영국	영국/NNP
18.6배,	18/SN+./SP+6/SN+배/NNG+,/SP
독일	독일/NNP
19.4배이다.	19/SN+./SP+4/SN+배/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.329.6.2
이 본부장은 “선진지수 편입으로 우리 증시 저평가를 완화시킬 것으로 기대한다”고 말했다.

이	이/NNP
본부장은	본부장/NNG+은/JX
“선진지수	“/SS+선진/NNG+지수/NNG
편입으로	편입/NNG+으로/JKB
우리	우리/NP
증시	증시/NNG
저평가를	저/XPN+평가/NNG+를/JKO
완화시킬	완화/NNG+시키/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
기대한다”고	기대/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.329.7.1
선진지수 편입으로 증시가 추가 상승할 것이라고 단언하기는 어렵다.

선진지수	선진/NNG+지수/NNG
편입으로	편입/NNG+으로/JKB
증시가	증시/NNG+가/JKS
추가	추가/NNG
상승할	상승/NNG+하/XSV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
단언하기는	단언/NNG+하/XSV+기/ETN+는/JX
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000024.329.7.2
1998년 포르투갈은 선진지수 편입 이후 주가가 상승했지만, 2001년 그리스와 2008년 이스라엘은 오히려 하락했다.

1998년	1998/SN+년/NNB
포르투갈은	포르투갈/NNP+은/JX
선진지수	선진/NNG+지수/NNG
편입	편입/NNG
이후	이후/NNG
주가가	주가/NNG+가/JKS
상승했지만,	상승/NNG+하/XSV+았/EP+지만/EC+,/SP
2001년	2001/SN+년/NNB
그리스와	그리스/NNP+와/JC
2008년	2008/SN+년/NNB
이스라엘은	이스라엘/NNP+은/JX
오히려	오히려/MAG
하락했다.	하락/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.329.8.1
푸치 지수 등 특정 지수를 기준으로 삼는 자금은 시장 전체를 산다는 관점에서 투자하기 때문에 업종 대표주들을 산다.

푸치	푸치/NNP
지수	지수/NNG
등	등/NNB
특정	특정/NNG
지수를	지수/NNG+를/JKO
기준으로	기준/NNG+으로/JKB
삼는	삼/VV+는/ETM
자금은	자금/NNG+은/JX
시장	시장/NNG
전체를	전체/NNG+를/JKO
산다는	살/VV+ㄴ다는/ETM
관점에서	관점/NNG+에서/JKB
투자하기	투자/NNG+하/XSV+기/ETN
때문에	때문/NNB+에/JKB
업종	업종/NNG
대표주들을	대표주/NNG+들/XSN+을/JKO
산다.	사/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.329.8.2
이로 인해 대형 우량주와 다른 주식들 간의 격차가 더 커질 것이라는 분석이 나온다.

이로	이/NP+로/JKB
인해	인/NNG+하/XSV+아/EC
대형	대형/NNG
우량주와	우량주/NNG+와/JC
다른	다른/MMD
주식들	주식/NNG+들/XSN
간의	간/NNB+의/JKG
격차가	격차/NNG+가/JKS
더	더/MAG
커질	커지/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
분석이	분석/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.329.8.3
이승우 대우증권 연구원은 “외국인이 대형주 위주로 매매를 하는 만큼 푸치 선진지수 편입 이후에도 이런 모습은 여전할 것”이라고 말했다.

이승우	이승우/NNP
대우증권	대우증권/NNP
연구원은	연구원/NNG+은/JX
“외국인이	“/SS+외국인/NNG+이/JKS
대형주	대형주/NNG
위주로	위주/NNG+로/JKB
매매를	매매/NNG+를/JKO
하는	하/VV+는/ETM
만큼	만큼/NNB
푸치	푸치/NNP
선진지수	선진/NNG+지수/NNG
편입	편입/NNG
이후에도	이후/NNG+에/JKB+도/JX
이런	이런/MMD
모습은	모습/NNG+은/JX
여전할	여전하/VA+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.329.9.1
푸치 선진지수 편입이 엠에스시아이 선진지수 편입에도 영향을 미칠 것이라는 기대도 크다.

푸치	푸치/NNP
선진지수	선진/NNG+지수/NNG
편입이	편입/NNG+이/JKS
엠에스시아이	엠에스시아이/NNP
편입에도	편입/NNG+에/JKB+도/JX
영향을	영향/NNG+을/JKO
미칠	미치/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
기대도	기대/NNG+도/JX
크다.	크/VA+다/EF+./SF


# id : NWRW1800000024.329.9.2
엠에스시아이는 지난 6월 한국을 선진지수에 편입하지 않기로 하고 내년 6월 말까지 대만과 함께 선진지수 편입 여부를 계속 검토하겠다고 밝힌 바 있다.

엠에스시아이는	엠에스시아이/NNP+는/JX
지난	지나/VV+ㄴ/ETM
6월	6/SN+월/NNB
한국을	한국/NNP+을/JKO
선진지수에	선진/NNG+지수/NNG+에/JKB
편입하지	편입/NNG+하/XSV+지/EC
않기로	않/VX+기/ETN+로/JKB
하고	하/VV+고/EC
내년	내년/NNG
말까지	말/NNB+까지/JX
대만과	대만/NNP+과/JKB
함께	함께/MAG
선진지수	선진/NNG+지수/NNG
편입	편입/NNG
여부를	여부/NNG+를/JKO
계속	계속/MAG
검토하겠다고	검토/NNG+하/XSV+겠/EP+다고/EC
밝힌	밝히/VV+ㄴ/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000024.329.9.3
엠에스시아이 쪽은 거래소 등에 코스피200과 같은 지수에 대한 이용권한을 요구하고 있지만 거래소 등은 난색을 보이고 있다.

엠에스시아이	엠에스시아이/NNP
쪽은	쪽/NNB+은/JX
거래소	거래소/NNG
등에	등/NNB+에/JKB
코스피200과	코스피/NNP+200/SN+과/JKB
같은	같/VA+은/ETM
지수에	지수/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
이용권한을	이용/NNG+권한/NNG+을/JKO
요구하고	요구/NNG+하/XSV+고/EC
있지만	있/VX+지만/EC
등은	등/NNB+은/JX
난색을	난색/NNG+을/JKO
보이고	보이/VV+고/EC
있다.	있/VX+다/EF+./SF


