# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.342
metadata : {}


# id : NWRW1800000041.342.1.1
北, 고려인 통일행사마저 체제홍보 이용

北,	北/SH+,/SP
‘오후	‘/SS+오후/NNG
5시에	5/SN+시/NNB+에/JKB
넘어간다’는	넘어가/VV+ㄴ다/EF+’/SS+는/ETM
한마디만	한마디/NNG+만/JX
전하고	전하/VV+고/EC
묵묵부답이었다.	묵묵부답/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000041.342.5.3
랠리팀을 판문점으로 데려가 홍보행사를 하느라 정해진 입경 시간을 맞출 수 없었던 것.

랠리팀을	랠리/NNG+팀/NNG+을/JKO
판문점으로	판문점/NNP+으로/JKB
데려가	데려가/VV+아/EC
홍보행사를	홍보/NNG+행사/NNG+를/JKO
하느라	하/VV+느라/EC
정해진	정하/VV+아/EC+지/VX+ㄴ/ETM
입경	입경/NNG
시간을	시간/NNG+을/JKO
맞출	맞추/VV+ㄹ/ETM
수	수/NNB
없었던	없/VA+었/EP+던/ETM
것.	것/NNB+./SF


# id : NWRW1800000041.342.6.1
북한은 우방국인 러시아에도 왜 출발이 늦어지는지, 언제 한국에 도착하는지 알리지 않았다.

북한은	북한/NNP+은/JX
우방국인	우방국/NNG+이/VCP+ㄴ/ETM
러시아에도	러시아/NNP+에/JKB+도/JX
왜	왜/MAG
출발이	출발/NNG+이/JKS
늦어지는지,	늦어지/VV+는지/EF+,/SP
언제	언제/MAG
한국에	한국/NNP+에/JKB
도착하는지	도착/NNG+하/XSV+는지/EF
알리지	알리/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.342.6.2
콘스탄틴 브누코프 주한 러시아 대사도 오후 3시부터 남북출입사무소에 도착해 마냥 기다려야 했다.

콘스탄틴	콘스탄틴/NNP
브누코프	브누코프/NNP
주한	주한/NNG
러시아	러시아/NNP
대사도	대사/NNG+도/JX
오후	오후/NNG
3시부터	3/SN+시/NNB+부터/JX
남북출입사무소에	남북출입사무소/NNP+에/JKB
도착해	도착/NNG+하/XSV+아/EC
마냥	마냥/MAG
기다려야	기다리/VV+어야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.342.7.1
또 북한은 랠리팀 가슴에 김일성 휘장(배지)을 달고 차에는 체제홍보용 책자를 실어 보냈다.

또	또/MAG
북한은	북한/NNP+은/JX
랠리팀	랠리/NNG+팀/NNG
가슴에	가슴/NNG+에/JKB
김일성	김일성/NNP
휘장(배지)을	휘장/NNG+(/SS+배지/NNG+)/SS+을/JKO
달고	달/VV+고/EC
차에는	차/NNG+에/JKB+는/JX
체제홍보용	체제/NNG+홍보/NNG+용/XSN
책자를	책자/NNG+를/JKO
실어	싣/VV+어/EC
보냈다.	보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.342.7.2
남북 대립 상황에서 이 물건들이 어떤 불편을 초래할지 잘 알고 있는 북한은 최소한의 안내조차 하지 않았다.

남북	남북/NNP
대립	대립/NNG
상황에서	상황/NNG+에서/JKB
이	이/MMD
물건들이	물건/NNG+들/XSN+이/JKS
어떤	어떤/MMD
불편을	불편/NNG+을/JKO
초래할지	초래/NNG+하/XSV+ㄹ지/EF
잘	잘/MAG
알고	알/VV+고/EC
있는	있/VX+는/ETM
북한은	북한/NNP+은/JX
최소한의	최소한/NNG+의/JKG
안내조차	안내/NNG+조차/JX
하지	하/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.342.7.3
결국 이 물건들 때문에 통관이 지연됐다.

결국	결국/MAG
이	이/MMD
물건들	물건/NNG+들/XSN
때문에	때문/NNB+에/JKB
통관이	통관/NNG+이/JKS
지연됐다.	지연/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000041.342.7.4
가뜩이나 늦었던 환영행사는 어둑해진 오후 6시에야 시작할 수 있었다.

가뜩이나	가뜩이나/MAG
늦었던	늦/VA+었/EP+던/ETM
환영행사는	환영/NNG+행사/NNG+는/JX
어둑해진	어둑하/VA+아/EC+지/VX+ㄴ/ETM
오후	오후/NNG
6시에야	6/SN+시/NNB+에/JKB+야/JX
시작할	시작/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000041.342.7.5
정부 당국자는 “북한이 남북관계는 물론이고 국제사회에서 떳떳해지려면 최소한의 국제 규범과 외교 관행을 지켜야 한다”고 말했다.

정부	정부/NNG
당국자는	당국자/NNG+는/JX
“북한이	“/SS+북한/NNP+이/JKS
남북관계는	남북/NNP+관계/NNG+는/JX
물론이고	물론/NNG+이/VCP+고/EC
국제사회에서	국제/NNG+사회/NNG+에서/JKB
떳떳해지려면	떳떳하/VA+아/EC+지/VX+려면/EC
최소한의	최소한/NNG+의/JKG
국제	국제/NNG
규범과	규범/NNG+과/JC
외교	외교/NNG
관행을	관행/NNG+을/JKO
지켜야	지키/VV+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.342.7.6
세관이 압수한 휘장 등은 랠리팀이 출국할 때 돌려준다.

세관이	세관/NNG+이/JKS
압수한	압수/NNG+하/XSV+ㄴ/ETM
휘장	휘장/NNG
등은	등/NNB+은/JX
랠리팀이	랠리/NNG+팀/NNG+이/JKS
출국할	출국/NNG+하/XSV+ㄹ/ETM
때	때/NNG
돌려준다.	돌려주/VV+ㄴ다/EF+./SF


