# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.379
metadata : {}


# id : NWRW1800000030.379.1.1
[충청] 3개 국립대 학생들 모두 '통합 반대'

[충청]	[/SS+충청/NNP+]/SS
결정한다는	결정/NNG+하/XSV+ㄴ다는/ETM
방침이지만	방침/NNG+이/VCP+지만/EC
학생들이	학생/NNG+들/XSN+이/JKS
강력하게	강력/NNG+하/XSA+게/EC
반대할	반대/NNG+하/XSV+ㄹ/ETM
경우	경우/NNG
통합	통합/NNG
추진에	추진/NNG+에/JKB
제동이	제동/NNG+이/JKS
걸릴	걸리/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000030.379.4.1
11일 3개 대학 총학생회에 따르면 공주대총학생회는 지난 8일 학생 대표자회의를 열고 단과대 학생회장, 학과대표 등 학생대표 340명이 참여한 가운데 통합추진 관련 찬반 설문조사를 벌인 결과 반대 205표, 찬성 116표, 기권 19표 등으로 나타났다.

11일	11/SN+일/NNB
3개	3/SN+개/NNB
대학	대학/NNG
총학생회에	총학생회/NNG+에/JKB
따르면	따르/VV+면/EC
공주대총학생회는	공주대총학생회/NNP+는/JX
지난	지나/VV+ㄴ/ETM
8일	8/SN+일/NNB
학생	학생/NNG
대표자회의를	대표자/NNG+회의/NNG+를/JKO
열고	열/VV+고/EC
단과대	단과대/NNG
학생회장,	학생회장/NNG+,/SP
학과대표	학과/NNG+대표/NNG
등	등/NNB
학생대표	학생/NNG+대표/NNG
340명이	340/SN+명/NNB+이/JKS
참여한	참여/NNG+하/XSV+ㄴ/ETM
가운데	가운데/NNG
통합추진	통합/NNG+추진/NNG
관련	관련/NNG
찬반	찬반/NNG
설문조사를	설문/NNG+조사/NNG+를/JKO
벌인	벌이/VV+ㄴ/ETM
결과	결과/NNG
반대	반대/NNG
205표,	205/SN+표/NNG+,/SP
찬성	찬성/NNG
116표,	116/SN+표/NNG+,/SP
기권	기권/NNG
19표	19/SN+표/NNG
등으로	등/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.379.4.2
공주대총학생회는 학생들에게 통합추진 과정 및 장·단점을 알리고 이달 말 재학생 전체를 대상으로 2차 설문조사를 벌일 계획이다.

공주대총학생회는	공주대총학생회/NNP+는/JX
학생들에게	학생/NNG+들/XSN+에게/JKB
통합추진	통합/NNG+추진/NNG
과정	과정/NNG
및	및/MAG
장·단점을	장·단점/NNG+을/JKO
알리고	알리/VV+고/EC
이달	이달/NNG
말	말/NNB
재학생	재학/NNG+생/XSN
전체를	전체/NNG+를/JKO
대상으로	대상/NNG+으로/JKB
2차	2/SN+차/NNB
설문조사를	설문/NNG+조사/NNG+를/JKO
벌일	벌이/VV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.379.5.1
지난 6일부터 이틀간 충남대총학생회가 재학생을 대상으로 한 설문조사에서도 통합추진 반대의견이 압도적으로 많았다.

지난	지나/VV+ㄴ/ETM
6일부터	6/SN+일/NNB+부터/JX
이틀간	이틀/NNG+간/XSN
충남대총학생회가	충남대총학생회/NNP+가/JKS
재학생을	재학/NNG+생/XSN+을/JKO
대상으로	대상/NNG+으로/JKB
한	하/VV+ㄴ/ETM
설문조사에서도	설문/NNG+조사/NNG+에서/JKB+도/JX
통합추진	통합/NNG+추진/NNG
반대의견이	반대/NNG+의견/NNG+이/JKS
압도적으로	압도/NNG+적/XSN+으로/JKB
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000030.379.5.2
충남대 재학생 1만7856명 가운데 1만870명이 참여한 설문에서 '2만학우가 소외된 교수, 직원 설문조사 후 체결된 통합추진 양해각서에 대해 어떻게 생각하느냐'에 대한 질문에 '불인정' 1만88표(92.8%), '인정' 351표(3.2%) 등으로 집계됐다.

충남대	충남대/NNP
재학생	재학/NNG+생/XSN
1만7856명	1/SN+만/NR+7856/SN+명/NNB
가운데	가운데/NNG
1만870명이	1/SN+만/NR+870/SN+명/NNB+이/JKS
참여한	참여/NNG+하/XSV+ㄴ/ETM
설문에서	설문/NNG+에서/JKB
'2만학우가	'/SS+2/SN+만/NR+학우/NNG+가/JKS
소외된	소외/NNG+되/XSV+ㄴ/ETM
교수,	교수/NNG+,/SP
직원	직원/NNG
설문조사	설문/NNG+조사/NNG
후	후/NNG
체결된	체결/NNG+되/XSV+ㄴ/ETM
통합추진	통합/NNG+추진/NNG
양해각서에	양해/NNG+각서/NNG+에/JKB
대해	대하/VV+아/EC
어떻게	어떻/VA+게/EC
생각하느냐'에	생각/NNG+하/XSV+느냐/EF+'/SS+에/JKB
대한	대하/VV+ㄴ/ETM
질문에	질문/NNG+에/JKB
'불인정'	'/SS+불/XPN+인정/NNG+'/SS
1만88표(92.8%),	1/SN+만/NR+88/SN+표/NNG+(/SS+92/SN+./SP+8/SN+%/SW+)/SS+,/SP
'인정'	'/SS+인정/NNG+'/SS
351표(3.2%)	351/SN+표/NNG+(/SS+3/SN+./SP+2/SN+%/SW+)/SS
등으로	등/NNB+으로/JKB
집계됐다.	집계/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.379.5.3
또 '3개 대학 통합논의에 대해 어떻게 생각하느냐'에 대한 질문에는 반대 9661표(88.9%), 찬성 807표(7.4%)로 나타났다.

또	또/MAG
'3개	'/SS+3/SN+개/NNB
대학	대학/NNG
통합논의에	통합/NNG+논의/NNG+에/JKB
대해	대하/VV+아/EC
어떻게	어떻/VA+게/EC
생각하느냐'에	생각/NNG+하/XSV+느냐/EF+'/SS+에/JKB
대한	대하/VV+ㄴ/ETM
질문에는	질문/NNG+에/JKB+는/JX
반대	반대/NNG
9661표(88.9%),	9661/SN+표/NNG+(/SS+88/SN+./SP+9/SN+%/SW+)/SS+,/SP
찬성	찬성/NNG
807표(7.4%)로	807/SN+표/NNG+(/SS+7/SN+./SP+4/SN+%/SW+)/SS+로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.379.6.1
앞서 공주교대총학생회도 지난달 학생대상 설문조사를 벌인 결과, 참여자 중 73.2%(806명)가 반대했고 찬성은 26.7%(294명)에 그쳤다.

앞서	앞서/MAG
공주교대총학생회도	공주교대총학생회/NNP+도/JX
지난달	지난달/NNG
학생대상	학생/NNG+대상/NNG
설문조사를	설문/NNG+조사/NNG+를/JKO
벌인	벌이/VV+ㄴ/ETM
결과,	결과/NNG+,/SP
참여자	참여자/NNG
중	중/NNB
73.2%(806명)가	73/SN+./SP+2/SN+%/SW+(/SS+806/SN+명/NNB+)/SS+가/JKS
반대했고	반대/NNG+하/XSV+았/EP+고/EC
찬성은	찬성/NNG+은/JX
26.7%(294명)에	26/SN+./SP+7/SN+%/SW+(/SS+294/SN+명/NNB+)/SS+에/JKB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.379.7.1
김성용 공주대 총학생회장은 "대학본부 위치, 교명, 캠퍼스 통폐합 등 학교 발전을 위한 것이 진정 무엇인가를 철저히 따진 뒤 대응방안을 모색해나갈 예정"이라고 밝혔다.

김성용	김성용/NNP
공주대	공주대/NNP
총학생회장은	총학생회장/NNG+은/JX
"대학본부	"/SS+대학/NNG+본부/NNG
위치,	위치/NNG+,/SP
교명,	교명/NNG+,/SP
캠퍼스	캠퍼스/NNG
통폐합	통폐합/NNG
등	등/NNB
학교	학교/NNG
발전을	발전/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
것이	것/NNB+이/JKS
진정	진정/MAG
무엇인가를	무엇/NP+이/VCP+ㄴ가/EF+를/JKO
철저히	철저히/MAG
따진	따지/VV+ㄴ/ETM
뒤	뒤/NNG
대응방안을	대응/NNG+방안/NNG+을/JKO
모색해나갈	모색/NNG+하/XSV+아/EC+나가/VX+ㄹ/ETM
예정"이라고	예정/NNG+"/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.379.7.2
장윤배 충남대 총학생회장은 "대학본부 통합 설명은 장점만 부각되고 단점은 찾아볼 수 없다"며 "통합을 신중하게 접근해야 하는데 대학본부가 성급히 밀어붙이려는 게 문제"라고 지적했다.

장윤배	장윤배/NNP
충남대	충남대/NNP
총학생회장은	총학생회장/NNG+은/JX
"대학본부	"/SS+대학/NNG+본부/NNG
통합	통합/NNG
설명은	설명/NNG+은/JX
장점만	장점/NNG+만/JX
부각되고	부각/NNG+되/XSV+고/EC
단점은	단점/NNG+은/JX
찾아볼	찾/VV+아/EC+보/VV+ㄹ/ETM
수	수/NNB
없다"며	없/VA+다/EF+"/SS+며/EC
"통합을	"/SS+통합/NNG+을/JKO
신중하게	신중/NNG+하/XSA+게/EC
접근해야	접근/NNG+하/XSV+아야/EC
하는데	하/VX+는데/EC
대학본부가	대학/NNG+본부/NNG+가/JKS
성급히	성급히/MAG
밀어붙이려는	밀어붙이/VV+려는/ETM
게	거/NNB+이/JKS
문제"라고	문제/NNG+"/SS+라고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.379.8.1
충남대 관계자는 "각 대학이 최종 통합안을 마련하기 위해선 구성원 간 합의 도출이 필수적인 만큼 통합안 마련에 진통이 불가피할 것으로 보인다"고 전망했다.

충남대	충남대/NNP
관계자는	관계자/NNG+는/JX
"각	"/SS+각/MMD
대학이	대학/NNG+이/JKS
최종	최종/NNG
통합안을	통합안/NNG+을/JKO
마련하기	마련/NNG+하/XSV+기/ETN
위해선	위하/VV+아서/EC+ㄴ/JX
구성원	구성원/NNG
간	간/NNB
합의	합의/NNG
도출이	도출/NNG+이/JKS
필수적인	필수/NNG+적/XSN+이/VCP+ㄴ/ETM
만큼	만큼/NNB
통합안	통합안/NNG
마련에	마련/NNG+에/JKB
진통이	진통/NNG+이/JKS
불가피할	불가피하/VA+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다"고	보이/VV+ㄴ다/EF+"/SS+고/JKQ
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


