# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.354
metadata : {}


# id : NWRW1800000030.354.1.1
[호남] [헬시 & 메디컬] 조선대병원 '통원수술센터' 열어

[호남]	[/SS+호남/NNP+]/SS
오전에 입원한 신씨는 30여분 만에 수술을 마치고 오후에 퇴원, 다음 날부터 생업에 복귀할 수 있었다.

오전에	오전/NNG+에/JKB
입원한	입원/NNG+하/XSV+ㄴ/ETM
신씨는	신/NNP+씨/NNB+는/JX
30여분	30/SN+여/XSN+분/NNB
만에	만/NNB+에/JKB
수술을	수술/NNG+을/JKO
마치고	마치/VV+고/EC
오후에	오후/NNG+에/JKB
퇴원,	퇴원/NNG+,/SP
다음	다음/NNG
날부터	날/NNG+부터/JX
생업에	생업/NNG+에/JKB
복귀할	복귀/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000030.354.5.1
신씨는 "몇년 전에는 백내장 수술을 받으려면 며칠간 입원하고 수술을 마치더라도 회복하기까지 오래 걸렸는데 이제는 하루 만에 모든 게 끝나니 정말 편리하다"고 말했다.

신씨는	신/NNP+씨/NNB+는/JX
"몇년	"/SS+몇/NR+년/NNB
전에는	전/NNG+에/JKB+는/JX
백내장	백내장/NNG
수술을	수술/NNG+을/JKO
받으려면	받/VV+으려면/EC
며칠간	며칠/NNG+간/XSN
입원하고	입원/NNG+하/XSV+고/EC
마치더라도	마치/VV+더라도/EC
회복하기까지	회복/NNG+하/XSV+기/ETN+까지/JX
오래	오래/MAG
걸렸는데	걸리/VV+었/EP+는데/EC
이제는	이제/NNG+는/JX
하루	하루/NNG
만에	만/NNB+에/JKB
모든	모든/MMN
게	거/NNB+이/JKS
끝나니	끝나/VV+니/EC
정말	정말/MAG
편리하다"고	편리/NNG+하/XSA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.354.6.1
조선대병원(병원장 김만우)이 지난 3일 통원수술센터(Day surgery center)를 열었다.

조선대병원(병원장	조선대병원/NNP+(/SS+병원장/NNG
김만우)이	김만우/NNP+)/SS+이/JKS
지난	지나/VV+ㄴ/ETM
3일	3/SN+일/NNB
통원수술센터(Day	통원/NNG+수술/NNG+센터/NNG+(/SS+Day/SL
surgery	surgery/SL
center)를	center/SL+)/SS+를/JKO
열었다.	열/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.354.6.2
통원수술센터는 입원하지 않고 수술 전 처치와 수술, 회복까지 당일에 이루어진다.

통원수술센터는	통원/NNG+수술/NNG+센터/NNG+는/JX
입원하지	입원/NNG+하/XSV+지/EC
않고	않/VX+고/EC
수술	수술/NNG
전	전/NNG
처치와	처치/NNG+와/JC
수술,	수술/NNG+,/SP
회복까지	회복/NNG+까지/JX
당일에	당일/NNG+에/JKB
이루어진다.	이루어지/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.354.6.3
수술을 하고서도 입원하지 않고 당일 퇴원할 수 있는 것으로 현재 10병상을 운영 중이다.

수술을	수술/NNG+을/JKO
하고서도	하/VV+고서/EC+도/JX
입원하지	입원/NNG+하/XSV+지/EC
않고	않/VX+고/EC
당일	당일/NNG
퇴원할	퇴원/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
것으로	것/NNB+으로/JKB
현재	현재/MAG
10병상을	10/SN+병상/NNG+을/JKO
운영	운영/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.354.7.1
센터를 이용하는 이들은 하지정맥류·자궁내막·백내장·눈꺼풀 성형술 등 비교적 간단한 수술 환자.

센터를	센터/NNG+를/JKO
이용하는	이용/NNG+하/XSV+는/ETM
이들은	이/NNB+들/XSN+은/JX
하지정맥류·자궁내막·백내장·눈꺼풀	하지/NNG+정맥류/NNG+·/SP+자궁/NNG+내막/NNG+·/SP+백내장/NNG+·/SP+눈꺼풀/NNG
성형술	성형술/NNG
등	등/NNB
비교적	비교/NNG+적/XSN
간단한	간단하/VA+ㄴ/ETM
수술	수술/NNG
환자.	환자/NNG+./SF


# id : NWRW1800000030.354.7.2
당일 입원해 수술을 받고 안정을 취한 뒤 의사 지시에 따라 퇴원할 수 있다.

당일	당일/NNG
입원해	입원/NNG+하/XSV+아/EC
수술을	수술/NNG+을/JKO
받고	받/VV+고/EC
안정을	안정/NNG+을/JKO
취한	취하/VV+ㄴ/ETM
뒤	뒤/NNG
의사	의사/NNG
지시에	지시/NNG+에/JKB
따라	따르/VV+아/EC
퇴원할	퇴원/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000030.354.7.3
개원 일주일 만에 20여 명의 환자가 이용했다.

개원	개원/NNG
일주일	일주일/NNG
만에	만/NNB+에/JKB
20여	20/SN+여/XSN
명의	명/NNB+의/JKG
환자가	환자/NNG+가/JKS
이용했다.	이용/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.354.8.1
진료비 부담도 크게 줄어든다.

진료비	진료비/NNG
부담도	부담/NNG+도/JX
크게	크/VA+게/EC
줄어든다.	줄어들/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.354.8.2
하루 입원하지 않고 당일 퇴원하면 진료비 부담이 절반 이하로 준다.

하루	하루/NNG
입원하지	입원/NNG+하/XSV+지/EC
않고	않/VX+고/EC
당일	당일/NNG
퇴원하면	퇴원/NNG+하/XSV+면/EC
진료비	진료비/NNG
부담이	부담/NNG+이/JKS
절반	절반/NNG
이하로	이하/NNG+로/JKB
준다.	줄/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.354.8.3
환자 가족도 간병 부담과 교통비가 줄어든다.

환자	환자/NNG
가족도	가족/NNG+도/JX
간병	간병/NNG
부담과	부담/NNG+과/JC
교통비가	교통비/NNG+가/JKS
줄어든다.	줄어들/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.354.8.4
병원 측도 병상 회전이 빨라져 진료비 수입이 오르는 효과를 기대하고 있다.

병원	병원/NNG
측도	측/NNB+도/JX
병상	병상/NNG
회전이	회전/NNG+이/JKS
빨라져	빠르/VA+아/EC+지/VX+어/EC
진료비	진료비/NNG
수입이	수입/NNG+이/JKS
오르는	오르/VV+는/ETM
효과를	효과/NNG+를/JKO
기대하고	기대/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.354.9.1
장정환(외과) 센터장은 "외국에서는 전체 수술의 50%가량을 차지할 정도로 비입원 수술이 대세"라며 "의료진 능력은 물론 의료수준 자체가 높아져야 비입원 수술이 원활하게 진행될 수 있다"고 말했다.

장정환(외과)	장정환/NNP+(/SS+외과/NNG+)/SS
센터장은	센터장/NNG+은/JX
"외국에서는	"/SS+외국/NNG+에서/JKB+는/JX
전체	전체/NNG
수술의	수술/NNG+의/JKG
50%가량을	50/SN+%/SW+가량/XSN+을/JKO
차지할	차지/NNG+하/XSV+ㄹ/ETM
정도로	정도/NNG+로/JKB
비입원	비/XPN+입원/NNG
수술이	수술/NNG+이/JKS
대세"라며	대세/NNG+"/SS+이/VCP+라며/EC
"의료진	"/SS+의료진/NNG
능력은	능력/NNG+은/JX
물론	물론/MAG
의료수준	의료/NNG+수준/NNG
자체가	자체/NNG+가/JKS
높아져야	높아지/VV+어야/EC
원활하게	원활/NNG+하/XSA+게/EC
진행될	진행/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


