# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000024.212
metadata : {}


# id : NWRW1800000024.212.1.1
“가나다라~” 할머니들의 희망 노래

“가나다라~”	“/SS+가/NNG+나/NNG+다/NNG+라/NNG+~/SO+”/SS
1에서 100까지 숫자를 헤아리고 쓰는 것은 그나마 쉬운 편이다.

1에서	1/SN+에서/JKB
100까지	100/SN+까지/JX
숫자를	숫자/NNG+를/JKO
헤아리고	헤아리/VV+고/EC
쓰는	쓰/VV+는/ETM
것은	것/NNB+은/JX
그나마	그나마/MAG
쉬운	쉽/VA+ㄴ/ETM
편이다.	편/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000024.212.7.3
더하기와 빼기는 돌아서면 금방 까먹는다.

더하기와	더하기/NNG+와/JC
빼기는	빼기/NNG+는/JX
돌아서면	돌아서/VV+면/EC
금방	금방/MAG
까먹는다.	까먹/VV+는다/EF+./SF


# id : NWRW1800000024.212.7.4
며칠을 고민하던 공 회장이 묘안을 짰다.

며칠을	며칠/NNG+을/JKO
고민하던	고민/NNG+하/XSV+던/ETM
공	공/NNP
회장이	회장/NNG+이/JKS
묘안을	묘안/NNG+을/JKO
짰다.	짜/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.212.7.5
10원부터 1만원까지 화폐 단위별로 돈을 바꿔 주고받는 게임을 반복하면서 할머니들은 저절로 더하기와 빼기에 능숙해졌다.

10원부터	10/SN+원/NNB+부터/JX
1만원까지	1/SN+만/NR+원/NNB+까지/JX
화폐	화폐/NNG
단위별로	단위/NNG+별/XSN+로/JKB
돈을	돈/NNG+을/JKO
바꿔	바꾸/VV+어/EC
주고받는	주고받/VV+는/ETM
게임을	게임/NNG+을/JKO
반복하면서	반복/NNG+하/XSV+면서/EC
할머니들은	할머니/NNG+들/XSN+은/JX
저절로	저절로/MAG
더하기와	더하기/NNG+와/JC
빼기에	빼기/NNG+에/JKB
능숙해졌다.	능숙하/VA+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000024.212.8.1
셈법을 터득하면서 놀라운 일이 일어났다.

셈법을	셈법/NNG+을/JKO
터득하면서	터득/NNG+하/XSV+면서/EC
놀라운	놀랍/VA+ㄴ/ETM
일이	일/NNG+이/JKS
일어났다.	일어나/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.212.8.2
직접 농사를 지어 수확한 고추와 호박, 옥수수 등을 마을 근처에서 팔게 된 것이다.

직접	직접/MAG
농사를	농사/NNG+를/JKO
지어	짓/VV+어/EC
수확한	수확/NNG+하/XSV+ㄴ/ETM
고추와	고추/NNG+와/JC
호박,	호박/NNG+,/SP
옥수수	옥수수/NNG
등을	등/NNB+을/JKO
마을	마을/NNG
근처에서	근처/NNG+에서/JKB
팔게	팔/VV+게/EC
된	되/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000024.212.8.3
김 할머니는 “칠십 평생 까막눈이어서 우편물도 읽지 못하던 내가 혼자서 우편물을 읽어 내려간다는 것이 믿기지 않는데 용돈까지 벌 수 있어서 너무 신기하다”며 “수업시간이 너무 즐겁고 기다려진다”고 말했다.

김	김/NNP
할머니는	할머니/NNG+는/JX
“칠십	“/SS+칠십/NR
평생	평생/NNG
까막눈이어서	까막눈/NNG+이/VCP+어서/EC
우편물도	우편물/NNG+도/JX
읽지	읽/VV+지/EC
못하던	못하/VX+던/ETM
내가	내/NP+가/JKS
혼자서	혼자/NNG+서/JKS
우편물을	우편물/NNG+을/JKO
읽어	읽/VV+어/EC
내려간다는	내려가/VV+ㄴ다는/ETM
것이	것/NNB+이/JKS
믿기지	믿기/VV+지/EC
않는데	않/VX+는데/EC
용돈까지	용돈/NNG+까지/JX
벌	벌/VV+ㄹ/ETM
수	수/NNB
있어서	있/VA+어서/EC
너무	너무/MAG
신기하다”며	신기하/VA+다/EF+”/SS+며/EC
“수업시간이	“/SS+수업/NNG+시간/NNG+이/JKS
즐겁고	즐겁/VA+고/EC
기다려진다”고	기다리/VV+어/EC+지/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.212.9.1
공 회장은 “빨리 익히도록 일부러 숙제를 많이 내주는데도 할머니들이 거르는 일이 거의 없다”며 “2시간30분 동안 계속되는 수업시간이 힘들기도 하실 텐데 화장실도 가지 않고 자리를 지키시는 모습을 보면서 되레 배우는 것이 많다”고 밝혔다.

공	공/NNP
회장은	회장/NNG+은/JX
“빨리	“/SS+빨리/MAG
익히도록	익히/VV+도록/EC
일부러	일부러/MAG
숙제를	숙제/NNG+를/JKO
많이	많이/MAG
내주는데도	내주/VV+는데/EC+도/JX
할머니들이	할머니/NNG+들/XSN+이/JKS
거르는	거르/VV+는/ETM
일이	일/NNG+이/JKS
거의	거의/MAG
없다”며	없/VA+다/EF+”/SS+며/EC
“2시간30분	“/SS+2/SN+시간/NNB+30/SN+분/NNB
동안	동안/NNG
계속되는	계속/NNG+되/XSV+는/ETM
수업시간이	수업/NNG+시간/NNG+이/JKS
힘들기도	힘들/VA+기/ETN+도/JX
하실	하/VX+시/EP+ㄹ/ETM
텐데	터/NNB+이/VCP+ㄴ데/EC
화장실도	화장실/NNG+도/JX
가지	가/VV+지/EC
않고	않/VX+고/EC
자리를	자리/NNG+를/JKO
지키시는	지키/VV+시/EP+는/ETM
모습을	모습/NNG+을/JKO
보면서	보/VV+면서/EC
되레	되레/MAG
배우는	배우/VV+는/ETM
것이	것/NNB+이/JKS
많다”고	많/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.212.10.1
어려움도 있다.

어려움도	어려움/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000024.212.10.2
교실이 좁기 때문이다.

교실이	교실/NNG+이/JKS
좁기	좁/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000024.212.10.3
김 할머니는 애초 문중 소유의 초가집에 살았으나 지은 지 100년이 넘어 붕괴 위험이 있고 비가 샜다.

김	김/NNP
할머니는	할머니/NNG+는/JX
애초	애초/NNG
문중	문중/NNG
소유의	소유/NNG+의/JKG
초가집에	초가집/NNG+에/JKB
살았으나	살/VV+았/EP+으나/EC
지은	짓/VV+은/ETM
지	지/NNB
100년이	100/SN+년/NNB+이/JKS
넘어	넘/VV+어/EC
붕괴	붕괴/NNG
위험이	위험/NNG+이/JKS
있고	있/VA+고/EC
비가	비/NNG+가/JKS
샜다.	새/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.212.10.4
성침봉사회가 집을 안전하게 고쳐주려고 했으나 문중의 반대로 어렵게 되자 컨테이너를 마당에 마련해 줬다.

성침봉사회가	성침봉사회/NNP+가/JKS
집을	집/NNG+을/JKO
안전하게	안전/NNG+하/XSA+게/EC
고쳐주려고	고치/VV+어/EC+주/VX+려고/EC
했으나	하/VX+았/EP+으나/EC
문중의	문중/NNG+의/JKG
반대로	반대/NNG+로/JKB
어렵게	어렵/VA+게/EC
되자	되/VV+자/EC
컨테이너를	컨테이너/NNG+를/JKO
마당에	마당/NNG+에/JKB
마련해	마련/NNG+하/XSV+아/EC
줬다.	주/VX+었/EP+다/EF+./SF


# id : NWRW1800000024.212.10.5
날씨가 더워지면서 김 할머니의 컨테이너 안은 푹푹 찐다.

날씨가	날씨/NNG+가/JKS
더워지면서	덥/VA+어/EC+지/VX+면서/EC
김	김/NNP
할머니의	할머니/NNG+의/JKG
컨테이너	컨테이너/NNG
안은	안/NNG+은/JX
푹푹	푹푹/MAG
찐다.	찌/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.212.10.6
에어컨은 물론이고 선풍기도 없다.

에어컨은	에어컨/NNG+은/JX
물론이고	물론/NNG+이/VCP+고/EC
선풍기도	선풍기/NNG+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000024.212.10.7
컨테이너 면적도 13㎡로 좁아 10명이 넘으면 앉을 자리도 없다.

컨테이너	컨테이너/NNG
면적도	면적/NNG+도/JX
13㎡로	13/SN+㎡/SW+로/JKB
좁아	좁/VA+아/EC
10명이	10/SN+명/NNB+이/JKS
넘으면	넘/VV+으면/EC
앉을	앉/VV+을/ETM
자리도	자리/NNG+도/JX
없다.	없/VA+다/EF+./SF


