# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000024.463
metadata : {}


# id : NWRW1800000024.463.1.1
서울에서 제주까지…‘전통주 대표선수’가 뛴다

서울에서	서울/NNP+에서/JKB
술에서 활짝 핀 배꽃 향이 난다고 해 문배주라는 이름이 붙었을 뿐, 배를 원료로 쓰지는 않는다고 한다.

술에서	술/NNG+에서/JKB
활짝	활짝/MAG
핀	피/VV+ㄴ/ETM
배꽃	배꽃/NNG
향이	향/NNG+이/JKS
난다고	나/VV+ㄴ다고/EC
해	하/VV+아/EC
문배주라는	문배주/NNG+이/VCP+라는/ETM
이름이	이름/NNG+이/JKS
붙었을	붙/VV+었/EP+을/ETM
뿐,	뿐/NNB+,/SP
배를	배/NNG+를/JKO
원료로	원료/NNG+로/JKB
쓰지는	쓰/VV+지/EC+는/JX
않는다고	않/VX+는다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.463.4.4
일제 강점기에는 평양 술공장에서 대량생산도 했던 이 술은 1990년대 이후 경기 김포에서 생산되고 있다.

일제	일제/NNG
강점기에는	강점기/NNG+에/JKB+는/JX
평양	평양/NNP
술공장에서	술/NNG+공장/NNG+에서/JKB
대량생산도	대량/NNG+생산/NNG+도/JX
했던	하/VV+았/EP+던/ETM
이	이/MMD
술은	술/NNG+은/JX
1990년대	1990/SN+년대/NNB
이후	이후/NNG
경기	경기/NNP
김포에서	김포/NNP+에서/JKB
생산되고	생산/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000024.463.4.5
경기 화성에서 먹는 ‘부의주’는 우리가 흔히 말하는 ‘동동주’의 원조다.

경기	경기/NNP
화성에서	화성/NNP+에서/JKB
먹는	먹/VV+는/ETM
‘부의주’는	‘/SS+부의주/NNG+’/SS+는/JX
우리가	우리/NP+가/JKS
흔히	흔히/MAG
말하는	말/NNG+하/XSV+는/ETM
‘동동주’의	‘/SS+동동주/NNG+’/SS+의/JKG
원조다.	원조/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.463.4.6
‘쌀알이 동동 떠 있다’는 뜻의 동동주는 원래는 뜰 부(浮)·개미 의(蟻)자를 쓰는 부의주를 풀어 쓴 말이다.

‘쌀알이	‘/SS+쌀알/NNG+이/JKS
동동	동동/MAG
떠	뜨/VV+어/EC
있다’는	있/VX+다/EF+’/SS+는/ETM
뜻의	뜻/NNG+의/JKG
동동주는	동동주/NNG+는/JX
원래는	원래/NNG+는/JX
뜰	뜨/VV+ㄹ/ETM
부(浮)·개미	부/NNG+(/SS+浮/SH+)/SS+·/SP+개미/NNG
의(蟻)자를	의/NNG+(/SS+蟻/SH+)/SS+자/NNG+를/JKO
쓰는	쓰/VV+는/ETM
부의주를	부의주/NNG+를/JKO
풀어	풀/VV+어/EC
쓴	쓰/VV+ㄴ/ETM
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.463.4.7
고려시대 문헌에 부의주를 마셨다는 기록이 있다.

고려시대	고려/NNP+시대/NNG
문헌에	문헌/NNG+에/JKB
부의주를	부의주/NNG+를/JKO
마셨다는	마시/VV+었/EP+다는/ETM
기록이	기록/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000024.463.5.1
■ 화려한 전통 내세우는 충청·강원권 리그=강원 홍천의 ‘옥선주’는 가문의 효심 덕에 세상에 나온 술이다.

■	■/SW
화려한	화려하/VA+ㄴ/ETM
전통	전통/NNG
내세우는	내세우/VV+는/ETM
충청·강원권	충청/NNP+·/SP+강원/NNP+권/XSN
리그=강원	리그/NNG+=/SW+강원/NNP
홍천의	홍천/NNP+의/JKG
‘옥선주’는	‘/SS+옥선주/NNG+’/SS+는/JX
가문의	가문/NNG+의/JKG
효심	효심/NNG
덕에	덕/NNG+에/JKB
세상에	세상/NNG+에/JKB
나온	나오/VV+ㄴ/ETM
술이다.	술/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.463.5.2
조선 고종 38년 전주 이씨 가문의 이용필씨가 괴질에 걸린 부모를 봉양하고자 자신의 허벅지 살을 도려내 고깃국을 끓였다.

조선	조선/NNP
고종	고종/NNP
38년	38/SN+년/NNB
전주	전주/NNP
이씨	이/NNP+씨/NNB
가문의	가문/NNG+의/JKG
이용필씨가	이용필/NNP+씨/NNB+가/JKS
괴질에	괴질/NNG+에/JKB
걸린	걸리/VV+ㄴ/ETM
부모를	부모/NNG+를/JKO
봉양하고자	봉양/NNG+하/XSV+고자/EC
자신의	자신/NNG+의/JKG
허벅지	허벅지/NNG
살을	살/NNG+을/JKO
도려내	도려내/VV+어/EC
고깃국을	고깃국/NNG+을/JKO
끓였다.	끓이/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.463.5.3
이 이야기를 전해 들은 고종은 이씨의 효심을 높이 사 정3품의 벼슬을 내렸고, 이씨는 감사의 표현으로 집에서 빚은 옥선주를 진상해 알려지게 됐다.

이	이/MMD
이야기를	이야기/NNG+를/JKO
전해	전하/VV+아/EC
들은	듣/VV+은/ETM
고종은	고종/NNP+은/JX
이씨의	이/NNP+씨/NNB+의/JKG
효심을	효심/NNG+을/JKO
높이	높이/MAG
사	사/VV+아/EC
정3품의	정/NNG+3/SN+품/NNB+의/JKG
벼슬을	벼슬/NNG+을/JKO
내렸고,	내리/VV+었/EP+고/EC+,/SP
이씨는	이/NNP+씨/NNB+는/JX
감사의	감사/NNG+의/JKG
표현으로	표현/NNG+으로/JKB
집에서	집/NNG+에서/JKB
빚은	빚/VV+은/ETM
옥선주를	옥선주/NNG+를/JKO
진상해	진상/NNG+하/XSV+아/EC
알려지게	알려지/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.463.5.4
‘옥선’은 현재 기능 보유자인 이한영씨의 고조할머니 이름을 땄다.

‘옥선’은	‘/SS+옥선/NNG+’/SS+은/JX
현재	현재/MAG
기능	기능/NNG
보유자인	보유자/NNG+이/VCP+ㄴ/ETM
이한영씨의	이한영/NNP+씨/NNB+의/JKG
고조할머니	고조할머니/NNG
이름을	이름/NNG+을/JKO
땄다.	따/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.463.6.1
충남 아산의 ‘연엽주’는 특이하게 연근과 솔잎이 재료로 쓰인다.

충남	충남/NNP
아산의	아산/NNP+의/JKG
‘연엽주’는	‘/SS+연엽주/NNG+’/SS+는/JX
특이하게	특이/NNG+하/XSA+게/EC
연근과	연근/NNG+과/JC
솔잎이	솔잎/NNG+이/JKS
재료로	재료/NNG+로/JKB
쓰인다.	쓰이/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.463.6.2
술을 빚을 때 마르지 않은 연잎이나 솔잎 등을 넣기 때문이다.

술을	술/NNG+을/JKO
빚을	빚/VV+을/ETM
때	때/NNG
마르지	마르/VV+지/EC
않은	않/VX+은/ETM
연잎이나	연잎/NNG+이나/JC
솔잎	솔잎/NNG
등을	등/NNB+을/JKO
넣기	넣/VV+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000024.463.6.3
조선시대 병자호란 당시 이완 장군이 병사의 몸보신을 위해 이 술을 빚어 먹였다는 일화가 전해진다.

조선시대	조선시대/NNG
병자호란	병자호란/NNG
당시	당시/NNG
이완	이완/NNP
장군이	장군/NNG+이/JKS
병사의	병사/NNG+의/JKG
몸보신을	몸보신/NNG+을/JKO
위해	위하/VV+아/EC
이	이/MMD
술을	술/NNG+을/JKO
빚어	빚/VV+어/EC
먹였다는	먹이/VV+었/EP+다는/ETM
일화가	일화/NNG+가/JKS
전해진다.	전하/VV+아/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000024.463.6.4
계룡의 ‘백일주’에는 진달래·국화꽃을 넣어 향기를 은은하게 낸다.

계룡의	계룡/NNP+의/JKG
‘백일주’에는	‘/SS+백일주/NNG+’/SS+에/JKB+는/JX
진달래·국화꽃을	진달래/NNG+·/SP+국화꽃/NNG+을/JKO
넣어	넣/VV+어/EC
향기를	향기/NNG+를/JKO
은은하게	은은하/VA+게/EC
낸다.	내/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.463.6.5
충남 서천의 ‘한산 소곡주’는 먹다 보면 일어나지 못할 정도로 취기가 돈다고 해 ‘앉은뱅이 술’이라고도 이른다.

충남	충남/NNP
서천의	서천/NNP+의/JKG
‘한산	‘/SS+한산/NNP
소곡주’는	소곡주/NNG+’/SS+는/JX
먹다	먹/VV+다/EC
보면	보/VX+면/EC
일어나지	일어나/VV+지/EC
못할	못하/VX+ㄹ/ETM
정도로	정도/NNG+로/JKB
취기가	취기/NNG+가/JKS
돈다고	돌/VV+ㄴ다고/EC
해	하/VV+아/EC
‘앉은뱅이	‘/SS+앉은뱅이/NNG
술’이라고도	술/NNG+’/SS+이라고/JKQ+도/JX
이른다.	이르/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.463.6.6
한양으로 과거길에 오른 선비가 목을 축이려 주막에서 소곡주를 먹다가 술맛이 좋아 주저앉은 뒤 결국 과거를 보지 못했다는 일화도 있다.

한양으로	한양/NNP+으로/JKB
과거길에	과거/NNG+길/NNG+에/JKB
오른	오르/VV+ㄴ/ETM
선비가	선비/NNG+가/JKS
목을	목/NNG+을/JKO
축이려	축이/VV+려/EC
주막에서	주막/NNG+에서/JKB
소곡주를	소곡주/NNG+를/JKO
먹다가	먹/VV+다가/EC
술맛이	술맛/NNG+이/JKS
좋아	좋/VA+아/EC
주저앉은	주저앉/VV+은/ETM
뒤	뒤/NNG
결국	결국/MAG
과거를	과거/NNG+를/JKO
보지	보/VV+지/EC
못했다는	못하/VX+았/EP+다는/ETM
일화도	일화/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000024.463.6.7
백제시대부터 빚어 먹었으나 전국적으로 알려진 때는 조선시대 초기다.

백제시대부터	백제/NNP+시대/NNG+부터/JX
빚어	빚/VV+어/EC
먹었으나	먹/VV+었/EP+으나/EC
전국적으로	전국/NNG+적/XSN+으로/JKB
알려진	알려지/VV+ㄴ/ETM
때는	때/NNG+는/JX
조선시대	조선시대/NNG
초기다.	초기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.463.6.8
누룩을 적게 쓰는 방식 때문에 ‘소곡주’라고 한다.

누룩을	누룩/NNG+을/JKO
적게	적/VA+게/EC
쓰는	쓰/VV+는/ETM
방식	방식/NNG
때문에	때문/NNB+에/JKB
‘소곡주’라고	‘/SS+소곡주/NNG+’/SS+라고/JKQ
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.463.7.1
충북 충주에서는 과거길에 오른 사대부에게 인기를 끌던 ‘청명주’가 있다.

충북	충북/NNP
충주에서는	충주/NNP+에서/JKB+는/JX
과거길에	과거/NNG+길/NNG+에/JKB
오른	오르/VV+ㄴ/ETM
사대부에게	사대부/NNG+에게/JKB
인기를	인기/NNG+를/JKO
끌던	끌/VV+던/ETM
‘청명주’가	‘/SS+청명주/NNG+’/SS+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000024.463.7.2
한양으로 향하던 경상도 사대부가 충주에서 청명주 한 잔을 마시면 문경새재 마루턱에 가서야 취기가 가실 정도의 술이었다고 전해온다.

한양으로	한양/NNP+으로/JKB
향하던	향하/VV+던/ETM
경상도	경상도/NNP
사대부가	사대부/NNG+가/JKS
충주에서	충주/NNP+에서/JKB
청명주	청명주/NNG
한	한/MMN
잔을	잔/NNG+을/JKO
마시면	마시/VV+면/EC
문경새재	문경새재/NNP
마루턱에	마루턱/NNG+에/JKB
가서야	가/VV+아서/EC+야/JX
취기가	취기/NNG+가/JKS
가실	가시/VV+ㄹ/ETM
정도의	정도/NNG+의/JKG
술이었다고	술/NNG+이/VCP+었/EP+다고/EC
전해온다.	전하/VV+아/EC+오/VX+ㄴ다/EF+./SF


# id : NWRW1800000024.463.7.3
충북 청주의 ‘대추술’은 삼국시대 자리 잡고 있던 이 지역의 토성인 ‘상당산성’ 사람이 빚어 먹던 향토 술이다.

충북	충북/NNP
청주의	청주/NNP+의/JKG
‘대추술’은	‘/SS+대추술/NNG+’/SS+은/JX
삼국시대	삼국/NNG+시대/NNG
자리	자리/NNG
잡고	잡/VV+고/EC
있던	있/VX+던/ETM
이	이/MMD
지역의	지역/NNG+의/JKG
토성인	토성/NNG+이/VCP+ㄴ/ETM
‘상당산성’	‘/SS+상당산성/NNP+’/SS
사람이	사람/NNG+이/JKS
빚어	빚/VV+어/EC
먹던	먹/VV+던/ETM
향토	향토/NNG
술이다.	술/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.463.7.4
누룩에 대추·인삼을 넣고 찐 쌀밥을 버무려 맛을 냈다.

누룩에	누룩/NNG+에/JKB
대추·인삼을	대추/NNG+·/SP+인삼/NNG+을/JKO
넣고	넣/VV+고/EC
찐	찌/VV+ㄴ/ETM
쌀밥을	쌀밥/NNG+을/JKO
버무려	버무리/VV+어/EC
맛을	맛/NNG+을/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.463.8.1
■ 상류사회 취기를 담은 영호남 리그=경북 안동의 ‘안동소주’는 그 유명세만큼이나 역사도 깊다.

■	■/SW
상류사회	상류/NNG+사회/NNG
취기를	취기/NNG+를/JKO
담은	담/VV+은/ETM
영호남	영호남/NNP
리그=경북	리그/NNG+=/SW+경북/NNP
안동의	안동/NNP+의/JKG
‘안동소주’는	‘/SS+안동/NNP+소주/NNG+’/SS+는/JX
그	그/MMD
유명세만큼이나	유명세/NNG+만큼/JKB+이나/JX
역사도	역사/NNG+도/JX
깊다.	깊/VA+다/EF+./SF


# id : NWRW1800000024.463.8.2
13세기의 안동은 몽고의 쿠빌라이 칸이 일본원정 길에 오르면서 만든 병참기지 노릇을 하고 있었다.

13세기의	13/SN+세기/NNG+의/JKG
안동은	안동/NNP+은/JX
몽고의	몽고/NNP+의/JKG
쿠빌라이	쿠빌라이/NNP
칸이	칸/NNG+이/JKS
일본원정	일본/NNP+원정/NNG
길에	길/NNG+에/JKB
오르면서	오르/VV+면서/EC
만든	만들/VV+ㄴ/ETM
병참기지	병참/NNG+기지/NNG
노릇을	노릇/NNG+을/JKO
하고	하/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000024.463.8.3
당시 몽고식 소주가 안동에 전해지고, 고려시대 집권층 사이에서도 이 ‘안동소주’가 유행하기 시작했다.

당시	당시/NNG
몽고식	몽고식/NNG
소주가	소주/NNG+가/JKS
안동에	안동/NNP+에/JKB
전해지고,	전하/VV+아/EC+지/VX+고/EC+,/SP
고려시대	고려/NNP+시대/NNG
집권층	집권/NNG+층/XSN
사이에서도	사이/NNG+에서/JKB+도/JX
이	이/MMD
‘안동소주’가	‘/SS+안동/NNP+소주/NNG+’/SS+가/JKS
유행하기	유행/NNG+하/XSV+기/ETN
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.463.8.4
1920년 ‘제비원’이라는 상표를 달고 처음 대량생산이 됐으나, 1962년 순곡 소주 금지령으로 잠시 명맥이 끊겼다.

1920년	1920/SN+년/NNB
‘제비원’이라는	‘/SS+제비원/NNG+’/SS+이/VCP+라는/ETM
상표를	상표/NNG+를/JKO
달고	달/VV+고/EC
처음	처음/NNG
대량생산이	대량/NNG+생산/NNG+이/JKC
됐으나,	되/VV+었/EP+으나/EC+,/SP
1962년	1962/SN+년/NNB
순곡	순곡/NNG
소주	소주/NNG
금지령으로	금지령/NNG+으로/JKB
잠시	잠시/MAG
명맥이	명맥/NNG+이/JKS
끊겼다.	끊기/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.463.8.5
1990년부터 다시 생산되고 있다.

1990년부터	1990/SN+년/NNB+부터/JX
다시	다시/MAG
생산되고	생산/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000024.463.9.1
경북 경주의 ‘교동법주’는 조선시대의 외빈 행사용 공식 건배주다.

경북	경북/NNP
경주의	경주/NNP+의/JKG
‘교동법주’는	‘/SS+교동/NNP+법주/NNG+’/SS+는/JX
조선시대의	조선시대/NNG+의/JKG
외빈	외빈/NNG
행사용	행사/NNG+용/XSN
공식	공식/NNG
건배주다.	건배주/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.463.9.2
당시 문무백관과 사신을 대접하기 위해 빚어 먹던 술로, 빚는 날·방법이 정해져 있다 해서 ‘법주’라는 이름이 붙었다.

당시	당시/NNG
문무백관과	문무백관/NNG+과/JC
사신을	사신/NNG+을/JKO
대접하기	대접/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
빚어	빚/VV+어/EC
먹던	먹/VV+던/ETM
술로,	술/NNG+로/JKB+,/SP
빚는	빚/VV+는/ETM
날·방법이	날/NNG+·/SP+방법/NNG+이/JKS
정해져	정하/VV+아/EC+지/VX+어/EC
있다	있/VX+다/EF
해서	하/VV+아서/EC
‘법주’라는	‘/SS+법주/NNG+’/SS+이/VCP+라는/ETM
이름이	이름/NNG+이/JKS
붙었다.	붙/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.463.9.3
절에서 빚어 먹어서 법주라는 이름을 얻었다는 주장도 있다.

절에서	절/NNG+에서/JKB
빚어	빚/VV+어/EC
먹어서	먹/VV+어서/EC
법주라는	법주/NNG+이/VCP+라는/ETM
이름을	이름/NNG+을/JKO
얻었다는	얻/VV+었/EP+다는/ETM
주장도	주장/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000024.463.10.1
전북 전주의 ‘이강주’는 조선시대 중기부터 전라·황해도에서 상류층이 빚어 먹던 약주다.

전북	전북/NNP
전주의	전주/NNP+의/JKG
‘이강주’는	‘/SS+이강주/NNG+’/SS+는/JX
조선시대	조선시대/NNG
중기부터	중기/NNG+부터/JX
전라·황해도에서	전라/NNP+·/SP+황해도/NNP+에서/JKB
상류층이	상류/NNG+층/XSN+이/JKS
빚어	빚/VV+어/EC
먹던	먹/VV+던/ETM
약주다.	약주/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000024.463.10.2
토종 소주에 배·생강이 들어가서 이강주(梨薑酒)라는 이름이 붙었다.

토종	토종/NNG
소주에	소주/NNG+에/JKB
배·생강이	배/NNG+·/SP+생강/NNG+이/JKS
