# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.341
metadata : {}


# id : NWRW1800000021.341.1.1
[Money & Life]배당주의 계절이 왔다

[Money	[/SS+Money/SL
것으로	것/NNB+으로/JKB
예상되는	예상/NNG+되/XSV+는/ETM
주식을	주식/NNG+을/JKO
잘	잘/MAG
잡아야	잡/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000021.341.4.2
예를 들어 A기업의 주식 100만 원어치를 샀는데 나중에 이 주식에 대한 배당으로 5만 원을 받았다면 그동안 해당 기업의 주가가 전혀 움직이지 않았다고 해도 5%의 수익을 거둔 것과 같은 결과를 얻는다.

예를	예/NNG+를/JKO
들어	들/VV+어/EC
A기업의	A/SL+기업/NNG+의/JKG
주식	주식/NNG
100만	100/SN+만/NR
원어치를	원/NNB+어치/XSN+를/JKO
샀는데	사/VV+았/EP+는데/EC
나중에	나중/NNG+에/JKB
이	이/MMD
주식에	주식/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
배당으로	배당/NNG+으로/JKB
5만	5/SN+만/NR
원을	원/NNB+을/JKO
받았다면	받/VV+았/EP+다면/EC
그동안	그동안/NNG
해당	해당/NNG
기업의	기업/NNG+의/JKG
주가가	주가/NNG+가/JKS
전혀	전혀/MAG
움직이지	움직이/VV+지/EC
않았다고	않/VX+았/EP+다고/EC
해도	하/VV+아도/EC
5%의	5/SN+%/SW+의/JKG
수익을	수익/NNG+을/JKO
거둔	거두/VV+ㄴ/ETM
것과	것/NNB+과/JKB
같은	같/VA+은/ETM
결과를	결과/NNG+를/JKO
얻는다.	얻/VV+는다/EF+./SF


# id : NWRW1800000021.341.4.3
만약 배당수익률이 그다지 높지 않다면 자칫 이 돈을 은행 예금에 넣어둔 것보다 못한 수익을 얻을 수 있어 주의가 필요하다.

만약	만약/MAG
배당수익률이	배당/NNG+수익/NNG+률/XSN+이/JKS
그다지	그다지/MAG
높지	높/VA+지/EC
않다면	않/VX+다면/EC
자칫	자칫/MAG
이	이/MMD
돈을	돈/NNG+을/JKO
은행	은행/NNG
예금에	예금/NNG+에/JKB
넣어둔	넣/VV+어/EC+두/VX+ㄴ/ETM
것보다	것/NNB+보다/JKB
못한	못/MAG+하/XSA+ㄴ/ETM
수익을	수익/NNG+을/JKO
얻을	얻/VV+을/ETM
수	수/NNB
있어	있/VA+어/EC
주의가	주의/NNG+가/JKS
필요하다.	필요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000021.341.5.1
후자의 경우는 투자 타이밍을 잘 잡아야 한다.

후자의	후자/NNG+의/JKG
경우는	경우/NNG+는/JX
투자	투자/NNG
타이밍을	타이밍/NNG+을/JKO
잘	잘/MAG
잡아야	잡/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000021.341.5.2
주가가 오르기 전에 미리 사놓고 나중에 많이 올랐을 때 팔아야 하기 때문이다.

주가가	주가/NNG+가/JKS
오르기	오르/VV+기/ETN
전에	전/NNG+에/JKB
미리	미리/MAG
사놓고	사/VV+아/EC+놓/VX+고/EC
나중에	나중/NNG+에/JKB
많이	많이/MAG
올랐을	오르/VV+았/EP+을/ETM
때	때/NNG
팔아야	팔/VV+아야/EC
하기	하/VX+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000021.341.5.3
증권사들은 대체로 배당주 투자의 적기로 매년 9∼10월을 꼽는다.

증권사들은	증권사/NNG+들/XSN+은/JX
대체로	대체로/MAG
배당주	배당주/NNG
투자의	투자/NNG+의/JKG
적기로	적기/NNG+로/JKB
매년	매년/MAG
9∼10월을	9/SN+∼/SO+10/SN+월/NNB+을/JKO
꼽는다.	꼽/VV+는다/EF+./SF


# id : NWRW1800000021.341.5.4
이 시기가 넘으면 주가가 이미 너무 올라 투자 매력이 떨어질 수 있다는 것이다.

이	이/MMD
시기가	시기/NNG+가/JKS
넘으면	넘/VV+으면/EC
주가가	주가/NNG+가/JKS
이미	이미/MAG
너무	너무/MAG
올라	오르/VV+아/EC
투자	투자/NNG
매력이	매력/NNG+이/JKS
떨어질	떨어지/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000021.341.6.1
올해는 다른 해에 비해 배당 투자의 매력이 더 클 것으로 기대된다.

올해는	올해/NNG+는/JX
다른	다른/MMD
해에	해/NNG+에/JKB
비해	비/NNG+하/XSV+아/EC
배당	배당/NNG
투자의	투자/NNG+의/JKG
매력이	매력/NNG+이/JKS
더	더/MAG
클	크/VA+ㄹ/ETM
것으로	것/NNB+으로/JKB
기대된다.	기대/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.341.6.2
우선 상장사들의 실적이 예상과 다르게 많이 개선돼 기업들의 배당여력이 많아졌다.

우선	우선/MAG
상장사들의	상장사/NNG+들/XSN+의/JKG
실적이	실적/NNG+이/JKS
예상과	예상/NNG+과/JKB
다르게	다르/VA+게/EC
많이	많이/MAG
개선돼	개선/NNG+되/XSV+어/EC
기업들의	기업/NNG+들/XSN+의/JKG
배당여력이	배당/NNG+여력/NNG+이/JKS
많아졌다.	많아지/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.341.6.3
IBK투자증권은 올해 코스피 상장사들의 배당액이 15조 원대에 이를 것으로 추정했다.

IBK투자증권은	IBK투자증권/NNP+은/JX
올해	올해/NNG
코스피	코스피/NNP
상장사들의	상장사/NNG+들/XSN+의/JKG
배당액이	배당액/NNG+이/JKS
15조	15/SN+조/NR
원대에	원/NNB+대/XSN+에/JKB
이를	이르/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
추정했다.	추정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.341.6.4
기업들이 역대 최고 실적을 냈던 2007년과 비슷한 수준이다.

기업들이	기업/NNG+들/XSN+이/JKS
역대	역대/NNG
최고	최고/NNG
실적을	실적/NNG+을/JKO
냈던	내/VV+었/EP+던/ETM
2007년과	2007/SN+년/NNB+과/JKB
비슷한	비슷하/VA+ㄴ/ETM
수준이다.	수준/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.341.6.5
또 올해 증시가 봄부터 크게 급등하면서 추가 상승 가능성이 제한적일 것이란 전망이 나오고 있다.

또	또/MAG
올해	올해/NNG
증시가	증시/NNG+가/JKS
봄부터	봄/NNG+부터/JX
크게	크/VA+게/EC
급등하면서	급등/NNG+하/XSV+면서/EC
추가	추가/NNG
상승	상승/NNG
가능성이	가능/NNG+성/XSN+이/JKS
제한적일	제한/NNG+적/XSN+이/VCP+ㄹ/ETM
것이란	것/NNB+이/VCP+란/ETM
전망이	전망/NNG+이/JKS
나오고	나오/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.341.6.6
이는 앞으로 일반 주식투자로 수익을 낼 여지가 배당주에 투자했을 때보다 적을 수 있다는 뜻이다.

이는	이/NP+는/JX
앞으로	앞/NNG+으로/JKB
일반	일반/NNG
주식투자로	주식/NNG+투자/NNG+로/JKB
수익을	수익/NNG+을/JKO
낼	내/VV+ㄹ/ETM
여지가	여지/NNB+가/JKS
배당주에	배당주/NNG+에/JKB
투자했을	투자/NNG+하/XSV+았/EP+을/ETM
때보다	때/NNG+보다/JKB
적을	적/VA+을/ETM
수	수/NNB
있다는	있/VA+다는/ETM
뜻이다.	뜻/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.341.6.7
증권사들은 대체로 △과거 수년간 안정적으로 배당을 한 기업 △올해 실적이 전년보다 호전된 기업 △재무구조가 안정된 기업 등을 배당주 투자유망 종목으로 꼽고 있다.

증권사들은	증권사/NNG+들/XSN+은/JX
대체로	대체로/MAG
△과거	△/SW+과거/NNG
수년간	수년/NNG+간/XSN
안정적으로	안정/NNG+적/XSN+으로/JKB
배당을	배당/NNG+을/JKO
한	하/VV+ㄴ/ETM
기업	기업/NNG
△올해	△/SW+올해/NNG
실적이	실적/NNG+이/JKS
전년보다	전년/NNG+보다/JKB
호전된	호전/NNG+되/XSV+ㄴ/ETM
△재무구조가	△/SW+재무/NNG+구조/NNG+가/JKS
안정된	안정/NNG+되/XSV+ㄴ/ETM
등을	등/NNB+을/JKO
배당주	배당주/NNG
투자유망	투자/NNG+유망/NNG
종목으로	종목/NNG+으로/JKB
꼽고	꼽/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.341.7.1
IBK투자증권 곽현수 연구원은 올해 배당투자 추천종목으로 율촌화학, S-Oil, SK텔레콤, KT&G, 리노공업, GS홈쇼핑 등을 선정했다.

IBK투자증권	IBK투자증권/NNP
곽현수	곽현수/NNP
연구원은	연구원/NNG+은/JX
올해	올해/NNG
배당투자	배당/NNG+투자/NNG
추천종목으로	추천/NNG+종목/NNG+으로/JKB
율촌화학,	율촌화학/NNP+,/SP
S-Oil,	S/SL+-/SO+Oil/SL+,/SP
SK텔레콤,	SK텔레콤/NNP+,/SP
KT&G,	KT/SL+&/SW+G/SL+,/SP
리노공업,	리노공업/NNP+,/SP
GS홈쇼핑	GS홈쇼핑/NNP
등을	등/NNB+을/JKO
선정했다.	선정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.341.7.2
예상 배당수익률이 일정 수준 이상이고 올 하반기 예상 순익이 과거보다 증가 추세에 있는 기업들이다.

예상	예상/NNG
배당수익률이	배당/NNG+수익/NNG+률/XSN+이/JKS
일정	일정/NNG
수준	수준/NNG
이상이고	이상/NNG+이/VCP+고/EC
올	올/NNG
하반기	하반기/NNG
순익이	순익/NNG+이/JKS
과거보다	과거/NNG+보다/JKB
증가	증가/NNG
추세에	추세/NNG+에/JKB
있는	있/VA+는/ETM
기업들이다.	기업/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000021.341.8.1
이트레이드증권은 파라다이스, 세아베스틸, 강원랜드, 웅진씽크빅, 신도리코, LG텔레콤, 대한제강, 한전KPS 등을 유망종목에 포함시켰다.

이트레이드증권은	이트레이드증권/NNP+은/JX
파라다이스,	파라다이스/NNP+,/SP
세아베스틸,	세아베스틸/NNP+,/SP
강원랜드,	강원랜드/NNP+,/SP
웅진씽크빅,	웅진씽크빅/NNP+,/SP
신도리코,	신도리코/NNP+,/SP
LG텔레콤,	LG텔레콤/NNP+,/SP
대한제강,	대한제강/NNP+,/SP
한전KPS	한전KPS/NNP
등을	등/NNB+을/JKO
유망종목에	유망/NNG+종목/NNG+에/JKB
포함시켰다.	포함/NNG+시키/XSV+었/EP+다/EF+./SF


# id : NWRW1800000021.341.8.2
이 증권사의 민상일 연구원은 “올해는 4분기 증시가 불안정한 흐름을 보일 가능성이 높아 10월부터 배당투자수요가 커질 것으로 전망된다”며 “다만 애초에 배당을 목표로 투자했더라도 연말 이전에 주가상승세가 강하게 전개된다면 중간에 배당을 포기하고 이익을 실현하는 게 낫다”고 조언했다.

이	이/MMD
증권사의	증권사/NNG+의/JKG
민상일	민상일/NNP
연구원은	연구원/NNG+은/JX
“올해는	“/SS+올해/NNG+는/JX
4분기	4/SN+분기/NNG
증시가	증시/NNG+가/JKS
불안정한	불/XPN+안정/NNG+하/XSA+ㄴ/ETM
흐름을	흐름/NNG+을/JKO
보일	보이/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높아	높/VA+아/EC
10월부터	10/SN+월/NNB+부터/JX
배당투자수요가	배당/NNG+투자/NNG+수요/NNG+가/JKS
커질	커지/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
전망된다”며	전망/NNG+되/XSV+ㄴ다/EF+”/SS+며/EC
“다만	“/SS+다만/MAG
애초에	애초/NNG+에/JKB
배당을	배당/NNG+을/JKO
목표로	목표/NNG+로/JKB
투자했더라도	투자/NNG+하/XSV+았/EP+더라도/EC
연말	연말/NNG
이전에	이전/NNG+에/JKB
주가상승세가	주가/NNG+상승세/NNG+가/JKS
강하게	강하/VA+게/EC
전개된다면	전개/NNG+되/XSV+ㄴ다면/EC
중간에	중간/NNG+에/JKB
포기하고	포기/NNG+하/XSV+고/EC
이익을	이익/NNG+을/JKO
실현하는	실현/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
낫다”고	낫/VA+다/EF+”/SS+고/JKQ
조언했다.	조언/NNG+하/XSV+았/EP+다/EF+./SF


