# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.113
metadata : {}


# id : NWRW1800000022.113.1.1
美 자동차 빅2, 죽어야 산다?

美	美/SH
이	이/MMD
기간	기간/NNG
내에	내/NNB+에/JKB
독자생존이	독자/NNG+생존/NNG+이/JKS
가능하도록	가능/NNG+하/XSA+도록/EC
획기적인	획기적/NNG+이/VCP+ㄴ/ETM
비용절감	비용/NNG+절감/NNG
계획을	계획/NNG+을/JKO
내고,	내/VV+고/EC+,/SP
합병협상을	합병/NNG+협상/NNG+을/JKO
타결지으라는	타결/NNG+짓/VV+으라는/ETM
최후통첩이다.	최후통첩/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.113.3.1
오바마 대통령은 왜 두 회사를 이렇게 벼랑 끝으로 모는 것일까.

오바마	오바마/NNP
대통령은	대통령/NNG+은/JX
왜	왜/MAG
두	두/MMN
회사를	회사/NNG+를/JKO
이렇게	이렇/VA+게/EC
벼랑	벼랑/NNG
끝으로	끝/NNG+으로/JKB
모는	몰/VV+는/ETM
것일까.	것/NNB+이/VCP+ㄹ까/EF+./SF


# id : NWRW1800000022.113.3.2
역(逆)으로 '플랜 B(차선책)'가 있기 때문이다.

역(逆)으로	역/NNG+(/SS+逆/SH+)/SS+으로/JKB
'플랜	'/SS+플랜/NNG
B(차선책)'가	B/SL+(/SS+차선책/NNG+)/SS+'/SS+가/JKS
있기	있/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.113.3.3
두 회사의 주주·채권자·노조가 자율적으로 양보를 끌어내지 못하면 '파산보호 법정'에 집어넣어 강제로 채권을 날리고, 노조가 맺은 건강보험 계약 등을 소멸하겠다는 뜻이다.

두	두/MMN
회사의	회사/NNG+의/JKG
주주·채권자·노조가	주주/NNG+·/SP+채권자/NNG+·/SP+노조/NNG+가/JKS
자율적으로	자율/NNG+적/XSN+으로/JKB
양보를	양보/NNG+를/JKO
끌어내지	끌어내/VV+지/EC
못하면	못하/VX+면/EC
'파산보호	'/SS+파산/NNG+보호/NNG
법정'에	법정/NNG+'/SS+에/JKB
집어넣어	집어넣/VV+어/EC
강제로	강제/NNG+로/JKB
채권을	채권/NNG+을/JKO
날리고,	날리/VV+고/EC+,/SP
노조가	노조/NNG+가/JKS
맺은	맺/VV+은/ETM
건강보험	건강/NNG+보험/NNG
계약	계약/NNG
등을	등/NNB+을/JKO
소멸하겠다는	소멸/NNG+하/XSV+겠/EP+다는/ETM
뜻이다.	뜻/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.113.3.4
구조조정의 시간을 앞당기겠다는 것이다.

구조조정의	구조/NNG+조정/NNG+의/JKG
시간을	시간/NNG+을/JKO
앞당기겠다는	앞당기/VV+겠/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.113.4.1
GM은 부채가 270억달러에 이르고, 회사는 퇴직자 수십만명의 건강보험을 부담하고 있다.

GM은	GM/SL+은/JX
부채가	부채/NNG+가/JKS
270억달러에	270/SN+억/NR+달러/NNB+에/JKB
이르고,	이르/VV+고/EC+,/SP
회사는	회사/NNG+는/JX
퇴직자	퇴직자/NNG
수십만명의	수십만/NR+명/NNB+의/JKG
건강보험을	건강/NNG+보험/NNG+을/JKO
부담하고	부담/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.113.4.2
이런 부채와 의무를 안고서는 독자생존이 힘들다고 오바마 정부는 본다.

이런	이런/MMD
부채와	부채/NNG+와/JC
의무를	의무/NNG+를/JKO
안고서는	안/VV+고서/EC+는/JX
독자생존이	독자/NNG+생존/NNG+이/JKS
힘들다고	힘들/VA+다고/EC
오바마	오바마/NNP
정부는	정부/NNG+는/JX
본다.	보/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.113.4.3
그동안 채권자에겐 채권의 3분의 2를 주식으로 전환하고, 노조엔 은퇴 노동자가 받는 건강보험 혜택의 절반을 주식으로 바꿀 것을 요구했으나, 양측 모두 거부했다.

그동안	그동안/NNG
채권자에겐	채권자/NNG+에게/JKB+ㄴ/JX
채권의	채권/NNG+의/JKG
3분의	3/SN+분/XSN+의/JKG
2를	2/SN+를/JKO
주식으로	주식/NNG+으로/JKB
전환하고,	전환/NNG+하/XSV+고/EC+,/SP
노조엔	노조/NNG+에/JKB+ㄴ/JX
은퇴	은퇴/NNG
노동자가	노동자/NNG+가/JKS
받는	받/VV+는/ETM
건강보험	건강/NNG+보험/NNG
혜택의	혜택/NNG+의/JKG
절반을	절반/NNG+을/JKO
바꿀	바꾸/VV+ㄹ/ETM
것을	것/NNB+을/JKO
요구했으나,	요구/NNG+하/XSV+았/EP+으나/EC+,/SP
양측	양측/NNG
모두	모두/MAG
거부했다.	거부/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.113.4.4
그러자 오바마 대통령은 아예 파산보호 법정의 법적 절차에 따라 채권을 강제조정하겠다는 뜻을 분명히 했다.

그러자	그러/VV+자/EC
오바마	오바마/NNP
대통령은	대통령/NNG+은/JX
아예	아예/MAG
파산보호	파산/NNG+보호/NNG
법정의	법정/NNG+의/JKG
법적	법/NNG+적/XSN
절차에	절차/NNG+에/JKB
따라	따르/VV+아/EC
채권을	채권/NNG+을/JKO
강제조정하겠다는	강제/NNG+조정/NNG+하/XSV+겠/EP+다는/ETM
뜻을	뜻/NNG+을/JKO
분명히	분명히/MAG
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.113.4.5
당장 오바마 정부의 발표 후에 GM 채권자들은 "상당 부분의 채권을 주식으로 전환해 GM의 부채 부담을 기꺼이 덜어줄 용의가 있다"고 반응했다.

당장	당장/NNG
오바마	오바마/NNP
정부의	정부/NNG+의/JKG
발표	발표/NNG
후에	후/NNG+에/JKB
GM	GM/SL
채권자들은	채권자/NNG+들/XSN+은/JX
"상당	"/SS+상당/NNG
부분의	부분/NNG+의/JKG
채권을	채권/NNG+을/JKO
주식으로	주식/NNG+으로/JKB
전환해	전환/NNG+하/XSV+아/EC
GM의	GM/SL+의/JKG
부채	부채/NNG
부담을	부담/NNG+을/JKO
기꺼이	기꺼이/MAG
덜어줄	덜/VV+어/EC+주/VX+ㄹ/ETM
용의가	용의/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
반응했다.	반응/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.113.5.1
오바마 행정부는 크라이슬러의 경우 독자적인 생존이 어렵다고 판단한다.

오바마	오바마/NNP
행정부는	행정부/NNG+는/JX
크라이슬러의	크라이슬러/NNP+의/JKG
경우	경우/NNG
독자적인	독자/NNG+적/XSN+이/VCP+ㄴ/ETM
생존이	생존/NNG+이/JKS
어렵다고	어렵/VA+다고/EC
판단한다.	판단/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000022.113.5.2
피아트와의 제휴만이 살길이라고 보고, 크라이슬러의 주주인 서버러스 캐피탈을 압박하고 있다.

피아트와의	피아트/NNP+와/JKB+의/JKG
제휴만이	제휴/NNG+만/JX+이/JKS
살길이라고	살길/NNG+이/VCP+라고/EC
보고,	보/VV+고/EC+,/SP
크라이슬러의	크라이슬러/NNP+의/JKG
주주인	주주/NNG+이/VCP+ㄴ/ETM
서버러스	서버러스/NNP
캐피탈을	캐피탈/NNG+을/JKO
압박하고	압박/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.113.5.3
파산보호 절차를 밟게 되면, 크라이슬러의 기존 주식은 사실상 휴짓조각이 돼 버린다.

파산보호	파산/NNG+보호/NNG
절차를	절차/NNG+를/JKO
밟게	밟/VV+게/EC
되면,	되/VV+면/EC+,/SP
크라이슬러의	크라이슬러/NNP+의/JKG
기존	기존/NNG
주식은	주식/NNG+은/JX
사실상	사실/NNG+상/XSN
휴짓조각이	휴짓조각/NNG+이/JKC
돼	되/VV+어/EC
버린다.	버리/VX+ㄴ다/EF+./SF


# id : NWRW1800000022.113.6.1
오바마 정부의 '파산보호 카드'는 또 단순히 이해당사자를 압박하는 수단만이 아니다.

오바마	오바마/NNP
정부의	정부/NNG+의/JKG
'파산보호	'/SS+파산/NNG+보호/NNG
카드'는	카드/NNG+'/SS+는/JX
또	또/MAG
단순히	단순히/MAG
이해당사자를	이해/NNG+당사자/NNG+를/JKO
압박하는	압박/NNG+하/XSV+는/ETM
수단만이	수단/NNG+만/JX+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000022.113.6.2
미 언론은 이게 현실적으로 유력한 대안이라고 분석한다.

미	미/NNP
언론은	언론/NNG+은/JX
이게	이거/NP+이/JKS
현실적으로	현실/NNG+적/XSN+으로/JKB
유력한	유력/NNG+하/XSA+ㄴ/ETM
대안이라고	대안/NNG+이/VCP+라고/EC
분석한다.	분석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000022.113.7.1
파산보호에 들어가면, GM과 크라이슬러는 좋은 자산을 따로 떼어내 '굿(good) GM' '굿 크라이슬러'를 만들어 각각 독립 회사와 매각 대상으로 만든다는 계획이다.

파산보호에	파산/NNG+보호/NNG+에/JKB
들어가면,	들어가/VV+면/EC+,/SP
GM과	GM/SL+과/JC
크라이슬러는	크라이슬러/NNP+는/JX
좋은	좋/VA+은/ETM
자산을	자산/NNG+을/JKO
따로	따로/MAG
떼어내	떼/VV+어/EC+내/VX+어/EC
'굿(good)	'/SS+굿/NNG+(/SS+good/SL+)/SS
GM'	GM/SL+'/SS
'굿	'/SS+굿/NNG
크라이슬러'를	크라이슬러/NNP+'/SS+를/JKO
만들어	만들/VV+어/EC
각각	각각/MAG
독립	독립/NNG
회사와	회사/NNG+와/JC
매각	매각/NNG
대상으로	대상/NNG+으로/JKB
만든다는	만들/VV+ㄴ다는/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.113.7.2
가령 '굿 GM'엔 시보레·캐딜락 등 좋은 브랜드와 수익성 있는 해외 법인 등을 붙이고, 허머·새턴 등 상대적으로 떨어지는 브랜드와 부채·노조에 대한 의무 등은 '배드(bad) GM'에 떠넘기는 식이다.

가령	가령/MAG
'굿	'/SS+굿/NNG
GM'엔	GM/SL+'/SS+에/JKB+ㄴ/JX
시보레·캐딜락	시보레/NNP+·/SP+캐딜락/NNP
등	등/NNB
좋은	좋/VA+은/ETM
브랜드와	브랜드/NNG+와/JC
수익성	수익/NNG+성/XSN
있는	있/VA+는/ETM
해외	해외/NNG
법인	법인/NNG
등을	등/NNB+을/JKO
붙이고,	붙이/VV+고/EC+,/SP
허머·새턴	허머/NNP+·/SP+새턴/NNP
상대적으로	상대/NNG+적/XSN+으로/JKB
떨어지는	떨어지/VV+는/ETM
부채·노조에	부채/NNG+·/SP+노조/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
의무	의무/NNG
등은	등/NNB+은/JX
'배드(bad)	'/SS+배드/NNG+(/SS+bad/SL+)/SS
GM'에	GM/SL+'/SS+에/JKB
떠넘기는	떠넘기/VV+는/ETM
식이다.	식/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.113.8.1
하지만 오바마 대통령은 이날 발표에서 "자동차산업은 미국의 상징"이라며 "결코 사라지게 해서는 안 되고, 그렇게 하지 않을 것"이라고 확언했다.

하지만	하지만/MAJ
오바마	오바마/NNP
대통령은	대통령/NNG+은/JX
이날	이날/NNG
발표에서	발표/NNG+에서/JKB
"자동차산업은	"/SS+자동차/NNG+산업/NNG+은/JX
미국의	미국/NNP+의/JKG
상징"이라며	상징/NNG+"/SS+이/VCP+라며/EC
"결코	"/SS+결코/MAG
사라지게	사라지/VV+게/EC
해서는	하/VX+아서/EC+는/JX
안	안/MAG
되고,	되/VV+고/EC+,/SP
그렇게	그렇/VA+게/EC
하지	하/VV+지/EC
않을	않/VX+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
확언했다.	확언/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.113.8.2
두 기업의 강도 높은 구조조정을 꾀해서, 미국 자동차산업을 살리겠다는 의지다.

두	두/MMN
기업의	기업/NNG+의/JKG
강도	강도/NNG
높은	높/VA+은/ETM
구조조정을	구조/NNG+조정/NNG+을/JKO
꾀해서,	꾀하/VV+아서/EC+,/SP
미국	미국/NNP
자동차산업을	자동차/NNG+산업/NNG+을/JKO
살리겠다는	살리/VV+겠/EP+다는/ETM
의지다.	의지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.113.9.1
오바마 대통령이 GM사의 CEO 릭 왜고너를 날리고, 두 회사의 구조조정안을 거부한 것은 미국인의 '정서'에 호응한 조치로 분석된다.

오바마	오바마/NNP
대통령이	대통령/NNG+이/JKS
GM사의	GM사/NNP+의/JKG
CEO	CEO/SL
릭	릭/NNP
왜고너를	왜고너/NNP+를/JKO
날리고,	날리/VV+고/EC+,/SP
두	두/MMN
회사의	회사/NNG+의/JKG
구조조정안을	구조/NNG+조정안/NNG+을/JKO
거부한	거부/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
미국인의	미국인/NNG+의/JKG
'정서'에	'/SS+정서/NNG+'/SS+에/JKB
호응한	호응/NNG+하/XSV+ㄴ/ETM
조치로	조치/NNG+로/JKB
분석된다.	분석/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000022.113.9.2
납세자의 돈으로 민간기업을 살리는 구제정책에 미국인들의 반감이 크고 특히 AIG 보너스 사태로 분노하고 있는 상황이기 때문에 정부가 추가 지원의 전제 조건으로 잘못한 경영자의 책임을 묻고, 엄격한 관리자의 모습을 보여주려고 한 것으로 풀이된다.

납세자의	납세자/NNG+의/JKG
돈으로	돈/NNG+으로/JKB
민간기업을	민간/NNG+기업/NNG+을/JKO
살리는	살리/VV+는/ETM
구제정책에	구제/NNG+정책/NNG+에/JKB
미국인들의	미국인/NNG+들/XSN+의/JKG
반감이	반감/NNG+이/JKS
크고	크/VA+고/EC
특히	특히/MAG
AIG	AIG/SL
보너스	보너스/NNG
사태로	사태/NNG+로/JKB
분노하고	분노/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
상황이기	상황/NNG+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
정부가	정부/NNG+가/JKS
추가	추가/NNG
지원의	지원/NNG+의/JKG
전제	전제/NNG
조건으로	조건/NNG+으로/JKB
잘못한	잘못/MAG+하/XSV+ㄴ/ETM
경영자의	경영자/NNG+의/JKG
책임을	책임/NNG+을/JKO
묻고,	묻/VV+고/EC+,/SP
엄격한	엄격/NNG+하/XSA+ㄴ/ETM
관리자의	관리자/NNG+의/JKG
모습을	모습/NNG+을/JKO
보여주려고	보이/VV+어/EC+주/VX+려고/EC
한	하/VX+ㄴ/ETM
것으로	것/NNB+으로/JKB
풀이된다.	풀이/NNG+되/XSV+ㄴ다/EF+./SF


