# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.367
metadata : {}


# id : NWRW1800000033.367.1.1
安 “에잇, 투표 좀 합시다”… 文도 “오후 9시까지”

安	安/SH
‘국민행동’의 본부장을 맡은 송호창 캠프 공동선대본부장은 투표시간의 2시간 연장 및 선거일의 유급휴일 지정을 위한 국민입법청원운동을 할 것이라고 밝혔다.

‘국민행동’의	‘/SS+국민/NNG+행동/NNG+’/SS+의/JKG
본부장을	본부장/NNG+을/JKO
맡은	맡/VV+은/ETM
송호창	송호창/NNP
캠프	캠프/NNG
공동선대본부장은	공동/NNG+선대/NNG+본부장/NNG+은/JX
투표시간의	투표/NNG+시간/NNG+의/JKG
2시간	2/SN+시간/NNB
연장	연장/NNG
및	및/MAG
선거일의	선거일/NNG+의/JKG
유급휴일	유급/NNG+휴일/NNG
지정을	지정/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
국민입법청원운동을	국민/NNG+입법/NNG+청원/NNG+운동/NNG+을/JKO
할	하/VV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.367.5.2
‘선거일이 임시공휴일이지만 비정규직 자영업자를 비롯해 일하는 사람이 많고 이 때문에 투표에 참여하고 싶어도 투표장에 오지 못하는 유권자가 많다’는 게 안 후보의 논리다.

‘선거일이	‘/SS+선거일/NNG+이/JKS
임시공휴일이지만	임시/NNG+공휴일/NNG+이/VCP+지만/EC
비정규직	비/XPN+정규직/NNG
자영업자를	자영업자/NNG+를/JKO
비롯해	비롯하/VV+아/EC
일하는	일/NNG+하/XSV+는/ETM
사람이	사람/NNG+이/JKS
많고	많/VA+고/EC
이	이/MMD
때문에	때문/NNB+에/JKB
투표에	투표/NNG+에/JKB
참여하고	참여/NNG+하/XSV+고/EC
싶어도	싶/VX+어도/EC
투표장에	투표장/NNG+에/JKB
오지	오/VV+지/EC
못하는	못하/VX+는/ETM
유권자가	유권자/NNG+가/JKS
많다’는	많/VA+다/EF+’/SS+는/ETM
게	거/NNB+이/JKS
안	안/NNP
후보의	후보/NNG+의/JKG
논리다.	논리/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.367.5.3
안 후보는 “‘100%의 대한민국’을 말하는 새누리당 박근혜 후보의 말이 진심이라면 100% 유권자의 투표를 보장하기 위해 선거법 개정에 동참하리라 믿는다”고 박 후보를 압박했다.

안	안/NNP
후보는	후보/NNG+는/JX
“‘100%의	“/SS+‘/SS+100/SN+%/SW+의/JKG
대한민국’을	대한민국/NNP+’/SS+을/JKO
말하는	말/NNG+하/XSV+는/ETM
새누리당	새누리당/NNP
박근혜	박근혜/NNP
후보의	후보/NNG+의/JKG
말이	말/NNG+이/JKS
진심이라면	진심/NNG+이/VCP+라면/EC
100%	100/SN+%/SW
유권자의	유권자/NNG+의/JKG
투표를	투표/NNG+를/JKO
보장하기	보장/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
선거법	선거법/NNG
개정에	개정/NNG+에/JKB
동참하리라	동참/NNG+하/XSV+리라/EF
믿는다”고	믿/VV+는다/EF+”/SS+고/JKQ
박	박/NNP
후보를	후보/NNG+를/JKO
압박했다.	압박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.367.6.1
문 후보도 이날 대전·충남·세종 선대위 출범식에서 “일 때문에 투표하지 못하는 수백만 국민을 투표할 수 있게 하려면 오후 9시까지 투표시간을 연장해야 한다”며 “박 후보에게 투표시간 연장에 대한 입장이 무엇인지 분명히 밝혀줄 것을 요구한다”고 말했다.

문	문/NNP
후보도	후보/NNG+도/JX
이날	이날/NNG
대전·충남·세종	대전/NNP+·/SP+충남/NNP+·/SP+세종/NNP
선대위	선대위/NNG
출범식에서	출범식/NNG+에서/JKB
“일	“/SS+일/NNG
때문에	때문/NNB+에/JKB
투표하지	투표/NNG+하/XSV+지/EC
못하는	못하/VX+는/ETM
수백만	수백만/NR
국민을	국민/NNG+을/JKO
투표할	투표/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
하려면	하/VX+려면/EC
오후	오후/NNG
9시까지	9/SN+시/NNB+까지/JX
투표시간을	투표/NNG+시간/NNG+을/JKO
연장해야	연장/NNG+하/XSV+아야/EC
한다”며	하/VX+ㄴ다/EF+”/SS+며/EC
“박	“/SS+박/NNP
후보에게	후보/NNG+에게/JKB
투표시간	투표/NNG+시간/NNG
연장에	연장/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
입장이	입장/NNG+이/JKS
무엇인지	무엇/NP+이/VCP+ㄴ지/EC
분명히	분명히/MAG
밝혀줄	밝히/VV+어/EC+주/VX+ㄹ/ETM
것을	것/NNB+을/JKO
요구한다”고	요구/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.367.6.2
김영경 공동선대위원장은 “문·안 캠프에서 공동 논의와 대응이 이루어지길 희망한다”고 했다.

김영경	김영경/NNP
공동선대위원장은	공동/NNG+선대위원장/NNG+은/JX
“문·안	“/SS+문/NNP+·/SP+안/NNP
캠프에서	캠프/NNG+에서/JKB
공동	공동/NNG
논의와	논의/NNG+와/JC
대응이	대응/NNG+이/JKS
이루어지길	이루어지/VV+기/ETN+ㄹ/JKO
희망한다”고	희망/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.367.7.1
문·안 후보의 투표시간 연장 주장은 젊은층의 투표율을 높이기 위한 전략이다.

문·안	문/NNP+·/SP+안/NNP
후보의	후보/NNG+의/JKG
투표시간	투표/NNG+시간/NNG
연장	연장/NNG
주장은	주장/NNG+은/JX
젊은층의	젊은/NNG+층/XSN+의/JKG
투표율을	투표/NNG+율/XSN+을/JKO
높이기	높이/VV+기/ETN
위한	위하/VV+ㄴ/ETM
전략이다.	전략/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.367.7.2
안 후보는 20, 30대와 중도층의 높은 지지를 바탕으로 박 후보와의 양자대결에서 우위 또는 박빙이지만 50대 이상에 비해 이들이 실제 투표장에 가는 비율은 낮다.

안	안/NNP
후보는	후보/NNG+는/JX
20,	20/SN+,/SP
30대와	30/SN+대/NNB+와/JC
중도층의	중도/NNG+층/XSN+의/JKG
높은	높/VA+은/ETM
지지를	지지/NNG+를/JKO
바탕으로	바탕/NNG+으로/JKB
박	박/NNP
후보와의	후보/NNG+와/JKB+의/JKG
양자대결에서	양자/NNG+대결/NNG+에서/JKB
우위	우위/NNG
또는	또는/MAG
박빙이지만	박빙/NNG+이/VCP+지만/EC
50대	50/SN+대/NNB
이상에	이상/NNG+에/JKB
비해	비/NNG+하/XSV+아/EC
이들이	이/NP+들/XSN+이/JKS
실제	실제/NNG
투표장에	투표장/NNG+에/JKB
가는	가/VV+는/ETM
비율은	비율/NNG+은/JX
낮다.	낮/VA+다/EF+./SF


# id : NWRW1800000033.367.8.1
실제로 동아일보가 최근 여론조사기관 리서치앤리서치(R&R)와 함께 안 후보가 양자대결 구도에서 박 후보에 앞서는 여론조사 결과에 2007년 17대 대선의 투표율을 적용하자 거꾸로 박 후보 우세로 바뀌었다.

실제로	실제로/MAG
동아일보가	동아일보/NNP+가/JKS
최근	최근/NNG
여론조사기관	여론/NNG+조사/NNG+기관/NNG
리서치앤리서치(R&R)와	리서치앤리서치/NNP+(/SS+R/SL+&/SW+R/SL+)/SS+와/JKB
함께	함께/MAG
안	안/NNP
후보가	후보/NNG+가/JKS
양자대결	양자/NNG+대결/NNG
구도에서	구도/NNG+에서/JKB
박	박/NNP
후보에	후보/NNG+에/JKB
앞서는	앞서/VV+는/ETM
여론조사	여론/NNG+조사/NNG
결과에	결과/NNG+에/JKB
2007년	2007/SN+년/NNB
17대	17/SN+대/NNB
대선의	대선/NNG+의/JKG
투표율을	투표/NNG+율/XSN+을/JKO
적용하자	적용/NNG+하/XSV+자/EC
거꾸로	거꾸로/MAG
후보	후보/NNG
우세로	우세/NNG+로/JKB
바뀌었다.	바뀌/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.367.8.2
2002년 16대 대선 투표율을 적용하면 안 후보가 앞서긴 했지만 지지율 격차는 줄어들었다.

2002년	2002/SN+년/NNB
16대	16/SN+대/NNB
대선	대선/NNG
투표율을	투표/NNG+율/XSN+을/JKO
적용하면	적용/NNG+하/XSV+면/EC
안	안/MAG
후보가	후보/NNG+가/JKS
앞서긴	앞서/VV+기/ETN+ㄴ/JX
했지만	하/VX+았/EP+지만/EC
지지율	지지/NNG+율/XSN
격차는	격차/NNG+는/JX
줄어들었다.	줄어들/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.367.8.3
17대는 16대에 비해 20, 30대 투표율이 뚝 떨어진 선거다.

17대는	17/SN+대/NNB+는/JX
16대에	16/SN+대/NNB+에/JKB
비해	비/NNG+하/XSV+아/EC
20,	20/SN+,/SP
30대	30/SN+대/NNB
투표율이	투표/NNG+율/XSN+이/JKS
뚝	뚝/MAG
떨어진	떨어지/VV+ㄴ/ETM
선거다.	선거/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.367.9.1
최근 대선 여론조사 결과에 16,17대 투표율 시뮬레이션 해보니

최근	최근/NNG
대선	대선/NNG
여론조사	여론/NNG+조사/NNG
결과에	결과/NNG+에/JKB
16,17대	16/SN+,/SP+17/SN+대/NNB
투표율	투표/NNG+율/XSN
시뮬레이션	시뮬레이션/NNG
해보니	하/VV+아/EC+보/VX+니/EC


# id : NWRW1800000033.367.10.1
안 후보 측은 16대 대선 투표율(70.8%)보다 높아야 승산이 있다고 본다.

안	안/NNP
후보	후보/NNG
측은	측/NNB+은/JX
16대	16/SN+대/NNB
대선	대선/NNG
투표율(70.8%)보다	투표/NNG+율/XSN+(/SS+70/SN+./SP+8/SN+%/SW+)/SS+보다/JKB
높아야	높/VA+아야/EC
승산이	승산/NNG+이/JKS
있다고	있/VA+다고/EC
본다.	보/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.367.10.2
전문가들은 야권후보가 유리한 투표율을 73% 이상으로 전망한다.

전문가들은	전문가/NNG+들/XSN+은/JX
야권후보가	야권/NNG+후보/NNG+가/JKS
유리한	유리/NNG+하/XSA+ㄴ/ETM
투표율을	투표/NNG+율/XSN+을/JKO
73%	73/SN+%/SW
이상으로	이상/NNG+으로/JKB
전망한다.	전망/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.367.10.3
안 후보 측 관계자는 “20대 투표율이 60%는 넘어야 한다”고 했다.

안	안/NNP
후보	후보/NNG
측	측/NNB
관계자는	관계자/NNG+는/JX
“20대	“/SS+20/SN+대/NNB
투표율이	투표/NNG+율/XSN+이/JKS
60%는	60/SN+%/SW+는/JX
넘어야	넘/VV+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.367.10.4
16대 대선의 20대 투표율은 56.6%였다.

16대	16/SN+대/NNB
대선의	대선/NNG+의/JKG
20대	20/SN+대/NNB
투표율은	투표/NNG+율/XSN+은/JX
56.6%였다.	56/SN+./SP+6/SN+%/SW+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000033.367.11.1
새누리당은 “시간만 늘리자는 건 대선을 앞둔 정치적 주장이다.

새누리당은	새누리당/NNP+은/JX
“시간만	“/SS+시간/NNG+만/JX
늘리자는	늘리/VV+자는/ETM
건	거/NNB+ㄴ/JX
대선을	대선/NNG+을/JKO
앞둔	앞두/VV+ㄴ/ETM
정치적	정치/NNG+적/XSN
주장이다.	주장/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.367.11.2
뜬금없다”고 비판했다.

뜬금없다”고	뜬금없/VA+다/EF+”/SS+고/JKQ
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.367.11.3
이날 박선규 대변인은 “투표율을 높이는 데 반대할 이유가 없다”면서도 “투표일은 현재도 공휴일이다.

이날	이날/NNG
박선규	박선규/NNP
대변인은	대변인/NNG+은/JX
“투표율을	“/SS+투표/NNG+율/XSN+을/JKO
높이는	높이/VV+는/ETM
데	데/NNB
반대할	반대/NNG+하/XSV+ㄹ/ETM
이유가	이유/NNG+가/JKS
없다”면서도	없/VA+다/EF+”/SS+면서/EC+도/JX
“투표일은	“/SS+투표일/NNG+은/JX
현재도	현재/NNG+도/JX
공휴일이다.	공휴일/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.367.11.4
당일 투표가 어려우면 미리 이틀에 걸쳐 부재자투표도 할 수 있다.

당일	당일/NNG
투표가	투표/NNG+가/JKS
어려우면	어렵/VA+으면/EC
미리	미리/MAG
이틀에	이틀/NNG+에/JKB
걸쳐	걸치/VV+어/EC
부재자투표도	부재자/NNG+투표/NNG+도/JX
할	하/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000033.367.11.5
투표시간이 부족해 투표율이 떨어졌다는 주장을 들어본 적이 없다”고 반박했다.

투표시간이	투표/NNG+시간/NNG+이/JKS
부족해	부족/NNG+하/XSA+아/EC
투표율이	투표/NNG+율/XSN+이/JKS
떨어졌다는	떨어지/VV+었/EP+다는/ETM
주장을	주장/NNG+을/JKO
들어본	듣/VV+어/EC+보/VX+ㄴ/ETM
적이	적/NNB+이/JKS
없다”고	없/VA+다/EF+”/SS+고/JKQ
반박했다.	반박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.367.11.6
박 후보는 기자들과 만나 “여야가 잘 상의해서 결정하면 될 것”이라는 원론적 입장을 밝혔다.

박	박/NNP
후보는	후보/NNG+는/JX
기자들과	기자/NNG+들/XSN+과/JKB
만나	만나/VV+아/EC
“여야가	“/SS+여야/NNG+가/JKS
잘	잘/MAG
상의해서	상의/NNG+하/XSV+아서/EC
결정하면	결정/NNG+하/XSV+면/EC
될	되/VV+ㄹ/ETM
것”이라는	것/NNB+”/SS+이/VCP+라는/ETM
원론적	원론/NNG+적/XSN
입장을	입장/NNG+을/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.367.12.1
프랑스 독일 호주(이상 선거일이 휴일)의 투표시간은 10시간이다.

프랑스	프랑스/NNP
독일	독일/NNP
호주(이상	호주/NNP+(/SS+이상/NNG
선거일이	선거일/NNG+이/JKS
휴일)의	휴일/NNG+)/SS+의/JKG
투표시간은	투표/NNG+시간/NNG+은/JX
10시간이다.	10/SN+시간/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.367.12.2
영국은 투표일을 평일로 하되 15시간(오전 7시 투표 시작)이다.

영국은	영국/NNP+은/JX
투표일을	투표일/NNG+을/JKO
평일로	평일/NNG+로/JKB
하되	하/VV+되/EC
15시간(오전	15/SN+시간/NNB+(/SS+오전/NNG
7시	7/SN+시/NNB
투표	투표/NNG
시작)이다.	시작/NNG+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000033.367.12.3
일본(주로 일요일에 투표)은 오전 7시부터 13시간.

일본(주로	일본/NNP+(/SS+주로/MAG
일요일에	일요일/NNG+에/JKB
투표)은	투표/NNG+)/SS+은/JX
오전	오전/NNG
7시부터	7/SN+시/NNB+부터/JX
13시간.	13/SN+시간/NNB+./SF


# id : NWRW1800000033.367.12.4
미국은 평일이되 주별로 8∼15시간으로 다르다.

미국은	미국/NNP+은/JX
평일이되	평일/NNG+이/VCP+되/EC
주별로	주별/NNG+로/JKB
8∼15시간으로	8/SN+∼/SO+15/SN+시간/NNB+으로/JKB
다르다.	다르/VA+다/EF+./SF


