# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.140
metadata : {}


# id : NWRW1800000026.140.1.1
[6·2 지방선거] "서울 경선, 꼬이네";한나라는 시기, 민주는 TV토론 놓고 갈등

[6·2	[/SS+6/SN+·/SP+2/SN
지지율 상승 등에 시간이 필요했던 이들 세 후보는 "수용되지 않으면 선거운동 전면 중단 등 경선을 보이콧하겠다"며 배수진을 쳤고 오 시장 측은 "적어도 민주당 후보경선일인 5월 2일까진 경선을 해야 한다"는 입장을 밝혔다.

지지율	지지/NNG+율/XSN
상승	상승/NNG
등에	등/NNB+에/JKB
시간이	시간/NNG+이/JKS
필요했던	필요/NNG+하/XSA+았/EP+던/ETM
이들	이/NP+들/XSN
세	세/MMN
후보는	후보/NNG+는/JX
"수용되지	"/SS+수용/NNG+되/XSV+지/EC
않으면	않/VX+으면/EC
선거운동	선거/NNG+운동/NNG
전면	전면/NNG
중단	중단/NNG
등	등/NNB
경선을	경선/NNG+을/JKO
보이콧하겠다"며	보이콧/NNG+하/XSV+겠/EP+다/EF+"/SS+며/EC
배수진을	배수진/NNG+을/JKO
쳤고	치/VV+었/EP+고/EC
오	오/NNP
시장	시장/NNG
측은	측/NNB+은/JX
"적어도	"/SS+적어도/MAG
민주당	민주당/NNP
후보경선일인	후보/NNG+경선일/NNG+이/VCP+ㄴ/ETM
5월	5/SN+월/NNB
2일까진	2/SN+일/NNB+까지/JX+ㄴ/JX
해야	하/VV+아야/EC
한다"는	하/VX+ㄴ다/EF+"/SS+는/ETM
입장을	입장/NNG+을/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.140.5.2
결국 신경전 끝에 각 후보들은 '5월 3일'을 수용했다고 한다.

결국	결국/MAG
신경전	신경전/NNG
끝에	끝/NNG+에/JKB
각	각/MMD
후보들은	후보/NNG+들/XSN+은/JX
'5월	'/SS+5/SN+월/NNB
3일'을	3/SN+일/NNB+'/SS+을/JKO
수용했다고	수용/NNG+하/XSV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.140.5.3
하지만 오 시장을 뺀 다른 후보들이, 경선에 참여하는 국민선거인단의 연령별 구성비율 준수를 문제삼고 있어 갈등의 불씨는 남아 있다는 지적이다.

하지만	하지만/MAJ
오	오/NNP
시장을	시장/NNG+을/JKO
뺀	빼/VV+ㄴ/ETM
다른	다른/MMD
후보들이,	후보/NNG+들/XSN+이/JKS+,/SP
경선에	경선/NNG+에/JKB
참여하는	참여/NNG+하/XSV+는/ETM
국민선거인단의	국민/NNG+선거인단/NNG+의/JKG
연령별	연령/NNG+별/XSN
구성비율	구성/NNG+비율/NNG
준수를	준수/NNG+를/JKO
문제삼고	문제/NNG+삼/VV+고/EC
있어	있/VX+어/EC
갈등의	갈등/NNG+의/JKG
불씨는	불씨/NNG+는/JX
남아	남/VV+아/EC
있다는	있/VX+다는/ETM
지적이다.	지적/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.140.6.1
한명숙 전 총리와 이계안 전 의원 두 주자가 겨루는 민주당도 상황은 복잡하다.

한명숙	한명숙/NNP
전	전/MMD
총리와	총리/NNG+와/JC
이계안	이계안/NNP
의원	의원/NNG
두	두/MMN
주자가	주자/NNG+가/JKS
겨루는	겨루/VV+는/ETM
민주당도	민주당/NNP+도/JX
상황은	상황/NNG+은/JX
복잡하다.	복잡하/VA+다/EF+./SF


# id : NWRW1800000026.140.6.2
정세균 대표 등 주류측은 각종 여론조사 등에서 우위에 있는 한 전 총리의 '체력 소모'를 최소화하는 방안을 고심해 100% 국민여론조사 경선을 결정했다.

정세균	정세균/NNP
대표	대표/NNG
등	등/NNB
주류측은	주류/NNG+측/NNB+은/JX
각종	각종/NNG
여론조사	여론/NNG+조사/NNG
등에서	등/NNB+에서/JKB
우위에	우위/NNG+에/JKB
있는	있/VA+는/ETM
한	한/NNP
전	전/MMD
총리의	총리/NNG+의/JKG
'체력	'/SS+체력/NNG
소모'를	소모/NNG+'/SS+를/JKO
최소화하는	최소/NNG+화/XSN+하/XSV+는/ETM
방안을	방안/NNG+을/JKO
고심해	고심/NNG+하/XSV+아/EC
100%	100/SN+%/SW
국민여론조사	국민/NNG+여론/NNG+조사/NNG
경선을	경선/NNG+을/JKO
결정했다.	결정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.140.6.3
하지만 비주류의 지원을 받는 이 전 의원은 TV토론회 실시, 시민공천배심원제 도입 등을 요구하고 수용되지 않으면 경선에 불참할 가능성도 내비치고 있다.

하지만	하지만/MAJ
비주류의	비/XPN+주류/NNG+의/JKG
지원을	지원/NNG+을/JKO
받는	받/VV+는/ETM
이	이/NNP
전	전/MMD
의원은	의원/NNG+은/JX
TV토론회	TV/SL+토론회/NNG
실시,	실시/NNG+,/SP
시민공천배심원제	시민/NNG+공천/NNG+배심원/NNG+제/XSN
도입	도입/NNG
등을	등/NNB+을/JKO
요구하고	요구/NNG+하/XSV+고/EC
수용되지	수용/NNG+되/XSV+지/EC
않으면	않/VX+으면/EC
경선에	경선/NNG+에/JKB
불참할	불참/NNG+하/XSV+ㄹ/ETM
가능성도	가능/NNG+성/XSN+도/JX
내비치고	내비치/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.140.7.1
한 전 총리측은 양보는 어렵다는 분위기이다.

한	한/NNP
전	전/MMD
총리측은	총리/NNG+측/NNB+은/JX
양보는	양보/NNG+는/JX
어렵다는	어렵/VA+다는/ETM
분위기이다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.140.7.2
한 전 총리는 25일 공약 발표 기자회견에서 "(이 전 의원이) TV토론만 아니라 경선방식 전체에 문제제기를 하고 있다"며 "이를 후보들끼리 조정하면 소모적이고 당이 결정할 문제"라고 했다.

한	한/NNP
전	전/MMD
총리는	총리/NNG+는/JX
25일	25/SN+일/NNB
공약	공약/NNG
발표	발표/NNG
기자회견에서	기자/NNG+회견/NNG+에서/JKB
"(이	"/SS+(/SS+이/NNP
의원이)	의원/NNG+이/JKS+)/SS
TV토론만	TV/SL+토론/NNG+만/JX
아니라	아니/VCN+라/EC
경선방식	경선/NNG+방식/NNG
전체에	전체/NNG+에/JKB
문제제기를	문제/NNG+제기/NNG+를/JKO
하고	하/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"이를	"/SS+이/NP+를/JKO
후보들끼리	후보/NNG+들/XSN+끼리/XSN
조정하면	조정/NNG+하/XSV+면/EC
소모적이고	소모/NNG+적/XSN+이/VCP+고/EC
당이	당/NNG+이/JKS
결정할	결정/NNG+하/XSV+ㄹ/ETM
문제"라고	문제/NNG+"/SS+라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.140.8.1
이 같은 후보 간 입장 차이가 민주당 내 주류·비주류 간 갈등과 맞물려 있는 상황을 고려할 때 논란은 쉽게 사그라지지 않을 전망이다.

이	이/NP
같은	같/VA+은/ETM
후보	후보/NNG
간	간/NNB
입장	입장/NNG
차이가	차이/NNG+가/JKS
민주당	민주당/NNP
내	내/NNB
주류·비주류	주류/NNG+·/SP+비/XPN+주류/NNG
갈등과	갈등/NNG+과/JKB
맞물려	맞물리/VV+어/EC
있는	있/VX+는/ETM
상황을	상황/NNG+을/JKO
고려할	고려/NNG+하/XSV+ㄹ/ETM
때	때/NNG
논란은	논란/NNG+은/JX
쉽게	쉽/VA+게/EC
사그라지지	사그라지/VV+지/EC
않을	않/VX+을/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


