# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.394
metadata : {}


# id : NWRW1800000030.394.1.1
[호남] 5·18 31주년 하루 앞… 추모 열기 고조

[호남]	[/SS+호남/NNP+]/SS
시민·기업·기관·시민단체와 함께 나눔행사를 펼치고 있는 5·18행사위원회는 17일 오후 금남공원 인근에서 헌혈 릴레이의 시작을 알리고 대대적인 캠페인을 벌인다.

시민·기업·기관·시민단체와	시민/NNG+·/SP+기업/NNG+·/SP+기관/NNG+·/SP+시민/NNG+단체/NNG+와/JKB
함께	함께/MAG
나눔행사를	나누/VV+ㅁ/ETN+행사/NNG+를/JKO
펼치고	펼치/VV+고/EC
있는	있/VX+는/ETM
5·18행사위원회는	5/SN+·/SP+18/SN+행사/NNG+위원회/NNG+는/JX
17일	17/SN+일/NNB
오후	오후/NNG
금남공원	금남공원/NNP
인근에서	인근/NNG+에서/JKB
헌혈	헌혈/NNG
릴레이의	릴레이/NNG+의/JKG
시작을	시작/NNG+을/JKO
알리고	알리/VV+고/EC
대대적인	대대적/NNG+이/VCP+ㄴ/ETM
캠페인을	캠페인/NNG+을/JKO
벌인다.	벌이/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.394.10.1
전야제는 '다시 세상의 빛으로, 함께 역사의 중심으로'라는 주제로 오후 4시부터 금남로 특설무대에서 열린다.

전야제는	전야제/NNG+는/JX
'다시	'/SS+다시/MAG
세상의	세상/NNG+의/JKG
빛으로,	빛/NNG+으로/JKB+,/SP
함께	함께/MAG
역사의	역사/NNG+의/JKG
중심으로'라는	중심/NNG+으로/JKB+'/SS+이/VCP+라는/ETM
주제로	주제/NNG+로/JKB
오후	오후/NNG
4시부터	4/SN+시/NNB+부터/JX
금남로	금남로/NNP
특설무대에서	특설/NNG+무대/NNG+에서/JKB
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.394.11.1
전야제 무대는 '기억' '관심' '부활' 등 3부로 나뉘어 진행된다.

전야제	전야제/NNG
무대는	무대/NNG+는/JX
'기억'	'/SS+기억/NNG+'/SS
'관심'	'/SS+관심/NNG+'/SS
'부활'	'/SS+부활/NNG+'/SS
등	등/NNB
3부로	3/SN+부/NNB+로/JKB
나뉘어	나뉘/VV+어/EC
진행된다.	진행/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.394.11.2
1부 '기억'에서는 지난 1991년 분신정국 때 숨진 강경대·박승희 열사와 5월 희생자의 만남을 영정 행진과 무용, '화려한 휴가' 갈라쇼 등으로 담아낸다.

1부	1/SN+부/NNB
'기억'에서는	'/SS+기억/NNG+'/SS+에서/JKB+는/JX
지난	지나/VV+ㄴ/ETM
1991년	1991/SN+년/NNB
분신정국	분신/NNG+정국/NNG
때	때/NNG
숨진	숨지/VV+ㄴ/ETM
강경대·박승희	강경대/NNP+·/SP+박승희/NNP
열사와	열사/NNG+와/JC
5월	5/SN+월/NNB
희생자의	희생자/NNG+의/JKG
만남을	만남/NNG+을/JKO
영정	영정/NNG
행진과	행진/NNG+과/JC
무용,	무용/NNG+,/SP
'화려한	'/SS+화려하/VA+ㄴ/ETM
휴가'	휴가/NNG+'/SS
갈라쇼	갈라쇼/NNG
등으로	등/NNB+으로/JKB
담아낸다.	담아내/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.394.12.1
기념일인 18일 오전 10시에는 5·18민주묘지에서 5·18민주화운동 31주년 기념식이 거행된다.

기념일인	기념일/NNG+이/VCP+ㄴ/ETM
18일	18/SN+일/NNB
오전	오전/NNG
10시에는	10/SN+시/NNB+에/JKB+는/JX
5·18민주묘지에서	5·18민주묘지/NNP+에서/JKB
5·18민주화운동	5/SN+·/SP+18/SN+민주/NNG+화/XSN+운동/NNG
31주년	31/SN+주년/NNB
기념식이	기념식/NNG+이/JKS
거행된다.	거행/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.394.12.2
같은 날 오후 5시에는 5·18기념재단에서 '2011광주인권상' 시상식이 열린다.

같은	같/VA+은/ETM
날	날/NNG
오후	오후/NNG
5시에는	5/SN+시/NNB+에/JKB+는/JX
5·18기념재단에서	5·18기념재단/NNP+에서/JKB
'2011광주인권상'	'/SS+2011/SN+광주/NNP+인권/NNG+상/NNG+'/SS
시상식이	시상식/NNG+이/JKS
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.394.13.1
5·18행사위는 18일을 '주먹밥의 날'로 정하고 광주역과 버스터미널, 증심사입구, 5·18민주묘지 등 주요 행사장에서 시민들과 주먹밥을 나눌 예정이다.

5·18행사위는	5/SN+·/SP+18/SN+행사위/NNG+는/JX
18일을	18/SN+일/NNB+을/JKO
'주먹밥의	'/SS+주먹밥/NNG+의/JKG
날'로	날/NNG+'/SS+로/JKB
정하고	정하/VV+고/EC
광주역과	광주역/NNP+과/JC
버스터미널,	버스/NNG+터미널/NNG+,/SP
증심사입구,	증심사/NNP+입구/NNG+,/SP
5·18민주묘지	5·18민주묘지/NNP
등	등/NNB
주요	주요/NNG
행사장에서	행사장/NNG+에서/JKB
시민들과	시민/NNG+들/XSN+과/JKB
주먹밥을	주먹밥/NNG+을/JKO
나눌	나누/VV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.394.14.1
20일에는 무등경기장 일원에서 '민주기사의 날' 행사가 열리며, 27일에는 시민군의 마지막 항전지였던 옛 전남도청에서 열리는 부활제를 끝으로 5·18 31주년 기념행사가 막을 내린다.

20일에는	20/SN+일/NNB+에/JKB+는/JX
무등경기장	무등경기장/NNP
일원에서	일원/NNG+에서/JKB
'민주기사의	'/SS+민주/NNG+기사/NNG+의/JKG
날'	날/NNG+'/SS
행사가	행사/NNG+가/JKS
열리며,	열리/VV+며/EC+,/SP
27일에는	27/SN+일/NNB+에/JKB+는/JX
시민군의	시민군/NNG+의/JKG
마지막	마지막/NNG
항전지였던	항전지/NNG+이/VCP+었/EP+던/ETM
옛	옛/MMA
전남도청에서	전남도청/NNP+에서/JKB
열리는	열리/VV+는/ETM
부활제를	부활제/NNG+를/JKO
끝으로	끝/NNG+으로/JKB
5·18	5/SN+·/SP+18/SN
31주년	31/SN+주년/NNB
기념행사가	기념행사/NNG+가/JKS
막을	막/NNG+을/JKO
내린다.	내리/VV+ㄴ다/EF+./SF


