# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.426
metadata : {}


# id : NWRW1800000026.426.1.1
"NPT 탈퇴하고 사찰단 내쫓은 北이 核권리?

"NPT	"/SS+NPT/SL
평화적	평화/NNG+적/XSN
핵	핵/NNG
이용권을	이용/NNG+권/XSN+을/JKO
논할	논하/VV+ㄹ/ETM
수	수/NNB
있지만,	있/VA+지만/EC+,/SP
NPT를	NPT/SL+를/JKO
탈퇴하고	탈퇴/NNG+하/XSV+고/EC
사찰단을	사찰단/NNG+을/JKO
내쫓은	내쫓/VV+은/ETM
북한엔	북한/NNP+에/JKB+ㄴ/JX
전혀	전혀/MAG
맞지	맞/VV+지/EC
않는	않/VX+는/ETM
소리"라며	소리/NNG+"/SS+이/VCP+라며/EC
"이런	"/SS+이런/MMD
맥락을	맥락/NNG+을/JKO
모를	모르/VV+ㄹ/ETM
리	리/NNB
없는	없/VA+는/ETM
중국이	중국/NNP+이/JKS
북한의	북한/NNP+의/JKG
비핵화라는	비핵/NNG+화/XSN+이/VCP+라는/ETM
사안의	사안/NNG+의/JKG
본질을	본질/NNG+을/JKO
호도하고	호도/NNG+하/XSV+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.426.3.2
청와대 관계자는 "대응할 가치를 못 느낀다"면서도 "북한이 플루토늄에 이어 우라늄까지 손대겠다는 마당에 중국이 북한의 핵 이용권 운운하는 것은 어불성설"이라고 했다.

청와대	청와대/NNP
관계자는	관계자/NNG+는/JX
"대응할	"/SS+대응/NNG+하/XSV+ㄹ/ETM
가치를	가치/NNG+를/JKO
못	못/MAG
느낀다"면서도	느끼/VV+ㄴ다/EF+"/SS+면서/EC+도/JX
"북한이	"/SS+북한/NNP+이/JKS
플루토늄에	플루토늄/NNG+에/JKB
이어	잇/VV+어/EC
우라늄까지	우라늄/NNG+까지/JX
손대겠다는	손대/VV+겠/EP+다는/ETM
마당에	마당/NNB+에/JKB
중국이	중국/NNP+이/JKS
북한의	북한/NNP+의/JKG
핵	핵/NNG
이용권	이용/NNG+권/XSN
운운하는	운운/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
어불성설"이라고	어불성설/NNG+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.426.4.1
외교 소식통은 "작년 4월부터 우라늄 농축을 자랑해온 북한이 지난달 미국 헤커 박사를 불러 농축 시설을 공개하고는 '얼마나 투명하게 개발했는지 보여주겠다'면서 IAEA 사찰을 받겠다고 동네방네 떠드는 상황"이라고 했다.

외교	외교/NNG
소식통은	소식통/NNG+은/JX
"작년	"/SS+작년/NNG
4월부터	4/SN+월/NNB+부터/JX
우라늄	우라늄/NNG
농축을	농축/NNG+을/JKO
자랑해온	자랑/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
북한이	북한/NNP+이/JKS
지난달	지난달/NNG
미국	미국/NNP
헤커	헤커/NNP
박사를	박사/NNG+를/JKO
불러	부르/VV+어/EC
농축	농축/NNG
시설을	시설/NNG+을/JKO
공개하고는	공개/NNG+하/XSV+고/EC+는/JX
'얼마나	'/SS+얼마나/MAG
투명하게	투명/NNG+하/XSA+게/EC
개발했는지	개발/NNG+하/XSV+았/EP+는지/EC
보여주겠다'면서	보이/VV+어/EC+주/VX+겠/EP+다/EF+'/SS+면서/EC
IAEA	IAEA/SL
사찰을	사찰/NNG+을/JKO
받겠다고	받/VV+겠/EP+다고/EC
동네방네	동네방네/NNG
떠드는	떠들/VV+는/ETM
상황"이라고	상황/NNG+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.426.4.2
그는 "우라늄 농축 자체가 추가적 핵활동을 금지한 유엔 안보리 결의 위반이자 '현존하는 핵계획의 포기'를 명시한 9·19공동성명 위반인데 중국이 만약 북한의 우라늄 농축을 용인하겠다는 뜻이라면 이는 책임 있는 대국의 자세와는 거리가 멀다"고 했다.

그는	그/NP+는/JX
"우라늄	"/SS+우라늄/NNG
농축	농축/NNG
자체가	자체/NNG+가/JKS
추가적	추가/NNG+적/XSN
핵활동을	핵/NNG+활동/NNG+을/JKO
금지한	금지/NNG+하/XSV+ㄴ/ETM
유엔	유엔/NNP
안보리	안보리/NNG
결의	결의/NNG
위반이자	위반/NNG+이/VCP+자/EC
'현존하는	'/SS+현존/NNG+하/XSV+는/ETM
핵계획의	핵/NNG+계획/NNG+의/JKG
포기'를	포기/NNG+'/SS+를/JKO
명시한	명시/NNG+하/XSV+ㄴ/ETM
9·19공동성명	9/SN+·/SP+19/SN+공동/NNG+성명/NNG
위반인데	위반/NNG+이/VCP+ㄴ데/EC
중국이	중국/NNP+이/JKS
만약	만약/MAG
북한의	북한/NNP+의/JKG
우라늄	우라늄/NNG
농축을	농축/NNG+을/JKO
용인하겠다는	용인/NNG+하/XSV+겠/EP+다는/ETM
뜻이라면	뜻/NNG+이/VCP+라면/EC
이는	이/NP+는/JX
책임	책임/NNG
있는	있/VA+는/ETM
대국의	대국/NNG+의/JKG
자세와는	자세/NNG+와/JKB+는/JX
거리가	거리/NNG+가/JKS
멀다"고	멀/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.426.5.1
이 같은 중국의 태도와 관련, 김흥규 성신여대 교수는 "20일 우리 군의 연평도 포사격 훈련에 대해 중국이 북한엔 선물을 주고 한국엔 섭섭함을 표한 것 같다"고 말했다.

이	이/NP
같은	같/VA+은/ETM
중국의	중국/NNP+의/JKG
태도와	태도/NNG+와/JKB
관련,	관련/NNG+,/SP
김흥규	김흥규/NNP
성신여대	성신여대/NNP
교수는	교수/NNG+는/JX
"20일	"/SS+20/SN+일/NNB
우리	우리/NP
군의	군/NNG+의/JKG
연평도	연평도/NNP
포사격	포/NNG+사격/NNG
훈련에	훈련/NNG+에/JKB
대해	대하/VV+아/EC
중국이	중국/NNP+이/JKS
북한엔	북한/NNP+에/JKB+ㄴ/JX
선물을	선물/NNG+을/JKO
주고	주/VV+고/EC
한국엔	한국/NNP+에/JKB+ㄴ/JX
섭섭함을	섭섭하/VA+ㅁ/ETN+을/JKO
표한	표/NNG+하/XSV+ㄴ/ETM
것	것/NNB
같다"고	같/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.426.5.2
그는 "중국 외교부 대변인은 문제의 발언을 하면서 한반도 정세를 '천균일발(千鈞一髮)'이라고 표현했는데 이는 머리털 하나로 3만근의 물건을 매어놓은 것처럼 위태롭다는 뜻으로 중국이 이번 사태를 얼마나 초조하게 지켜봤는지를 보여준다"며 "중국 입장에서 한국은 자신의 뜻을 거스르며 포사격을 강행한 반면, 북한은 맞대응을 자제해 최악의 상황을 막았으니 남북에 각기 다른 대접을 해준 것"이라고 설명했다.

그는	그/NP+는/JX
"중국	"/SS+중국/NNP
외교부	외교부/NNG
대변인은	대변인/NNG+은/JX
문제의	문제/NNG+의/JKG
발언을	발언/NNG+을/JKO
하면서	하/VV+면서/EC
한반도	한반도/NNP
정세를	정세/NNG+를/JKO
'천균일발(千鈞一髮)'이라고	'/SS+천균일발/NNG+(/SS+千鈞一髮/SH+)/SS+'/SS+이라고/JKQ
표현했는데	표현/NNG+하/XSV+았/EP+는데/EC
이는	이/NP+는/JX
머리털	머리털/NNG
하나로	하나/NR+로/JKB
3만근의	3/SN+만/NR+근/NNB+의/JKG
물건을	물건/NNG+을/JKO
매어놓은	매/VV+어/EC+놓/VX+은/ETM
것처럼	것/NNB+처럼/JKB
위태롭다는	위태롭/VA+다는/ETM
뜻으로	뜻/NNG+으로/JKB
중국이	중국/NNP+이/JKS
이번	이번/NNG
사태를	사태/NNG+를/JKO
얼마나	얼마나/MAG
초조하게	초조/NNG+하/XSA+게/EC
지켜봤는지를	지켜보/VV+았/EP+는지/EF+를/JKO
보여준다"며	보이/VV+어/EC+주/VX+ㄴ다/EF+"/SS+며/EC
입장에서	입장/NNG+에서/JKB
한국은	한국/NNP+은/JX
자신의	자신/NNG+의/JKG
뜻을	뜻/NNG+을/JKO
거스르며	거스르/VV+며/EC
포사격을	포/NNG+사격/NNG+을/JKO
강행한	강행/NNG+하/XSV+ㄴ/ETM
반면,	반면/NNG+,/SP
북한은	북한/NNP+은/JX
맞대응을	맞대응/NNG+을/JKO
자제해	자제/NNG+하/XSV+아/EC
최악의	최악/NNG+의/JKG
상황을	상황/NNG+을/JKO
막았으니	막/VV+았/EP+으니/EC
남북에	남북/NNP+에/JKB
각기	각기/MAG
다른	다른/MMD
대접을	대접/NNG+을/JKO
해준	하/VV+아/EC+주/VX+ㄴ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.426.6.1
박병광 국가안보전략연구소 연구위원은 "중국이 북핵을 선제적으로 용인해주기 위한 사전 포석일 수 있다"며 "조만간 북한이 강행할 3차 핵실험에 대해 중국이 지금까지와 달리 북한의 핵보유를 용인해준 뒤 대미(對美)용 지렛대로 활용하기로 방침을 정했을 가능성이 있다"고 말했다.

박병광	박병광/NNP
국가안보전략연구소	국가안보전략연구소/NNP
연구위원은	연구/NNG+위원/NNG+은/JX
"중국이	"/SS+중국/NNP+이/JKS
북핵을	북핵/NNG+을/JKO
선제적으로	선제/NNG+적/XSN+으로/JKB
용인해주기	용인/NNG+하/XSV+아/EC+주/VX+기/ETN
위한	위하/VV+ㄴ/ETM
사전	사전/NNG
포석일	포석/NNG+이/VCP+ㄹ/ETM
수	수/NNB
있다"며	있/VA+다/EF+"/SS+며/EC
"조만간	"/SS+조만간/MAG
북한이	북한/NNP+이/JKS
강행할	강행/NNG+하/XSV+ㄹ/ETM
3차	3/SN+차/NNB
핵실험에	핵/NNG+실험/NNG+에/JKB
대해	대하/VV+아/EC
중국이	중국/NNP+이/JKS
지금까지와	지금/NNG+까지/JX+와/JKB
달리	달리/MAG
북한의	북한/NNP+의/JKG
핵보유를	핵/NNG+보유/NNG+를/JKO
용인해준	용인/NNG+하/XSV+아/EC+주/VX+ㄴ/ETM
뒤	뒤/NNG
대미(對美)용	대미/NNG+(/SS+對美/SH+)/SS+용/XSN
지렛대로	지렛대/NNG+로/JKB
활용하기로	활용/NNG+하/XSV+기/ETN+로/JKB
방침을	방침/NNG+을/JKO
정했을	정하/VV+았/EP+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


