# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.232
metadata : {}


# id : NWRW1800000044.232.1.1
[단독] 초등 담임, 5학년 여학생 7명 집단 성추행 논란

[단독]	[/SS+단독/NNG+]/SS
않았다”고	않/VX+았/EP+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.11.1
한 학생이 지난 6월 부모에게 고민을 털어놓았다고 한다.

한	한/MMN
학생이	학생/NNG+이/JKS
지난	지나/VV+ㄴ/ETM
6월	6/SN+월/NNB
부모에게	부모/NNG+에게/JKB
고민을	고민/NNG+을/JKO
털어놓았다고	털어놓/VV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.232.12.1
학부모들은 6월13일 관할 경찰서에 ㄱ씨를 고소했다.

학부모들은	학부모/NNG+들/XSN+은/JX
6월13일	6/SN+월/NNB+13/SN+일/NNB
관할	관할/NNG
경찰서에	경찰서/NNG+에/JKB
ㄱ씨를	ㄱ/NNG+씨/NNB+를/JKO
고소했다.	고소/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.12.2
해당 경찰서는 ‘중요 사건’으로 판단해 서울경찰청으로 사건을 넘겼다.

해당	해당/NNG
경찰서는	경찰서/NNG+는/JX
‘중요	‘/SS+중요/NNG
사건’으로	사건/NNG+’/SS+으로/JKB
판단해	판단/NNG+하/XSV+아/EC
서울경찰청으로	서울경찰청/NNP+으로/JKB
사건을	사건/NNG+을/JKO
넘겼다.	넘기/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.232.12.3
수사를 지휘한 검찰은 ㄱ씨의 구속영장을 청구했지만 법원은 지난 8일 ‘도주 우려가 없다’며 기각했다.

수사를	수사/NNG+를/JKO
지휘한	지휘/NNG+하/XSV+ㄴ/ETM
검찰은	검찰/NNG+은/JX
ㄱ씨의	ㄱ/NNG+씨/NNB+의/JKG
구속영장을	구속/NNG+영장/NNG+을/JKO
청구했지만	청구/NNG+하/XSV+았/EP+지만/EC
법원은	법원/NNG+은/JX
지난	지나/VV+ㄴ/ETM
8일	8/SN+일/NNB
‘도주	‘/SS+도주/NNG
우려가	우려/NNG+가/JKS
없다’며	없/VA+다/EF+’/SS+며/EC
기각했다.	기각/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.12.4
서울경찰청 성폭력특별수사대 관계자는 “ㄱ씨가 아이들을 회유하는 등 증거인멸을 시도하기도 했다.

서울경찰청	서울경찰청/NNP
성폭력특별수사대	성폭력/NNG+특별/NNG+수사대/NNG
관계자는	관계자/NNG+는/JX
“ㄱ씨가	“/SS+ㄱ/NNG+씨/NNB+가/JKS
아이들을	아이/NNG+들/XSN+을/JKO
회유하는	회유/NNG+하/XSV+는/ETM
등	등/NNB
증거인멸을	증거/NNG+인멸/NNG+을/JKO
시도하기도	시도/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.232.12.5
다른 사건 피의자들과 비교해도 충분히 구속할 사안인데 이해가 안 간다”고 했다.

다른	다른/MMD
사건	사건/NNG
피의자들과	피의자/NNG+들/XSN+과/JKB
비교해도	비교/NNG+하/XSV+아도/EC
충분히	충분히/MAG
구속할	구속/NNG+하/XSV+ㄹ/ETM
사안인데	사안/NNG+이/VCP+ㄴ데/EC
이해가	이해/NNG+가/JKS
안	안/MAG
간다”고	가/VV+ㄴ다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.13.1
사건을 넘겨받은 검찰은 영장 재청구 여부를 검토하고 있다.

사건을	사건/NNG+을/JKO
넘겨받은	넘겨받/VV+은/ETM
검찰은	검찰/NNG+은/JX
영장	영장/NNG
재청구	재/XPN+청구/NNG
여부를	여부/NNG+를/JKO
검토하고	검토/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.232.13.2
피해 학생들은 손에 마비 증상이 나타나는 등 고통에 시달리고 있는 것으로 알려졌다.

피해	피해/NNG
학생들은	학생/NNG+들/XSN+은/JX
손에	손/NNG+에/JKB
마비	마비/NNG
증상이	증상/NNG+이/JKS
나타나는	나타나/VV+는/ETM
등	등/NNB
고통에	고통/NNG+에/JKB
시달리고	시달리/VV+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.232.13.3
학생들은 6월부터 아동 성폭력 상담을 하는 해바라기아동센터에서 심리치료를 받고 있다.

학생들은	학생/NNG+들/XSN+은/JX
6월부터	6/SN+월/NNB+부터/JX
아동	아동/NNG
성폭력	성폭력/NNG
상담을	상담/NNG+을/JKO
하는	하/VV+는/ETM
해바라기아동센터에서	해바라기/NNG+아동/NNG+센터/NNG+에서/JKB
심리치료를	심리/NNG+치료/NNG+를/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.232.14.1
ㄱ씨는 혐의를 부인하고 있다.

ㄱ씨는	ㄱ/NNG+씨/NNB+는/JX
혐의를	혐의/NNG+를/JKO
부인하고	부인/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.232.14.2
그는 <한겨레>와 한 통화에서 “억울한 상황이다.

그는	그/NP+는/JX
<한겨레>와	</SS+한겨레/NNP+>/SS+와/JKB
한	하/VV+ㄴ/ETM
통화에서	통화/NNG+에서/JKB
“억울한	“/SS+억울/NNG+하/XSA+ㄴ/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.232.14.3
할 말이 없다.

할	하/VV+ㄹ/ETM
말이	말/NNG+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000044.232.14.4
확정되기 전에 보도하면 가만히 있지 않겠다”고 했다.

확정되기	확정/NNG+되/XSV+기/ETN
전에	전/NNG+에/JKB
보도하면	보도/NNG+하/XSV+면/EC
가만히	가만히/MAG
있지	있/VV+지/EC
않겠다”고	않/VX+겠/EP+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.14.5
해당 학교와 교육청은 “조사 결과가 나올 때까지 징계는 못 하도록 돼 있지만 담임직에서 제외시켰다.

해당	해당/NNG
학교와	학교/NNG+와/JC
교육청은	교육청/NNG+은/JX
“조사	“/SS+조사/NNG
결과가	결과/NNG+가/JKS
나올	나오/VV+ㄹ/ETM
때까지	때/NNG+까지/JX
징계는	징계/NNG+는/JX
못	못/MAG
하도록	하/VV+도록/EC
돼	되/VV+어/EC
있지만	있/VX+지만/EC
담임직에서	담임/NNG+직/NNG+에서/JKB
제외시켰다.	제외/NNG+시키/XSV+었/EP+다/EF+./SF


# id : NWRW1800000044.232.14.6
여름방학 기간에 아이들에 대한 집중적인 심리치료를 할 예정”이라고 밝혔다.

여름방학	여름/NNG+방학/NNG
기간에	기간/NNG+에/JKB
아이들에	아이/NNG+들/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
집중적인	집중/NNG+적/XSN+이/VCP+ㄴ/ETM
심리치료를	심리/NNG+치료/NNG+를/JKO
할	하/VV+ㄹ/ETM
예정”이라고	예정/NNG+”/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


