# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000053.66
metadata : {}


# id : NWRW1800000053.66.1.1
[2017 대한민국 대표브랜드/계룡軍문화축제]병영문화의 모든 것, 계룡軍문화축제서 즐긴다

[2017	[/SS+2017/SN
군문화콘텐츠가	군/NNG+문화/NNG+콘텐츠/NNG+가/JKS
관람객들로부터	관람객/NNG+들/XSN+로부터/JKB
호평을	호평/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000053.66.5.1
전투식량과 건빵 등 군대의 먹거리 체험, 디지털 전투복과 침낭 체험, 고난도 공수특전 훈련 등 의식주를 비롯한 병영생활 내면을 들여다보며 軍문화를 조금 더 이해하고 국가 안보의 중요성을 일깨우는 공익적 행사가 펼쳐졌다.

전투식량과	전투/NNG+식량/NNG+과/JC
건빵	건빵/NNG
등	등/NNB
군대의	군대/NNG+의/JKG
먹거리	먹거리/NNG
체험,	체험/NNG+,/SP
디지털	디지털/NNG
전투복과	전투복/NNG+과/JC
침낭	침낭/NNG
고난도	고/XPN+난도/NNG
공수특전	공수/NNG+특전/NNG
훈련	훈련/NNG
의식주를	의식주/NNG+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
병영생활	병영/NNG+생활/NNG
내면을	내면/NNG+을/JKO
들여다보며	들여다보/VV+며/EC
軍문화를	軍/SH+문화/NNG+를/JKO
조금	조금/MAG
더	더/MAG
이해하고	이해/NNG+하/XSV+고/EC
국가	국가/NNG
안보의	안보/NNG+의/JKG
중요성을	중요/NNG+성/XSN+을/JKO
일깨우는	일깨우/VV+는/ETM
공익적	공익/NNG+적/XSN
행사가	행사/NNG+가/JKS
펼쳐졌다.	펼쳐지/VV+었/EP+다/EF+./SF


# id : NWRW1800000053.66.6.1
2007년부터 시작해 올해로 10회째를 맞이한 ‘계룡軍문화축제’는 그간 총 950만여 명의 관람객이 다녀가면서 대국민 나라사랑 고취와 대군신뢰 증진, 지역경제 활성화에 크게 기여했다.

2007년부터	2007/SN+년/NNB+부터/JX
시작해	시작/NNG+하/XSV+아/EC
올해로	올해/NNG+로/JKB
10회째를	10/SN+회/NNB+째/XSN+를/JKO
맞이한	맞이하/VV+ㄴ/ETM
‘계룡軍문화축제’는	‘/SS+계룡/NNP+軍/SH+문화/NNG+축제/NNG+’/SS+는/JX
그간	그/NP+간/XSN
총	총/MMA
950만여	950/SN+만/NR+여/XSN
명의	명/NNB+의/JKG
관람객이	관람객/NNG+이/JKS
다녀가면서	다녀가/VV+면서/EC
대국민	대국민/NNG
나라사랑	나라/NNG+사랑/NNG
고취와	고취/NNG+와/JC
대군신뢰	대군/NNG+신뢰/NNG
증진,	증진/NNG+,/SP
지역경제	지역/NNG+경제/NNG
활성화에	활성/NNG+화/XSN+에/JKB
크게	크/VA+게/EC
기여했다.	기여/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.66.6.2
또한 시민들의 자발적 참여와 전폭적인 성원 속에 매년 지속적인 발전을 거듭해 왔으며, 그동안 쌓인 노하우로 지난해 정부로부터 ‘2020 계룡세계軍문화엑스포’ 국제행사로 선정되는 쾌거를 이뤘다.

또한	또한/MAG
시민들의	시민/NNG+들/XSN+의/JKG
자발적	자발/NNG+적/XSN
참여와	참여/NNG+와/JC
전폭적인	전폭/NNG+적/XSN+이/VCP+ㄴ/ETM
성원	성원/NNG
속에	속/NNG+에/JKB
매년	매년/MAG
지속적인	지속/NNG+적/XSN+이/VCP+ㄴ/ETM
발전을	발전/NNG+을/JKO
거듭해	거듭/MAG+하/XSV+아/EC
왔으며,	오/VX+았/EP+으며/EC+,/SP
그동안	그동안/NNG
쌓인	쌓이/VV+ㄴ/ETM
노하우로	노하우/NNG+로/JKB
지난해	지난해/NNG
정부로부터	정부/NNG+로부터/JKB
‘2020	‘/SS+2020/SN
계룡세계軍문화엑스포’	계룡/NNP+세계/NNG+軍/SH+문화/NNG+엑스포/NNG+’/SS
국제행사로	국제/NNG+행사/NNG+로/JKB
선정되는	선정/NNG+되/XSV+는/ETM
쾌거를	쾌거/NNG+를/JKO
이뤘다.	이루/VV+었/EP+다/EF+./SF


# id : NWRW1800000053.66.7.1
금년 10월 8일부터 12일까지 거행되는 ‘계룡軍문화축제’에서는 장병과 가족이 함께 만들어내는 시민 참여형 프로그램을 대폭 강화해 선보일 예정이다.

금년	금년/NNG
10월	10/SN+월/NNB
8일부터	8/SN+일/NNB+부터/JX
12일까지	12/SN+일/NNB+까지/JX
거행되는	거행/NNG+되/XSV+는/ETM
‘계룡軍문화축제’에서는	‘/SS+계룡/NNP+軍/SH+문화/NNG+축제/NNG+’/SS+에서/JKB+는/JX
장병과	장병/NNG+과/JC
가족이	가족/NNG+이/JKS
함께	함께/MAG
만들어내는	만들/VV+어/EC+내/VX+는/ETM
시민	시민/NNG
참여형	참여/NNG+형/XSN
프로그램을	프로그램/NNG+을/JKO
대폭	대폭/MAG
강화해	강화/NNG+하/XSV+아/EC
선보일	선보이/VV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000053.66.8.1
계룡시는 ‘2020 세계軍문화엑스포’를 앞두고 6·25전쟁 참전용사들과 군장병, 관람객 모두가 함께 어우러져 평화와 화합의 이미지를 연출하기 위해 다양한 군문화 콘텐츠 발굴에 끊임없는 노력을 기울이고 있다.

계룡시는	계룡시/NNP+는/JX
‘2020	‘/SS+2020/SN
세계軍문화엑스포’를	세계/NNG+軍/SH+문화/NNG+엑스포/NNG+’/SS+를/JKO
앞두고	앞두/VV+고/EC
6·25전쟁	6/SN+·/SP+25/SN+전쟁/NNG
참전용사들과	참전/NNG+용사/NNG+들/XSN+과/JC
군장병,	군/NNG+장병/NNG+,/SP
관람객	관람객/NNG
모두가	모두/NNG+가/JKS
함께	함께/MAG
어우러져	어우러지/VV+어/EC
평화와	평화/NNG+와/JC
화합의	화합/NNG+의/JKG
이미지를	이미지/NNG+를/JKO
연출하기	연출/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
군문화	군/NNG+문화/NNG
콘텐츠	콘텐츠/NNG
발굴에	발굴/NNG+에/JKB
끊임없는	끊임없/VA+는/ETM
노력을	노력/NNG+을/JKO
기울이고	기울이/VV+고/EC
있다.	있/VX+다/EF+./SF


