# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.364
metadata : {}


# id : NWRW1800000029.364.1.1
美 “北과 거래한 금융기관 미국내 영업금지”

美	美/SH
1일 내용이 공개된 이 법안은 제재 대상으로 지정된 북한의 금융기관과 거래한 외국 금융기관에 미국 내 영업을 중단할 수 있도록 하는 조치를 담고 있다.

1일	1/SN+일/NNB
내용이	내용/NNG+이/JKS
공개된	공개/NNG+되/XSV+ㄴ/ETM
이	이/MMD
법안은	법안/NNG+은/JX
제재	제재/NNG
대상으로	대상/NNG+으로/JKB
지정된	지정/NNG+되/XSV+ㄴ/ETM
북한의	북한/NNP+의/JKG
금융기관과	금융/NNG+기관/NNG+과/JKB
거래한	거래/NNG+하/XSV+ㄴ/ETM
외국	외국/NNG
금융기관에	금융/NNG+기관/NNG+에/JKB
미국	미국/NNP
내	내/NNB
영업을	영업/NNG+을/JKO
중단할	중단/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
하는	하/VV+는/ETM
조치를	조치/NNG+를/JKO
담고	담/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.364.5.2
제재 대상이 된 이란의 단체나 기업, 개인과 거래한 외국 기업을 미국 금융시스템에서 완전히 배제하는 이란제재법과 같이 북한 제재 조치도 ‘이란식’으로 확대하겠다는 것.

제재	제재/NNG
대상이	대상/NNG+이/JKC
된	되/VV+ㄴ/ETM
이란의	이란/NNP+의/JKG
단체나	단체/NNG+나/JC
기업,	기업/NNG+,/SP
개인과	개인/NNG+과/JKB
거래한	거래/NNG+하/XSV+ㄴ/ETM
외국	외국/NNG
기업을	기업/NNG+을/JKO
미국	미국/NNP
금융시스템에서	금융/NNG+시스템/NNG+에서/JKB
완전히	완전히/MAG
배제하는	배제/NNG+하/XSV+는/ETM
이란제재법과	이란/NNP+제재법/NNG+과/JKB
같이	같이/MAG
북한	북한/NNP
조치도	조치/NNG+도/JX
‘이란식’으로	‘/SS+이란식/NNG+’/SS+으로/JKB
확대하겠다는	확대/NNG+하/XSV+겠/EP+다는/ETM
것.	것/NNB+./SF


# id : NWRW1800000029.364.6.1
또 이 법안은 북한에서 채굴되거나 추출된 광물을 구입하는 외국인을 미국의 제재 대상에 포함시켰다.

또	또/MAG
이	이/MMD
법안은	법안/NNG+은/JX
북한에서	북한/NNP+에서/JKB
채굴되거나	채굴/NNG+되/XSV+거나/EC
추출된	추출/NNG+되/XSV+ㄴ/ETM
광물을	광물/NNG+을/JKO
구입하는	구입/NNG+하/XSV+는/ETM
외국인을	외국인/NNG+을/JKO
미국의	미국/NNP+의/JKG
제재	제재/NNG
대상에	대상/NNG+에/JKB
포함시켰다.	포함/NNG+시키/XSV+었/EP+다/EF+./SF


# id : NWRW1800000029.364.6.2
국제사회의 제재로 무기 수출을 통한 자금줄이 차단된 북한이 자금 조달을 위해 최근 중국에 광물 수출을 크게 늘리는 상황을 겨냥한 조치다.

국제사회의	국제/NNG+사회/NNG+의/JKG
제재로	제재/NNG+로/JKB
무기	무기/NNG
수출을	수출/NNG+을/JKO
통한	통하/VV+ㄴ/ETM
자금줄이	자금줄/NNG+이/JKS
차단된	차단/NNG+되/XSV+ㄴ/ETM
북한이	북한/NNP+이/JKS
자금	자금/NNG
조달을	조달/NNG+을/JKO
위해	위하/VV+아/EC
최근	최근/MAG
중국에	중국/NNP+에/JKB
광물	광물/NNG
크게	크/VA+게/EC
늘리는	늘리/VV+는/ETM
상황을	상황/NNG+을/JKO
겨냥한	겨냥/NNG+하/XSV+ㄴ/ETM
조치다.	조치/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.364.6.3
중국에 대한 북한의 광물 수출은 2002년 5000만 달러였지만 지난해에는 8억6000만 달러로 급증했다.

중국에	중국/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
북한의	북한/NNP+의/JKG
광물	광물/NNG
수출은	수출/NNG+은/JX
2002년	2002/SN+년/NNB
5000만	5000/SN+만/NR
달러였지만	달러/NNB+이/VCP+었/EP+지만/EC
지난해에는	지난해/NNG+에/JKB+는/JX
8억6000만	8/SN+억/NR+6000/SN+만/NR
달러로	달러/NNB+로/JKB
급증했다.	급증/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.364.7.1
북한에 군사적 용도의 물품을 판매하는 기업들의 미국 내 자산을 동결하고 미국 금융체제에 접근할 수 없도록 한 내용도 담았다.

북한에	북한/NNP+에/JKB
군사적	군사/NNG+적/XSN
용도의	용도/NNG+의/JKG
물품을	물품/NNG+을/JKO
판매하는	판매/NNG+하/XSV+는/ETM
기업들의	기업/NNG+들/XSN+의/JKG
미국	미국/NNP
내	내/NNB
자산을	자산/NNG+을/JKO
동결하고	동결/NNG+하/XSV+고/EC
금융체제에	금융/NNG+체제/NNG+에/JKB
접근할	접근/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없도록	없/VA+도록/EC
한	하/VV+ㄴ/ETM
내용도	내용/NNG+도/JX
담았다.	담/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.364.7.2
아울러 북한에 입항한 선박의 경우 180일 이내에 미국 항구에 들어올 수 없고 이들 선박에는 선박보험이나 재보험도 제공할 수 없도록 했다.

아울러	아울러/MAG
북한에	북한/NNP+에/JKB
입항한	입항/NNG+하/XSV+ㄴ/ETM
선박의	선박/NNG+의/JKG
경우	경우/NNG
180일	180/SN+일/NNB
이내에	이내/NNG+에/JKB
미국	미국/NNP
항구에	항구/NNG+에/JKB
들어올	들어오/VV+ㄹ/ETM
수	수/NNB
없고	없/VA+고/EC
이들	이/NP+들/XSN
선박에는	선박/NNG+에/JKB+는/JX
선박보험이나	선박/NNG+보험/NNG+이나/JC
재보험도	재/XPN+보험/NNG+도/JX
제공할	제공/NNG+하/XSV+ㄹ/ETM
없도록	없/VA+도록/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.364.8.1
이와 함께 미 행정부에 대해 북한 고위 인사들의 명단을 작성토록 하고 이들의 미국 입국 비자 발급을 금지하는 내용도 포함됐다.

이와	이/NP+와/JKB
함께	함께/MAG
미	미/NNP
행정부에	행정부/NNG+에/JKB
대해	대하/VV+아/EC
북한	북한/NNP
고위	고위/NNG
인사들의	인사/NNG+들/XSN+의/JKG
명단을	명단/NNG+을/JKO
작성토록	작성/NNG+하/XSV+도록/EC
하고	하/VX+고/EC
이들의	이/NP+들/XSN+의/JKG
미국	미국/NNP
입국	입국/NNG
비자	비자/NNG
발급을	발급/NNG+을/JKO
금지하는	금지/NNG+하/XSV+는/ETM
내용도	내용/NNG+도/JX
포함됐다.	포함/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000029.364.8.2
대통령이 이들에게 비자 발급을 허용할 경우엔 최소한 7일 이내에 의회에 알려줄 것을 요구했다.

대통령이	대통령/NNG+이/JKS
이들에게	이/NP+들/XSN+에게/JKB
비자	비자/NNG
발급을	발급/NNG+을/JKO
허용할	허용/NNG+하/XSV+ㄹ/ETM
경우엔	경우/NNG+에/JKB+ㄴ/JX
최소한	최소한/MAG
7일	7/SN+일/NNB
이내에	이내/NNG+에/JKB
의회에	의회/NNG+에/JKB
알려줄	알리/VV+어/EC+주/VX+ㄹ/ETM
것을	것/NNB+을/JKO
요구했다.	요구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.364.9.1
이번 법안은 공화당 상원 원내총무를 지낸 존 카일 의원을 비롯해 민주당의 로버트 메넨데스, 무소속의 조지프 리버먼 의원 등 13명이 공동 발의자로 참여했다.

이번	이번/NNG
법안은	법안/NNG+은/JX
공화당	공화당/NNP
상원	상원/NNG
원내총무를	원내/NNG+총무/NNG+를/JKO
지낸	지내/VV+ㄴ/ETM
존	존/NNP
카일	카일/NNP
의원을	의원/NNG+을/JKO
비롯해	비롯하/VV+아/EC
민주당의	민주당/NNP+의/JKG
로버트	로버트/NNP
메넨데스,	메넨데스/NNP+,/SP
무소속의	무/XPN+소속/NNG+의/JKG
조지프	조지프/NNP
리버먼	리버먼/NNP
의원	의원/NNG
등	등/NNB
13명이	13/SN+명/NNB+이/JKS
공동	공동/NNG
발의자로	발의자/NNG+로/JKB
참여했다.	참여/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.364.9.2
상원에서 ‘이란·북한·시리아 제재통합법안’이 통과될 경우 상·하원 법안조정위원회를 통해 북한 제재 내용이 하원 법안에도 포함될 가능성이 높은 것으로 알려졌다.

상원에서	상원/NNG+에서/JKB
‘이란·북한·시리아	‘/SS+이란/NNP+·/SP+북한/NNP+·/SP+시리아/NNP
제재통합법안’이	제재/NNG+통합/NNG+법안/NNG+’/SS+이/JKS
통과될	통과/NNG+되/XSV+ㄹ/ETM
경우	경우/NNG
상·하원	상·하원/NNG
법안조정위원회를	법안/NNG+조정/NNG+위원회/NNG+를/JKO
통해	통하/VV+아/EC
북한	북한/NNP
제재	제재/NNG
내용이	내용/NNG+이/JKS
하원	하원/NNG
법안에도	법안/NNG+에/JKB+도/JX
포함될	포함/NNG+되/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높은	높/VA+은/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


