# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.395
metadata : {}


# id : NWRW1800000030.395.1.1
[수도권] 삼국시대 '대모산성' 되살아난다

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
그	그/MMD
결과를	결과/NNG+를/JKO
보면	보/VV+면/EC
현재	현재/MAG
대모산	대모산/NNP
일부	일부/NNG
지역에서	지역/NNG+에서/JKB
보이는	보이/VV+는/ETM
약	약/MMA
2m	2/SN+m/SW
높이의	높이/NNG+의/JKG
성곽은	성곽/NNG+은/JX
신라가	신라/NNP+가/JKS
한강유역을	한강/NNP+유역/NNG+을/JKO
점령했던	점령/NNG+하/XSV+았/EP+던/ETM
6~7세기에	6/SN+~/SO+7/SN+세기/NNG+에/JKB
사용했던	사용/NNG+하/XSV+았/EP+던/ETM
축성기법이다.	축성/NNG+기법/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.395.4.3
산성 내부엔 장군 등 군인 거처, 여러 채의 망루, 우물 등이 있었을 것으로 추정된다.

산성	산성/NNG
내부엔	내부/NNG+에/JKB+ㄴ/JX
장군	장군/NNG
등	등/NNB
군인	군인/NNG
거처,	거처/NNG+,/SP
여러	여러/MMN
채의	채/NNB+의/JKG
망루,	망루/NNG+,/SP
우물	우물/NNG
등이	등/NNB+이/JKS
있었을	있/VV+었/EP+을/ETM
것으로	것/NNB+으로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.395.4.4
또 초기 철기시대부터 고려시대까지 유물 83점과 고인돌이 발견돼, 본격적으로 발굴을 시작하면 당시 생활상과 축조기법 등을 연구할 수 있는 유물이 나올 것으로 예상된다.

또	또/MAG
초기	초기/NNG
철기시대부터	철기/NNG+시대/NNG+부터/JX
고려시대까지	고려/NNP+시대/NNG+까지/JX
유물	유물/NNG
83점과	83/SN+점/NNB+과/JC
고인돌이	고인돌/NNG+이/JKS
발견돼,	발견/NNG+되/XSV+어/EC+,/SP
본격적으로	본격/NNG+적/XSN+으로/JKB
발굴을	발굴/NNG+을/JKO
시작하면	시작/NNG+하/XSV+면/EC
당시	당시/NNG
생활상과	생활상/NNG+과/JC
축조기법	축조/NNG+기법/NNG
등을	등/NNB+을/JKO
연구할	연구/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
유물이	유물/NNG+이/JKS
나올	나오/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
예상된다.	예상/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.395.5.1
한양대 문화재연구소 배기동 교수(문화인류학과)는 "신라시대부터 한강유역을 방어하는 데에 중요한 지리적 요충지로 대모산성이 활용됐음을 알려준다"며 "흙에 묻혀 있을 뿐 당시 성곽 80% 이상이 잘 보존돼 있어 고고학적으로 아주 중요한 가치를 지닌다"고 말했다.

한양대	한양대/NNP
문화재연구소	문화재/NNG+연구소/NNG
배기동	배기동/NNP
교수(문화인류학과)는	교수/NNG+(/SS+문화/NNG+인류학과/NNG+)/SS+는/JX
"신라시대부터	"/SS+신라/NNP+시대/NNG+부터/JX
한강유역을	한강/NNP+유역/NNG+을/JKO
방어하는	방어/NNG+하/XSV+는/ETM
데에	데/NNB+에/JKB
중요한	중요/NNG+하/XSA+ㄴ/ETM
지리적	지리/NNG+적/XSN
요충지로	요충지/NNG+로/JKB
대모산성이	대모산성/NNP+이/JKS
활용됐음을	활용/NNG+되/XSV+었/EP+음/ETN+을/JKO
알려준다"며	알리/VV+어/EC+주/VX+ㄴ다/EF+"/SS+며/EC
"흙에	"/SS+흙/NNG+에/JKB
묻혀	묻히/VV+어/EC
있을	있/VX+을/ETM
뿐	뿐/NNB
당시	당시/NNG
성곽	성곽/NNG
80%	80/SN+%/SW
이상이	이상/NNG+이/JKS
잘	잘/MAG
보존돼	보존/NNG+되/XSV+어/EC
있어	있/VX+어/EC
고고학적으로	고고학/NNG+적/XSN+으로/JKB
아주	아주/MAG
가치를	가치/NNG+를/JKO
지닌다"고	지니/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.395.6.1
강남구는 올해부터 등산로와 주변 수목을 정비한 뒤 2013년부터 8년에 걸쳐 성벽복구 작업을 진행한다.

강남구는	강남구/NNP+는/JX
올해부터	올해/NNG+부터/JX
등산로와	등산로/NNG+와/JC
주변	주변/NNG
수목을	수목/NNG+을/JKO
정비한	정비/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
2013년부터	2013/SN+년/NNB+부터/JX
8년에	8/SN+년/NNB+에/JKB
걸쳐	걸치/VV+어/EC
성벽복구	성벽/NNG+복구/NNG
작업을	작업/NNG+을/JKO
진행한다.	진행/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.395.6.2
2022년부터는 탐방로, 야간 조명시설 등을 순차적으로 설치해 2024년에 산성 복원 사업을 마무리하겠다는 계획이다.

2022년부터는	2022/SN+년/NNB+부터/JX+는/JX
탐방로,	탐방로/NNG+,/SP
야간	야간/NNG
조명시설	조명/NNG+시설/NNG
등을	등/NNB+을/JKO
순차적으로	순차/NNG+적/XSN+으로/JKB
설치해	설치/NNG+하/XSV+아/EC
2024년에	2024/SN+년/NNB+에/JKB
산성	산성/NNG
복원	복원/NNG
사업을	사업/NNG+을/JKO
마무리하겠다는	마무리/NNG+하/XSV+겠/EP+다는/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.395.6.3
대모산 인근엔 한강유역의 고대문화 및 역사를 체험하고 배울 수 있는 전시관도 짓는 등 강남구는 산성 복원사업에 총 115억원가량을 투입할 예정이다.

대모산	대모산/NNP
인근엔	인근/NNG+에/JKB+ㄴ/JX
한강유역의	한강/NNP+유역/NNG+의/JKG
고대문화	고대/NNG+문화/NNG
및	및/MAG
역사를	역사/NNG+를/JKO
체험하고	체험/NNG+하/XSV+고/EC
배울	배우/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
전시관도	전시관/NNG+도/JX
짓는	짓/VV+는/ETM
등	등/NNB
강남구는	강남구/NNP+는/JX
산성	산성/NNG
복원사업에	복원/NNG+사업/NNG+에/JKB
총	총/MMA
115억원가량을	115/SN+억/NR+원/NNB+가량/XSN+을/JKO
투입할	투입/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.395.7.1
강남구는 대모산성의 문화재 지정도 함께 추진할 방침이다.

강남구는	강남구/NNP+는/JX
대모산성의	대모산성/NNP+의/JKG
문화재	문화재/NNG
지정도	지정/NNG+도/JX
함께	함께/MAG
추진할	추진/NNG+하/XSV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.395.7.2
현재 서울시내 삼국시대 성곽 8개 중 대모산성을 제외하고 북한산성, 아차산성 등 6곳은 문화재청 지정 사적, 불암산성은 서울시 문화재로 지정됐다.

현재	현재/MAG
서울시내	서울/NNP+시내/NNG
삼국시대	삼국/NNG+시대/NNG
성곽	성곽/NNG
8개	8/SN+개/NNB
중	중/NNB
대모산성을	대모산성/NNP+을/JKO
제외하고	제외/NNG+하/XSV+고/EC
북한산성,	북한산성/NNP+,/SP
아차산성	아차산성/NNP
등	등/NNB
6곳은	6/SN+곳/NNG+은/JX
문화재청	문화재청/NNG
지정	지정/NNG
사적,	사적/NNG+,/SP
불암산성은	불암산성/NNP+은/JX
서울시	서울시/NNP
문화재로	문화재/NNG+로/JKB
지정됐다.	지정/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.395.7.3
강남구 관계자는 "귀중한 유산인 대모산성을 차질 없이 복원해 모든 시민이 찾을 수 있는 문화 유적지로 만들겠다"고 말했다.

강남구	강남구/NNP
관계자는	관계자/NNG+는/JX
"귀중한	"/SS+귀중하/VA+ㄴ/ETM
유산인	유산/NNG+이/VCP+ㄴ/ETM
대모산성을	대모산성/NNP+을/JKO
차질	차질/NNG
없이	없이/MAG
복원해	복원/NNG+하/XSV+아/EC
모든	모든/MMN
시민이	시민/NNG+이/JKS
찾을	찾/VV+을/ETM
수	수/NNB
있는	있/VA+는/ETM
문화	문화/NNG
유적지로	유적지/NNG+로/JKB
만들겠다"고	만들/VV+겠/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


