# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.147
metadata : {}


# id : NWRW1800000022.147.1.1
[PIE Photo In Education] ① 국내 첫 PIE, 덕수초등학교를 가다;사진과 대화하는 아이들, 세상을 배우고 꿈을 키운다

[PIE	[/SS+PIE/SL
새싹이	새싹/NNG+이/JKS
반가웠어요"라며	반갑/VA+었/EP+어요/EF+"/SS+이/VCP+라며/EC
"다음에는	"/SS+다음/NNG+에/JKB+는/JX
큰	크/VA+ㄴ/ETM
나무로	나무/NNG+로/JKB
변해	변하/VV+아/EC
있는	있/VX+는/ETM
찍을	찍/VV+을/ETM
거예요"라고	거/NNB+이/VCP+에요/EF+"/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.7.2
담임 김경희(49) 교사는 "주변을 잘 못 돌아보고 살던 도시 아이들이 PIE 교육을 통해 등하굣길에 있는 꽃·풀·나무 등을 섬세하게 바라보게 됐다"며 "일기의 주제나 표현력도 훨씬 풍부해졌다"고 말했다.

담임	담임/NNG
김경희(49)	김경희/NNP+(/SS+49/SN+)/SS
교사는	교사/NNG+는/JX
"주변을	"/SS+주변/NNG+을/JKO
잘	잘/MAG
못	못/MAG
돌아보고	돌아보/VV+고/EC
살던	살/VV+던/ETM
도시	도시/NNG
아이들이	아이/NNG+들/XSN+이/JKS
PIE	PIE/SL
교육을	교육/NNG+을/JKO
통해	통하/VV+아/EC
등하굣길에	등하굣길/NNG+에/JKB
있는	있/VA+는/ETM
꽃·풀·나무	꽃/NNG+·/SP+풀/NNG+·/SP+나무/NNG
등을	등/NNB+을/JKO
섬세하게	섬세하/VA+게/EC
바라보게	바라보/VV+게/EC
됐다"며	되/VV+었/EP+다/EF+"/SS+며/EC
"일기의	"/SS+일기/NNG+의/JKG
주제나	주제/NNG+나/JC
표현력도	표현력/NNG+도/JX
훨씬	훨씬/MAG
풍부해졌다"고	풍부하/VA+아/EC+지/VX+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.8.1
특수효과를 이용한 사진도 있었다.

특수효과를	특수/NNG+효과/NNG+를/JKO
이용한	이용/NNG+하/XSV+ㄴ/ETM
사진도	사진/NNG+도/JX
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000022.147.8.2
태동은군은 아파트가 보이는 창문에 투명테이프를 이용해 인형을 거꾸로 매달아 놓은 뒤 사진을 찍었다.

태동은군은	태동은/NNP+군/NNB+은/JX
아파트가	아파트/NNG+가/JKS
보이는	보이/VV+는/ETM
창문에	창문/NNG+에/JKB
투명테이프를	투명/NNG+테이프/NNG+를/JKO
이용해	이용/NNG+하/XSV+아/EC
인형을	인형/NNG+을/JKO
거꾸로	거꾸로/MAG
매달아	매달/VV+아/EC
놓은	놓/VX+은/ETM
뒤	뒤/NNG
사진을	사진/NNG+을/JKO
찍었다.	찍/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.147.8.3
아파트에서 떨어지는 악몽을 사진으로 찍기 위해서였는데, 인형이 역광으로 어둡게 찍히면서 실제 사람이 떨어지는 듯한 느낌의 사진이 나왔다.

아파트에서	아파트/NNG+에서/JKB
떨어지는	떨어지/VV+는/ETM
악몽을	악몽/NNG+을/JKO
사진으로	사진/NNG+으로/JKB
찍기	찍/VV+기/ETN
위해서였는데,	위하/VV+아서/EC+이/VCP+었/EP+는데/EC+,/SP
인형이	인형/NNG+이/JKS
역광으로	역광/NNG+으로/JKB
어둡게	어둡/VA+게/EC
찍히면서	찍히/VV+면서/EC
실제	실제/MAG
사람이	사람/NNG+이/JKS
듯한	듯/NNB+하/XSA+ㄴ/ETM
느낌의	느낌/NNG+의/JKG
사진이	사진/NNG+이/JKS
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.9.1
동은이는 "진짜로 떨어질 수도 없고 어떻게 찍어야 할지 몰라서 이런저런 방법을 총동원했다"고 했다.

동은이는	동은이/NNP+는/JX
"진짜로	"/SS+진짜/NNG+로/JKB
떨어질	떨어지/VV+ㄹ/ETM
수도	수/NNB+도/JX
없고	없/VA+고/EC
어떻게	어떻/VA+게/EC
찍어야	찍/VV+어야/EC
할지	하/VX+ㄹ지/EC
몰라서	모르/VV+아서/EC
이런저런	이런저런/MMD
방법을	방법/NNG+을/JKO
총동원했다"고	총동원/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.9.2
카메라를 거꾸로 들고 팔짝 뛰는 친구를 찍어보기도 하고, 물구나무서서 철봉에 매달린 친구를 담기도 했다.

카메라를	카메라/NNG+를/JKO
거꾸로	거꾸로/MAG
들고	들/VV+고/EC
팔짝	팔짝/MAG
뛰는	뛰/VV+는/ETM
친구를	친구/NNG+를/JKO
찍어보기도	찍/VV+어/EC+보/VX+기/ETN+도/JX
하고,	하/VX+고/EC+,/SP
물구나무서서	물구나무/NNG+서/VV+어서/EC
철봉에	철봉/NNG+에/JKB
매달린	매달리/VV+ㄴ/ETM
담기도	담/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000022.147.9.3
카메라 하나만 들고 창의적으로 문제를 해결한 것이다.

카메라	카메라/NNG
하나만	하나/NR+만/JX
들고	들/VV+고/EC
창의적으로	창의/NNG+적/XSN+으로/JKB
문제를	문제/NNG+를/JKO
해결한	해결/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.147.10.1
이처럼 학생들이 발표한 사진 중에는 초등학생 작품으로 보기에 어려운 것도 많았다.

이처럼	이/NP+처럼/JKB
학생들이	학생/NNG+들/XSN+이/JKS
발표한	발표/NNG+하/XSV+ㄴ/ETM
사진	사진/NNG
중에는	중/NNB+에/JKB+는/JX
초등학생	초등학생/NNG
작품으로	작품/NNG+으로/JKB
보기에	보/VV+기/ETN+에/JKB
어려운	어렵/VA+ㄴ/ETM
것도	것/NNB+도/JX
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000022.147.10.2
김소민양은 동그란 눈을 그린 A4 용지를 자기의 오른쪽 눈 옆에 대고 찍었다.

김소민양은	김소민/NNP+양/NNB+은/JX
동그란	동그랗/VA+ㄴ/ETM
눈을	눈/NNG+을/JKO
그린	그리/VV+ㄴ/ETM
A4	A/SL+4/SN
용지를	용지/NNG+를/JKO
자기의	자기/NP+의/JKG
오른쪽	오른쪽/NNG
눈	눈/NNG
옆에	옆/NNG+에/JKB
대고	대/VV+고/EC
찍었다.	찍/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.147.10.3
그린 눈과 실제 눈이 사진을 반반씩 차지했다.

그린	그리/VV+ㄴ/ETM
눈과	눈/NNG+과/JC
실제	실제/NNG
눈이	눈/NNG+이/JKS
사진을	사진/NNG+을/JKO
반반씩	반반/NNG+씩/XSN
차지했다.	차지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.11.1
우택이는 프랑스의 작가 베르나르 베르베르의 사진 위에 100원짜리 동전을 올려놓아 왼쪽 눈을 가린 뒤 사진을 찍었다.

우택이는	우택이/NNP+는/JX
프랑스의	프랑스/NNP+의/JKG
작가	작가/NNG
베르나르	베르나르/NNP
베르베르의	베르베르/NNP+의/JKG
사진	사진/NNG
위에	위/NNG+에/JKB
100원짜리	100/SN+원/NNB+짜리/XSN
동전을	동전/NNG+을/JKO
올려놓아	올려놓/VV+아/EC
왼쪽	왼쪽/NNG
눈을	눈/NNG+을/JKO
가린	가리/VV+ㄴ/ETM
뒤	뒤/NNG
사진을	사진/NNG+을/JKO
찍었다.	찍/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.147.11.2
이날 발표회를 보러 온 ㈜올림푸스한국 방일석 대표이사는 "소민이나 우택이의 사진은 광고 사진으로 쓸 수 있을 정도로 독창적"이라고 말했다.

이날	이날/NNG
발표회를	발표회/NNG+를/JKO
보러	보/VV+러/EC
온	오/VV+ㄴ/ETM
㈜올림푸스한국	㈜/SW+올림푸스한국/NNP
방일석	방일석/NNP
대표이사는	대표/NNG+이사/NNG+는/JX
"소민이나	"/SS+소민이/NNP+나/JC
우택이의	우택이/NNP+의/JKG
사진은	사진/NNG+은/JX
광고	광고/NNG
사진으로	사진/NNG+으로/JKB
쓸	쓰/VV+ㄹ/ETM
수	수/NNB
있을	있/VA+을/ETM
정도로	정도/NNG+로/JKB
독창적"이라고	독창/NNG+적/XSN+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.11.3
학부모들은 PIE 교육이 학생들의 생활태도를 바꿔놓았다고 입을 모았다.

학부모들은	학부모/NNG+들/XSN+은/JX
PIE	PIE/SL
교육이	교육/NNG+이/JKS
학생들의	학생/NNG+들/XSN+의/JKG
생활태도를	생활/NNG+태도/NNG+를/JKO
바꿔놓았다고	바꾸/VV+어/EC+놓/VX+았/EP+다고/EC
입을	입/NNG+을/JKO
모았다.	모으/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.11.4
우택이의 어머니 우현경(39)씨는 "PIE 숙제만큼은 아이가 정말 즐겁게 해갔다"며 "사진을 찍으면서 특히 사물이나 경험을 표현하는 방식이 다양해졌다"고 했다.

우택이의	우택이/NNP+의/JKG
어머니	어머니/NNG
우현경(39)씨는	우현경/NNP+(/SS+39/SN+)/SS+씨/NNB+는/JX
"PIE	"/SS+PIE/SL
숙제만큼은	숙제/NNG+만큼/JKB+은/JX
아이가	아이/NNG+가/JKS
정말	정말/MAG
즐겁게	즐겁/VA+게/EC
해갔다"며	하/VV+아/EC+가/VX+았/EP+다/EF+"/SS+며/EC
"사진을	"/SS+사진/NNG+을/JKO
찍으면서	찍/VV+으면서/EC
특히	특히/MAG
사물이나	사물/NNG+이나/JC
경험을	경험/NNG+을/JKO
표현하는	표현/NNG+하/XSV+는/ETM
방식이	방식/NNG+이/JKS
다양해졌다"고	다양/NNG+하/XSA+아/EC+지/VX+었/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.11.5
권나현양의 어머니 박숙희(38)씨는 "나현이가 유치원 다니는 동생 사진 찍는 것을 좋아했다"며 "찍은 사진을 놓고 동생과 대화하는 모습을 보면 좀 더 어른스러워진 것 같다"고 했다.

권나현양의	권나현/NNP+양/NNB+의/JKG
어머니	어머니/NNG
박숙희(38)씨는	박숙희/NNP+(/SS+38/SN+)/SS+씨/NNB+는/JX
"나현이가	"/SS+나현이/NNP+가/JKS
유치원	유치원/NNG
다니는	다니/VV+는/ETM
동생	동생/NNG
사진	사진/NNG
찍는	찍/VV+는/ETM
것을	것/NNB+을/JKO
좋아했다"며	좋아하/VV+았/EP+다/EF+"/SS+며/EC
"찍은	"/SS+찍/VV+은/ETM
사진을	사진/NNG+을/JKO
놓고	놓/VV+고/EC
동생과	동생/NNG+과/JKB
대화하는	대화/NNG+하/XSV+는/ETM
모습을	모습/NNG+을/JKO
보면	보/VV+면/EC
좀	좀/MAG
더	더/MAG
어른스러워진	어른/NNG+스럽/XSA+어/EC+지/VX+ㄴ/ETM
것	것/NNB
같다"고	같/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.147.12.1
평소 다른 아이들보다 표현력이 떨어져 친구들의 도움을 많이 받던 한 학생은 사진을 설명하는 과정을 반복하면서 생각을 정리해 말하는 능력이 몰라보게 달라졌다.

평소	평소/NNG
다른	다른/MMD
아이들보다	아이/NNG+들/XSN+보다/JKB
표현력이	표현력/NNG+이/JKS
떨어져	떨어지/VV+어/EC
친구들의	친구/NNG+들/XSN+의/JKG
도움을	도움/NNG+을/JKO
많이	많이/MAG
받던	받/VV+던/ETM
한	한/MMN
학생은	학생/NNG+은/JX
사진을	사진/NNG+을/JKO
설명하는	설명/NNG+하/XSV+는/ETM
과정을	과정/NNG+을/JKO
반복하면서	반복/NNG+하/XSV+면서/EC
생각을	생각/NNG+을/JKO
정리해	정리/NNG+하/XSV+아/EC
말하는	말/NNG+하/XSV+는/ETM
능력이	능력/NNG+이/JKS
몰라보게	몰라보/VV+게/EC
달라졌다.	달라지/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.147.12.2
이 학생이 앞에 나와 "사진을 찍고 글을 쓴다는 게 어려웠지만 즐거운 경험이었어요"라며 발표를 마치자, 아이들과 학부모들은 하나가 되어 함박웃음을 지었다.

이	이/MMD
학생이	학생/NNG+이/JKS
앞에	앞/NNG+에/JKB
나와	나오/VV+아/EC
"사진을	"/SS+사진/NNG+을/JKO
찍고	찍/VV+고/EC
글을	글/NNG+을/JKO
쓴다는	쓰/VV+ㄴ다는/ETM
게	거/NNB+이/JKS
어려웠지만	어렵/VA+었/EP+지만/EC
즐거운	즐겁/VA+ㄴ/ETM
경험이었어요"라며	경험/NNG+이/VCP+었/EP+어요/EF+"/SS+이/VCP+라며/EC
발표를	발표/NNG+를/JKO
마치자,	마치/VV+자/EC+,/SP
아이들과	아이/NNG+들/XSN+과/JC
학부모들은	학부모/NNG+들/XSN+은/JX
하나가	하나/NR+가/JKC
되어	되/VV+어/EC
함박웃음을	함박웃음/NNG+을/JKO
지었다.	짓/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.147.13.1
한양대 한양아동가족센터 정은선 연구원은 "사진을 찍고 인화해 글을 쓰는 과정은 창의성과 끈기를 동시에 요구한다"며 "PIE는 아이들의 집중력과 표현력을 향상키는 좋은 교육"이라고 말했다.

한양대	한양대/NNP
한양아동가족센터	한양아동가족센터/NNP
정은선	정은선/NNP
연구원은	연구원/NNG+은/JX
"사진을	"/SS+사진/NNG+을/JKO
찍고	찍/VV+고/EC
인화해	인화/NNG+하/XSV+아/EC
글을	글/NNG+을/JKO
쓰는	쓰/VV+는/ETM
과정은	과정/NNG+은/JX
창의성과	창의/NNG+성/XSN+과/JC
끈기를	끈기/NNG+를/JKO
동시에	동시/NNG+에/JKB
요구한다"며	요구/NNG+하/XSV+ㄴ다/EF+"/SS+며/EC
"PIE는	"/SS+PIE/SL+는/JX
아이들의	아이/NNG+들/XSN+의/JKG
집중력과	집중력/NNG+과/JKB
표현력을	표현력/NNG+을/JKO
향상키는	향상/NNG+하/XSV+기/ETN+는/JX
좋은	좋/VA+은/ETM
교육"이라고	교육/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


