# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.232
metadata : {}


# id : NWRW1800000022.232.1.1
[수도권] 상암동 노을공원, 대형 조각들로 '새단장'

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
3~5월	3/SN+~/SO+5/SN+월/NNB
3개월간의	3/SN+개월/NNB+간/XSN+의/JKG
제작기간	제작/NNG+기간/NNG
끝에	끝/NNG+에/JKB
'소멸	'/SS+소멸/NNG
뒤에	뒤/NNG+에/JKB
오는	오/VV+는/ETM
것'(강은엽),	것/NNB+'/SS+(/SS+강은엽/NNP+)/SS+,/SP
'약속의	'/SS+약속/NNG+의/JKG
땅'(강희덕),	땅/NNG+'/SS+(/SS+강희덕/NNP+)/SS+,/SP
'자연+인간'(김광우),	'/SS+자연/NNG++/SW+인간/NNG+'/SS+(/SS+김광우/NNP+)/SS+,/SP
'그림자의	'/SS+그림자/NNG+의/JKG
그림자'(김영원),	그림자/NNG+'/SS+(/SS+김영원/NNP+)/SS+,/SP
'천·지·인'(김청정),	'/SS+천·지·인/NNG+'/SS+(/SS+김청정/NNP+)/SS+,/SP
'도전'(박종배),	'/SS+도전/NNG+'/SS+(/SS+박종배/NNP+)/SS+,/SP
'積意	'/SS+積意/SH
0902'(박석원),	0902/SN+'/SS+(/SS+박석원/NNP+)/SS+,/SP
'제시'(심문섭),	'/SS+제시/NNG+'/SS+(/SS+심문섭/NNP+)/SS+,/SP
'확산공간'(이종각),	'/SS+확산/NNG+공간/NNG+'/SS+(/SS+이종각/NNP+)/SS+,/SP
'난지·오로라'(최만린)	'/SS+난지/NNP+·/SP+오로라/NNG+'/SS+(/SS+최만린/NNP+)/SS
10점의	10/SN+점/NNB+의/JKG
작품이	작품/NNG+이/JKS
탄생했고,	탄생/NNG+하/XSV+았/EP+고/EC+,/SP
이	이/MMD
작품들은	작품/NNG+들/XSN+은/JX
지난	지나/VV+ㄴ/ETM
15일	15/SN+일/NNB
모두	모두/MAG
노을공원에	노을공원/NNP+에/JKB
설치됐다.	설치/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000022.232.6.1
시는 조각작품 설치를 기념하는 공연을 다음 달 26일 열고, 앞으로 국내외 작가들의 작품을 계속 설치해 노을 조각공원의 위상을 높여갈 예정이다.

시는	시/NNG+는/JX
조각작품	조각/NNG+작품/NNG
설치를	설치/NNG+를/JKO
기념하는	기념/NNG+하/XSV+는/ETM
공연을	공연/NNG+을/JKO
다음	다음/NNG
달	달/NNG
26일	26/SN+일/NNB
열고,	열/VV+고/EC+,/SP
앞으로	앞/NNG+으로/JKB
국내외	국내외/NNG
작가들의	작가/NNG+들/XSN+의/JKG
작품을	작품/NNG+을/JKO
계속	계속/MAG
설치해	설치/NNG+하/XSV+아/EC
노을	노을/NNG
조각공원의	조각/NNG+공원/NNG+의/JKG
위상을	위상/NNG+을/JKO
높여갈	높이/VV+어/EC+가/VX+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


