# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.155
metadata : {}


# id : NWRW1800000025.155.1.1
[6·2 국민의 선택/화제의 당선자]대전시장 염홍철 당선자 外

[6·2	[/SS+6/SN+·/SP+2/SN
여론조사에서	여론/NNG+조사/NNG+에서/JKB
압승했는데도	압승/NNG+하/XSV+았/EP+는데/EC+도/JX
막판에	막판/NNG+에/JKB
역전당한	역전/NNG+당하/XSV+ㄴ/ETM
‘악몽’	‘/SS+악몽/NNG+’/SS
때문이었다.	때문/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000025.155.5.2
이날도 방송사 출구조사 결과가 20%포인트 앞섰는데도 염 당선자는 측근들에게 “믿어도 되는 것이냐”며 조심스러운 태도를 보였다.

이날도	이날/NNG+도/JX
방송사	방송사/NNG
출구조사	출구/NNG+조사/NNG
결과가	결과/NNG+가/JKS
20%포인트	20/SN+%포인트/NNG
앞섰는데도	앞서/VV+었/EP+는데/EC+도/JX
염	염/NNP
당선자는	당선자/NNG+는/JX
측근들에게	측근/NNG+들/XSN+에게/JKB
“믿어도	“/SS+믿/VV+어도/EC
되는	되/VV+는/ETM
것이냐”며	것/NNB+이/VCP+냐/EF+”/SS+며/EC
조심스러운	조심/NNG+스럽/XSA+ㄴ/ETM
태도를	태도/NNG+를/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.6.1
그는 당선 일성으로 “원숭이는 나무에서 떨어지면 원숭이지만 사람은 선거에서 떨어지면 사람도 아니었다”며 낙선 이후 지난 4년 동안의 소회를 털어놨다.

그는	그/NP+는/JX
당선	당선/NNG
일성으로	일성/NNG+으로/JKB
“원숭이는	“/SS+원숭이/NNG+는/JX
나무에서	나무/NNG+에서/JKB
떨어지면	떨어지/VV+면/EC
원숭이지만	원숭이/NNG+이/VCP+지만/EC
사람은	사람/NNG+은/JX
선거에서	선거/NNG+에서/JKB
사람도	사람/NNG+도/JX
아니었다”며	아니/VCN+었/EP+다/EF+”/SS+며/EC
낙선	낙선/NNG
이후	이후/NNG
지난	지나/VV+ㄴ/ETM
4년	4/SN+년/NNB
동안의	동안/NNG+의/JKG
소회를	소회/NNG+를/JKO
털어놨다.	털어놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.7.1
그의 당선은 특히 자유선진당 후보로서는 유일한 광역단체장 당선자여서 돋보였다.

그의	그/NP+의/JKG
당선은	당선/NNG+은/JX
특히	특히/MAG
자유선진당	자유선진당/NNP
후보로서는	후보/NNG+로서/JKB+는/JX
유일한	유일/NNG+하/XSA+ㄴ/ETM
광역단체장	광역/NNG+단체장/NNG
당선자여서	당선자/NNG+이/VCP+어서/EC
돋보였다.	돋보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.7.2
염 당선자는 선거 기간 내내 상대 후보로부터 당적 변경에 따른 ‘철새정치론’ 시비에 휘말렸다.

염	염/NNP
당선자는	당선자/NNG+는/JX
선거	선거/NNG
기간	기간/NNG
내내	내내/MAG
상대	상대/NNG
후보로부터	후보/NNG+로부터/JKB
당적	당적/NNG
변경에	변경/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
‘철새정치론’	‘/SS+철새/NNG+정치/NNG+론/XSN+’/SS
시비에	시비/NNG+에/JKB
휘말렸다.	휘말리/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.7.3
2005년 대전시장 재직 당시 자신이 소속돼 있던 한나라당이 세종시 건설을 반대하자 탈당한 뒤 열린우리당에 입당했다.

2005년	2005/SN+년/NNB
대전시장	대전시장/NNG
재직	재직/NNG
당시	당시/NNG
자신이	자신/NNG+이/JKS
소속돼	소속/NNG+되/XSV+어/EC
있던	있/VX+던/ETM
한나라당이	한나라당/NNP+이/JKS
세종시	세종시/NNP
건설을	건설/NNG+을/JKO
반대하자	반대/NNG+하/XSV+자/EC
탈당한	탈당/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
열린우리당에	열린우리당/NNP+에/JKB
입당했다.	입당/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.7.4
이후 무소속으로 남아 있다가 이번에는 자유선진당으로 출마해 설욕과 함께 재당선의 영예를 안았다.

이후	이후/NNG
무소속으로	무/XPN+소속/NNG+으로/JKB
남아	남/VV+아/EC
있다가	있/VX+다가/EC
이번에는	이번/NNG+에/JKB+는/JX
자유선진당으로	자유선진당/NNP+으로/JKB
출마해	출마/NNG+하/XSV+아/EC
설욕과	설욕/NNG+과/JKB
함께	함께/MAG
재당선의	재/XPN+당선/NNG+의/JKG
영예를	영예/NNG+를/JKO
안았다.	안/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.8.1
그는 상대 후보의 철새정치인이라는 비난에 대해 “세종시는 국회에서 제정된 특별법에 따라 이미 27%의 공정이 이뤄진 국책사업”이라며 “어느 날 갑자기 이를 포기하고 수정한다는 것은 민주주의 근간을 훼손하는 조치로 당적 변경은 어쩔 수 없는 선택이었다”고 말했다.

그는	그/NP+는/JX
상대	상대/NNG
후보의	후보/NNG+의/JKG
철새정치인이라는	철새/NNG+정치인/NNG+이/VCP+라는/ETM
비난에	비난/NNG+에/JKB
대해	대하/VV+아/EC
“세종시는	“/SS+세종시/NNP+는/JX
국회에서	국회/NNG+에서/JKB
제정된	제정/NNG+되/XSV+ㄴ/ETM
특별법에	특별법/NNG+에/JKB
따라	따르/VV+아/EC
이미	이미/MAG
27%의	27/SN+%/SW+의/JKG
공정이	공정/NNG+이/JKS
이뤄진	이뤄지/VV+ㄴ/ETM
국책사업”이라며	국책/NNG+사업/NNG+”/SS+이/VCP+라며/EC
“어느	“/SS+어느/MMD
날	날/NNG
갑자기	갑자기/MAG
이를	이/NP+를/JKO
포기하고	포기/NNG+하/XSV+고/EC
수정한다는	수정/NNG+하/XSV+ㄴ다는/ETM
것은	것/NNB+은/JX
민주주의	민주주의/NNG
근간을	근간/NNG+을/JKO
훼손하는	훼손/NNG+하/XSV+는/ETM
조치로	조치/NNG+로/JKB
당적	당적/NNG
변경은	변경/NNG+은/JX
어쩔	어쩌/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
선택이었다”고	선택/NNG+이/VCP+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.9.1
염 당선자는 “당장 경제활성화, 균형발전 방안 등 그동안 내놓은 공약을 꾸준히 실천해 나가겠다”고 말했다.

염	염/NNP
당선자는	당선자/NNG+는/JX
“당장	“/SS+당장/NNG
경제활성화,	경제/NNG+활성/NNG+화/XSN+,/SP
균형발전	균형/NNG+발전/NNG
방안	방안/NNG
등	등/NNB
그동안	그동안/NNG
내놓은	내놓/VV+은/ETM
공약을	공약/NNG+을/JKO
꾸준히	꾸준히/MAG
실천해	실천/NNG+하/XSV+아/EC
나가겠다”고	나가/VX+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.9.2
충남 논산 출신으로 대전공고, 경희대 정치외교학과를 졸업하고 1988년 노태우 정부 시절 대통령정무비서관으로 발탁되면서 정계에 입문했다.

충남	충남/NNP
논산	논산/NNP
출신으로	출신/NNG+으로/JKB
대전공고,	대전공고/NNP+,/SP
경희대	경희대/NNP
정치외교학과를	정치/NNG+외교학과/NNG+를/JKO
졸업하고	졸업/NNG+하/XSV+고/EC
1988년	1988/SN+년/NNB
노태우	노태우/NNP
정부	정부/NNG
시절	시절/NNG
대통령정무비서관으로	대통령/NNG+정무/NNG+비서관/NNG+으로/JKB
발탁되면서	발탁/NNG+되/XSV+면서/EC
정계에	정계/NNG+에/JKB
입문했다.	입문/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.10.1
■ 서울 관악구청장 유종필 당선자, ‘盧 언론특보서 盧 공격수로’… 힘든 야인생활

■	■/SW
서울	서울/NNP
관악구청장	관악구청장/NNG
유종필	유종필/NNP
당선자,	당선자/NNG+,/SP
‘盧	‘/SS+盧/SH
언론특보서	언론/NNG+특보/NNG+서/JKB
盧	盧/SH
공격수로’…	공격수/NNG+로/JKB+’/SS+…/SE
힘든	힘들/VA+ㄴ/ETM
야인생활	야인/NNG+생활/NNG


# id : NWRW1800000025.155.11.1
2일 서울 관악구청장 선거에서 당선된 민주당 유종필 전 국회도서관장은 날카롭고 예리한 논평으로 ‘민주당의 입’으로 활약했던 대변인 출신이다.

2일	2/SN+일/NNB
서울	서울/NNP
관악구청장	관악구청장/NNG
선거에서	선거/NNG+에서/JKB
당선된	당선/NNG+되/XSV+ㄴ/ETM
민주당	민주당/NNP
유종필	유종필/NNP
전	전/MMD
국회도서관장은	국회/NNG+도서관장/NNG+은/JX
날카롭고	날카롭/VA+고/EC
예리한	예리하/VA+ㄴ/ETM
논평으로	논평/NNG+으로/JKB
‘민주당의	‘/SS+민주당/NNP+의/JKG
입’으로	입/NNG+’/SS+으로/JKB
활약했던	활약/NNG+하/XSV+았/EP+던/ETM
대변인	대변인/NNG
출신이다.	출신/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.155.11.2
그는 2002년 대통령선거를 앞두고 새천년민주당의 당내 경선에 나선 노무현 전 대통령의 언론특보로 영입돼 활동했지만 이후 다른 길을 걸었다.

그는	그/NP+는/JX
2002년	2002/SN+년/NNB
대통령선거를	대통령/NNG+선거/NNG+를/JKO
앞두고	앞두/VV+고/EC
새천년민주당의	새천년민주당/NNP+의/JKG
당내	당내/NNG
경선에	경선/NNG+에/JKB
나선	나서/VV+ㄴ/ETM
노무현	노무현/NNP
전	전/MMD
대통령의	대통령/NNG+의/JKG
언론특보로	언론/NNG+특보/NNG+로/JKB
영입돼	영입/NNG+되/XSV+어/EC
활동했지만	활동/NNG+하/XSV+았/EP+지만/EC
이후	이후/NNG
다른	다른/MMD
길을	길/NNG+을/JKO
걸었다.	걷/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.11.3
노 전 대통령이 당선된 뒤엔 열린우리당에 합류하지 않고 민주당에 남아 ‘주군(主君)’을 향해 날선 비판을 날렸다.

노	노/NNP
전	전/MMD
대통령이	대통령/NNG+이/JKS
당선된	당선/NNG+되/XSV+ㄴ/ETM
뒤엔	뒤/NNG+에/JKB+ㄴ/JX
열린우리당에	열린우리당/NNP+에/JKB
합류하지	합류/NNG+하/XSV+지/EC
않고	않/VX+고/EC
민주당에	민주당/NNP+에/JKB
남아	남/VV+아/EC
‘주군(主君)’을	‘/SS+주군/NNG+(/SS+主君/SH+)/SS+’/SS+을/JKO
향해	향하/VV+아/EC
날선	날/NNG+서/VV+ㄴ/ETM
비판을	비판/NNG+을/JKO
날렸다.	날리/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.12.1
유 전 관장은 2003년 9월 민주당 대변인으로 임명된 뒤 2008년 7월까지 4년 10개월간 당의 입 역할을 했다.

유	유/NNP
전	전/MMD
관장은	관장/NNG+은/JX
2003년	2003/SN+년/NNB
9월	9/SN+월/NNB
민주당	민주당/NNP
대변인으로	대변인/NNG+으로/JKB
임명된	임명/NNG+되/XSV+ㄴ/ETM
뒤	뒤/NNG
2008년	2008/SN+년/NNB
7월까지	7/SN+월/NNB+까지/JX
4년	4/SN+년/NNB
10개월간	10/SN+개월/NNB+간/XSN
당의	당/NNG+의/JKG
입	입/NNG
역할을	역할/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.12.2
2008년 총선을 앞두고 광주 서갑 국회의원 후보로 당내 경선에 나섰지만 조영택 의원에게 패했고 이후 대변인을 그만두면서 야당 몫인 국회도서관장(차관급)에 임명됐다.

2008년	2008/SN+년/NNB
총선을	총선/NNG+을/JKO
앞두고	앞두/VV+고/EC
광주	광주/NNP
서갑	서갑/NNP
국회의원	국회/NNG+의원/NNG
후보로	후보/NNG+로/JKB
당내	당내/NNG
경선에	경선/NNG+에/JKB
나섰지만	나서/VV+었/EP+지만/EC
조영택	조영택/NNP
의원에게	의원/NNG+에게/JKB
패했고	패/NNG+하/XSV+았/EP+고/EC
이후	이후/NNG
대변인을	대변인/NNG+을/JKO
그만두면서	그만두/VV+면서/EC
야당	야당/NNG
몫인	몫/NNG+이/VCP+ㄴ/ETM
국회도서관장(차관급)에	국회/NNG+도서관장/NNG+(/SS+차관급/NNG+)/SS+에/JKB
임명됐다.	임명/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.12.3
올해 3월 도서관장직을 그만두고 관악구청장 후보 당내 경선에 나서 승리했다.

올해	올해/NNG
3월	3/SN+월/NNB
도서관장직을	도서관장/NNG+직/NNG+을/JKO
그만두고	그만두/VV+고/EC
관악구청장	관악구청장/NNG
후보	후보/NNG
당내	당내/NNG
경선에	경선/NNG+에/JKB
나서	나서/VV+어/EC
승리했다.	승리/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.13.1
■ 경기 가평군수 이진용 당선자, 무소속으로 군수 재선… 세계 캠핑대회 큰 호응

■	■/SW
경기	경기/NNP
가평군수	가평군수/NNG
이진용	이진용/NNP
당선자,	당선자/NNG+,/SP
무소속으로	무/XPN+소속/NNG+으로/JKB
군수	군수/NNG
재선…	재선/NNG+…/SE
세계	세계/NNG
캠핑대회	캠핑/NNG+대회/NNG
큰	크/VA+ㄴ/ETM
호응	호응/NNG


# id : NWRW1800000025.155.14.1
무소속 이진용 경기 가평군수 후보(52)는 경기 북부 지역의 무소속 바람을 이어갔다.

무소속	무/XPN+소속/NNG
이진용	이진용/NNP
경기	경기/NNP
가평군수	가평군수/NNG
후보(52)는	후보/NNG+(/SS+52/SN+)/SS+는/JX
북부	북부/NNG
지역의	지역/NNG+의/JKG
바람을	바람/NNG+을/JKO
이어갔다.	잇/VV+어/EC+가/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.155.14.2
2일 밤 12시경 개표가 완료되면서 득표율 57.0%로 2위인 한나라당 정진구 후보(29.2%)를 크게 앞서 당선됐다.

2일	2/SN+일/NNB
밤	밤/NNG
12시경	12/SN+시/NNB+경/XSN
개표가	개표/NNG+가/JKS
완료되면서	완료/NNG+되/XSV+면서/EC
득표율	득표/NNG+율/XSN
57.0%로	57/SN+./SP+0/SN+%/SW+로/JKB
2위인	2/SN+위/NNB+이/VCP+ㄴ/ETM
한나라당	한나라당/NNP
정진구	정진구/NNP
후보(29.2%)를	후보/NNG+(/SS+29/SN+./SP+2/SN+%/SW+)/SS+를/JKO
크게	크/VA+게/EC
앞서	앞서/VV+어/EC
당선됐다.	당선/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.15.1
이 후보는 경기도의원 출신으로 2007년 실시된 보궐선거에서 무소속으로 당선된 현직 군수다.

이	이/NNP
후보는	후보/NNG+는/JX
경기도의원	경기도/NNP+의원/NNG
출신으로	출신/NNG+으로/JKB
2007년	2007/SN+년/NNB
실시된	실시/NNG+되/XSV+ㄴ/ETM
보궐선거에서	보궐/NNG+선거/NNG+에서/JKB
무소속으로	무/XPN+소속/NNG+으로/JKB
당선된	당선/NNG+되/XSV+ㄴ/ETM
현직	현직/NNG
군수다.	군수/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.155.16.1
가평군은 민선 3기부터 무소속 후보가 당선되는 전통을 이어왔다.

가평군은	가평군/NNP+은/JX
민선	민선/NNG
3기부터	3/SN+기/NNG+부터/JX
무소속	무/XPN+소속/NNG
후보가	후보/NNG+가/JKS
당선되는	당선/NNG+되/XSV+는/ETM
전통을	전통/NNG+을/JKO
이어왔다.	잇/VV+어/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.155.16.2
이 후보는 자라섬 일대에 캠핑장을 조성하고 세계캠핑캐러배닝 대회를 성공적으로 개최해 지역 관광산업을 특화시킨 점이 주민들에게 큰 호응을 얻었다.

이	이/NNP
후보는	후보/NNG+는/JX
자라섬	자라섬/NNP
일대에	일대/NNG+에/JKB
캠핑장을	캠핑장/NNG+을/JKO
조성하고	조성/NNG+하/XSV+고/EC
세계캠핑캐러배닝	세계/NNG+캠핑/NNG+캐러배닝/NNG
대회를	대회/NNG+를/JKO
성공적으로	성공/NNG+적/XSN+으로/JKB
개최해	개최/NNG+하/XSV+아/EC
지역	지역/NNG
관광산업을	관광/NNG+산업/NNG+을/JKO
특화시킨	특화/NNG+시키/XSV+ㄴ/ETM
점이	점/NNG+이/JKS
주민들에게	주민/NNG+들/XSN+에게/JKB
큰	크/VA+ㄴ/ETM
호응을	호응/NNG+을/JKO
얻었다.	얻/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.16.3
지역 대표 특산물인 잣을 상표로 만들어 농가 소득을 올리는 데 기여한 점도 평가를 받았다.

지역	지역/NNG
대표	대표/NNG
특산물인	특산물/NNG+이/VCP+ㄴ/ETM
잣을	잣/NNG+을/JKO
상표로	상표/NNG+로/JKB
만들어	만들/VV+어/EC
농가	농가/NNG
소득을	소득/NNG+을/JKO
올리는	올리/VV+는/ETM
데	데/NNB
기여한	기여/NNG+하/XSV+ㄴ/ETM
점도	점/NNG+도/JX
평가를	평가/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.16.4
또 이번 선거에서 한나라당 성향의 무소속 후보가 출마하면서 여권 지지 표가 분산되는 바람에 선거 초반부터 상대 후보들을 앞서나갔다는 분석이 나온다.

또	또/MAG
이번	이번/NNG
선거에서	선거/NNG+에서/JKB
한나라당	한나라당/NNP
성향의	성향/NNG+의/JKG
무소속	무/XPN+소속/NNG
후보가	후보/NNG+가/JKS
출마하면서	출마/NNG+하/XSV+면서/EC
여권	여권/NNG
지지	지지/NNG
표가	표/NNG+가/JKS
분산되는	분산/NNG+되/XSV+는/ETM
바람에	바람/NNB+에/JKB
선거	선거/NNG
초반부터	초반/NNG+부터/JX
상대	상대/NNG
후보들을	후보/NNG+들/XSN+을/JKO
앞서나갔다는	앞서/VV+어/EC+나가/VV+았/EP+다는/ETM
분석이	분석/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.155.17.1
■ 경북 문경시장 신현국 당선자, 한나라 공천 탈락뒤 무소속 출마한 현직 시장

■	■/SW
경북	경북/NNP
문경시장	문경시장/NNG
신현국	신현국/NNP
당선자,	당선자/NNG+,/SP
한나라	한나라/NNP
공천	공천/NNG
탈락뒤	탈락/NNG+뒤/NNG
무소속	무/XPN+소속/NNG
출마한	출마/NNG+하/XSV+ㄴ/ETM
현직	현직/NNG
시장	시장/NNG


# id : NWRW1800000025.155.18.1
한나라당 공천에서 탈락한 뒤 무소속으로 출마해 선전한 신현국 경북 문경시장 당선자(58)는 “화합을 바탕으로 문경 발전을 이끌어달라는 시민들의 뜻”이라며 “8만 시민들과 함께 문경의 미래를 설계하겠다”고 밝혔다.

한나라당	한나라당/NNP
공천에서	공천/NNG+에서/JKB
탈락한	탈락/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
무소속으로	무/XPN+소속/NNG+으로/JKB
출마해	출마/NNG+하/XSV+아/EC
선전한	선전/NNG+하/XSV+ㄴ/ETM
신현국	신현국/NNP
경북	경북/NNP
문경시장	문경시장/NNG
당선자(58)는	당선자/NNG+(/SS+58/SN+)/SS+는/JX
“화합을	“/SS+화합/NNG+을/JKO
바탕으로	바탕/NNG+으로/JKB
문경	문경/NNP
발전을	발전/NNG+을/JKO
이끌어달라는	이끌/VV+어/EC+달/VX+라는/ETM
시민들의	시민/NNG+들/XSN+의/JKG
뜻”이라며	뜻/NNG+”/SS+이/VCP+라며/EC
“8만	“/SS+8/SN+만/NR
시민들과	시민/NNG+들/XSN+과/JKB
함께	함께/MAG
문경의	문경/NNP+의/JKG
미래를	미래/NNG+를/JKO
설계하겠다”고	설계/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.155.19.1
신 당선자는 한나라당 소속 현직 시장인 데다 평소 여론조사에서도 지지도가 가장 높았지만 공천을 받지 못했다.

신	신/NNP
당선자는	당선자/NNG+는/JX
한나라당	한나라당/NNP
소속	소속/NNG
현직	현직/NNG
시장인	시장/NNG+이/VCP+ㄴ/ETM
데다	데/NNB+다/JX
평소	평소/NNG
여론조사에서도	여론/NNG+조사/NNG+에서/JKB+도/JX
지지도가	지지도/NNG+가/JKS
가장	가장/MAG
높았지만	높/VA+았/EP+지만/EC
공천을	공천/NNG+을/JKO
받지	받/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.155.20.1
지역구 국회의원과의 오랜 갈등 때문이라는 것이 대체적인 이유다.

지역구	지역구/NNG
국회의원과의	국회/NNG+의원/NNG+과/JKB+의/JKG
오랜	오랜/MMA
갈등	갈등/NNG
때문이라는	때문/NNB+이/VCP+라는/ETM
것이	것/NNB+이/JKS
대체적인	대체/NNG+적/XSN+이/VCP+ㄴ/ETM
이유다.	이유/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.155.20.2
이 때문에 한나라당 공천을 받은 후보와의 대결이 어떤 결과를 낳을 것인지가 지역의 큰 관심사였다.

이	이/MMD
때문에	때문/NNB+에/JKB
한나라당	한나라당/NNP
공천을	공천/NNG+을/JKO
받은	받/VV+은/ETM
후보와의	후보/NNG+와/JKB+의/JKG
대결이	대결/NNG+이/JKS
어떤	어떤/MMD
결과를	결과/NNG+를/JKO
낳을	낳/VV+을/ETM
것인지가	것/NNB+이/VCP+ㄴ지/EF+가/JKS
지역의	지역/NNG+의/JKG
큰	크/VA+ㄴ/ETM
관심사였다.	관심사/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000025.155.21.1
신 당선자는 “지난 4년 동안 국군체육부대 유치를 비롯해 문경의 틀을 바꿀 수 있는 성과를 냈지만 지역 화합을 이끌어 내지 못한 점은 부끄럽게 생각한다”며 “2015년 세계군인올림픽을 반드시 유치해 지역 화합과 발전을 함께 일궈내겠다”고 말했다.

신	신/NNP
당선자는	당선자/NNG+는/JX
“지난	“/SS+지나/VV+ㄴ/ETM
4년	4/SN+년/NNB
동안	동안/NNG
국군체육부대	국군/NNG+체육/NNG+부대/NNG
유치를	유치/NNG+를/JKO
비롯해	비롯하/VV+아/EC
문경의	문경/NNP+의/JKG
틀을	틀/NNG+을/JKO
바꿀	바꾸/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
성과를	성과/NNG+를/JKO
냈지만	내/VV+었/EP+지만/EC
지역	지역/NNG
화합을	화합/NNG+을/JKO
이끌어	이끌/VV+어/EC
내지	내/VX+지/EC
못한	못하/VX+ㄴ/ETM
점은	점/NNG+은/JX
부끄럽게	부끄럽/VA+게/EC
생각한다”며	생각/NNG+하/XSV+ㄴ다/EF+”/SS+며/EC
“2015년	“/SS+2015/SN+년/NNB
세계군인올림픽을	세계/NNG+군인/NNG+올림픽/NNG+을/JKO
반드시	반드시/MAG
유치해	유치/NNG+하/XSV+아/EC
화합과	화합/NNG+과/JC
발전을	발전/NNG+을/JKO
함께	함께/MAG
일궈내겠다”고	일구/VV+어/EC+내/VX+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.155.22.1
■ 경기 연천군수 김규선 당선자, 현직 군수인 형 바통 이어받아 ‘가문의 영광’

■	■/SW
경기	경기/NNP
연천군수	연천군수/NNG
김규선	김규선/NNP
당선자,	당선자/NNG+,/SP
현직	현직/NNG
군수인	군수/NNG+이/VCP+ㄴ/ETM
형	형/NNG
바통	바통/NNG
이어받아	이어받/VV+아/EC
‘가문의	‘/SS+가문/NNG+의/JKG
영광’	영광/NNG+’/SS


# id : NWRW1800000025.155.23.1
