# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.445
metadata : {}


# id : NWRW1800000022.445.1.1
北 경제조치 잇단 실패… 市場이 김정일 이기나;화폐개혁 후퇴 조짐

北	北/SH
옛 화폐 100원을 새 화폐 1원으로 바꾸는 내용의 '2009년판 극약 처방'도 벌써 약발이 안 먹히는 분위기다.

옛	옛/MMA
화폐	화폐/NNG
100원을	100/SN+원/NNB+을/JKO
새	새/MMA
1원으로	1/SN+원/NNB+으로/JKB
바꾸는	바꾸/VV+는/ETM
내용의	내용/NNG+의/JKG
'2009년판	'/SS+2009/SN+년판/NNB
극약	극약/NNG
처방'도	처방/NNG+'/SS+도/JX
벌써	벌써/MAG
약발이	약발/NNG+이/JKS
안	안/MAG
먹히는	먹히/VV+는/ETM
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.445.5.1
◆시장과의 전쟁에서 전패(全敗)

◆시장과의	◆/SW+시장/NNG+과/JKB+의/JKG
전쟁에서	전쟁/NNG+에서/JKB
전패(全敗)	전패/NNG+(/SS+全敗/SH+)/SS


# id : NWRW1800000022.445.6.1
북한은 1990년대 중반 수백만명이 굶어 죽는 위기를 넘긴 뒤 '시장장려 조치'(2003년 3월)를 취했다.

북한은	북한/NNP+은/JX
1990년대	1990/SN+년대/NNB
중반	중반/NNG
수백만명이	수백만/NR+명/NNB+이/JKS
굶어	굶/VV+어/EC
죽는	죽/VV+는/ETM
위기를	위기/NNG+를/JKO
넘긴	넘기/VV+ㄴ/ETM
뒤	뒤/NNG
'시장장려	'/SS+시장/NNG+장려/NNG
조치'(2003년	조치/NNG+'/SS+(/SS+2003/SN+년/NNB
3월)를	3/SN+월/NNB+)/SS+를/JKO
취했다.	취하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.445.6.2
소규모 농산품만 거래되던 농민시장을 공산품도 팔 수 있는 종합시장으로 확대했고, 상인들로부터 자릿세인 '시장 사용료'와 소득세인 '국가 납부금'을 걷었다.

소규모	소/XPN+규모/NNG
농산품만	농산품/NNG+만/JX
거래되던	거래/NNG+되/XSV+던/ETM
농민시장을	농민시장/NNG+을/JKO
공산품도	공산품/NNG+도/JX
팔	팔/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
종합시장으로	종합/NNG+시장/NNG+으로/JKB
확대했고,	확대/NNG+하/XSV+았/EP+고/EC+,/SP
상인들로부터	상인/NNG+들/XSN+로부터/JKB
자릿세인	자릿세/NNG+이/VCP+ㄴ/ETM
'시장	'/SS+시장/NNG
사용료'와	사용료/NNG+'/SS+와/JC
소득세인	소득세/NNG+이/VCP+ㄴ/ETM
'국가	'/SS+국가/NNG
납부금'을	납부금/NNG+'/SS+을/JKO
걷었다.	걷/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.445.6.3
배급제가 무너진 부분을 시장으로 메우려는 시도였다.

배급제가	배급/NNG+제/XSN+가/JKS
무너진	무너지/VV+ㄴ/ETM
부분을	부분/NNG+을/JKO
시장으로	시장/NNG+으로/JKB
메우려는	메우/VV+려는/ETM
시도였다.	시도/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000022.445.6.4
조총련기관지 조선신보는 2003년 12월 "종합시장은 북한 경제관리 개선의 심도와 폭을 보여주는 사변"이라고까지 했다.

조총련기관지	조총련/NNP+기관지/NNG
조선신보는	조선신보/NNP+는/JX
2003년	2003/SN+년/NNB
12월	12/SN+월/NNB
"종합시장은	"/SS+종합/NNG+시장/NNG+은/JX
북한	북한/NNP
경제관리	경제/NNG+관리/NNG
개선의	개선/NNG+의/JKG
심도와	심도/NNG+와/JC
폭을	폭/NNG+을/JKO
보여주는	보이/VV+어/EC+주/VX+는/ETM
사변"이라고까지	사변/NNG+"/SS+이라고/JKQ+까지/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.445.7.1
그러나 북한 정권에 시장의 '부작용'은 감당하기 힘든 것이었다.

그러나	그러나/MAJ
북한	북한/NNP
정권에	정권/NNG+에/JKB
시장의	시장/NNG+의/JKG
'부작용'은	'/SS+부작용/NNG+'/SS+은/JX
감당하기	감당/NNG+하/XSV+기/ETN
힘든	힘들/VA+ㄴ/ETM
것이었다.	것/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000022.445.7.2
돈을 번 세력들은 국가 통제에서 벗어났고 '돈맛'을 본 관리들은 부패했다.

돈을	돈/NNG+을/JKO
번	벌/VV+ㄴ/ETM
세력들은	세력/NNG+들/XSN+은/JX
국가	국가/NNG
통제에서	통제/NNG+에서/JKB
벗어났고	벗어나/VV+았/EP+고/EC
'돈맛'을	'/SS+돈맛/NNG+'/SS+을/JKO
본	보/VV+ㄴ/ETM
관리들은	관리/NNG+들/XSN+은/JX
부패했다.	부패/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.445.7.3
암(暗)시장에선 거래가 금지된 석유·석탄·군수물자 등이 나돌았다.

암(暗)시장에선	암/NA+(/SS+暗/SH+)/SS+시장/NNG+에서/JKB+ㄴ/JX
거래가	거래/NNG+가/JKS
금지된	금지/NNG+되/XSV+ㄴ/ETM
석유·석탄·군수물자	석유/NNG+·/SP+석탄/NNG+·/SP+군수/NNG+물자/NNG
등이	등/NNB+이/JKS
나돌았다.	나돌/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.445.7.4
남한 제품은 '명품'으로 통했다.

남한	남한/NNP
제품은	제품/NNG+은/JX
'명품'으로	'/SS+명품/NNG+'/SS+으로/JKB
통했다.	통하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.445.7.5
매일 수천~수만명이 오가는 시장에선 '김정일 건강 이상' 같은 민감한 정보도 유통됐다.

매일	매일/MAG
수천~수만명이	수천/NR+~/SO+수만/NR+명/NNB+이/JKS
오가는	오가/VV+는/ETM
시장에선	시장/NNG+에서/JKB+ㄴ/JX
'김정일	'/SS+김정일/NNP
건강	건강/NNG
이상'	이상/NNG+'/SS
같은	같/VA+은/ETM
민감한	민감/NNG+하/XSA+ㄴ/ETM
정보도	정보/NNG+도/JX
유통됐다.	유통/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000022.445.8.1
그러자 북한 당국은 2005년 10월 양곡 전매제를 발표해 식량의 시장 거래부터 막으려 했다.

그러자	그러/VV+자/EC
북한	북한/NNP
당국은	당국/NNG+은/JX
2005년	2005/SN+년/NNB
10월	10/SN+월/NNB
양곡	양곡/NNG
전매제를	전매/NNG+제/XSN+를/JKO
발표해	발표/NNG+하/XSV+아/EC
식량의	식량/NNG+의/JKG
시장	시장/NNG
거래부터	거래/NNG+부터/JX
막으려	막/VV+으려/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000022.445.8.2
그러나 지금 북한에서 가장 활발하게 매매되는 품목이 식량이다.

그러나	그러나/MAJ
지금	지금/MAG
북한에서	북한/NNP+에서/JKB
가장	가장/MAG
활발하게	활발하/VA+게/EC
매매되는	매매/NNG+되/XSV+는/ETM
품목이	품목/NNG+이/JKS
식량이다.	식량/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.445.8.3
2007년 2월의 '주민 외화사용 금지' 조치도 암시장에서 거래되는 달러·위안화 가격만 치솟게 만들었다.

2007년	2007/SN+년/NNB
2월의	2/SN+월/NNB+의/JKG
'주민	'/SS+주민/NNG
외화사용	외화/NNG+사용/NNG
금지'	금지/NNG+'/SS
조치도	조치/NNG+도/JX
암시장에서	암시장/NNG+에서/JKB
거래되는	거래/NNG+되/XSV+는/ETM
달러·위안화	달러/NNG+·/SP+위안화/NNG
가격만	가격/NNG+만/JX
치솟게	치솟/VV+게/EC
만들었다.	만들/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.445.8.4
지난해에는 50세 이상 여성만 장사를 하게 했고, 주요 시장을 폐쇄하려 했으나 주민들의 거센 반발에 모두 흐지부지됐다.

지난해에는	지난해/NNG+에/JKB+는/JX
50세	50/SN+세/NNB
이상	이상/NNG
여성만	여성/NNG+만/JX
장사를	장사/NNG+를/JKO
하게	하/VV+게/EC
했고,	하/VX+았/EP+고/EC+,/SP
주요	주요/NNG
시장을	시장/NNG+을/JKO
폐쇄하려	폐쇄/NNG+하/XSV+려/EC
했으나	하/VX+았/EP+으나/EC
주민들의	주민/NNG+들/XSN+의/JKG
거센	거세/VA+ㄴ/ETM
반발에	반발/NNG+에/JKB
모두	모두/MAG
흐지부지됐다.	흐지부지/MAG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000022.445.8.5
"시장과의 전쟁에서 당국이 모두 무릎을 꿇은 것"(이조원 중앙대 교수)이다.

"시장과의	"/SS+시장/NNG+과/JKB+의/JKG
전쟁에서	전쟁/NNG+에서/JKB
당국이	당국/NNG+이/JKS
모두	모두/MAG
무릎을	무릎/NNG+을/JKO
꿇은	꿇/VV+은/ETM
것"(이조원	것/NNB+"/SS+(/SS+이조원/NNP
중앙대	중앙대/NNP
교수)이다.	교수/NNG+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000022.445.9.1
◆북 '시장화'는 이미 대세

◆북	◆/SW+북/NNP
'시장화'는	'/SS+시장/NNG+화/XSN+'/SS+는/JX
이미	이미/MAG
대세	대세/NNG


# id : NWRW1800000022.445.10.1
북한은 공산권이 붕괴한 1990년대부터 '자력갱생'(자기 힘만으로 생존)이 아니라 '시장'과 '외부 지원'에 의존해 살아왔다.

북한은	북한/NNP+은/JX
공산권이	공산/NNG+권/XSN+이/JKS
붕괴한	붕괴/NNG+하/XSV+ㄴ/ETM
1990년대부터	1990/SN+년대/NNB+부터/JX
'자력갱생'(자기	'/SS+자력갱생/NNG+'/SS+(/SS+자기/NNG
힘만으로	힘/NNG+만/JX+으로/JKB
생존)이	생존/NNG+)/SS+이/JKC
아니라	아니/VCN+라/EC
'시장'과	'/SS+시장/NNG+'/SS+과/JC
'외부	'/SS+외부/NNG
지원'에	지원/NNG+'/SS+에/JKB
의존해	의존/NNG+하/XSV+아/EC
살아왔다.	살아오/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.445.10.2
그러나 남한의 지원은 현 정부 출범 이후 끊겼고, 중국 지원도 1·2차 북핵 실험으로 예전 같지 않다.

그러나	그러나/MAJ
남한의	남한/NNP+의/JKG
지원은	지원/NNG+은/JX
현	현/MMD
정부	정부/NNG
출범	출범/NNG
이후	이후/NNG
끊겼고,	끊기/VV+었/EP+고/EC+,/SP
중국	중국/NNP
지원도	지원/NNG+도/JX
1·2차	1/SN+·/SP+2/SN+차/NNB
북핵	북핵/NNG
실험으로	실험/NNG+으로/JKB
예전	예전/NNG
같지	같/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000022.445.10.3
작년 말 "시장을 없애라"는 김정일 위원장의 지시가 여태 먹히지 않을 만큼 "북한 주민들의 시장화는 돌이킬 수 없는 수준"(안보부서 당국자)이란 분석이다.

작년	작년/NNG
말	말/NNB
"시장을	"/SS+시장/NNG+을/JKO
없애라"는	없애/VV+라/EF+"/SS+는/ETM
김정일	김정일/NNP
위원장의	위원장/NNG+의/JKG
지시가	지시/NNG+가/JKS
여태	여태/MAG
먹히지	먹히/VV+지/EC
않을	않/VX+을/ETM
만큼	만큼/NNB
"북한	"/SS+북한/NNP
주민들의	주민/NNG+들/XSN+의/JKG
시장화는	시장/NNG+화/XSN+는/JX
돌이킬	돌이키/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
수준"(안보부서	수준/NNG+"/SS+(/SS+안보/NNG+부서/NNG
당국자)이란	당국자/NNG+)/SS+이/VCP+란/ETM
분석이다.	분석/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.445.11.1
북한이 시장화를 막으려면 "주민들이 먹고살 만큼의 배급이 이뤄져야 한다"(조동호 이화여대 교수)고 전문가들은 지적한다.

북한이	북한/NNP+이/JKS
시장화를	시장/NNG+화/XSN+를/JKO
막으려면	막/VV+으려면/EC
"주민들이	"/SS+주민/NNG+들/XSN+이/JKS
먹고살	먹고살/VV+ㄹ/ETM
만큼의	만큼/NNB+의/JKG
배급이	배급/NNG+이/JKS
이뤄져야	이뤄지/VV+어야/EC
한다"(조동호	하/VX+ㄴ다/EF+"/SS+(/SS+조동호/NNP
이화여대	이화여대/NNP
교수)고	교수/NNG+)/SS+고/JKQ
전문가들은	전문가/NNG+들/XSN+은/JX
지적한다.	지적/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000022.445.11.2
2005년 양곡 전매제가 실패한 것도 주민들에게 배급할 식량이 없었기 때문이다.

2005년	2005/SN+년/NNB
양곡	양곡/NNG
전매제가	전매/NNG+제/XSN+가/JKS
실패한	실패/NNG+하/XSV+ㄴ/ETM
것도	것/NNB+도/JX
주민들에게	주민/NNG+들/XSN+에게/JKB
배급할	배급/NNG+하/XSV+ㄹ/ETM
식량이	식량/NNG+이/JKS
없었기	없/VA+었/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.445.11.3
그러나 지금 북한은 배급제를 부활할 능력도 없고, 그걸 믿는 주민들도 없다.

그러나	그러나/MAJ
지금	지금/MAG
북한은	북한/NNP+은/JX
배급제를	배급/NNG+제/XSN+를/JKO
부활할	부활/NNG+하/XSV+ㄹ/ETM
능력도	능력/NNG+도/JX
없고,	없/VA+고/EC+,/SP
그걸	그거/NP+ㄹ/JKO
믿는	믿/VV+는/ETM
주민들도	주민/NNG+들/XSN+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000022.445.11.4
북한 내부소식통은 "이번 화폐개혁 때 북한 당국이 '이제 배급이 재개되니 돈은 크게 필요 없을 것'이라고 선전했다가 주민들로부터 최악의 조롱을 받았다"고 전했다.

북한	북한/NNP
내부소식통은	내부/NNG+소식통/NNG+은/JX
"이번	"/SS+이번/NNG
화폐개혁	화폐/NNG+개혁/NNG
때	때/NNG
당국이	당국/NNG+이/JKS
'이제	'/SS+이제/MAG
배급이	배급/NNG+이/JKS
재개되니	재개/NNG+되/XSV+니/EC
돈은	돈/NNG+은/JX
크게	크/VA+게/EC
필요	필요/NNG
없을	없/VA+을/ETM
것'이라고	것/NNB+'/SS+이라고/JKQ
선전했다가	선전/NNG+하/XSV+았/EP+다가/EC
주민들로부터	주민/NNG+들/XSN+로부터/JKB
최악의	최악/NNG+의/JKG
조롱을	조롱/NNG+을/JKO
받았다"고	받/VV+았/EP+다/EF+"/SS+고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.445.11.5
주민들은 "90년대 왜 수백만이 굶어 죽었느냐, 두 번 다시 속지 않는다"는 반응을 보였다는 것이다.

주민들은	주민/NNG+들/XSN+은/JX
"90년대	"/SS+90/SN+년대/NNB
왜	왜/MAG
수백만이	수백만/NR+이/JKS
굶어	굶/VV+어/EC
죽었느냐,	죽/VV+었/EP+느냐/EF+,/SP
두	두/MMN
번	번/NNB
다시	다시/MAG
속지	속/VV+지/EC
않는다"는	않/VX+는다/EF+"/SS+는/ETM
반응을	반응/NNG+을/JKO
보였다는	보이/VV+었/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.445.12.1
특히 북한 당국은 이번 화폐개혁을 하면서 주민들의 시장화 수준을 절감했을 것으로 보인다.

특히	특히/MAG
북한	북한/NNP
당국은	당국/NNG+은/JX
이번	이번/NNG
화폐개혁을	화폐/NNG+개혁/NNG+을/JKO
하면서	하/VV+면서/EC
주민들의	주민/NNG+들/XSN+의/JKG
시장화	시장/NNG+화/XSN
수준을	수준/NNG+을/JKO
절감했을	절감/NNG+하/XSV+았/EP+을/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.445.12.2
한 북한 내부소식통은 "보위부 등은 일반 주민들이 10만~20만원(우리 돈 5만~10만원) 정도만 가지고 있을 것으로 생각하고 한 가구당 교환 한도를 10만원으로 잡았는데 상황은 전혀 달랐다"고 했다.

한	한/MMN
북한	북한/NNP
내부소식통은	내부/NNG+소식통/NNG+은/JX
"보위부	"/SS+보위부/NNG
등은	등/NNB+은/JX
일반	일반/NNG
주민들이	주민/NNG+들/XSN+이/JKS
10만~20만원(우리	10/SN+만/NR+~/SO+20/SN+만/NR+원/NNB+(/SS+우리/NP
돈	돈/NNG
5만~10만원)	5/SN+만/NR+~/SO+10/SN+만/NR+원/NNB+)/SS
정도만	정도/NNG+만/JX
가지고	가지/VV+고/EC
있을	있/VX+을/ETM
것으로	것/NNB+으로/JKB
생각하고	생각/NNG+하/XSV+고/EC
가구당	가구/NNG+당/XSN
교환	교환/NNG
한도를	한도/NNG+를/JKO
10만원으로	10/SN+만/NR+원/NNB+으로/JKB
잡았는데	잡/VV+았/EP+는데/EC
상황은	상황/NNG+은/JX
전혀	전혀/MAG
달랐다"고	다르/VA+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.445.12.3
북한에서 중간층이면 한 집에 100만원쯤은 장롱에 보관하고 있고, 당(黨)·정(政)·군(軍)의 중간 간부들 가운데 그 가족이 시장에서 돈을 축적한 경우도 많다고 한다.

북한에서	북한/NNP+에서/JKB
중간층이면	중간/NNG+층/XSN+이/VCP+면/EC
한	한/MMN
집에	집/NNG+에/JKB
100만원쯤은	100/SN+만/NR+원/NNB+쯤/XSN+은/JX
장롱에	장롱/NNG+에/JKB
보관하고	보관/NNG+하/XSV+고/EC
있고,	있/VX+고/EC+,/SP
당(黨)·정(政)·군(軍)의	당/NNG+(/SS+黨/SH+)/SS+·/SP+정/NNG+(/SS+政/SH+)/SS+·/SP+군/NNG+(/SS+軍/SH+)/SS+의/JKG
중간	중간/NNG
간부들	간부/NNG+들/XSN
가운데	가운데/NNG
그	그/MMD
가족이	가족/NNG+이/JKS
시장에서	시장/NNG+에서/JKB
돈을	돈/NNG+을/JKO
축적한	축적/NNG+하/XSV+ㄴ/ETM
경우도	경우/NNG+도/JX
많다고	많/VA+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.445.12.4
최고위층은 이미 돈을 외화로 바꿔 손해를 입지 않았지만 체제 근간이 되는 중간층은 사정이 달랐다는 것이다.

최고위층은	최/XPN+고위/NNG+층/XSN+은/JX
이미	이미/MAG
돈을	돈/NNG+을/JKO
외화로	외화/NNG+로/JKB
바꿔	바꾸/VV+어/EC
손해를	손해/NNG+를/JKO
입지	입/VV+지/EC
않았지만	않/VX+았/EP+지만/EC
체제	체제/NNG
근간이	근간/NNG+이/JKC
되는	되/VV+는/ETM
중간층은	중간/NNG+층/XSN+은/JX
사정이	사정/NNG+이/JKS
달랐다는	다르/VA+았/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.445.12.5
최근 북한이 교환 한도를 50만원까지 늘린 것도 "시장 세력의 돈을 빼앗으려다 핵심 계층의 동요로 체제가 불안해지는 것을 막기 위해서"(북한 소식통)란 관측이 나온다.

최근	최근/NNG
북한이	북한/NNP+이/JKS
교환	교환/NNG
한도를	한도/NNG+를/JKO
50만원까지	50/SN+만/NR+원/NNB+까지/JX
늘린	늘리/VV+ㄴ/ETM
것도	것/NNB+도/JX
"시장	"/SS+시장/NNG
세력의	세력/NNG+의/JKG
돈을	돈/NNG+을/JKO
빼앗으려다	빼앗/VV+으려다/EC
핵심	핵심/NNG
계층의	계층/NNG+의/JKG
동요로	동요/NNG+로/JKB
체제가	체제/NNG+가/JKS
불안해지는	불안/NNG+하/XSA+아/EC+지/VX+는/ETM
것을	것/NNB+을/JKO
막기	막/VV+기/ETN
위해서"(북한	위하/VV+아서/EC+"/SS+(/SS+북한/NNP
소식통)란	소식통/NNG+)/SS+이/VCP+란/ETM
관측이	관측/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.445.13.1
조영기 고려대 교수는 "지금 북한은 시장을 허용할 수도, 막을 수도 없는 진퇴양난에 빠져 있다"며 이번 '시장과의 전쟁'(화폐개혁)도 궁극적으로 실패로 끝날 것"이라고 했다.

조영기	조영기/NNP
고려대	고려대/NNP
교수는	교수/NNG+는/JX
"지금	"/SS+지금/MAG
북한은	북한/NNP+은/JX
시장을	시장/NNG+을/JKO
허용할	허용/NNG+하/XSV+ㄹ/ETM
수도,	수/NNB+도/JX+,/SP
막을	막/VV+을/ETM
수도	수/NNB+도/JX
없는	없/VA+는/ETM
진퇴양난에	진퇴양난/NNG+에/JKB
빠져	빠지/VV+어/EC
있다"며	있/VX+다/EF+"/SS+며/EC
이번	이번/NNG
'시장과의	'/SS+시장/NNG+과/JKB+의/JKG
전쟁'(화폐개혁)도	전쟁/NNG+'/SS+(/SS+화폐/NNG+개혁/NNG+)/SS+도/JX
궁극적으로	궁극/NNG+적/XSN+으로/JKB
실패로	실패/NNG+로/JKB
끝날	끝나/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


