# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.355
metadata : {}


# id : NWRW1800000041.355.1.1
美 국가정보국 간부… 10월 셋째주에 비공개 방한

美	美/SH
한미 간에는 DNI 인사의 방한을 계기로 북한의 도발 배경과 전망, 북핵 문제 등 안보 현안에 대한 정보 공유 및 의견 교환이 이뤄진 것으로 알려졌다.

한미	한미/NNP
간에는	간/NNB+에/JKB+는/JX
DNI	DNI/SL
인사의	인사/NNG+의/JKG
방한을	방한/NNG+을/JKO
계기로	계기/NNG+로/JKB
북한의	북한/NNP+의/JKG
도발	도발/NNG
배경과	배경/NNG+과/JC
전망,	전망/NNG+,/SP
북핵	북핵/NNG
문제	문제/NNG
등	등/NNB
안보	안보/NNG
현안에	현안/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
정보	정보/NNG
공유	공유/NNG
및	및/MAG
의견	의견/NNG
교환이	교환/NNG+이/JKS
이뤄진	이뤄지/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.355.6.2
또한 인천을 전격 방문한 북한 실세 3인방과 함께 잠적 40일 만에 모습을 드러냈던 김정은 북한 노동당 제1비서의 건강 문제 등에 대해서도 의견을 나눴을 것으로 보인다.

또한	또한/MAG
인천을	인천/NNP+을/JKO
전격	전격/NNG
방문한	방문/NNG+하/XSV+ㄴ/ETM
북한	북한/NNP
실세	실세/NNG
3인방과	3인방/NNG+과/JKB
함께	함께/MAG
잠적	잠적/NNG
40일	40/SN+일/NNB
만에	만/NNB+에/JKB
모습을	모습/NNG+을/JKO
드러냈던	드러내/VV+었/EP+던/ETM
김정은	김정은/NNP
노동당	노동당/NNP
제1비서의	제/XPN+1/SN+비서/NNG+의/JKG
건강	건강/NNG
문제	문제/NNG
등에	등/NNB+에/JKB
대해서도	대하/VV+아서/EC+도/JX
의견을	의견/NNG+을/JKO
나눴을	나누/VV+었/EP+을/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.355.7.1
미국이 22일 북한에 억류됐던 미국인 제프리 파울 씨(56)의 석방 사실을 사전에 알려왔을 것이라는 관측도 나온다.

미국이	미국/NNP+이/JKS
22일	22/SN+일/NNB
북한에	북한/NNP+에/JKB
억류됐던	억류/NNG+되/XSV+었/EP+던/ETM
미국인	미국인/NNG
제프리	제프리/NNP
파울	파울/NNP
씨(56)의	씨/NNB+(/SS+56/SN+)/SS+의/JKG
석방	석방/NNG
사실을	사실/NNG+을/JKO
사전에	사전/NNG+에/JKB
알려왔을	알리/VV+어/EC+오/VX+았/EP+을/ETM
것이라는	것/NNB+이/VCP+라는/ETM
관측도	관측/NNG+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.355.7.2
올해 8월 중순 미 군용기를 통해 극비 방북한 인사들도 백악관과 DNI 소속 인사였던 것으로 알려졌다.

올해	올해/NNG
8월	8/SN+월/NNB
중순	중순/NNG
미	미/NNP
군용기를	군용기/NNG+를/JKO
통해	통하/VV+아/EC
극비	극비/NNG
방북한	방북/NNG+하/XSV+ㄴ/ETM
인사들도	인사/NNG+들/XSN+도/JX
백악관과	백악관/NNP+과/JKB
DNI	DNI/SL
소속	소속/NNG
인사였던	인사/NNG+이/VCP+었/EP+던/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.355.7.3
당시 미 당국자들의 방북 목적은 북한에 억류 중인 미국인 3명을 석방시키는 것과 관련됐던 것으로 전해졌다.

당시	당시/NNG
미	미/NNP
당국자들의	당국자/NNG+들/XSN+의/JKG
방북	방북/NNG
목적은	목적/NNG+은/JX
북한에	북한/NNP+에/JKB
억류	억류/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
미국인	미국인/NNG
3명을	3/SN+명/NNB+을/JKO
석방시키는	석방/NNG+시키/XSV+는/ETM
것과	것/NNB+과/JKB
관련됐던	관련/NNG+되/XSV+었/EP+던/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.355.7.4
북한의 4차 핵실험 위기가 고조되던 올해 5월에는 DNI 수장인 제임스 클래퍼 국장이 비공개로 한국을 방문한 바 있다.

북한의	북한/NNP+의/JKG
4차	4/SN+차/NNB
핵실험	핵/NNG+실험/NNG
위기가	위기/NNG+가/JKS
고조되던	고조/NNG+되/XSV+던/ETM
올해	올해/NNG
5월에는	5/SN+월/NNB+에/JKB+는/JX
DNI	DNI/SL
수장인	수장/NNG+이/VCP+ㄴ/ETM
제임스	제임스/NNP
클래퍼	클래퍼/NNP
국장이	국장/NNG+이/JKS
비공개로	비/XPN+공개/NNG+로/JKB
한국을	한국/NNP+을/JKO
방문한	방문/NNG+하/XSV+ㄴ/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


