# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.385
metadata : {}


# id : NWRW1800000048.385.1.1
[유레카] 국가 기밀 / 정남구

[유레카]	[/SS+유레카/NNG+]/SS
보도하기도	보도/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.385.2.4
콜은 건강 논란을 부른 자신의 체중을 한 번도 밝히지 않았다.

콜은	콜/NNP+은/JX
건강	건강/NNG
논란을	논란/NNG+을/JKO
부른	부르/VV+ㄴ/ETM
자신의	자신/NNG+의/JKG
체중을	체중/NNG+을/JKO
한	한/MMN
번도	번/NNB+도/JX
밝히지	밝히/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.385.2.5
한번은 기자들이 묻자 “국가 기밀”이라고 대답해 화제가 됐다.

한번은	한번/NNG+은/JX
기자들이	기자/NNG+들/XSN+이/JKS
묻자	묻/VV+자/EC
“국가	“/SS+국가/NNG
기밀”이라고	기밀/NNG+”/SS+이라고/JKQ
대답해	대답/NNG+하/XSV+아/EC
화제가	화제/NNG+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.385.3.1
국가 기밀을 지정하여 관리하고 보호하는 목적은 국가의 존립과 안전을 보장하기 위해서다.

국가	국가/NNG
기밀을	기밀/NNG+을/JKO
지정하여	지정/NNG+하/XSV+아/EC
관리하고	관리/NNG+하/XSV+고/EC
보호하는	보호/NNG+하/XSV+는/ETM
목적은	목적/NNG+은/JX
국가의	국가/NNG+의/JKG
존립과	존립/NNG+과/JC
안전을	안전/NNG+을/JKO
보장하기	보장/NNG+하/XSV+기/ETN
위해서다.	위하/VV+아서/EC+이/VCP+다/EF+./SF


# id : NWRW1800000048.385.3.2
대법원 판례를 보면, 그 내용이 누설되는 경우 국가의 안전에 위험을 초래할 우려가 있는 것이라면 기밀로 보호할 가치가 있다.

대법원	대/XPN+법원/NNG
판례를	판례/NNG+를/JKO
보면,	보/VV+면/EC+,/SP
그	그/MMD
내용이	내용/NNG+이/JKS
누설되는	누설/NNG+되/XSV+는/ETM
경우	경우/NNG
국가의	국가/NNG+의/JKG
안전에	안전/NNG+에/JKB
위험을	위험/NNG+을/JKO
초래할	초래/NNG+하/XSV+ㄹ/ETM
우려가	우려/NNG+가/JKS
있는	있/VA+는/ETM
것이라면	것/NNB+이/VCP+라면/EC
기밀로	기밀/NNG+로/JKB
보호할	보호/NNG+하/XSV+ㄹ/ETM
가치가	가치/NNG+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000048.385.3.3
이런 원칙 아래 국가는 그 범위를 정해 관리한다.

이런	이런/MMD
원칙	원칙/NNG
아래	아래/NNG
국가는	국가/NNG+는/JX
그	그/MMD
범위를	범위/NNG+를/JKO
정해	정하/VV+아/EC
관리한다.	관리/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000048.385.3.4
우리나라에선 군사기밀보호법 등 여러 법이 기밀 사항을 규정하고 있다.

우리나라에선	우리나라/NNG+에서/JKB+ㄴ/JX
군사기밀보호법	군사/NNG+기밀/NNG+보호법/NNG
등	등/NNB
여러	여러/MMN
법이	법/NNG+이/JKS
기밀	기밀/NNG
사항을	사항/NNG+을/JKO
규정하고	규정/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000048.385.3.5
헌법 해석상 국가 기밀의 관리와 보호 권한은 대통령에게 있다.

헌법	헌법/NNG
해석상	해석/NNG+상/XSN
국가	국가/NNG
기밀의	기밀/NNG+의/JKG
관리와	관리/NNG+와/JC
보호	보호/NNG
권한은	권한/NNG+은/JX
대통령에게	대통령/NNG+에게/JKB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000048.385.4.1
국가 기밀은 지나치게 보호하면 국민의 알 권리를 희생시킬 수 있다.

국가	국가/NNG
기밀은	기밀/NNG+은/JX
지나치게	지나치/VA+게/EC
보호하면	보호/NNG+하/XSV+면/EC
국민의	국민/NNG+의/JKG
알	알/VV+ㄹ/ETM
권리를	권리/NNG+를/JKO
희생시킬	희생/NNG+시키/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000048.385.4.2
그렇게 되면 국가 안전 보장이라는 애초 목표를 달성하는 데 되레 해가 될 수도 있다.

그렇게	그렇/VA+게/EC
되면	되/VV+면/EC
국가	국가/NNG
안전	안전/NNG
보장이라는	보장/NNG+이/VCP+라는/ETM
애초	애초/NNG
목표를	목표/NNG+를/JKO
달성하는	달성/NNG+하/XSV+는/ETM
데	데/NNB
되레	되레/MAG
해가	해/NNG+가/JKC
될	되/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000048.385.4.3
국가 안전 보장과 국민의 알 권리가 조화를 이뤄야 국가 존립이라는 헌법 가치가 제대로 실현된다.

국가	국가/NNG
안전	안전/NNG
보장과	보장/NNG+과/JC
국민의	국민/NNG+의/JKG
알	알/VV+ㄹ/ETM
권리가	권리/NNG+가/JKS
조화를	조화/NNG+를/JKO
이뤄야	이루/VV+어야/EC
존립이라는	존립/NNG+이/VCP+라는/ETM
헌법	헌법/NNG
가치가	가치/NNG+가/JKS
제대로	제대로/MAG
실현된다.	실현/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000048.385.4.4
최근 우리나라에서도 국가 기밀의 범위가 자꾸 넓어져 가고 있다.

최근	최근/MAG
우리나라에서도	우리나라/NNG+에서/JKB+도/JX
국가	국가/NNG
기밀의	기밀/NNG+의/JKG
범위가	범위/NNG+가/JKS
자꾸	자꾸/MAG
넓어져	넓어지/VV+어/EC
가고	가/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000048.385.4.5
세월호 사고가 있던 날 대통령의 ‘사라진 7시간’에 이어, 한국사 국정교과서 집필진 명단이 사실상의 국가 기밀에 새로 포함됐다.

세월호	세월호/NNP
사고가	사고/NNG+가/JKS
있던	있/VA+던/ETM
날	날/NNG
대통령의	대통령/NNG+의/JKG
‘사라진	‘/SS+사라지/VV+ㄴ/ETM
7시간’에	7/SN+시간/NNB+’/SS+에/JKB
이어,	잇/VV+어/EC+,/SP
한국사	한국사/NNG
국정교과서	국정/NNG+교과서/NNG
집필진	집필진/NNG
명단이	명단/NNG+이/JKS
사실상의	사실/NNG+상/XSN+의/JKG
국가	국가/NNG
기밀에	기밀/NNG+에/JKB
새로	새로/MAG
포함됐다.	포함/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000048.385.5.1
어지간한 것은 다 기밀로 다루던 옛 소련에선 이런 우스갯소리가 돌았다.

어지간한	어지간하/VA+ㄴ/ETM
것은	것/NNB+은/JX
다	다/MAG
기밀로	기밀/NNG+로/JKB
다루던	다루/VV+던/ETM
옛	옛/MMA
소련에선	소련/NNP+에서/JKB+ㄴ/JX
이런	이런/MMD
우스갯소리가	우스갯소리/NNG+가/JKS
돌았다.	돌/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.385.5.2
“어떤 사람이 ‘브레즈네프가 최근 몸도 쇠약해졌지만, 머리도 이상해졌다’고 말했다가 체포돼 15년 형을 선고받았다.

“어떤	“/SS+어떤/MMD
사람이	사람/NNG+이/JKS
‘브레즈네프가	‘/SS+브레즈네프/NNP+가/JKS
최근	최근/MAG
몸도	몸/NNG+도/JX
쇠약해졌지만,	쇠약/NNG+하/XSA+아/EC+지/VX+었/EP+지만/EC+,/SP
머리도	머리/NNG+도/JX
이상해졌다’고	이상/NNG+하/XSA+아/EC+지/VX+었/EP+다/EF+’/SS+고/JKQ
말했다가	말/NNG+하/XSV+았/EP+다가/EC
체포돼	체포/NNG+되/XSV+어/EC
15년	15/SN+년/NNB
형을	형/NNG+을/JKO
선고받았다.	선고/NNG+받/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.385.5.3
5년은 국가원수 모독죄에 따른 형이고, 10년은 국가 기밀 누설죄에 따른 형이었다.”

5년은	5/SN+년/NNB+은/JX
국가원수	국가/NNG+원수/NNG
모독죄에	모독죄/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
형이고,	형/NNG+이/VCP+고/EC+,/SP
10년은	10/SN+년/NNB+은/JX
국가	국가/NNG
기밀	기밀/NNG
누설죄에	누설죄/NNG+에/JKB
형이었다.”	형/NNG+이/VCP+었/EP+다/EF+./SF+”/SS


# id : NWRW1800000048.385.5.4
기밀이 많은 나라에선, 말도 조심해야 한다.

기밀이	기밀/NNG+이/JKS
많은	많/VA+은/ETM
나라에선,	나라/NNG+에서/JKB+ㄴ/JX+,/SP
말도	말/NNG+도/JX
조심해야	조심/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


