# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.234
metadata : {}


# id : NWRW1800000048.234.1.1
[단독] ‘사북 항쟁 주동’ 35년 만에 무죄

[단독]	[/SS+단독/NNG+]/SS
광부들과 그 가족은 사북지서에서 물건을 부수고, 노조지부장 집에 몰려가 그의 아내를 집단폭행했다.

광부들과	광부/NNG+들/XSN+과/JKB
그	그/MMD
가족은	가족/NNG+은/JX
사북지서에서	사북/NNP+지서/NNG+에서/JKB
물건을	물건/NNG+을/JKO
부수고,	부수/VV+고/EC+,/SP
노조지부장	노조/NNG+지부장/NNG
집에	집/NNG+에/JKB
몰려가	몰려가/VV+아/EC
그의	그/NP+의/JKG
아내를	아내/NNG+를/JKO
집단폭행했다.	집단/NNG+폭행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.7.4
결국 경찰과 충돌해 경찰관 1명이 숨지고, 경찰과 민간인 160명이 다쳤다.

결국	결국/MAG
경찰과	경찰/NNG+과/JC
충돌해	충돌/NNG+하/XSV+아/EC
경찰관	경찰관/NNG
1명이	1/SN+명/NNB+이/JKS
숨지고,	숨지/VV+고/EC+,/SP
민간인	민간인/NNG
160명이	160/SN+명/NNB+이/JKS
다쳤다.	다치/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.234.8.1
강원도청과 경찰은 통제가 쉽지 않자 이씨 등의 중재로 광부들과 사태 종식에 합의했다.

강원도청과	강원도청/NNP+과/JC
경찰은	경찰/NNG+은/JX
통제가	통제/NNG+가/JKS
쉽지	쉽/VA+지/EC
않자	않/VX+자/EC
이씨	이/NNP+씨/NNB
등의	등/NNB+의/JKG
중재로	중재/NNG+로/JKB
광부들과	광부/NNG+들/XSN+과/JKB
사태	사태/NNG
종식에	종식/NNG+에/JKB
합의했다.	합의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.8.2
4월24일 합의문에는 “사태 수습에 경찰당국은 절대로 실력행사를 하지 않는다”는 등의 내용이 담겼다.

4월24일	4/SN+월/NNB+24/SN+일/NNB
합의문에는	합의문/NNG+에/JKB+는/JX
“사태	“/SS+사태/NNG
수습에	수습/NNG+에/JKB
경찰당국은	경찰/NNG+당국/NNG+은/JX
절대로	절대로/MAG
실력행사를	실력/NNG+행사/NNG+를/JKO
하지	하/VV+지/EC
않는다”는	않/VX+는다/EF+”/SS+는/ETM
등의	등/NNB+의/JKG
내용이	내용/NNG+이/JKS
담겼다.	담기/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.234.8.3
전날 밤 결정된 공수부대 투입은 취소됐다.

전날	전날/NNG
밤	밤/NNG
결정된	결정/NNG+되/XSV+ㄴ/ETM
공수부대	공수/NNG+부대/NNG
투입은	투입/NNG+은/JX
취소됐다.	취소/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000048.234.9.1
하지만 이를 ‘광부 난동사건’으로 규정한 계엄사령부 산하 합동수사단은 4·24 합의를 깨고 불법 연행과 무자비한 고문 수사 끝에 31명을 구속 기소했다.

하지만	하지만/MAJ
이를	이/NP+를/JKO
‘광부	‘/SS+광부/NNG
난동사건’으로	난동/NNG+사건/NNG+’/SS+으로/JKB
규정한	규정/NNG+하/XSV+ㄴ/ETM
계엄사령부	계엄/NNG+사령부/NNG
산하	산하/NNG
합동수사단은	합동/NNG+수사단/NNG+은/JX
4·24	4/SN+·/SP+24/SN
합의를	합의/NNG+를/JKO
깨고	깨/VV+고/EC
불법	불법/NNG
연행과	연행/NNG+과/JC
무자비한	무/XPN+자비/NNG+하/XSA+ㄴ/ETM
고문	고문/NNG
수사	수사/NNG
끝에	끝/NNG+에/JKB
31명을	31/SN+명/NNB+을/JKO
구속	구속/NNG
기소했다.	기소/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.9.2
당시 처벌받은 이씨와 신씨는 2005년 민주화운동 관련자로 인정받았다.

당시	당시/NNG
처벌받은	처벌/NNG+받/XSV+은/ETM
이씨와	이/NNP+씨/NNB+와/JC
신씨는	신/NNP+씨/NNB+는/JX
2005년	2005/SN+년/NNB
민주화운동	민주/NNG+화/XSN+운동/NNG
관련자로	관련자/NNG+로/JKB
인정받았다.	인정/NNG+받/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.10.1
그 뒤 2008년 4월 진실·화해를 위한 과거사 정리위원회는 이 사건과 관련해 “계엄 당국이 과도한 공권력으로 노사정 합의를 일방적으로 무시함으로써 지역공동체를 파괴하고 공권력에 대한 불신을 초래했다.

그	그/MMD
뒤	뒤/NNG
2008년	2008/SN+년/NNB
4월	4/SN+월/NNB
진실·화해를	진실/NNG+·/SP+화해/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
과거사	과거사/NNG
정리위원회는	정리/NNG+위원회/NNG+는/JX
이	이/MMD
사건과	사건/NNG+과/JKB
관련해	관련/NNG+하/XSV+아/EC
“계엄	“/SS+계엄/NNG
당국이	당국/NNG+이/JKS
과도한	과도/NNG+하/XSA+ㄴ/ETM
공권력으로	공권력/NNG+으로/JKB
노사정	노사정/NNG
합의를	합의/NNG+를/JKO
일방적으로	일방/NNG+적/XSN+으로/JKB
무시함으로써	무시/NNG+하/XSV+ㅁ/ETN+으로써/JKB
지역공동체를	지역/NNG+공동체/NNG+를/JKO
파괴하고	파괴/NNG+하/XSV+고/EC
공권력에	공권력/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
불신을	불신/NNG+을/JKO
초래했다.	초래/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.10.2
국가는 당시 연행·구금된 관련자와 가족들에게 인권침해와 가혹행위에 대해 사과하라”고 권고했다.

국가는	국가/NNG+는/JX
당시	당시/NNG
연행·구금된	연행/NNG+·/SP+구금/NNG+되/XSV+ㄴ/ETM
관련자와	관련자/NNG+와/JC
가족들에게	가족/NNG+들/XSN+에게/JKB
인권침해와	인권/NNG+침해/NNG+와/JC
가혹행위에	가혹/NNG+행위/NNG+에/JKB
대해	대하/VV+아/EC
사과하라”고	사과/NNG+하/XSV+라/EF+”/SS+고/JKQ
권고했다.	권고/NNG+하/XSV+았/EP+다/EF+./SF


