# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.290
metadata : {}


# id : NWRW1800000049.290.1.1
[허문명의 프리킥]2017년 대선의 ‘핵심 변수’ 김정은

[허문명의	[/SS+허문명/NNP+의/JKG
‘절대무기’인	‘/SS+절대무기/NNG+’/SS+이/VCP+ㄴ/ETM
핵무기의	핵무기/NNG+의/JKG
실전	실전/NNG
배치를	배치/NNG+를/JKO
완성해	완성/NNG+하/XSV+아/EC
가면서	가/VX+면서/EC
동북아시아에	동북아시아/NNP+에/JKB
전운이	전운/NNG+이/JKS
감돌고	감돌/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.290.3.1
국면 전환의 해

국면	국면/NNG
전환의	전환/NNG+의/JKG
해	해/NNG


# id : NWRW1800000049.290.4.1
더불어민주당 문재인 전 대표가 청와대 비서실장을 하던 10년 전과 지금의 안보 상황은 비교할 수 없다.

더불어민주당	더불어민주당/NNP
문재인	문재인/NNP
전	전/MMD
대표가	대표/NNG+가/JKS
청와대	청와대/NNP
비서실장을	비서실장/NNG+을/JKO
하던	하/VV+던/ETM
10년	10/SN+년/NNB
전과	전/NNG+과/JC
지금의	지금/NNG+의/JKG
안보	안보/NNG
상황은	상황/NNG+은/JX
비교할	비교/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000049.290.4.2
아버지 김정일만 해도 협상을 했고 이미 완성한 핵 기술을 꺼내놓을 때 정치적 효과를 계산했지만 김정은은 거침이 없다.

아버지	아버지/NNG
김정일만	김정일/NNP+만/JX
해도	하/VV+아도/EC
협상을	협상/NNG+을/JKO
했고	하/VV+았/EP+고/EC
이미	이미/MAG
완성한	완성/NNG+하/XSV+ㄴ/ETM
핵	핵/NNG
기술을	기술/NNG+을/JKO
꺼내놓을	꺼내/VV+어/EC+놓/VX+을/ETM
때	때/NNG
정치적	정치/NNG+적/XSN
효과를	효과/NNG+를/JKO
계산했지만	계산/NNG+하/XSV+았/EP+지만/EC
김정은은	김정은/NNP+은/JX
거침이	거치/VV+ㅁ/ETN+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000049.290.4.3
1월 6일 4차 핵실험 이후 9개월 동안 무려 21회 핵미사일 로켓 실험을 한 뒤 9월 9일 5차 핵실험으로 화룡점정(畵龍點睛)을 찍을 정도로 모든 국가적 역량을 총동원해 최종 목표를 향해 치닫고 있다.

1월	1/SN+월/NNB
6일	6/SN+일/NNB
4차	4/SN+차/NNB
핵실험	핵/NNG+실험/NNG
이후	이후/NNG
9개월	9/SN+개월/NNB
동안	동안/NNG
무려	무려/MAG
21회	21/SN+회/NNB
핵미사일	핵미사일/NNG
로켓	로켓/NNG
실험을	실험/NNG+을/JKO
한	하/VV+ㄴ/ETM
뒤	뒤/NNG
9월	9/SN+월/NNB
9일	9/SN+일/NNB
5차	5/SN+차/NNB
핵실험으로	핵/NNG+실험/NNG+으로/JKB
화룡점정(畵龍點睛)을	화룡점정/NNG+(/SS+畵龍點睛/SH+)/SS+을/JKO
찍을	찍/VV+을/ETM
정도로	정도/NNG+로/JKB
모든	모든/MMN
국가적	국가/NNG+적/XSN
역량을	역량/NNG+을/JKO
총동원해	총동원/NNG+하/XSV+아/EC
최종	최종/NNG
목표를	목표/NNG+를/JKO
향해	향하/VV+아/EC
치닫고	치닫/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.290.5.1
북 외무상은 유엔 연설에서 대놓고 “핵무기는 정당한 자기 방어다.

북	북/NNP
외무상은	외무상/NNG+은/JX
유엔	유엔/NNP
연설에서	연설/NNG+에서/JKB
대놓고	대놓고/MAG
“핵무기는	“/SS+핵무기/NNG+는/JX
정당한	정당하/VA+ㄴ/ETM
자기	자기/NNG
방어다.	방어/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.290.5.2
절대 포기 안 한다”고 공표했다.

절대	절대/MAG
포기	포기/NNG
안	안/MAG
한다”고	하/VV+ㄴ다/EF+”/SS+고/JKQ
공표했다.	공표/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.290.5.3
미국 전쟁전략의 메카 ‘랜드 연구소’는 북이 4년 후 핵무기 100개를 보유할 것이라 했다.

미국	미국/NNP
전쟁전략의	전쟁/NNG+전략/NNG+의/JKG
메카	메카/NNG
‘랜드	‘/SS+랜드/NNG
연구소’는	연구소/NNG+’/SS+는/JX
북이	북/NNP+이/JKS
4년	4/SN+년/NNB
후	후/NNG
핵무기	핵무기/NNG
100개를	100/SN+개/NNB+를/JKO
보유할	보유/NNG+하/XSV+ㄹ/ETM
것이라	것/NNB+이/VCP+라/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.290.5.4
김정은의 북한은 이제 돈이나 달라고 징징대는 말썽꾸러기(trouble maker)가 아니다.

김정은의	김정은/NNP+의/JKG
북한은	북한/NNP+은/JX
이제	이제/MAG
돈이나	돈/NNG+이나/JX
달라고	달/VV+라고/EC
징징대는	징징대/VV+는/ETM
말썽꾸러기(trouble	말썽꾸러기/NNG+(/SS+trouble/SL
maker)가	maker/SL+)/SS+가/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000049.290.5.5
동북아시아의 군사적 균형을 일거에 뒤바꿔놓는 게임 체인저(game changer)다.

동북아시아의	동북아시아/NNP+의/JKG
군사적	군사/NNG+적/XSN
균형을	균형/NNG+을/JKO
일거에	일거/NNG+에/JKB
뒤바꿔놓는	뒤바꾸/VV+어/EC+놓/VX+는/ETM
게임	게임/NNG
체인저(game	체인저/NNG+(/SS+game/SL
changer)다.	changer/SL+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000049.290.6.1
로버트 졸릭 전 세계은행 총재는 파이낸셜타임스(FT) 기고에서 “누가 미 대통령이 되든 외교적 첫 시험대는 북핵이 될 것”이라 했다.

로버트	로버트/NNP
졸릭	졸릭/NNP
전	전/MMD
세계은행	세계은행/NNP
총재는	총재/NNG+는/JX
파이낸셜타임스(FT)	파이낸셜타임스/NNP+(/SS+FT/SL+)/SS
기고에서	기고/NNG+에서/JKB
“누가	“/SS+누구/NP+가/JKS
미	미/NNP
대통령이	대통령/NNG+이/JKC
되든	되/VV+든/EC
외교적	외교/NNG+적/XSN
첫	첫/MMN
시험대는	시험대/NNG+는/JX
북핵이	북핵/NNG+이/JKC
될	되/VV+ㄹ/ETM
것”이라	것/NNB+”/SS+이라/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.290.6.2
미 대선 기류를 볼 때 본토까지 위협하는 북에 대한 압박 강도는 점증할 것이 분명하다.

미	미/NNP
대선	대선/NNG
기류를	기류/NNG+를/JKO
볼	보/VV+ㄹ/ETM
때	때/NNG
본토까지	본토/NNG+까지/JX
위협하는	위협/NNG+하/XSV+는/ETM
북에	북/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
압박	압박/NNG
강도는	강도/NNG+는/JX
점증할	점증/NNG+하/XSV+ㄹ/ETM
것이	것/NNB+이/JKS
분명하다.	분명/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000049.290.6.3
미 국방부는 군사적 실행플랜을 정교하게 가다듬고 있음을 여러 차례 밝혔다.

미	미/NNP
국방부는	국방부/NNG+는/JX
군사적	군사/NNG+적/XSN
실행플랜을	실행/NNG+플랜/NNG+을/JKO
정교하게	정교하/VA+게/EC
가다듬고	가다듬/VV+고/EC
있음을	있/VX+음/ETN+을/JKO
여러	여러/MMN
차례	차례/NNG
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.290.7.1
내년은 북핵을 놓고 뭔가 국면 전환이 일어날 수 있다.

내년은	내년/NNG+은/JX
북핵을	북핵/NNG+을/JKO
놓고	놓/VV+고/EC
뭔가	뭐/NP+이/VCP+ㄴ가/EF
국면	국면/NNG
전환이	전환/NNG+이/JKS
일어날	일어나/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000049.290.7.2
상상조차 하고 싶지 않은 시나리오들이 더는 공상이나 과장이 아닌 상황이 될 수도 있다.

상상조차	상상/NNG+조차/JX
하고	하/VV+고/EC
싶지	싶/VX+지/EC
않은	않/VX+은/ETM
시나리오들이	시나리오/NNG+들/XSN+이/JKS
더는	더/MAG+는/JX
공상이나	공상/NNG+이나/JC
과장이	과장/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
상황이	상황/NNG+이/JKC
될	되/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000049.290.7.3
미국이 북핵 시설에 대해 선제공격을 할 수도 있고, 북이 서해 5도에 특수부대를 활용한 기습공격을 하거나 한국의 주요 시설을 파괴하는 국지전을 도발할 수도 있다.

미국이	미국/NNP+이/JKS
북핵	북핵/NNG
시설에	시설/NNG+에/JKB
대해	대하/VV+아/EC
선제공격을	선제공격/NNG+을/JKO
할	하/VV+ㄹ/ETM
수도	수/NNB+도/JX
있고,	있/VA+고/EC+,/SP
북이	북/NNP+이/JKS
서해	서해/NNP
5도에	5도/NNG+에/JKB
특수부대를	특수/NNG+부대/NNG+를/JKO
활용한	활용/NNG+하/XSV+ㄴ/ETM
기습공격을	기습/NNG+공격/NNG+을/JKO
하거나	하/VV+거나/EC
한국의	한국/NNP+의/JKG
주요	주요/NNG
시설을	시설/NNG+을/JKO
파괴하는	파괴/NNG+하/XSV+는/ETM
국지전을	국지전/NNG+을/JKO
도발할	도발/NNG+하/XSV+ㄹ/ETM
있다.	있/VA+다/EF+./SF


# id : NWRW1800000049.290.7.4
“한미가 사소한 침략 징후라도 보이면 무자비한 핵 선제타격을 통해 청와대와 서울을 흔적도 없이 초토화시킬 것”이라는 북의 위협이 엄포로만 들리지 않는다.

“한미가	“/SS+한미/NNP+가/JKS
사소한	사소하/VA+ㄴ/ETM
침략	침략/NNG
징후라도	징후/NNG+이/VCP+라도/EC
보이면	보이/VV+면/EC
무자비한	무/XPN+자비/NNG+하/XSA+ㄴ/ETM
핵	핵/NNG
선제타격을	선제/NNG+타격/NNG+을/JKO
통해	통하/VV+아/EC
청와대와	청와대/NNP+와/JC
서울을	서울/NNP+을/JKO
흔적도	흔적/NNG+도/JX
없이	없이/MAG
초토화시킬	초토/NNG+화/XSN+시키/XSV+ㄹ/ETM
것”이라는	것/NNB+”/SS+이/VCP+라는/ETM
북의	북/NNP+의/JKG
위협이	위협/NNG+이/JKS
엄포로만	엄포/NNG+로/JKB+만/JX
들리지	들리/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000049.290.8.1
문 전 대표는 송민순 회고록 논란을 해묵은 ‘종북 타령’으로 치부하고 있다.

문	문/NNP
전	전/MMD
대표는	대표/NNG+는/JX
송민순	송민순/NNP
회고록	회고록/NNG
논란을	논란/NNG+을/JKO
해묵은	해묵/VV+은/ETM
‘종북	‘/SS+종북/NNG
타령’으로	타령/NNG+’/SS+으로/JKB
치부하고	치부/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.290.8.2
하지만 건전한 상식을 가진 국민 입장에선 북핵에 대해서는 이렇다 할 한마디 비판도 없이 박근혜 정부를 향해 ‘참여정부만큼만 하라’는 문 전 대표의 대응 논리가 다가오지 않는다.

하지만	하지만/MAJ
건전한	건전/NNG+하/XSA+ㄴ/ETM
상식을	상식/NNG+을/JKO
가진	가지/VV+ㄴ/ETM
국민	국민/NNG
입장에선	입장/NNG+에서/JKB+ㄴ/JX
북핵에	북핵/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
이렇다	이렇/VA+다/EF
할	하/VV+ㄹ/ETM
한마디	한마디/NNG
비판도	비판/NNG+도/JX
없이	없이/MAG
박근혜	박근혜/NNP
정부를	정부/NNG+를/JKO
향해	향하/VV+아/EC
‘참여정부만큼만	‘/SS+참여/NNG+정부/NNG+만큼/JKB+만/JX
하라’는	하/VV+라/EF+’/SS+는/ETM
문	문/NNP
전	전/MMD
대표의	대표/NNG+의/JKG
대응	대응/NNG
논리가	논리/NNG+가/JKS
다가오지	다가오/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000049.290.8.3
참여정부를 정치적 비전으로 내세우는 듯한 이런 논리는 대선 구도를 친노(친노무현) 대 비노(비노무현)로 가를 게 뻔하고 친노를 안보불안 세력으로 인식하는 여론이 높아지면 불리한 처지에 몰릴 수밖에 없다.

참여정부를	참여/NNG+정부/NNG+를/JKO
정치적	정치/NNG+적/XSN
비전으로	비전/NNG+으로/JKB
내세우는	내세우/VV+는/ETM
듯한	듯/NNB+하/XSA+ㄴ/ETM
이런	이런/MMD
논리는	논리/NNG+는/JX
대선	대선/NNG
구도를	구도/NNG+를/JKO
친노(친노무현)	친/XPN+노/NNP+(/SS+친/XPN+노무현/NNP+)/SS
대	대/NNB
비노(비노무현)로	비/XPN+노/NNP+(/SS+비/XPN+노무현/NNP+)/SS+로/JKB
가를	가르/VV+ㄹ/ETM
게	거/NNB+이/JKS
뻔하고	뻔하/VA+고/EC
친노를	친/XPN+노/NNP+를/JKO
안보불안	안보/NNG+불안/NNG
세력으로	세력/NNG+으로/JKB
인식하는	인식/NNG+하/XSV+는/ETM
여론이	여론/NNG+이/JKS
높아지면	높아지/VV+면/EC
불리한	불리/NNG+하/XSA+ㄴ/ETM
처지에	처지/NNG+에/JKB
몰릴	몰리/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000049.290.8.4
많은 국민이 군통수권을 갖는 대통령의 역할을 그에게 맡기기 불안하다고 생각하면 그의 대권 가도엔 차질이 생길 것이다.

많은	많/VA+은/ETM
국민이	국민/NNG+이/JKS
군통수권을	군/NNG+통수/NNG+권/XSN+을/JKO
갖는	갖/VV+는/ETM
대통령의	대통령/NNG+의/JKG
역할을	역할/NNG+을/JKO
그에게	그/NP+에게/JKB
맡기기	맡기/VV+기/ETN
불안하다고	불안/NNG+하/XSA+다고/EC
생각하면	생각/NNG+하/XSV+면/EC
그의	그/NP+의/JKG
대권	대권/NNG
가도엔	가도/NNG+에/JKB+ㄴ/JX
차질이	차질/NNG+이/JKS
생길	생기/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000049.290.9.1
다음은 안보 대통령

다음은	다음/NNG+은/JX
안보	안보/NNG
대통령	대통령/NNG


# id : NWRW1800000049.290.10.1
문 전 대표에게만 해당되는 얘기는 아니다.

문	문/NNP
전	전/MMD
대표에게만	대표/NNG+에게/JKB+만/JX
해당되는	해당/NNG+되/XSV+는/ETM
얘기는	얘기/NNG+는/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000049.290.10.2
대한민국에서는 안보가 경제보다 우선이다.

대한민국에서는	대한민국/NNP+에서/JKB+는/JX
안보가	안보/NNG+가/JKS
경제보다	경제/NNG+보다/JKB
우선이다.	우선/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.290.10.3
경제는 사람만 잘 써도 풀어갈 수 있지만 안보와 외교에 관한 마지막 결정은 결국 대통령이 해야 한다.

경제는	경제/NNG+는/JX
사람만	사람/NNG+만/JX
잘	잘/MAG
써도	쓰/VV+어도/EC
풀어갈	풀/VV+어/EC+가/VX+ㄹ/ETM
수	수/NNB
있지만	있/VA+지만/EC
안보와	안보/NNG+와/JC
외교에	외교/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
마지막	마지막/NNG
결정은	결정/NNG+은/JX
결국	결국/MAG
대통령이	대통령/NNG+이/JKS
해야	하/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000049.290.10.4
국민이 바라는 다음 대통령은 국제 정세에 정통하고 북핵에 대한 해법과 이를 밀어붙일 수 있는 강한 결단력을 갖춰줬으면 하는 것이다.

국민이	국민/NNG+이/JKS
바라는	바라/VV+는/ETM
다음	다음/NNG
대통령은	대통령/NNG+은/JX
국제	국제/NNG
정세에	정세/NNG+에/JKB
정통하고	정통/NNG+하/XSV+고/EC
북핵에	북핵/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
해법과	해법/NNG+과/JKB
이를	이/NP+를/JKO
밀어붙일	밀어붙이/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
강한	강하/VA+ㄴ/ETM
결단력을	결단력/NNG+을/JKO
갖춰줬으면	갖추/VV+어/EC+주/VX+었/EP+으면/EC
하는	하/VX+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000049.290.10.5
안타깝게도 아직 마땅한 후보는 보이지 않는다.

안타깝게도	안타깝/VA+게/EC+도/JX
아직	아직/MAG
마땅한	마땅하/VA+ㄴ/ETM
후보는	후보/NNG+는/JX
보이지	보이/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000049.290.11.1
2017년 한국 대선의 핵심 변수는 김정은이다.

2017년	2017/SN+년/NNB
한국	한국/NNP
대선의	대선/NNG+의/JKG
핵심	핵심/NNG
변수는	변수/NNG+는/JX
김정은이다.	김정은/NNP+이/VCP+다/EF+./SF


