# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.395
metadata : {}


# id : NWRW1800000038.395.1.1
北 화물선, 작년에도 쿠바 다녀가 '무기 커넥션' 의혹

北	北/SH
정보업체인	정보업체/NNG+이/VCP+ㄴ/ETM
영국	영국/NNP
IHS	IHS/SL
페어플레이는	페어플레이/NNG+는/JX
17일(현지	17/SN+일/NNB+(/SS+현지/NNG
시각)	시각/NNG+)/SS
"지난해	"/SS+지난해/NNG
운항기록을	운항/NNG+기록/NNG+을/JKO
확인한	확인/NNG+하/XSV+ㄴ/ETM
결과	결과/NNG
북한	북한/NNP
'어은청년호(O	'/SS+어은청년호/NNP+(/SS+O/SL
Un	Un/SL
Chong	Chong/SL
Nyon	Nyon/SL
Ho)'가	Ho/SL+)/SS+'/SS+가/JKS
지난해	지난해/NNG
5월	5/SN+월/NNB
파나마운하를	파나마운하/NNP+를/JKO
통해	통하/VV+아/EC
쿠바에	쿠바/NNP+에/JKB
들렀다가	들르/VV+었/EP+다가/EC
북한으로	북한/NNP+으로/JKB
돌아간	돌아가/VV+ㄴ/ETM
사실을	사실/NNG+을/JKO
확인했다"고	확인/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.395.4.2
IHS 페어플레이에 따르면 어은청년호는 지난해 파나마운하를 통과해 5월 4~5일 쿠바 아바나에 정박했다.

IHS	IHS/SL
페어플레이에	페어플레이/NNG+에/JKB
따르면	따르/VV+면/EC
어은청년호는	어은청년호/NNP+는/JX
지난해	지난해/NNG
파나마운하를	파나마운하/NNP+를/JKO
통과해	통과/NNG+하/XSV+아/EC
5월	5/SN+월/NNB
4~5일	4/SN+~/SO+5/SN+일/NNB
쿠바	쿠바/NNP
아바나에	아바나/NNP+에/JKB
정박했다.	정박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.395.4.3
이어 쿠바 설탕 수출항 푸에르토 파드레로 이동했다 다시 아바나로 돌아와 3주간 머물렀다.

이어	이어/MAG
쿠바	쿠바/NNP
설탕	설탕/NNG
수출항	수출항/NNG
푸에르토	푸에르토/NNP
파드레로	파드레/NNP+로/JKB
이동했다	이동/NNG+하/XSV+았/EP+다/EC
다시	다시/MAG
아바나로	아바나/NNP+로/JKB
돌아와	돌아오/VV+아/EC
3주간	3/SN+주/NNB+간/XSN
머물렀다.	머무르/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.395.4.4
어은청년호는 6월 21일 파나마운하를 경유해 태평양으로 빠져나가 북한으로 향했다.

어은청년호는	어은청년호/NNP+는/JX
6월	6/SN+월/NNB
21일	21/SN+일/NNB
파나마운하를	파나마운하/NNP+를/JKO
경유해	경유/NNG+하/XSV+아/EC
태평양으로	태평양/NNP+으로/JKB
빠져나가	빠져나가/VV+아/EC
북한으로	북한/NNP+으로/JKB
향했다.	향하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.395.5.1
청천강호도 파나마운하를 통해 쿠바 아바나항과 푸에르토 파드레항을 방문했다.

청천강호도	청천강호/NNP+도/JX
파나마운하를	파나마운하/NNP+를/JKO
통해	통하/VV+아/EC
쿠바	쿠바/NNP
아바나항과	아바나/NNP+항/NNG+과/JC
푸에르토	푸에르토/NNP
파드레항을	파드레/NNP+항/NNG+을/JKO
방문했다.	방문/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.395.5.2
지난해 어은청년호에 실린 화물이 무엇이었는지는 확인되지 않았지만, 항로의 유사성으로 미뤄볼 때 '목적'도 비슷했을 것이라는 추측이 나온다.

지난해	지난해/NNG
어은청년호에	어은청년호/NNP+에/JKB
실린	실리/VV+ㄴ/ETM
화물이	화물/NNG+이/JKS
무엇이었는지는	무엇/NP+이/VCP+었/EP+는지/EF+는/JX
확인되지	확인/NNG+되/XSV+지/EC
않았지만,	않/VX+았/EP+지만/EC+,/SP
항로의	항로/NNG+의/JKG
유사성으로	유사/NNG+성/XSN+으로/JKB
미뤄볼	미루/VV+어/EC+보/VX+ㄹ/ETM
때	때/NNG
'목적'도	'/SS+목적/NNG+'/SS+도/JX
비슷했을	비슷하/VA+았/EP+을/ETM
것이라는	것/NNB+이/VCP+라는/ETM
추측이	추측/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.395.6.1
외신은 북한이 그동안 쿠바 설탕 수출의 주요 고객이 아니라는 점에서 어은청년호의 움직임도 무기와 관련됐을 것이라는 의혹을 제기하고 있다.

외신은	외신/NNG+은/JX
북한이	북한/NNP+이/JKS
그동안	그동안/NNG
쿠바	쿠바/NNP
설탕	설탕/NNG
수출의	수출/NNG+의/JKG
주요	주요/NNG
고객이	고객/NNG+이/JKC
아니라는	아니/VCN+라는/ETM
점에서	점/NNG+에서/JKB
어은청년호의	어은청년호/NNP+의/JKG
움직임도	움직임/NNG+도/JX
무기와	무기/NNG+와/JKB
관련됐을	관련/NNG+되/XSV+었/EP+을/ETM
것이라는	것/NNB+이/VCP+라는/ETM
의혹을	의혹/NNG+을/JKO
제기하고	제기/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000038.395.6.2
특히 IHS 페어플레이는 "소형 화물선이 잇따라 태평양을 건너 항해를 하는 것은 이례적"이라고 했다.

특히	특히/MAG
IHS	IHS/SL
페어플레이는	페어플레이/NNG+는/JX
"소형	"/SS+소형/NNG
화물선이	화물선/NNG+이/JKS
잇따라	잇따르/VV+아/EC
태평양을	태평양/NNP+을/JKO
건너	건너/VV+어/EC
항해를	항해/NNG+를/JKO
하는	하/VV+는/ETM
것은	것/NNB+은/JX
이례적"이라고	이례/NNG+적/XSN+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.395.6.3
AFP통신은 스톡홀름 국제평화연구소(SIPRI)를 인용해 북한이 무기를 수리해주고 그 보상으로 기본적인 식량을 받는 물물교환 거래를 하는 것 같다고 전했다.

AFP통신은	AFP통신/NNP+은/JX
스톡홀름	스톡홀름/NNP
국제평화연구소(SIPRI)를	국제평화연구소/NNP+(/SS+SIPRI/SL+)/SS+를/JKO
인용해	인용/NNG+하/XSV+아/EC
북한이	북한/NNP+이/JKS
무기를	무기/NNG+를/JKO
수리해주고	수리/NNG+하/XSV+아/EC+주/VX+고/EC
그	그/MMD
보상으로	보상/NNG+으로/JKB
기본적인	기본/NNG+적/XSN+이/VCP+ㄴ/ETM
식량을	식량/NNG+을/JKO
받는	받/VV+는/ETM
물물교환	물물/NNG+교환/NNG
거래를	거래/NNG+를/JKO
하는	하/VV+는/ETM
것	것/NNB
같다고	같/VA+다고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.395.7.1
이날 파나마 당국은 청천강호에서 무기 부품이 들어 있는 컨테이너 2개를 추가로 발견했다고 밝혔다.

이날	이날/NNG
파나마	파나마/NNP
당국은	당국/NNG+은/JX
청천강호에서	청천강호/NNP+에서/JKB
무기	무기/NNG
부품이	부품/NNG+이/JKS
들어	들/VV+어/EC
있는	있/VX+는/ETM
컨테이너	컨테이너/NNG
2개를	2/SN+개/NNB+를/JKO
추가로	추가/NNG+로/JKB
발견했다고	발견/NNG+하/XSV+았/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.395.7.2
호세 하울 물리노 파나마 안보장관은 트위터를 통해 "350명에 달하는 경찰과 국경 순찰대원들이 북한 선박을 샅샅이 뒤졌다"며 이 같은 사실을 전했다.

호세	호세/NNP
하울	하울/NNP
물리노	물리노/NNP
파나마	파나마/NNP
안보장관은	안보/NNG+장관/NNG+은/JX
트위터를	트위터/NNP+를/JKO
통해	통하/VV+아/EC
"350명에	"/SS+350/SN+명/NNB+에/JKB
달하는	달하/VV+는/ETM
경찰과	경찰/NNG+과/JC
국경	국경/NNG
순찰대원들이	순찰대원/NNG+들/XSN+이/JKS
북한	북한/NNP
선박을	선박/NNG+을/JKO
샅샅이	샅샅이/MAG
뒤졌다"며	뒤지/VV+었/EP+다/EF+"/SS+며/EC
이	이/NP
같은	같/VA+은/ETM
사실을	사실/NNG+을/JKO
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.395.8.1
파나마 정부는 "북한 선원 35명이 불법적으로 전쟁 물자를 수송함으로써 파나마의 안전을 위험하게 만들었다"며 청천강호 선원들을 공공안전 위협 혐의로 기소했다고 BBC가 18일 보도했다.

파나마	파나마/NNP
정부는	정부/NNG+는/JX
"북한	"/SS+북한/NNP
선원	선원/NNG
35명이	35/SN+명/NNB+이/JKS
불법적으로	불법/NNG+적/XSN+으로/JKB
전쟁	전쟁/NNG
물자를	물자/NNG+를/JKO
수송함으로써	수송/NNG+하/XSV+ㅁ/ETN+으로써/JKB
파나마의	파나마/NNP+의/JKG
안전을	안전/NNG+을/JKO
위험하게	위험/NNG+하/XSA+게/EC
만들었다"며	만들/VV+었/EP+다/EF+"/SS+며/EC
청천강호	청천강호/NNP
선원들을	선원/NNG+들/XSN+을/JKO
공공안전	공공/NNG+안전/NNG
위협	위협/NNG
혐의로	혐의/NNG+로/JKB
기소했다고	기소/NNG+하/XSV+았/EP+다고/EC
BBC가	BBC/SL+가/JKS
18일	18/SN+일/NNB
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.395.8.2
미국은 청천강호 화물이 무기로 확인돼 유엔 결의안을 위반한 것으로 드러나면 추가 제재에 나설 것으로 보인다.

미국은	미국/NNP+은/JX
청천강호	청천강호/NNP
화물이	화물/NNG+이/JKS
무기로	무기/NNG+로/JKB
확인돼	확인/NNG+되/XSV+어/EC
유엔	유엔/NNP
결의안을	결의안/NNG+을/JKO
위반한	위반/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
드러나면	드러나/VV+면/EC
추가	추가/NNG
제재에	제재/NNG+에/JKB
나설	나서/VV+ㄹ/ETM
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.395.9.1
하지만 북한 외무성 대변인은 이날 조선중앙통신에 "우리 무역선 청천강호가 억류당하는 비정상적인 사건이 발생했다"며 "파나마 당국은 억류한 우리 선원들과 배를 곧 출항시켜야 한다"고 주장했다.

하지만	하지만/MAJ
북한	북한/NNP
외무성	외무성/NNG
대변인은	대변인/NNG+은/JX
이날	이날/NNG
조선중앙통신에	조선중앙통신/NNP+에/JKB
"우리	"/SS+우리/NP
무역선	무역선/NNG
청천강호가	청천강호/NNP+가/JKS
억류당하는	억류/NNG+당하/XSV+는/ETM
비정상적인	비/XPN+정상/NNG+적/XSN+이/VCP+ㄴ/ETM
사건이	사건/NNG+이/JKS
발생했다"며	발생/NNG+하/XSV+았/EP+다/EF+"/SS+며/EC
"파나마	"/SS+파나마/NNP
당국은	당국/NNG+은/JX
억류한	억류/NNG+하/XSV+ㄴ/ETM
우리	우리/NP
선원들과	선원/NNG+들/XSN+과/JC
배를	배/NNG+를/JKO
곧	곧/MAG
출항시켜야	출항/NNG+시키/XSV+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


