# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.39
metadata : {}


# id : NWRW1800000037.39.1.1
北 위협에 놀란 日, 방위계획에 ‘적 미사일기지 공격’ 명시

北	北/SH
갖추겠다는	갖추/VV+겠/EP+다는/ETM
의미여서	의미/NNG+이/VCP+어서/EC
주변국의	주변국/NNG+의/JKG
반발이	반발/NNG+이/JKS
예상된다.	예상/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.39.4.1
이 신문에 따르면 자민당 안전보장조사회와 국방부회가 작성한 방위대강 초안은 미국의 ‘핵우산’ 속에 들어가 포괄적인 안전보장체제를 갖추되 미일 안보체제 강화 차원에서 적 기지를 선제 공격할 수 있어야 한다고 주장했다.

이	이/MMD
신문에	신문/NNG+에/JKB
따르면	따르/VV+면/EC
자민당	자민당/NNP
안전보장조사회와	안전/NNG+보장/NNG+조사회/NNG+와/JC
국방부회가	국방부회/NNG+가/JKS
작성한	작성/NNG+하/XSV+ㄴ/ETM
방위대강	방위/NNG+대강/NNG
초안은	초안/NNG+은/JX
미국의	미국/NNP+의/JKG
‘핵우산’	‘/SS+핵우산/NNG+’/SS
속에	속/NNG+에/JKB
들어가	들어가/VV+아/EC
포괄적인	포괄/NNG+적/XSN+이/VCP+ㄴ/ETM
안전보장체제를	안전/NNG+보장/NNG+체제/NNG+를/JKO
갖추되	갖추/VV+되/EC
미일	미일/NNP
안보체제	안보/NNG+체제/NNG
강화	강화/NNG
차원에서	차원/NNG+에서/JKB
적	적/NNG
기지를	기지/NNG+를/JKO
선제	선제/NNG
공격할	공격/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있어야	있/VA+어야/EC
한다고	하/VX+ㄴ다고/EC
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.39.5.1
보통국가에 대한 염원도 모두 담았다.

보통국가에	보통/NNG+국가/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
염원도	염원/NNG+도/JX
모두	모두/MAG
담았다.	담/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.39.5.2
동맹국이 공격받으면 자국이 공격을 받은 것으로 간주해 반격하는 권리로 명시한 집단적 자위권을 행사할 수 있도록 했다.

동맹국이	동맹국/NNG+이/JKS
공격받으면	공격/NNG+받/XSV+으면/EC
자국이	자국/NNG+이/JKS
공격을	공격/NNG+을/JKO
받은	받/VV+은/ETM
것으로	것/NNB+으로/JKB
간주해	간주/NNG+하/XSV+아/EC
반격하는	반격/NNG+하/XSV+는/ETM
권리로	권리/NNG+로/JKB
명시한	명시/NNG+하/XSV+ㄴ/ETM
집단적	집단/NNG+적/XSN
자위권을	자위/NNG+권/XSN+을/JKO
행사할	행사/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000037.39.5.3
헌법을 고쳐 자위대를 정식 군대인 국방군으로 고치도록 했다.

헌법을	헌법/NNG+을/JKO
고쳐	고치/VV+어/EC
자위대를	자위대/NNG+를/JKO
정식	정식/NNG
군대인	군대/NNG+이/VCP+ㄴ/ETM
국방군으로	국방군/NNG+으로/JKB
고치도록	고치/VV+도록/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000037.39.5.4
이런 모든 작업은 공격 능력을 보유하겠다는 뜻과 같다.

이런	이런/MMD
모든	모든/MMN
작업은	작업/NNG+은/JX
공격	공격/NNG
능력을	능력/NNG+을/JKO
보유하겠다는	보유/NNG+하/XSV+겠/EP+다는/ETM
뜻과	뜻/NNG+과/JKB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000037.39.6.1
또 방위정책의 새 개념으로 ‘동적기동방위력’을 전면에 내세웠다.

또	또/MAG
방위정책의	방위/NNG+정책/NNG+의/JKG
새	새/MMA
개념으로	개념/NNG+으로/JKB
‘동적기동방위력’을	‘/SS+동적/MMA+기동/NNG+방위력/NNG+’/SS+을/JKO
전면에	전면/NNG+에/JKB
내세웠다.	내세우/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.39.6.2
2010년 민주당 정권이 방위대강을 개정하면서 내놓았던 개념은 ‘동적방위력’이었다.

2010년	2010/SN+년/NNB
민주당	민주당/NNP
정권이	정권/NNG+이/JKS
방위대강을	방위/NNG+대강/NNG+을/JKO
개정하면서	개정/NNG+하/XSV+면서/EC
내놓았던	내놓/VV+았/EP+던/ETM
개념은	개념/NNG+은/JX
‘동적방위력’이었다.	‘/SS+동적/MMA+방위력/NNG+’/SS+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000037.39.6.3
전국에 흩어진 자위대가 유사시 신속하게 작전을 수행할 수 있도록 집중력을 높인다는 것이었다.

전국에	전국/NNG+에/JKB
흩어진	흩어지/VV+ㄴ/ETM
자위대가	자위대/NNG+가/JKS
유사시	유사시/NNG
신속하게	신속/NNG+하/XSA+게/EC
작전을	작전/NNG+을/JKO
수행할	수행/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
집중력을	집중력/NNG+을/JKO
높인다는	높이/VV+ㄴ다는/ETM
것이었다.	것/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000037.39.7.1
자민당이 제시한 동적기동방위력은 기동성을 한층 강조한 것이다.

자민당이	자민당/NNP+이/JKS
제시한	제시/NNG+하/XSV+ㄴ/ETM
동적기동방위력은	동적/MMA+기동/NNG+방위력/NNG+은/JX
기동성을	기동/NNG+성/XSN+을/JKO
한층	한층/MAG
강조한	강조/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000037.39.7.2
중국과 북한의 위협에 대응하기 위해선 부대를 신속하게 이동시키고 수륙 양측에서 전투할 수 있는 능력을 높이는 것이 더 중요하다고 판단한 셈이다.

중국과	중국/NNP+과/JC
북한의	북한/NNP+의/JKG
위협에	위협/NNG+에/JKB
대응하기	대응/NNG+하/XSV+기/ETN
위해선	위하/VV+아서/EC+ㄴ/JX
부대를	부대/NNG+를/JKO
신속하게	신속/NNG+하/XSA+게/EC
이동시키고	이동/NNG+시키/XSV+고/EC
수륙	수륙/NNG
양측에서	양측/NNG+에서/JKB
전투할	전투/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
능력을	능력/NNG+을/JKO
높이는	높이/VV+는/ETM
것이	것/NNB+이/JKS
더	더/MAG
중요하다고	중요/NNG+하/XSA+다고/EC
판단한	판단/NNG+하/XSV+ㄴ/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000037.39.7.3
이를 실현하기 위해 인력과 장비의 기동성 향상에 중점을 뒀다.

이를	이/NP+를/JKO
실현하기	실현/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
인력과	인력/NNG+과/JC
장비의	장비/NNG+의/JKG
기동성	기동/NNG+성/XSN
향상에	향상/NNG+에/JKB
중점을	중점/NNG+을/JKO
뒀다.	두/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.39.8.1
새 방위대강은 최근 북한의 일본 원전 시설 공격 언급을 계기로 자위대의 원전 경호 강화도 추가했다.

새	새/MMA
방위대강은	방위/NNG+대강/NNG+은/JX
최근	최근/NNG
북한의	북한/NNP+의/JKG
일본	일본/NNP
원전	원전/NNG
시설	시설/NNG
공격	공격/NNG
언급을	언급/NNG+을/JKO
계기로	계기/NNG+로/JKB
자위대의	자위대/NNG+의/JKG
경호	경호/NNG
강화도	강화/NNG+도/JX
추가했다.	추가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.39.8.2
중국과의 센카쿠(尖閣) 열도(중국명 댜오위다오·釣魚島) 갈등을 염두에 두고 영토경비법을 정비하겠다는 식의 ‘빈틈없는 대응’도 강조했다.

중국과의	중국/NNP+과/JKB+의/JKG
센카쿠(尖閣)	센카쿠/NNP+(/SS+尖閣/SH+)/SS
열도(중국명	열도/NNG+(/SS+중국/NNP+명/NNG
댜오위다오·釣魚島)	댜오위다오/NNP+·/SP+釣魚島/SH+)/SS
갈등을	갈등/NNG+을/JKO
염두에	염두/NNG+에/JKB
두고	두/VV+고/EC
영토경비법을	영토/NNG+경비법/NNG+을/JKO
정비하겠다는	정비/NNG+하/XSV+겠/EP+다는/ETM
식의	식/NNB+의/JKG
‘빈틈없는	‘/SS+빈틈없/VA+는/ETM
대응’도	대응/NNG+’/SS+도/JX
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.39.9.1
산케이신문은 자민당의 방위대강안은 전후 과도하게 억제됐던 방위정책을 근본적으로 개정하는 내용이 망라돼 있다고 분석했다.

산케이신문은	산케이신문/NNP+은/JX
자민당의	자민당/NNP+의/JKG
방위대강안은	방위/NNG+대강/NNG+안/NNG+은/JX
전후	전후/NNG
과도하게	과도/NNG+하/XSA+게/EC
억제됐던	억제/NNG+되/XSV+었/EP+던/ETM
방위정책을	방위/NNG+정책/NNG+을/JKO
근본적으로	근본/NNG+적/XSN+으로/JKB
개정하는	개정/NNG+하/XSV+는/ETM
내용이	내용/NNG+이/JKS
망라돼	망라/NNG+되/XSV+어/EC
있다고	있/VX+다고/EC
분석했다.	분석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.39.9.2
자민당의 국방관계 의원도 “방위대강은 과거에도 수차례 개정됐지만 이번에는 무게감이 다르다”고 이 신문과의 인터뷰에서 밝혔다.

자민당의	자민당/NNP+의/JKG
국방관계	국방/NNG+관계/NNG
의원도	의원/NNG+도/JX
“방위대강은	“/SS+방위/NNG+대강/NNG+은/JX
과거에도	과거/NNG+에/JKB+도/JX
수차례	수차례/NNG
개정됐지만	개정/NNG+되/XSV+었/EP+지만/EC
이번에는	이번/NNG+에/JKB+는/JX
무게감이	무게감/NNG+이/JKS
다르다”고	다르/VA+다/EF+”/SS+고/JKQ
이	이/MMD
신문과의	신문/NNG+과/JKB+의/JKG
인터뷰에서	인터뷰/NNG+에서/JKB
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.39.9.3
자민당이 이처럼 강도 높은 방위대강을 만든 것은 여론의 지원에 힘을 얻은 결과로 풀이된다.

자민당이	자민당/NNP+이/JKS
이처럼	이/NP+처럼/JKB
강도	강도/NNG
높은	높/VA+은/ETM
방위대강을	방위/NNG+대강/NNG+을/JKO
만든	만들/VV+ㄴ/ETM
것은	것/NNB+은/JX
여론의	여론/NNG+의/JKG
지원에	지원/NNG+에/JKB
힘을	힘/NNG+을/JKO
얻은	얻/VV+은/ETM
결과로	결과/NNG+로/JKB
풀이된다.	풀이/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.39.10.1
최근 실시된 일본 언론의 합동여론조사에 따르면 ‘북한이 불안하다’고 답한 비율은 78.4%, ‘북한에 대한 대비가 불완전하다’는 대답은 58.6%였다.

최근	최근/NNG
실시된	실시/NNG+되/XSV+ㄴ/ETM
일본	일본/NNP
언론의	언론/NNG+의/JKG
합동여론조사에	합동/NNG+여론/NNG+조사/NNG+에/JKB
따르면	따르/VV+면/EC
‘북한이	‘/SS+북한/NNP+이/JKS
불안하다’고	불안/NNG+하/XSA+다/EF+’/SS+고/JKQ
답한	답/NNG+하/XSV+ㄴ/ETM
비율은	비율/NNG+은/JX
78.4%,	78/SN+./SP+4/SN+%/SW+,/SP
‘북한에	‘/SS+북한/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
대비가	대비/NNG+가/JKS
불완전하다’는	불/XPN+완전/NNG+하/XSA+다/EF+’/SS+는/ETM
대답은	대답/NNG+은/JX
58.6%였다.	58/SN+./SP+6/SN+%/SW+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000037.39.10.2
집단적 자위권 행사에 대해 찬성은 65.8%였지만 반대는 21.8%에 그쳤다.

집단적	집단/NNG+적/XSN
자위권	자위/NNG+권/XSN
행사에	행사/NNG+에/JKB
대해	대하/VV+아/EC
찬성은	찬성/NNG+은/JX
65.8%였지만	65/SN+./SP+8/SN+%/SW+이/VCP+었/EP+지만/EC
반대는	반대/NNG+는/JX
21.8%에	21/SN+./SP+8/SN+%/SW+에/JKB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.39.11.1
이 신문은 자민당 안이 모두 새 방위대강에 담기지는 않겠지만 적어도 집단적 자위권 보유, 방위정책의 새 개념, 그에 따른 각종 방위력 정비를 총리가 집중적으로 검토해 방위대강 마련 과정에 반영할 것이라고 전망했다.

이	이/MMD
신문은	신문/NNG+은/JX
자민당	자민당/NNP
안이	안/NNG+이/JKS
모두	모두/MAG
새	새/MMA
방위대강에	방위/NNG+대강/NNG+에/JKB
담기지는	담기/VV+지/EC+는/JX
않겠지만	않/VX+겠/EP+지만/EC
적어도	적어도/MAG
집단적	집단/NNG+적/XSN
자위권	자위/NNG+권/XSN
보유,	보유/NNG+,/SP
방위정책의	방위/NNG+정책/NNG+의/JKG
개념,	개념/NNG+,/SP
그에	그/NP+에/JKB
따른	따르/VV+ㄴ/ETM
각종	각종/NNG
방위력	방위력/NNG
정비를	정비/NNG+를/JKO
총리가	총리/NNG+가/JKS
집중적으로	집중/NNG+적/XSN+으로/JKB
검토해	검토/NNG+하/XSV+아/EC
방위대강	방위/NNG+대강/NNG
마련	마련/NNG
과정에	과정/NNG+에/JKB
반영할	반영/NNG+하/XSV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.39.12.1
방위대강은 일본의 국방정책과 방위력 정비의 기본방침이다.

방위대강은	방위/NNG+대강/NNG+은/JX
일본의	일본/NNP+의/JKG
국방정책과	국방/NNG+정책/NNG+과/JC
방위력	방위력/NNG
정비의	정비/NNG+의/JKG
기본방침이다.	기본/NNG+방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.39.12.2
옛 소련의 위협에 대비해 1976년에 처음 만들어졌다.

옛	옛/MMA
소련의	소련/NNP+의/JKG
위협에	위협/NNG+에/JKB
대비해	대비/NNG+하/XSV+아/EC
1976년에	1976/SN+년/NNB+에/JKB
처음	처음/NNG
만들어졌다.	만들/VV+어/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000037.39.12.3
이후 수차례 수정을 거듭해 오다 2010년 센카쿠 열도에서 일어난 중국 어선과 일본 순시선의 충돌 사태를 계기로 민주당 정권에서 대폭 수정했다.

이후	이후/NNG
수차례	수차례/NNG
수정을	수정/NNG+을/JKO
거듭해	거듭/MAG+하/XSV+아/EC
오다	오/VX+다/EC
2010년	2010/SN+년/NNB
센카쿠	센카쿠/NNP
열도에서	열도/NNG+에서/JKB
일어난	일어나/VV+ㄴ/ETM
중국	중국/NNP
어선과	어선/NNG+과/JC
일본	일본/NNP
순시선의	순시선/NNG+의/JKG
충돌	충돌/NNG
사태를	사태/NNG+를/JKO
계기로	계기/NNG+로/JKB
민주당	민주당/NNP
정권에서	정권/NNG+에서/JKB
대폭	대폭/MAG
수정했다.	수정/NNG+하/XSV+았/EP+다/EF+./SF


