# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.347
metadata : {}


# id : NWRW1800000048.347.1.1
[한겨레 프리즘] 당신도 나도 더 내야 한다 / 안선희

[한겨레	[/SS+한겨레/NNP
1월1일치)를	1/SN+월/NNB+1/SN+일/NNB+치/NNB+)/SS+를/JKO
보면,	보/VV+면/EC+,/SP
‘우리	‘/SS+우리/NP
사회가	사회/NNG+가/JKC
앞으로	앞/NNG+으로/JKB
어떤	어떤/MMD
되길	되/VV+기/ETN+ㄹ/JKO
바라느냐’는	바라/VV+느냐/EF+’/SS+는/ETM
질문에	질문/NNG+에/JKB
47.3%의	47/SN+./SP+3/SN+%/SW+의/JKG
응답자가	응답자/NNG+가/JKS
‘빈부격차가	‘/SS+빈부/NNG+격차/NNG+가/JKS
적고	적/VA+고/EC
사회보장이	사회/NNG+보장/NNG+이/JKS
잘돼	잘/MAG+되/XSV+어/EC
있는	있/VX+는/ETM
사회’,	사회/NNG+’/SS+,/SP
28%가	28/SN+%/SW+가/JKS
‘힘없는	‘/SS+힘없/VA+는/ETM
사람들도	사람/NNG+들/XSN+도/JX
평등하게	평등/NNG+하/XSA+게/EC
보호받는	보호/NNG+받/XSV+는/ETM
사회’를	사회/NNG+’/SS+를/JKO
택했다.	택하/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.347.3.2
둘은 모두 정치와 경제의 민주화가 잘돼 있는 복지국가를 가리키는 것일 거다.

둘은	둘/NR+은/JX
모두	모두/MAG
정치와	정치/NNG+와/JC
경제의	경제/NNG+의/JKG
민주화가	민주/NNG+화/XSN+가/JKS
잘돼	잘/MAG+되/XSV+어/EC
있는	있/VX+는/ETM
복지국가를	복지/NNG+국가/NNG+를/JKO
가리키는	가리키/VV+는/ETM
것일	것/NNB+이/VCP+ㄹ/ETM
거다.	거/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.3.3
하지만 이런 복지국가 확립에 필수요건인 증세에 대해서는 27.4%만이 찬성했다.

하지만	하지만/MAJ
이런	이런/MMD
복지국가	복지/NNG+국가/NNG
확립에	확립/NNG+에/JKB
필수요건인	필수/NNG+요건/NNG+이/VCP+ㄴ/ETM
증세에	증세/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
27.4%만이	27/SN+./SP+4/SN+%/SW+만/JX+이/JKS
찬성했다.	찬성/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.347.3.4
요약하면 ‘복지는 좋지만, 세금을 더 내기는 싫다’는 것이다.

요약하면	요약/NNG+하/XSV+면/EC
‘복지는	‘/SS+복지/NNG+는/JX
좋지만,	좋/VA+지만/EC+,/SP
세금을	세금/NNG+을/JKO
더	더/MAG
내기는	내/VV+기/ETN+는/JX
싫다’는	싫/VA+다/EF+’/SS+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.4.1
새해 첫날 함께 근무하던 선배가 말했다.

새해	새해/NNG
첫날	첫날/NNG
함께	함께/MAG
근무하던	근무/NNG+하/XSV+던/ETM
선배가	선배/NNG+가/JKS
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.347.4.2
“이게 현실 아닐까?

“이게	“/SS+이거/NP+이/JKS
현실	현실/NNG
아닐까?	아니/VCN+ㄹ까/EF+?/SF


# id : NWRW1800000048.347.4.3
사람들이 이렇게 생각한다는 현실을 인정해야 하는 것 아닌가?”

사람들이	사람/NNG+들/XSN+이/JKS
이렇게	이렇/VA+게/EC
생각한다는	생각/NNG+하/XSV+ㄴ다는/ETM
현실을	현실/NNG+을/JKO
인정해야	인정/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
것	것/NNB
아닌가?”	아니/VCN+ㄴ가/EF+?/SF+”/SS


# id : NWRW1800000048.347.4.4
선배 말이 맞다.

선배	선배/NNG
말이	말/NNG+이/JKS
맞다.	맞/VV+다/EF+./SF


# id : NWRW1800000048.347.4.5
나부터가 이런 이중사고에서 자유롭지 않다.

나부터가	나/NP+부터/JX+가/JKS
이런	이런/MMD
이중사고에서	이중/NNG+사고/NNG+에서/JKB
자유롭지	자유/NNG+롭/XSA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000048.347.4.6
이런 현실을 보수는 놓치지 않고 파고든다.

이런	이런/MMD
현실을	현실/NNG+을/JKO
보수는	보수/NNG+는/JX
놓치지	놓치/VV+지/EC
않고	않/VX+고/EC
파고든다.	파고들/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.347.4.7
“거봐.

“거봐.	“/SS+거봐/IC+./SF


# id : NWRW1800000048.347.4.8
세금 더 내기 싫지?

세금	세금/NNG
더	더/MAG
내기	내/VV+기/ETN
싫지?	싫/VA+지/EF+?/SF


# id : NWRW1800000048.347.4.9
복지는 공짜가 아니야.

복지는	복지/NNG+는/JX
공짜가	공짜/NNG+가/JKC
아니야.	아니/VCN+야/EF+./SF


# id : NWRW1800000048.347.4.10
이쯤에서 그만하자고.”

이쯤에서	이쯤/NNG+에서/JKB
그만하자고.”	그만/MAG+하/XSV+자고/EF+./SF+”/SS


# id : NWRW1800000048.347.5.1
우리 사회가 멈춰 있진 않았다.

우리	우리/NP
사회가	사회/NNG+가/JKS
멈춰	멈추/VV+어/EC
있진	있/VX+지/EC+ㄴ/JX
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.347.5.2
10년 전만 해도 ‘증세’는 금기어였다.

10년	10/SN+년/NNB
전만	전/NNG+만/JX
해도	하/VV+아도/EC
‘증세’는	‘/SS+증세/NNG+’/SS+는/JX
금기어였다.	금기어/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000048.347.5.3
2006년 노무현 정부가 복지국가 계획을 담은 ‘비전 2030’을 발표했을 때, “결국 증세하겠다는 것 아니냐”는 한나라당과 여론의 공세에, 여당인 열린우리당마저 선거에 불리할까봐 등을 돌렸다.

2006년	2006/SN+년/NNB
노무현	노무현/NNP
정부가	정부/NNG+가/JKS
복지국가	복지/NNG+국가/NNG
계획을	계획/NNG+을/JKO
담은	담/VV+은/ETM
‘비전	‘/SS+비전/NNG
2030’을	2030/SN+’/SS+을/JKO
발표했을	발표/NNG+하/XSV+았/EP+을/ETM
때,	때/NNG+,/SP
“결국	“/SS+결국/MAG
증세하겠다는	증세/NNG+하/XSV+겠/EP+다는/ETM
것	것/NNB
아니냐”는	아니/VCN+냐/EF+”/SS+는/ETM
한나라당과	한나라당/NNP+과/JC
여론의	여론/NNG+의/JKG
공세에,	공세/NNG+에/JKB+,/SP
여당인	여당/NNG+이/VCP+ㄴ/ETM
열린우리당마저	열린우리당/NNP+마저/JX
선거에	선거/NNG+에/JKB
불리할까봐	불리/NNG+하/XSA+ㄹ까/EF+보/VX+아/EC
등을	등/NNG+을/JKO
돌렸다.	돌리/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.347.5.4
지금은 새누리당 안에서도 심심찮게 증세론이 흘러나온다.

지금은	지금/NNG+은/JX
새누리당	새누리당/NNP
안에서도	안/NNG+에서/JKB+도/JX
심심찮게	심심찮/VA+게/EC
증세론이	증세/NNG+론/XSN+이/JKS
흘러나온다.	흘러나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.347.5.5
2004년 <한겨레> 여론조사에서 증세 찬성은 18.6%에 그쳤다.

2004년	2004/SN+년/NNB
<한겨레>	</SS+한겨레/NNP+>/SS
여론조사에서	여론/NNG+조사/NNG+에서/JKB
증세	증세/NNG
찬성은	찬성/NNG+은/JX
18.6%에	18/SN+./SP+6/SN+%/SW+에/JKB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.347.5.6
변하고 있긴 한데, 참 더디다.

변하고	변하/VV+고/EC
있긴	있/VX+기/ETN+ㄴ/JX
한데,	하/VX+ㄴ데/EC+,/SP
참	참/MAG
더디다.	더디/VA+다/EF+./SF


# id : NWRW1800000048.347.6.1
요즘은 이렇게 말하는 사람이 많아졌다.

요즘은	요즘/NNG+은/JX
이렇게	이렇/VA+게/EC
말하는	말/NNG+하/XSV+는/ETM
사람이	사람/NNG+이/JKS
많아졌다.	많아지/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.347.6.2
“부자들이 더 내야 하는 것 아닌가요?

“부자들이	“/SS+부자/NNG+들/XSN+이/JKS
더	더/MAG
내야	내/VV+어야/EC
하는	하/VX+는/ETM
것	것/NNB
아닌가요?	아니/VCN+ㄴ가/EF+요/JX+?/SF


# id : NWRW1800000048.347.6.3
대기업도 더 내야 하고.”

대기업도	대/XPN+기업/NNG+도/JX
더	더/MAG
내야	내/VV+어야/EC
하고.”	하/VX+고/EF+./SF+”/SS


# id : NWRW1800000048.347.6.4
맞다.

맞다.	맞/VV+다/EF+./SF


# id : NWRW1800000048.347.6.5
하지만 그렇게 말하는 ‘당신’도 ‘나’도 더 내야 한다.

하지만	하지만/MAJ
그렇게	그렇/VA+게/EC
말하는	말/NNG+하/XSV+는/ETM
‘당신’도	‘/SS+당신/NP+’/SS+도/JX
‘나’도	‘/SS+나/NP+’/SS+도/JX
더	더/MAG
내야	내/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000048.347.6.6
“우리나라 사람들은 세금은 ‘나는 말고’ 부자가 더 내야 한다고 생각합니다.

“우리나라	“/SS+우리나라/NNG
사람들은	사람/NNG+들/XSN+은/JX
세금은	세금/NNG+은/JX
‘나는	‘/SS+나/NP+는/JX
말고’	말/VV+고/EC+’/SS
부자가	부자/NNG+가/JKS
더	더/MAG
내야	내/VV+어야/EC
한다고	하/VX+ㄴ다고/EC
생각합니다.	생각/NNG+하/XSV+ㅂ니다/EF+./SF


# id : NWRW1800000048.347.6.7
문제는 소득이 상위 10%(연봉 6000만원)인 사람도 자기는 서민이라고 생각한다는 거죠.”

문제는	문제/NNG+는/JX
소득이	소득/NNG+이/JKS
상위	상위/NNG
10%(연봉	10/SN+%/SW+(/SS+연봉/NNG
6000만원)인	6000/SN+만/NR+원/NNB+)/SS+이/VCP+ㄴ/ETM
사람도	사람/NNG+도/JX
자기는	자기/NP+는/JX
서민이라고	서민/NNG+이/VCP+라고/EC
생각한다는	생각/NNG+하/XSV+ㄴ다는/ETM
거죠.”	거/NNB+이/VCP+죠/EF+./SF+”/SS


# id : NWRW1800000048.347.6.8
한 세제 담당 공무원의 말이다.

한	한/MMN
세제	세제/NNG
담당	담당/NNG
공무원의	공무원/NNG+의/JKG
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.7.1
우리나라는 고소득층과 대기업뿐 아니라 중산층과 서민도 세금을 적게 내고 있다는 사실은 여러 통계가 보여준다.

우리나라는	우리나라/NNG+는/JX
고소득층과	고/XPN+소득/NNG+층/XSN+과/JC
대기업뿐	대/XPN+기업/NNG+뿐/JX
아니라	아니/VCN+라/EC
중산층과	중산/NNG+층/XSN+과/JC
서민도	서민/NNG+도/JX
세금을	세금/NNG+을/JKO
적게	적/VA+게/EC
내고	내/VV+고/EC
있다는	있/VX+다는/ETM
사실은	사실/NNG+은/JX
여러	여러/MMN
통계가	통계/NNG+가/JKS
보여준다.	보이/VV+어/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000048.347.7.2
4인 가족 평균 임금 근로자의 소득세 실효세율(2013년 기준)을 보면, 경제개발협력기구(OECD) 평균(10.2%)은 우리나라(2.4%)의 네배다.

4인	4/SN+인/NNG
가족	가족/NNG
평균	평균/NNG
임금	임금/NNG
근로자의	근로자/NNG+의/JKG
소득세	소득세/NNG
실효세율(2013년	실효/NNG+세율/NNG+(/SS+2013/SN+년/NNB
기준)을	기준/NNG+)/SS+을/JKO
보면,	보/VV+면/EC+,/SP
경제개발협력기구(OECD)	경제개발협력기구/NNP+(/SS+OECD/SL+)/SS
평균(10.2%)은	평균/NNG+(/SS+10/SN+./SP+2/SN+%/SW+)/SS+은/JX
우리나라(2.4%)의	우리나라/NNG+(/SS+2/SN+./SP+4/SN+%/SW+)/SS+의/JKG
네배다.	네/MMN+배/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.7.3
스웨덴(18.0%) 같은 복지선진국은 우리의 7배다.

스웨덴(18.0%)	스웨덴/NNP+(/SS+18/SN+./SP+0/SN+%/SW+)/SS
같은	같/VA+은/ETM
복지선진국은	복지/NNG+선진국/NNG+은/JX
우리의	우리/NP+의/JKG
7배다.	7/SN+배/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.7.4
물론 고소득층은 훨씬 더 낸다.

물론	물론/MAG
고소득층은	고/XPN+소득/NNG+층/XSN+은/JX
훨씬	훨씬/MAG
더	더/MAG
낸다.	내/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.347.7.5
부가가치세도 20%가 넘는다.

부가가치세도	부가/NNG+가치세/NNG+도/JX
20%가	20/SN+%/SW+가/JKS
넘는다.	넘/VV+는다/EF+./SF


# id : NWRW1800000048.347.7.6
대신 아이 키우기도, 병원도, 대학도, 노후도 큰돈 들어가지 않는다.

대신	대신/NNG
아이	아이/NNG
키우기도,	키우/VV+기/ETN+도/JX+,/SP
병원도,	병원/NNG+도/JX+,/SP
대학도,	대학/NNG+도/JX+,/SP
노후도	노후/NNG+도/JX
큰돈	큰돈/NNG
들어가지	들어가/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000048.347.7.7
이런 서비스를 ‘공동구매’하는 것이다.

이런	이런/MMD
서비스를	서비스/NNG+를/JKO
‘공동구매’하는	‘/SS+공동/NNG+구매/NNG+’/SS+하/XSV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.7.8
내는 돈은 부자가 더 많은데, 받는 서비스는 똑같으니 중산층과 서민에게 훨씬 좋다.

내는	내/VV+는/ETM
돈은	돈/NNG+은/JX
부자가	부자/NNG+가/JKS
더	더/MAG
많은데,	많/VA+은데/EC+,/SP
받는	받/VV+는/ETM
서비스는	서비스/NNG+는/JX
똑같으니	똑같/VA+으니/EC
중산층과	중산/NNG+층/XSN+과/JC
서민에게	서민/NNG+에게/JKB
훨씬	훨씬/MAG
좋다.	좋/VA+다/EF+./SF


# id : NWRW1800000048.347.8.1
그래도 부자 증세를 먼저 하고 중산층 증세는 나중에 해야 하지 않느냐고?

그래도	그래도/MAJ
부자	부자/NNG
증세를	증세/NNG+를/JKO
먼저	먼저/MAG
하고	하/VV+고/EC
중산층	중산/NNG+층/XSN
증세는	증세/NNG+는/JX
나중에	나중/NNG+에/JKB
해야	하/VV+아야/EC
하지	하/VX+지/EC
않느냐고?	않/VX+느냐고/EF+?/SF


# id : NWRW1800000048.347.8.2
이렇게 생각하면 어떤가?

이렇게	이렇/VA+게/EC
생각하면	생각/NNG+하/XSV+면/EC
어떤가?	어떻/VA+ㄴ가/EF+?/SF


# id : NWRW1800000048.347.8.3
“나도 더 낼 테니 당신들(부자들)도 더 내라.

“나도	“/SS+나/NP+도/JX
더	더/MAG
낼	내/VV+ㄹ/ETM
테니	터/NNB+이/VCP+니/EC
당신들(부자들)도	당신/NP+들/XSN+(/SS+부자/NNG+들/XSN+)/SS+도/JX
내라.	내/VV+어라/EF+./SF


# id : NWRW1800000048.347.8.4
우리 같이 형편껏 더 내자.”

우리	우리/NP
같이	같이/MAG
형편껏	형편껏/MAG
더	더/MAG
내자.”	내/VV+자/EF+./SF+”/SS


# id : NWRW1800000048.347.9.1
고소득층은 이미 많이 내고 있다고 당당하고, 중산층은 대출금에 교육비에 남는 돈이 없단다.

고소득층은	고/XPN+소득/NNG+층/XSN+은/JX
이미	이미/MAG
많이	많이/MAG
내고	내/VV+고/EC
있다고	있/VX+다고/EC
당당하고,	당당/MAG+하/XSA+고/EC+,/SP
중산층은	중산/NNG+층/XSN+은/JX
대출금에	대출금/NNG+에/JKB
교육비에	교육비/NNG+에/JKB
남는	남/VV+는/ETM
돈이	돈/NNG+이/JKS
없단다.	없/VA+단다/EF+./SF


# id : NWRW1800000048.347.9.2
월급쟁이는 자신들만 유리지갑이라 투덜거리고, 자영업자는 카드결제 때문에 숨을 구석이 없다고 불만이다.

월급쟁이는	월급/NNG+쟁이/XSN+는/JX
자신들만	자신/NNG+들/XSN+만/JX
유리지갑이라	유리/NNG+지갑/NNG+이/VCP+라/EF
투덜거리고,	투덜거리/VV+고/EC+,/SP
자영업자는	자영업자/NNG+는/JX
카드결제	카드/NNG+결제/NNG
때문에	때문/NNB+에/JKB
숨을	숨/VV+을/ETM
구석이	구석/NNG+이/JKS
없다고	없/VA+다고/EC
불만이다.	불만/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.9.3
개인들은 돈 잘 버는 기업이 내라 하고, 기업은 다른 나라만큼 내고 있다고 맞선다.

개인들은	개인/NNG+들/XSN+은/JX
돈	돈/NNG
잘	잘/MAG
버는	벌/VV+는/ETM
기업이	기업/NNG+이/JKS
내라	내/VV+라/EF
하고,	하/VV+고/EC+,/SP
기업은	기업/NNG+은/JX
다른	다른/MMD
나라만큼	나라/NNG+만큼/JKB
내고	내/VV+고/EC
있다고	있/VX+다고/EC
맞선다.	맞서/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.347.9.4
서로 미루면 결과는 뻔하다.

서로	서로/MAG
미루면	미루/VV+면/EC
결과는	결과/NNG+는/JX
뻔하다.	뻔하/VA+다/EF+./SF


# id : NWRW1800000048.347.9.5
현상유지다.

현상유지다.	현상/NNG+유지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.9.6
현상유지가 가장 좋은 계층은 이미 많이 가진 사람들이다.

현상유지가	현상/NNG+유지/NNG+가/JKS
가장	가장/MAG
좋은	좋/VA+은/ETM
계층은	계층/NNG+은/JX
이미	이미/MAG
많이	많이/MAG
가진	가지/VV+ㄴ/ETM
사람들이다.	사람/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000048.347.9.7
나 자신의 이중사고부터 깨야 한다.

나	나/NP
자신의	자신/NNG+의/JKG
이중사고부터	이중/NNG+사고/NNG+부터/JX
깨야	깨/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


