# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.346
metadata : {}


# id : NWRW1800000021.346.1.1
[Level-up KOREA]하늘에서 지상에서… 선진한국으로 가는 성장엔진 풀∼가동

[Level-up	[/SS+Level/SL+-/SO+up/SL
한식	한식/NNG
세계화에	세계/NNG+화/XSN+에/JKB
일조하고	일조/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.346.6.1
아시아나는 지난해 7월 인천공항여객터미널 서편으로 이전하면서 새로운 콘셉트의 라운지를 선보였다.

아시아나는	아시아나/NNP+는/JX
지난해	지난해/NNG
7월	7/SN+월/NNB
인천공항여객터미널	인천공항여객터미널/NNP
서편으로	서편/NNG+으로/JKB
이전하면서	이전/NNG+하/XSV+면서/EC
새로운	새롭/VA+ㄴ/ETM
콘셉트의	콘셉트/NNG+의/JKG
라운지를	라운지/NNG+를/JKO
선보였다.	선보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.6.2
퍼스트라운지는 미술관을 콘셉트로 유럽풍의 클래식한 분위기를 연출하는 한편 비즈니스라운지는 도서관 이미지를 살린 것이 특징.

퍼스트라운지는	퍼스트라운지/NNG+는/JX
미술관을	미술관/NNG+을/JKO
콘셉트로	콘셉트/NNG+로/JKB
유럽풍의	유럽/NNP+풍/XSN+의/JKG
클래식한	클래식/NNG+하/XSA+ㄴ/ETM
분위기를	분위기/NNG+를/JKO
연출하는	연출/NNG+하/XSV+는/ETM
한편	한편/NNG
비즈니스라운지는	비즈니스라운지/NNG+는/JX
도서관	도서관/NNG
이미지를	이미지/NNG+를/JKO
살린	살리/VV+ㄴ/ETM
것이	것/NNB+이/JKS
특징.	특징/NNG+./SF


# id : NWRW1800000021.346.6.3
내부 시설뿐 아니라 규모 면에서도 700석에 달해 인천공항 내에서도 최대 규모를 자랑한다.

내부	내부/NNG
시설뿐	시설/NNG+뿐/JX
아니라	아니/VCN+라/EC
규모	규모/NNG
면에서도	면/NNG+에서/JKB+도/JX
700석에	700/SN+석/NNB+에/JKB
달해	달하/VV+아/EC
인천공항	인천공항/NNP
내에서도	내/NNB+에서/JKB+도/JX
최대	최대/NNG
규모를	규모/NNG+를/JKO
자랑한다.	자랑/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.346.6.4
최근에는 업계 최초로 유아 동반 승객만을 위한 전용카운터와 유아 전용 안전의자 대여 등 유아동반 승객의 편의를 극대화하는 ‘해피맘서비스’로 큰 인기를 얻고 있다

최근에는	최근/NNG+에/JKB+는/JX
업계	업계/NNG
최초로	최초/NNG+로/JKB
유아	유아/NNG
동반	동반/NNG
승객만을	승객/NNG+만/JX+을/JKO
위한	위하/VV+ㄴ/ETM
전용카운터와	전용/NNG+카운터/NNG+와/JC
전용	전용/NNG
안전의자	안전/NNG+의자/NNG
대여	대여/NNG
등	등/NNB
유아동반	유아/NNG+동반/NNG
승객의	승객/NNG+의/JKG
편의를	편의/NNG+를/JKO
극대화하는	극대/NNG+화/XSN+하/XSV+는/ETM
‘해피맘서비스’로	‘/SS+해피맘/NNG+서비스/NNG+’/SS+로/JKB
큰	크/VA+ㄴ/ETM
인기를	인기/NNG+를/JKO
얻고	얻/VV+고/EC
있다	있/VX+다/EF


# id : NWRW1800000021.346.7.1
■ 선택과 집중의 힘… 경기침체 뚫고 쾌속 질주

■	■/SW
선택과	선택/NNG+과/JC
집중의	집중/NNG+의/JKG
힘…	힘/NNG+…/SE
경기침체	경기/NNG+침체/NNG
뚫고	뚫/VV+고/EC
쾌속	쾌속/NNG
질주	질주/NNG


# id : NWRW1800000021.346.8.1
1999년 현대정공(현 현대모비스)은 구조조정의 칼바람을 맞고 있었다.

1999년	1999/SN+년/NNB
현대정공(현	현대정공/NNP+(/SS+현/MMD
현대모비스)은	현대모비스/NNP+)/SS+은/JX
구조조정의	구조/NNG+조정/NNG+의/JKG
칼바람을	칼바람/NNG+을/JKO
맞고	맞/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000021.346.8.2
일반차량부터 철도차량, 컨테이너, 기계까지 방대하던 사업영역이 외환위기를 맞아 발목을 잡은 것.

일반차량부터	일반/NNG+차량/NNG+부터/JX
철도차량,	철도/NNG+차량/NNG+,/SP
컨테이너,	컨테이너/NNG+,/SP
기계까지	기계/NNG+까지/JX
방대하던	방대하/VA+던/ETM
사업영역이	사업/NNG+영역/NNG+이/JKS
외환위기를	외환/NNG+위기/NNG+를/JKO
맞아	맞/VV+아/EC
발목을	발목/NNG+을/JKO
잡은	잡/VV+은/ETM
것.	것/NNB+./SF


# id : NWRW1800000021.346.8.3
이에 따라 현대정공은 일반 차량 제조는 현대자동차로, 철도차량은 로템으로 넘기고 2000년 자동차부품 전문 업체인 현대모비스로 거듭났다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
현대정공은	현대정공/NNP+은/JX
일반	일반/NNG
차량	차량/NNG
제조는	제조/NNG+는/JX
현대자동차로,	현대자동차/NNP+로/JKB+,/SP
철도차량은	철도/NNG+차량/NNG+은/JX
로템으로	로템/NNP+으로/JKB
넘기고	넘기/VV+고/EC
2000년	2000/SN+년/NNB
자동차부품	자동차/NNG+부품/NNG
전문	전문/NNG
업체인	업체/NNG+이/VCP+ㄴ/ETM
현대모비스로	현대모비스/NNP+로/JKB
거듭났다.	거듭나/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.9.1
선택과 집중으로 체력을 키운 현대모비스는 2002년 매출액 4조 원, 2003년 5조3000억 원, 2004년 6조4000억 원, 2005년 7조5000억 원 등 매년 약 1조 원씩 매출을 늘려 급격한 성장세를 이뤄냈다.

선택과	선택/NNG+과/JC
집중으로	집중/NNG+으로/JKB
체력을	체력/NNG+을/JKO
키운	키우/VV+ㄴ/ETM
현대모비스는	현대모비스/NNP+는/JX
2002년	2002/SN+년/NNB
매출액	매출액/NNG
4조	4/SN+조/NR
원,	원/NNB+,/SP
2003년	2003/SN+년/NNB
5조3000억	5/SN+조/NR+3000/SN+억/NR
2004년	2004/SN+년/NNB
6조4000억	6/SN+조/NR+4000/SN+억/NR
2005년	2005/SN+년/NNB
7조5000억	7/SN+조/NR+5000/SN+억/NR
원	원/NNB
등	등/NNB
매년	매년/MAG
약	약/MMA
1조	1/SN+조/NR
원씩	원/NNB+씩/XSN
매출을	매출/NNG+을/JKO
늘려	늘리/VV+어/EC
급격한	급격하/VA+ㄴ/ETM
성장세를	성장세/NNG+를/JKO
이뤄냈다.	이루/VV+어/EC+내/VX+었/EP+다/EF+./SF


# id : NWRW1800000021.346.9.2
현재 현대모비스는 국내 8개, 해외 6개 생산거점을 세워 섀시 모듈만 연간 533만 대를 생산하고 있다.

현재	현재/MAG
현대모비스는	현대모비스/NNP+는/JX
국내	국내/NNG
8개,	8/SN+개/NNB+,/SP
해외	해외/NNG
6개	6/SN+개/NNB
생산거점을	생산/NNG+거점/NNG+을/JKO
세워	세우/VV+어/EC
섀시	섀시/NNG
모듈만	모듈/NNG+만/JX
연간	연간/NNG
533만	533/SN+만/NR
대를	대/NNB+를/JKO
생산하고	생산/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.346.9.3
하지만 지난해 하반기 몰아닥친 글로벌 경제위기는 현대모비스에 또 다른 시련으로 다가왔다.

하지만	하지만/MAJ
지난해	지난해/NNG
하반기	하반기/NNG
몰아닥친	몰아닥치/VV+ㄴ/ETM
글로벌	글로벌/NNG
경제위기는	경제/NNG+위기/NNG+는/JX
현대모비스에	현대모비스/NNP+에/JKB
또	또/MAG
다른	다른/MMD
시련으로	시련/NNG+으로/JKB
다가왔다.	다가오/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.9.4
모듈 핵심 납품업체였던 크라이슬러그룹이 자금난으로 대금 결제에 어려움을 겪으면서 현대모비스도 타격을 입은 것.

모듈	모듈/NNG
핵심	핵심/NNG
납품업체였던	납품업체/NNG+이/VCP+었/EP+던/ETM
크라이슬러그룹이	크라이슬러그룹/NNP+이/JKS
자금난으로	자금난/NNG+으로/JKB
대금	대금/NNG
결제에	결제/NNG+에/JKB
어려움을	어려움/NNG+을/JKO
겪으면서	겪/VV+으면서/EC
현대모비스도	현대모비스/NNP+도/JX
타격을	타격/NNG+을/JKO
입은	입/VV+은/ETM
것.	것/NNB+./SF


# id : NWRW1800000021.346.9.5
크라이슬러는 현대자동차와 더불어 현대모비스의 2대 모듈 수요처였다.

크라이슬러는	크라이슬러/NNP+는/JX
현대자동차와	현대자동차/NNP+와/JKB
더불어	더불/VV+어/EC
현대모비스의	현대모비스/NNP+의/JKG
2대	2/SN+대/NNG
모듈	모듈/NNG
수요처였다.	수요처/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000021.346.10.1
그러나 위기는 기회로 바뀌었다.

그러나	그러나/MAJ
위기는	위기/NNG+는/JX
기회로	기회/NNG+로/JKB
바뀌었다.	바뀌/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.10.2
미국 정부의 자동차산업 지원책으로 겨우 회생한 크라이슬러가 2011년형 모델 2개 차종에 들어갈 모듈 공급을 현대모비스에 맡겼다.

미국	미국/NNP
정부의	정부/NNG+의/JKG
자동차산업	자동차/NNG+산업/NNG
지원책으로	지원책/NNG+으로/JKB
겨우	겨우/MAG
회생한	회생/NNG+하/XSV+ㄴ/ETM
크라이슬러가	크라이슬러/NNP+가/JKS
2011년형	2011/SN+년/NNB+형/XSN
모델	모델/NNG
2개	2/SN+개/NNB
차종에	차종/NNG+에/JKB
들어갈	들어가/VV+ㄹ/ETM
모듈	모듈/NNG
공급을	공급/NNG+을/JKO
현대모비스에	현대모비스/NNP+에/JKB
맡겼다.	맡기/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.10.3
이로써 현대모비스는 약 2조5000억 원 규모의 프런트 섀시모듈과 리어 섀시 모듈을 모두 수주하게 됐다.

이로써	이/NP+로써/JKB
현대모비스는	현대모비스/NNP+는/JX
약	약/MMA
2조5000억	2/SN+조/NR+5000/SN+억/NR
원	원/NNB
규모의	규모/NNG+의/JKG
프런트	프런트/NNG
섀시모듈과	섀시/NNG+모듈/NNG+과/JC
리어	리어/NNG
섀시	섀시/NNG
모듈을	모듈/NNG+을/JKO
모두	모두/MAG
수주하게	수주/NNG+하/XSV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.10.4
현대모비스 관계자는 “과거 ‘빅 3’로 꼽힌 크라이슬러가 현대모비스 모듈의 품질을 인정한 쾌거”라고 평가했다.

현대모비스	현대모비스/NNP
관계자는	관계자/NNG+는/JX
“과거	“/SS+과거/NNG
‘빅	‘/SS+빅/NNG
3’로	3/SN+’/SS+로/JKB
꼽힌	꼽히/VV+ㄴ/ETM
크라이슬러가	크라이슬러/NNP+가/JKS
모듈의	모듈/NNG+의/JKG
품질을	품질/NNG+을/JKO
인정한	인정/NNG+하/XSV+ㄴ/ETM
쾌거”라고	쾌거/NNG+”/SS+라고/JKQ
평가했다.	평가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.11.1
현대모비스의 해외시장 공략은 최근 체코 공장 준공으로 가속화되고 있다.

현대모비스의	현대모비스/NNP+의/JKG
해외시장	해외/NNG+시장/NNG
공략은	공략/NNG+은/JX
최근	최근/NNG
체코	체코/NNP
공장	공장/NNG
준공으로	준공/NNG+으로/JKB
가속화되고	가속/NNG+화/XSN+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.346.11.2
현대모비스는 올해 9월 체코 노소비체 지역에 7만5000m²(약 2만2500평) 규모의 모듈 공장을 세우고, 현대차 현지 공장에 3가지 핵심모듈을 공급하고 있다.

현대모비스는	현대모비스/NNP+는/JX
올해	올해/NNG
9월	9/SN+월/NNB
체코	체코/NNP
노소비체	노소비체/NNP
지역에	지역/NNG+에/JKB
7만5000m²(약	7/SN+만/NR+5000/SN+m²/SW+(/SS+약/MMA
2만2500평)	2/SN+만/NR+2500/SN+평/NNB+)/SS
규모의	규모/NNG+의/JKG
모듈	모듈/NNG
공장을	공장/NNG+을/JKO
세우고,	세우/VV+고/EC+,/SP
현대차	현대차/NNP
현지	현지/NNG
공장에	공장/NNG+에/JKB
3가지	3/SN+가지/NNB
핵심모듈을	핵심/NNG+모듈/NNG+을/JKO
공급하고	공급/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.346.11.3
체코 공장 조원장 전무는 “체코 공장은 컴플리트 섀시 모듈과 운전석 모듈, 프런트엔드 모듈을 연간 30만대 생산할 것”이라며 “인근의 슬로바키아 모듈공장과 협력해 시너지 효과를 노릴 수 있다”고 했다.

체코	체코/NNP
공장	공장/NNG
조원장	조원장/NNP
전무는	전무/NNG+는/JX
“체코	“/SS+체코/NNP
공장은	공장/NNG+은/JX
컴플리트	컴플리트/NNG
섀시	섀시/NNG
모듈과	모듈/NNG+과/JC
운전석	운전석/NNG
모듈,	모듈/NNG+,/SP
프런트엔드	프런트/NNG+엔드/NNG
모듈을	모듈/NNG+을/JKO
연간	연간/NNG
30만대	30/SN+만/NR+대/NNB
생산할	생산/NNG+하/XSV+ㄹ/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“인근의	“/SS+인근/NNG+의/JKG
슬로바키아	슬로바키아/NNP
모듈공장과	모듈/NNG+공장/NNG+과/JKB
협력해	협력/NNG+하/XSV+아/EC
시너지	시너지/NNG
효과를	효과/NNG+를/JKO
노릴	노리/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.12.1
현대모비스는 자동차부품의 전자화 추세에 발맞춰 새로운 사업영역 진출에도 열을 올리고 있다.

현대모비스는	현대모비스/NNP+는/JX
자동차부품의	자동차/NNG+부품/NNG+의/JKG
전자화	전자/NNG+화/XSN
추세에	추세/NNG+에/JKB
발맞춰	발맞추/VV+어/EC
새로운	새롭/VA+ㄴ/ETM
사업영역	사업/NNG+영역/NNG
진출에도	진출/NNG+에/JKB+도/JX
열을	열/NNG+을/JKO
올리고	올리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.346.12.2
자동차에서 전자부품이 차지하는 비율은 내년 40%까지 늘어 시장규모도 2010년 1400억 달러에서 2015년 1920억 달러로 급격히 늘어날 전망이다.

자동차에서	자동차/NNG+에서/JKB
전자부품이	전자/NNG+부품/NNG+이/JKS
차지하는	차지/NNG+하/XSV+는/ETM
비율은	비율/NNG+은/JX
내년	내년/NNG
40%까지	40/SN+%/SW+까지/JX
늘어	늘/VV+어/EC
시장규모도	시장/NNG+규모/NNG+도/JX
2010년	2010/SN+년/NNB
1400억	1400/SN+억/NR
달러에서	달러/NNB+에서/JKB
2015년	2015/SN+년/NNB
1920억	1920/SN+억/NR
달러로	달러/NNB+로/JKB
급격히	급격히/MAG
늘어날	늘어나/VV+ㄹ/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.346.13.1
이에 따라 올해 4월 현대모비스는 자동차 전장부품 생산업체인 현대오토넷을 합병하고 자동차 전자화 사업역량을 강화했다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
올해	올해/NNG
4월	4/SN+월/NNB
현대모비스는	현대모비스/NNP+는/JX
자동차	자동차/NNG
전장부품	전장/NNG+부품/NNG
생산업체인	생산업체/NNG+이/VCP+ㄴ/ETM
현대오토넷을	현대오토넷/NNP+을/JKO
합병하고	합병/NNG+하/XSV+고/EC
전자화	전자/NNG+화/XSN
사업역량을	사업/NNG+역량/NNG+을/JKO
강화했다.	강화/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.13.2
현대모비스 관계자는 “현대차그룹 차원에서 현대모비스를 세계적인 자동차 섀시전자 시스템 및 전장업체로 집중 육성한다는 전략을 갖고 있다”고 전했다.

현대모비스	현대모비스/NNP
관계자는	관계자/NNG+는/JX
“현대차그룹	“/SS+현대차그룹/NNP
차원에서	차원/NNG+에서/JKB
