# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.404
metadata : {}


# id : NWRW1800000040.404.1.1
[단독] 국정원 “진보당에 ‘내란 음모 사건’ 제보자 있다” 영장에 적시

[단독]	[/SS+단독/NNG+]/SS
대한	대하/VV+ㄴ/ETM
‘내란음모’	‘/SS+내란/NNG+음모/NNG+’/SS
사건	사건/NNG
수사에	수사/NNG+에/JKB
착수한	착수/NNG+하/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
1일	1/SN+일/NNB
처음으로	처음/NNG+으로/JKB
확인됐다.	확인/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000040.404.4.2
국정원은 이 제보자가 제공한 증거물과 진술을 토대로 감청 등 내사를 진행해 이 의원 등에게 내란음모 혐의를 적용한 것으로 밝혀졌다.

국정원은	국정원/NNG+은/JX
이	이/NNP
제보자가	제보자/NNG+가/JKS
제공한	제공/NNG+하/XSV+ㄴ/ETM
증거물과	증거물/NNG+과/JC
진술을	진술/NNG+을/JKO
토대로	토대/NNG+로/JKB
감청	감청/NNG
등	등/NNB
내사를	내사/NNG+를/JKO
진행해	진행/NNG+하/XSV+아/EC
의원	의원/NNG
등에게	등/NNB+에게/JKB
내란음모	내란/NNG+음모/NNG
혐의를	혐의/NNG+를/JKO
적용한	적용/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
밝혀졌다.	밝혀지/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.404.5.1
<한겨레>가 입수한 홍순석(49·구속) 통합진보당 경기도당 부위원장의 구속영장 내용을 보면, 국정원은 “(아르오) 조직원의 제보에 의해 최초 단서를 포착하게 되었”다며 내사 착수 경위를 설명한 뒤, “그 후 (이석기 의원 등) 피의자들의 동향을 파악하고 법원으로부터 영장을 발부받아 증거를 수집하는 과정에서 제보자의 진술이 모두 사실과 부합한다는 사실을 확인하였다”고 밝혔다.

<한겨레>가	</SS+한겨레/NNP+>/SS+가/JKS
입수한	입수/NNG+하/XSV+ㄴ/ETM
홍순석(49·구속)	홍순석/NNP+(/SS+49/SN+·/SP+구속/NNG+)/SS
통합진보당	통합진보당/NNP
경기도당	경기도/NNP+당/NNG
부위원장의	부위원장/NNG+의/JKG
구속영장	구속/NNG+영장/NNG
내용을	내용/NNG+을/JKO
보면,	보/VV+면/EC+,/SP
국정원은	국정원/NNG+은/JX
“(아르오)	“/SS+(/SS+아르오/NNP+)/SS
조직원의	조직원/NNG+의/JKG
제보에	제보/NNG+에/JKB
의해	의하/VV+아/EC
최초	최초/NNG
단서를	단서/NNG+를/JKO
포착하게	포착/NNG+하/XSV+게/EC
되었”다며	되/VV+었/EP+”/SS+다며/EC
내사	내사/NNG
착수	착수/NNG
경위를	경위/NNG+를/JKO
설명한	설명/NNG+하/XSV+ㄴ/ETM
뒤,	뒤/NNG+,/SP
“그	“/SS+그/MMD
후	후/NNG
(이석기	(/SS+이석기/NNP
의원	의원/NNG
등)	등/NNB+)/SS
피의자들의	피의자/NNG+들/XSN+의/JKG
동향을	동향/NNG+을/JKO
파악하고	파악/NNG+하/XSV+고/EC
법원으로부터	법원/NNG+으로부터/JKB
영장을	영장/NNG+을/JKO
발부받아	발부/NNG+받/XSV+아/EC
증거를	증거/NNG+를/JKO
수집하는	수집/NNG+하/XSV+는/ETM
과정에서	과정/NNG+에서/JKB
제보자의	제보자/NNG+의/JKG
진술이	진술/NNG+이/JKS
모두	모두/MAG
사실과	사실/NNG+과/JKB
부합한다는	부합/NNG+하/XSV+ㄴ다는/ETM
사실을	사실/NNG+을/JKO
확인하였다”고	확인/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.404.6.1
또 국정원은 이 제보자가 “2010년 3월 천안함 사건으로 인해 북한의 호전적 실체를 깨닫게 된데다 아르오의 맹목적 북한 추종 행태에 실망한 나머지 제보한 것”이라며 “제보자가 참고인 조사 과정에서 진술한 아르오의 강령, 목표, 조직원 책무, 보위수칙, 조직원 인입(가입) 절차, 주체사상 교육과정 총화사업, 조직원들의 활동 동향 등에 대한 진술 내용이 매우 구체적이고 일관되며 북한 원전 등 아르오의 사상학습 자료 등이 저장된 증거물(USB 메모리 등)도 임의 제출하였다”고 법원에 설명했다.

또	또/MAG
국정원은	국정원/NNG+은/JX
이	이/MMD
제보자가	제보자/NNG+가/JKS
“2010년	“/SS+2010/SN+년/NNB
3월	3/SN+월/NNB
천안함	천안함/NNP
사건으로	사건/NNG+으로/JKB
인해	인/NNG+하/XSV+아/EC
북한의	북한/NNP+의/JKG
호전적	호전/NNG+적/XSN
실체를	실체/NNG+를/JKO
깨닫게	깨닫/VV+게/EC
된데다	되/VV+ㄴ/ETM+데/NNB+다/JX
아르오의	아르오/NNP+의/JKG
맹목적	맹목/NNG+적/XSN
북한	북한/NNP
추종	추종/NNG
행태에	행태/NNG+에/JKB
실망한	실망/NNG+하/XSV+ㄴ/ETM
나머지	나머지/NNG
제보한	제보/NNG+하/XSV+ㄴ/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“제보자가	“/SS+제보자/NNG+가/JKS
참고인	참고인/NNG
조사	조사/NNG
과정에서	과정/NNG+에서/JKB
진술한	진술/NNG+하/XSV+ㄴ/ETM
강령,	강령/NNG+,/SP
목표,	목표/NNG+,/SP
조직원	조직원/NNG
책무,	책무/NNG+,/SP
보위수칙,	보위/NNG+수칙/NNG+,/SP
인입(가입)	인입/NNG+(/SS+가입/NNG+)/SS
절차,	절차/NNG+,/SP
주체사상	주체사상/NNG
교육과정	교육/NNG+과정/NNG
총화사업,	총화/NNG+사업/NNG+,/SP
조직원들의	조직원/NNG+들/XSN+의/JKG
활동	활동/NNG
동향	동향/NNG
등에	등/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
진술	진술/NNG
내용이	내용/NNG+이/JKS
매우	매우/MAG
구체적이고	구체/NNG+적/XSN+이/VCP+고/EC
일관되며	일관/NNG+되/XSV+며/EC
원전	원전/NNG
등	등/NNB
사상학습	사상/NNG+학습/NNG
자료	자료/NNG
등이	등/NNB+이/JKS
저장된	저장/NNG+되/XSV+ㄴ/ETM
증거물(USB	증거물/NNG+(/SS+USB/SL
메모리	메모리/NNG
등)도	등/NNB+)/SS+도/JX
임의	임의/NNG
제출하였다”고	제출/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
법원에	법원/NNG+에/JKB
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.404.6.2
홍 부위원장은 국정원의 이 소명을 받아들인 법원이 영장을 발부해 지난 30일 구속됐다.

홍	홍/NNP
부위원장은	부위원장/NNG+은/JX
국정원의	국정원/NNG+의/JKG
이	이/MMD
소명을	소명/NNG+을/JKO
받아들인	받아들이/VV+ㄴ/ETM
법원이	법원/NNG+이/JKS
영장을	영장/NNG+을/JKO
발부해	발부/NNG+하/XSV+아/EC
지난	지나/VV+ㄴ/ETM
30일	30/SN+일/NNB
구속됐다.	구속/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000040.404.7.1
그러나 통합진보당은 이 제보자가 경기도 수원에서 활동한 당원 이아무개(46)씨라며, “국정원이 그를 거액으로 매수해 불법 사찰했다”고 주장하고 나섰다.

그러나	그러나/MAJ
통합진보당은	통합진보당/NNP+은/JX
이	이/MMD
제보자가	제보자/NNG+가/JKS
경기도	경기도/NNP
수원에서	수원/NNP+에서/JKB
활동한	활동/NNG+하/XSV+ㄴ/ETM
당원	당원/NNG
이아무개(46)씨라며,	이/NNP+아무개/NP+(/SS+46/SN+)/SS+씨/NNB+이/VCP+라며/EC+,/SP
“국정원이	“/SS+국정원/NNG+이/JKS
그를	그/NP+를/JKO
거액으로	거액/NNG+으로/JKB
매수해	매수/NNG+하/XSV+아/EC
불법	불법/NNG
사찰했다”고	사찰/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
주장하고	주장/NNG+하/XSV+고/EC
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.404.7.2
이상규 진보당 의원은 국회에서 기자회견을 열어 “국정원은 (이씨를) 거액으로 매수해 최소 수개월에서 최대 수년간 사찰하도록 했다.

이상규	이상규/NNP
진보당	진보당/NNP
의원은	의원/NNG+은/JX
국회에서	국회/NNG+에서/JKB
기자회견을	기자/NNG+회견/NNG+을/JKO
열어	열/VV+어/EC
“국정원은	“/SS+국정원/NNG+은/JX
(이씨를)	(/SS+이/NNP+씨/NNB+를/JKO+)/SS
거액으로	거액/NNG+으로/JKB
매수해	매수/NNG+하/XSV+아/EC
최소	최소/NNG
수개월에서	수개월/NNG+에서/JKB
최대	최대/NNG
수년간	수년/NNG+간/XSN
사찰하도록	사찰/NNG+하/XSV+도록/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000040.404.7.3
이 협조자는 가족 전체가 해외로 나가서 평생 살 수 있을 만한 상황까지 (매수)됐다.

이	이/MMD
협조자는	협조자/NNG+는/JX
가족	가족/NNG
전체가	전체/NNG+가/JKS
해외로	해외/NNG+로/JKB
나가서	나가/VV+아서/EC
평생	평생/NNG
살	살/VV+ㄹ/ETM
수	수/NNB
있을	있/VA+을/ETM
만한	만/NNB+하/XSA+ㄴ/ETM
상황까지	상황/NNG+까지/JX
(매수)됐다.	(/SS+매수/NNG+)/SS+되/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.404.7.4
도박빚이 어떤 경우에는 하루 1000만원 이상 (있어) 도박빚으로 넘어간 경우까지 확인했다”며 이 사건이 ‘정당사찰, 프락치공작 사건’이라고 주장했다.

도박빚이	도박/NNG+빚/NNG+이/JKS
어떤	어떤/MMD
경우에는	경우/NNG+에/JKB+는/JX
하루	하루/NNG
1000만원	1000/SN+만/NR+원/NNB
이상	이상/NNG
(있어)	(/SS+있/VA+어/EC+)/SS
도박빚으로	도박/NNG+빚/NNG+으로/JKB
넘어간	넘어가/VV+ㄴ/ETM
경우까지	경우/NNG+까지/JX
확인했다”며	확인/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
이	이/MMD
사건이	사건/NNG+이/JKS
‘정당사찰,	‘/SS+정당/NNG+사찰/NNG+,/SP
프락치공작	프락치/NNG+공작/NNG
사건’이라고	사건/NNG+’/SS+이라고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.404.7.5
이어 그는 이씨가 ‘이석기 5월 모임’에도 참석했다며 “제일 잘 알고 있는 국정원이 책임 있게 답변해야 할 사안”이라고 말했다.

이어	이어/MAG
그는	그/NP+는/JX
이씨가	이/NNP+씨/NNB+가/JKS
‘이석기	‘/SS+이석기/NNP
5월	5/SN+월/NNB
모임’에도	모임/NNG+’/SS+에/JKB+도/JX
참석했다며	참석/NNG+하/XSV+았/EP+다며/EC
“제일	“/SS+제일/MAG
잘	잘/MAG
알고	알/VV+고/EC
있는	있/VX+는/ETM
국정원이	국정원/NNG+이/JKS
책임	책임/NNG
있게	있/VA+게/EC
답변해야	답변/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
사안”이라고	사안/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.404.7.6
그러나 국정원 관계자는 “터무니없는 주장으로 일일이 대꾸할 가치가 없다는 게 국정원의 공식 입장”이라고 진보당 쪽 주장을 일축했다.

그러나	그러나/MAJ
국정원	국정원/NNG
관계자는	관계자/NNG+는/JX
“터무니없는	“/SS+터무니없/VA+는/ETM
주장으로	주장/NNG+으로/JKB
일일이	일일이/MAG
대꾸할	대꾸/NNG+하/XSV+ㄹ/ETM
가치가	가치/NNG+가/JKS
없다는	없/VA+다는/ETM
게	거/NNB+이/JKS
국정원의	국정원/NNG+의/JKG
공식	공식/NNG
입장”이라고	입장/NNG+”/SS+이라고/JKQ
진보당	진보당/NNP
쪽	쪽/NNB
주장을	주장/NNG+을/JKO
일축했다.	일축/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.404.8.1
제보자 이씨는 현재 연락이 끊겨 행방을 알 수 없다.

제보자	제보자/NNG
이씨는	이/NNP+씨/NNB+는/JX
현재	현재/MAG
연락이	연락/NNG+이/JKS
끊겨	끊기/VV+어/EC
행방을	행방/NNG+을/JKO
알	알/VV+ㄹ/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000040.404.8.2
수원시 친환경학교급식지원센터장을 맡고 있는 그는 국정원이 이 의원 등에 대한 압수수색과 체포에 나선 지난 28일 결근한 데 이어 29일 아침 센터에 전화로 사표를 냈다.

수원시	수원시/NNP
친환경학교급식지원센터장을	친/XPN+환경/NNG+학교/NNG+급식/NNG+지원/NNG+센터장/NNG+을/JKO
맡고	맡/VV+고/EC
있는	있/VX+는/ETM
그는	그/NP+는/JX
국정원이	국정원/NNG+이/JKS
이	이/NNP
의원	의원/NNG
등에	등/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
압수수색과	압수/NNG+수색/NNG+과/JC
체포에	체포/NNG+에/JKB
나선	나서/VV+ㄴ/ETM
지난	지나/VV+ㄴ/ETM
28일	28/SN+일/NNB
결근한	결근/NNG+하/XSV+ㄴ/ETM
데	데/NNB
이어	잇/VV+어/EC
29일	29/SN+일/NNB
아침	아침/NNG
센터에	센터/NNG+에/JKB
전화로	전화/NNG+로/JKB
사표를	사표/NNG+를/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.404.8.3
앞서 이씨는 26일 자신이 운영해온 한 당구장을 넘겼고, 비슷한 시기에 살던 아파트도 비운 것으로 확인됐다.

앞서	앞서/MAG
이씨는	이/NNP+씨/NNB+는/JX
26일	26/SN+일/NNB
자신이	자신/NNG+이/JKS
운영해온	운영/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
한	한/MMN
당구장을	당구장/NNG+을/JKO
넘겼고,	넘기/VV+었/EP+고/EC+,/SP
비슷한	비슷하/VA+ㄴ/ETM
시기에	시기/NNG+에/JKB
살던	살/VV+던/ETM
아파트도	아파트/NNG+도/JX
비운	비우/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
확인됐다.	확인/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000040.404.9.1
2008년 총선 때 수원 권선구에서 민주노동당 후보로 출마한 이씨는, 2009년 건강상 이유로 활동을 접은 뒤 2010년 말 활동을 재개해 지난 2월 수원시 친환경학교급식지원센터장에 임명됐다.

2008년	2008/SN+년/NNB
총선	총선/NNG
때	때/NNG
수원	수원/NNP
권선구에서	권선구/NNP+에서/JKB
민주노동당	민주노동당/NNP
후보로	후보/NNG+로/JKB
출마한	출마/NNG+하/XSV+ㄴ/ETM
이씨는,	이/NNP+씨/NNB+는/JX+,/SP
2009년	2009/SN+년/NNB
건강상	건강/NNG+상/XSN
이유로	이유/NNG+로/JKB
활동을	활동/NNG+을/JKO
접은	접/VV+은/ETM
뒤	뒤/NNG
2010년	2010/SN+년/NNB
말	말/NNB
재개해	재개/NNG+하/XSV+아/EC
지난	지나/VV+ㄴ/ETM
2월	2/SN+월/NNB
수원시	수원시/NNP
친환경학교급식지원센터장에	친/XPN+환경/NNG+학교/NNG+급식/NNG+지원/NNG+센터장/NNG+에/JKB
임명됐다.	임명/NNG+되/XSV+었/EP+다/EF+./SF


