# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.74
metadata : {}


# id : NWRW1800000040.74.1.1
중, 북 핵실험 만류할 대표단 파견 검토

중,	중/NNP+,/SP
막기	막/VV+기/ETN
위해	위하/VV+아/EC
북한에	북한/NNP+에/JKB
인사를	인사/NNG+를/JKO
파견하는	파견/NNG+하/XSV+는/ETM
방안도	방안/NNG+도/JX
“연구하고	“/SS+연구/NNG+하/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
언급한	언급/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000040.74.4.1
중국이 북한에 대표단을 보낸다면, 북한 주요 인사들에게 핵실험을 강행할 때 감수해야 할 결과 등을 설명하며 핵실험 포기를 종용할 것으로 분석된다.

중국이	중국/NNP+이/JKS
북한에	북한/NNP+에/JKB
대표단을	대표단/NNG+을/JKO
보낸다면,	보내/VV+ㄴ다면/EC+,/SP
북한	북한/NNP
주요	주요/NNG
인사들에게	인사/NNG+들/XSN+에게/JKB
핵실험을	핵/NNG+실험/NNG+을/JKO
강행할	강행/NNG+하/XSV+ㄹ/ETM
때	때/NNG
감수해야	감수/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
결과	결과/NNG
등을	등/NNB+을/JKO
설명하며	설명/NNG+하/XSV+며/EC
핵실험	핵/NNG+실험/NNG
포기를	포기/NNG+를/JKO
종용할	종용/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
분석된다.	분석/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.74.4.2
중국은 북한을 과도하게 자극할 경우 북한이 강하게 반발하면서 한반도 긴장이 높아지고 문제 해결이 더욱 어려워지는 악순환에 빠질 것을 우려하고 있어, 적절하게 수위를 조절할 것으로 예상된다.

중국은	중국/NNP+은/JX
북한을	북한/NNP+을/JKO
과도하게	과도/NNG+하/XSA+게/EC
자극할	자극/NNG+하/XSV+ㄹ/ETM
경우	경우/NNG
북한이	북한/NNP+이/JKS
강하게	강하/VA+게/EC
반발하면서	반발/NNG+하/XSV+면서/EC
한반도	한반도/NNP
긴장이	긴장/NNG+이/JKS
높아지고	높아지/VV+고/EC
문제	문제/NNG
해결이	해결/NNG+이/JKS
더욱	더욱/MAG
어려워지는	어렵/VA+어/EC+지/VX+는/ETM
악순환에	악순환/NNG+에/JKB
빠질	빠지/VV+ㄹ/ETM
것을	것/NNB+을/JKO
우려하고	우려/NNG+하/XSV+고/EC
있어,	있/VX+어/EC+,/SP
적절하게	적절하/VA+게/EC
수위를	수위/NNG+를/JKO
조절할	조절/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
예상된다.	예상/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.74.4.3
하지만 북한이 3차 핵실험을 강행하면 과거보다는 강하게 대응할 것이라는 관측이 나온다.

하지만	하지만/MAJ
북한이	북한/NNP+이/JKS
3차	3/SN+차/NNB
핵실험을	핵/NNG+실험/NNG+을/JKO
강행하면	강행/NNG+하/XSV+면/EC
과거보다는	과거/NNG+보다/JKB+는/JX
강하게	강하/VA+게/EC
대응할	대응/NNG+하/XSV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
관측이	관측/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.74.4.4
중국 관영 <환구시보>는 최근 북한에 대한 원조 축소를 거론했다.

중국	중국/NNP
관영	관영/NNG
<환구시보>는	</SS+환구시보/NNP+>/SS+는/JX
최근	최근/MAG
북한에	북한/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
원조	원조/NNG
축소를	축소/NNG+를/JKO
거론했다.	거론/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.74.4.5
김정은 북한 노동당 제1비서의 방중도 당분간 어려워질 가능성이 높다.

김정은	김정은/NNP
북한	북한/NNP
노동당	노동당/NNP
제1비서의	제/XPN+1/SN+비서/NNG+의/JKG
방중도	방중/NNG+도/JX
당분간	당분간/MAG
어려워질	어렵/VA+어/EC+지/VX+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000040.74.4.6
중국 외교부 훙레이 대변인은 28일 “중국은 한반도 긴장을 격화시키고 비핵화에 불리하게 작용하는 어떠한 조처에도 반대한다”며 북한의 핵실험에 반대한다는 뜻을 재차 밝혔다.

중국	중국/NNP
외교부	외교부/NNG
훙레이	훙레이/NNP
대변인은	대변인/NNG+은/JX
28일	28/SN+일/NNB
“중국은	“/SS+중국/NNP+은/JX
한반도	한반도/NNP
긴장을	긴장/NNG+을/JKO
격화시키고	격화/NNG+시키/XSV+고/EC
비핵화에	비핵/NNG+화/XSN+에/JKB
불리하게	불리/NNG+하/XSA+게/EC
작용하는	작용/NNG+하/XSV+는/ETM
어떠한	어떠하/VA+ㄴ/ETM
조처에도	조처/NNG+에/JKB+도/JX
반대한다”며	반대/NNG+하/XSV+ㄴ다/EF+”/SS+며/EC
북한의	북한/NNP+의/JKG
핵실험에	핵/NNG+실험/NNG+에/JKB
반대한다는	반대/NNG+하/XSV+ㄴ다는/ETM
뜻을	뜻/NNG+을/JKO
재차	재차/MAG
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.74.5.1
그동안 북한의 핵실험이나 장거리 로켓 발사에 대한 중국의 반대와 경고가 큰 영향을 미치지 못했다는 점을 고려하면, 북한이 핵실험 방침을 바꿀 수 있다는 신호를 보내지 않는 한 중국이 특사 파견을 주저할 가능성도 있다.

그동안	그동안/NNG
북한의	북한/NNP+의/JKG
핵실험이나	핵/NNG+실험/NNG+이나/JC
장거리	장거리/NNG
로켓	로켓/NNG
발사에	발사/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
중국의	중국/NNP+의/JKG
반대와	반대/NNG+와/JC
경고가	경고/NNG+가/JKS
큰	크/VA+ㄴ/ETM
영향을	영향/NNG+을/JKO
미치지	미치/VV+지/EC
못했다는	못하/VX+았/EP+다는/ETM
점을	점/NNG+을/JKO
고려하면,	고려/NNG+하/XSV+면/EC+,/SP
북한이	북한/NNP+이/JKS
핵실험	핵/NNG+실험/NNG
방침을	방침/NNG+을/JKO
바꿀	바꾸/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
신호를	신호/NNG+를/JKO
보내지	보내/VV+지/EC
않는	않/VX+는/ETM
한	한/NNG
중국이	중국/NNP+이/JKS
특사	특사/NNG
파견을	파견/NNG+을/JKO
주저할	주저/NNG+하/XSV+ㄹ/ETM
가능성도	가능/NNG+성/XSN+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.74.5.2
지난해 11월 시진핑 총서기 취임 직후, 중국은 북한의 장거리 로켓 발사를 막기 위해 리젠궈 공산당 중앙위원회 정치국원 겸 전국인민대표대회 부위원장을 단장으로 하는 대표단을 보냈으나, 북한은 로켓 발사를 강행했다.

지난해	지난해/NNG
11월	11/SN+월/NNB
시진핑	시진핑/NNP
총서기	총서기/NNG
취임	취임/NNG
직후,	직후/NNG+,/SP
중국은	중국/NNP+은/JX
북한의	북한/NNP+의/JKG
장거리	장거리/NNG
로켓	로켓/NNG
발사를	발사/NNG+를/JKO
막기	막/VV+기/ETN
위해	위하/VV+아/EC
리젠궈	리젠궈/NNP
공산당	공산당/NNP
중앙위원회	중앙/NNG+위원회/NNG
정치국원	정치국원/NNG
겸	겸/NNB
전국인민대표대회	전국인민대표대회/NNP
부위원장을	부위원장/NNG+을/JKO
단장으로	단장/NNG+으로/JKB
하는	하/VV+는/ETM
대표단을	대표단/NNG+을/JKO
보냈으나,	보내/VV+었/EP+으나/EC+,/SP
북한은	북한/NNP+은/JX
강행했다.	강행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.74.5.3
최근 박근혜 대통령 당선인의 특사단과 만난 중국 고위 당국자들은 “중국이 북한의 정책을 수립할 수는 없다”며 중국이 북한의 행동에 영향을 미치는 데엔 한계가 있음을 토로한 것으로 알려졌다.

최근	최근/MAG
박근혜	박근혜/NNP
대통령	대통령/NNG
당선인의	당선인/NNG+의/JKG
특사단과	특사단/NNG+과/JKB
만난	만나/VV+ㄴ/ETM
중국	중국/NNP
고위	고위/NNG
당국자들은	당국자/NNG+들/XSN+은/JX
“중국이	“/SS+중국/NNP+이/JKS
북한의	북한/NNP+의/JKG
정책을	정책/NNG+을/JKO
수립할	수립/NNG+하/XSV+ㄹ/ETM
수는	수/NNB+는/JX
없다”며	없/VA+다/EF+”/SS+며/EC
중국이	중국/NNP+이/JKS
행동에	행동/NNG+에/JKB
영향을	영향/NNG+을/JKO
미치는	미치/VV+는/ETM
데엔	데/NNB+에/JKB+ㄴ/JX
한계가	한계/NNG+가/JKS
있음을	있/VA+음/ETN+을/JKO
토로한	토로/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


