# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.360
metadata : {}


# id : NWRW1800000030.360.1.1
[충청] [우리 이런 일해요] 충남테크노파크_"아기 벤처기업 우리 품에서 쑥쑥 커요"

[충청]	[/SS+충청/NNP+]/SS
설립 당시 지식경제부, 충남도, 지역대학 등이 출연한 충남테크노파크는 정책기획단, 기업지원단, 영상미디어센터, 디스플레이센터, 자동차부품 R&D지원센터, 인력개발센터, 동물자원센터 등을 운영 중이다.

설립	설립/NNG
당시	당시/NNG
지식경제부,	지식/NNG+경제부/NNG+,/SP
충남도,	충남도/NNP+,/SP
지역대학	지역/NNG+대학/NNG
등이	등/NNB+이/JKS
출연한	출연/NNG+하/XSV+ㄴ/ETM
충남테크노파크는	충남테크노파크/NNP+는/JX
정책기획단,	정책/NNG+기획단/NNG+,/SP
기업지원단,	기업/NNG+지원단/NNG+,/SP
영상미디어센터,	영상/NNG+미디어/NNG+센터/NNG+,/SP
디스플레이센터,	디스플레이/NNG+센터/NNG+,/SP
자동차부품	자동차/NNG+부품/NNG
R&D지원센터,	R/SL+&/SW+D/SL+지원/NNG+센터/NNG+,/SP
인력개발센터,	인력/NNG+개발/NNG+센터/NNG+,/SP
동물자원센터	동물/NNG+자원/NNG+센터/NNG
등을	등/NNB+을/JKO
운영	운영/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.360.6.2
현재 직원 110여명이 벤처 창업지원 등 지역경제 성장을 돕는 일에 묵묵히 매달리고 있다.

현재	현재/MAG
직원	직원/NNG
110여명이	110/SN+여/XSN+명/NNB+이/JKS
벤처	벤처/NNG
창업지원	창업/NNG+지원/NNG
등	등/NNB
지역경제	지역/NNG+경제/NNG
성장을	성장/NNG+을/JKO
돕는	돕/VV+는/ETM
일에	일/NNG+에/JKB
묵묵히	묵묵히/MAG
매달리고	매달리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.360.7.1
충남테크노파크는 지난해 지역발전 우수기관 등으로 국무총리와 지식경제부 장관의 표창을 받는 등 전국의 18개 테크노파크 가운데 모범기관으로 발돋움하면서 타 지역의 견학이 잇따르고 있다.

충남테크노파크는	충남테크노파크/NNP+는/JX
지난해	지난해/NNG
지역발전	지역/NNG+발전/NNG
우수기관	우수/NNG+기관/NNG
등으로	등/NNB+으로/JKB
국무총리와	국무총리/NNG+와/JC
지식경제부	지식/NNG+경제부/NNG
장관의	장관/NNG+의/JKG
표창을	표창/NNG+을/JKO
받는	받/VV+는/ETM
등	등/NNB
전국의	전국/NNG+의/JKG
18개	18/SN+개/NNB
테크노파크	테크노파크/NNP
가운데	가운데/NNG
모범기관으로	모범/NNG+기관/NNG+으로/JKB
발돋움하면서	발돋움/NNG+하/XSV+면서/EC
타	타/MMD
지역의	지역/NNG+의/JKG
견학이	견학/NNG+이/JKS
잇따르고	잇따르/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.360.7.2
충남테크노파크가 기업지원 기관으로 명성을 드높인 이유는 기술개발, 창업보육, 기술이전, 교육훈련 등 벤처기업이 원하는 내용을 원스톱서비스로 제공해온 덕분이다.

충남테크노파크가	충남테크노파크/NNP+가/JKS
기업지원	기업/NNG+지원/NNG
기관으로	기관/NNG+으로/JKB
명성을	명성/NNG+을/JKO
드높인	드높이/VV+ㄴ/ETM
이유는	이유/NNG+는/JX
기술개발,	기술/NNG+개발/NNG+,/SP
창업보육,	창업/NNG+보육/NNG+,/SP
기술이전,	기술/NNG+이전/NNG+,/SP
교육훈련	교육/NNG+훈련/NNG
등	등/NNB
벤처기업이	벤처/NNG+기업/NNG+이/JKS
원하는	원/NNG+하/XSV+는/ETM
내용을	내용/NNG+을/JKO
원스톱서비스로	원스톱서비스/NNG+로/JKB
제공해온	제공/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
덕분이다.	덕분/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.360.8.1
지난해 연말까지 충남테크노파크의 지원을 받아 창업한 기업 수는 312개, 이들이 올린 총매출은 1조7670억원에 이른다.

지난해	지난해/NNG
연말까지	연말/NNG+까지/JX
충남테크노파크의	충남테크노파크/NNP+의/JKG
지원을	지원/NNG+을/JKO
받아	받/VV+아/EC
창업한	창업/NNG+하/XSV+ㄴ/ETM
기업	기업/NNG
수는	수/NNG+는/JX
312개,	312/SN+개/NNB+,/SP
이들이	이/NP+들/XSN+이/JKS
올린	올리/VV+ㄴ/ETM
총매출은	총매출/NNG+은/JX
1조7670억원에	1/SN+조/NR+7670/SN+억/NR+원/NNB+에/JKB
이른다.	이르/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.360.8.2
지난 한해 동안 테크노파크 내 127개 입주기업이 올린 연매출은 6000억원에 이르고 1700명을 고용하고 있다.

지난	지나/VV+ㄴ/ETM
한해	한/MMN+해/NNB
동안	동안/NNG
테크노파크	테크노파크/NNP
내	내/NNB
127개	127/SN+개/NNB
입주기업이	입주/NNG+기업/NNG+이/JKS
올린	올리/VV+ㄴ/ETM
연매출은	연/NNG+매출/NNG+은/JX
6000억원에	6000/SN+억/NR+원/NNB+에/JKB
이르고	이르/VV+고/EC
1700명을	1700/SN+명/NNB+을/JKO
고용하고	고용/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.360.9.1
이같은 성과는 대학창업보육센터, 입주기업 등에게 실질적인 도움을 주고자 창업 전 과정에 대한 맞춤식 지원에 나선 결과물이다.

이같은	이/NP+같/VA+은/ETM
성과는	성과/NNG+는/JX
대학창업보육센터,	대학/NNG+창업/NNG+보육/NNG+센터/NNG+,/SP
입주기업	입주/NNG+기업/NNG
등에게	등/NNB+에게/JKB
실질적인	실질/NNG+적/XSN+이/VCP+ㄴ/ETM
도움을	도움/NNG+을/JKO
주고자	주/VV+고자/EC
창업	창업/NNG
전	전/MMN
과정에	과정/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
맞춤식	맞춤식/NNG
지원에	지원/NNG+에/JKB
나선	나서/VV+ㄴ/ETM
결과물이다.	결과물/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.360.9.2
특히 2006년부터 처음 도입한 컨텍센터는 기업 육성 경험이 풍부한 전문위원 7명이 경영 노하우를 전수하면서 벤처기업을 육성하는 길라잡이 역할을 톡톡히 해내고 있다.

특히	특히/MAG
2006년부터	2006/SN+년/NNB+부터/JX
처음	처음/NNG
도입한	도입/NNG+하/XSV+ㄴ/ETM
컨텍센터는	컨텍센터/NNG+는/JX
기업	기업/NNG
육성	육성/NNG
경험이	경험/NNG+이/JKS
풍부한	풍부하/VA+ㄴ/ETM
전문위원	전문/NNG+위원/NNG
7명이	7/SN+명/NNB+이/JKS
경영	경영/NNG
노하우를	노하우/NNG+를/JKO
전수하면서	전수/NNG+하/XSV+면서/EC
벤처기업을	벤처/NNG+기업/NNG+을/JKO
육성하는	육성/NNG+하/XSV+는/ETM
길라잡이	길라잡이/NNG
역할을	역할/NNG+을/JKO
톡톡히	톡톡히/MAG
해내고	해내/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.360.9.3
이곳에선 자금, 마케팅, 인허가 등 창업초보자들의 애로사항 해결에 앞장서고 있다.

이곳에선	이곳/NP+에서/JKB+ㄴ/JX
자금,	자금/NNG+,/SP
마케팅,	마케팅/NNG+,/SP
인허가	인허가/NNG
등	등/NNB
창업초보자들의	창업/NNG+초보자/NNG+들/XSN+의/JKG
애로사항	애로/NNG+사항/NNG
해결에	해결/NNG+에/JKB
앞장서고	앞장서/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.360.10.1
김흥수 기업지원단장은 "창업기업에 디자인 개발, 성능분석, 시장분석 등 전문 서비스를 제공한다"며 "기업에 대한 투자를 유도하고 필요한 인력 양성을 위한 자체 교육프로그램도 운영 중"이라고 자랑했다.

김흥수	김흥수/NNP
기업지원단장은	기업/NNG+지원단장/NNG+은/JX
"창업기업에	"/SS+창업/NNG+기업/NNG+에/JKB
디자인	디자인/NNG
개발,	개발/NNG+,/SP
성능분석,	성능/NNG+분석/NNG+,/SP
시장분석	시장/NNG+분석/NNG
등	등/NNB
전문	전문/NNG
서비스를	서비스/NNG+를/JKO
제공한다"며	제공/NNG+하/XSV+ㄴ다/EF+"/SS+며/EC
"기업에	"/SS+기업/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
투자를	투자/NNG+를/JKO
유도하고	유도/NNG+하/XSV+고/EC
필요한	필요/NNG+하/XSA+ㄴ/ETM
인력	인력/NNG
양성을	양성/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
자체	자체/NNG
교육프로그램도	교육/NNG+프로그램/NNG+도/JX
운영	운영/NNG
중"이라고	중/NNB+"/SS+이라고/JKQ
자랑했다.	자랑/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.360.11.1
충남테크노파크의 도움을 받은 기업들은 승승장구하고 있다.

충남테크노파크의	충남테크노파크/NNP+의/JKG
도움을	도움/NNG+을/JKO
받은	받/VV+은/ETM
기업들은	기업/NNG+들/XSN+은/JX
승승장구하고	승승장구/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.360.12.1
"충남테크노파크가 경영 컨설팅, 세무상담, 기술지도 등 경영 전반을 체계적으로 도와준 것이 큰 힘이 됐죠."

"충남테크노파크가	"/SS+충남테크노파크/NNP+가/JKS
경영	경영/NNG
컨설팅,	컨설팅/NNG+,/SP
세무상담,	세무/NNG+상담/NNG+,/SP
기술지도	기술/NNG+지도/NNG
등	등/NNB
전반을	전반/NNG+을/JKO
체계적으로	체계/NNG+적/XSN+으로/JKB
도와준	도와주/VV+ㄴ/ETM
것이	것/NNB+이/JKS
큰	크/VA+ㄴ/ETM
힘이	힘/NNG+이/JKC
됐죠."	되/VV+었/EP+죠/EF+./SF+"/SS


# id : NWRW1800000030.360.13.1
입주기업인 한백시스템 원유석 대표는 "입주 벤처기업을 지원해주는 든든한 버팀목"이라고 고마움을 표했다.

입주기업인	입주/NNG+기업/NNG+이/VCP+ㄴ/ETM
한백시스템	한백시스템/NNP
원유석	원유석/NNP
대표는	대표/NNG+는/JX
"입주	"/SS+입주/NNG
벤처기업을	벤처/NNG+기업/NNG+을/JKO
지원해주는	지원/NNG+하/XSV+아/EC+주/VX+는/ETM
든든한	든든하/VA+ㄴ/ETM
버팀목"이라고	버팀목/NNG+"/SS+이라고/JKQ
고마움을	고마움/NNG+을/JKO
표했다.	표/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.360.13.2
한백시스템은 충남테크노파크의 지원에 힘입어 횡단보도 안전대기장치를 개발, '2010 공공디자인엑스포'에서 안전디자인대상을 받았으며 이 장비로만 올해 100억원 상당의 매출을 기대하고 있다.

한백시스템은	한백시스템/NNP+은/JX
충남테크노파크의	충남테크노파크/NNP+의/JKG
지원에	지원/NNG+에/JKB
힘입어	힘입/VV+어/EC
횡단보도	횡단보도/NNG
안전대기장치를	안전/NNG+대기/NNG+장치/NNG+를/JKO
개발,	개발/NNG+,/SP
'2010	'/SS+2010/SN
공공디자인엑스포'에서	공공/NNG+디자인/NNG+엑스포/NNG+'/SS+에서/JKB
안전디자인대상을	안전/NNG+디자인/NNG+대상/NNG+을/JKO
받았으며	받/VV+았/EP+으며/EC
이	이/MMD
장비로만	장비/NNG+로/JKB+만/JX
올해	올해/NNG
100억원	100/SN+억/NR+원/NNB
상당의	상당/NNG+의/JKG
매출을	매출/NNG+을/JKO
기대하고	기대/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.360.14.1
충남테크노파크는 지난해 일본, 중국, 미국 등에서 '벤처테크노 상담회'를 여는 등 기업의 해외시장 진출을 돕는 데도 열심이다.

충남테크노파크는	충남테크노파크/NNP+는/JX
지난해	지난해/NNG
일본,	일본/NNP+,/SP
중국,	중국/NNP+,/SP
미국	미국/NNP
등에서	등/NNB+에서/JKB
'벤처테크노	'/SS+벤처/NNG+테크노/NNG
상담회'를	상담회/NNG+'/SS+를/JKO
여는	열/VV+는/ETM
등	등/NNB
기업의	기업/NNG+의/JKG
해외시장	해외/NNG+시장/NNG
진출을	진출/NNG+을/JKO
돕는	돕/VV+는/ETM
데도	데/NNB+도/JX
열심이다.	열심/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.360.15.1
"2~3명으로 초라하게 출발했지만 지원한 벤처기업이 견실하게 성장하는 모습을 볼 때가 가장 뿌듯하죠."

"2~3명으로	"/SS+2/SN+~/SO+3/SN+명/NNB+으로/JKB
초라하게	초라하/VA+게/EC
출발했지만	출발/NNG+하/XSV+았/EP+지만/EC
지원한	지원/NNG+하/XSV+ㄴ/ETM
벤처기업이	벤처/NNG+기업/NNG+이/JKS
견실하게	견실하/VA+게/EC
성장하는	성장/NNG+하/XSV+는/ETM
모습을	모습/NNG+을/JKO
볼	보/VV+ㄹ/ETM
때가	때/NNG+가/JKS
가장	가장/MAG
뿌듯하죠."	뿌듯하/VA+죠/EF+./SF+"/SS


# id : NWRW1800000030.360.16.1
정책기획단 정재욱 박사는 "벤처기업 특성상 모두 성공하지 못해 아쉽지만 실패요인을 철저히 분석, 성공으로 이끄는 데 초점을 맞추고 있다"고 말했다.

정책기획단	정책/NNG+기획단/NNG
정재욱	정재욱/NNP
박사는	박사/NNG+는/JX
"벤처기업	"/SS+벤처/NNG+기업/NNG
특성상	특성/NNG+상/XSN
모두	모두/MAG
성공하지	성공/NNG+하/XSV+지/EC
못해	못하/VX+아/EC
아쉽지만	아쉽/VA+지만/EC
실패요인을	실패/NNG+요인/NNG+을/JKO
철저히	철저히/MAG
분석,	분석/NNG+,/SP
성공으로	성공/NNG+으로/JKB
이끄는	이끌/VV+는/ETM
데	데/NNB
초점을	초점/NNG+을/JKO
맞추고	맞추/VV+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.360.17.1
충남테크노파크는 2020년까지 연매출 1000억원이 넘는 중견기업 20개, 1조원 돌파 대기업 2개를 육성한다는 계획이다.

충남테크노파크는	충남테크노파크/NNP+는/JX
2020년까지	2020/SN+년/NNB+까지/JX
연매출	연/NNG+매출/NNG
1000억원이	1000/SN+억/NR+원/NNB+이/JKS
넘는	넘/VV+는/ETM
중견기업	중견/NNG+기업/NNG
20개,	20/SN+개/NNB+,/SP
1조원	1/SN+조/NR+원/NNB
돌파	돌파/NNG
대기업	대/XPN+기업/NNG
2개를	2/SN+개/NNB+를/JKO
육성한다는	육성/NNG+하/XSV+ㄴ다는/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.360.17.2
이를 위해 아산 디스플레이센터, 예산 자동차부품R&D지원센터를 주축으로 아산·예산·당진 등의 3개 지역밸리 개발도 추진, 지역 균형발전을 이끈다는 방침이다.

이를	이/NP+를/JKO
위해	위하/VV+아/EC
아산	아산/NNP
디스플레이센터,	디스플레이/NNG+센터/NNG+,/SP
예산	예산/NNP
자동차부품R&D지원센터를	자동차/NNG+부품/NNG+R/SL+&/SW+D/SL+지원/NNG+센터/NNG+를/JKO
주축으로	주축/NNG+으로/JKB
아산·예산·당진	아산/NNP+·/SP+예산/NNP+·/SP+당진/NNP
등의	등/NNB+의/JKG
3개	3/SN+개/NNB
지역밸리	지역/NNG+밸리/NNG
개발도	개발/NNG+도/JX
추진,	추진/NNG+,/SP
지역	지역/NNG
균형발전을	균형/NNG+발전/NNG+을/JKO
이끈다는	이끌/VV+ㄴ다는/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.360.18.1
장원철 원장은 "삼성전자, 현대자동차 등 대기업과 5000여개 중소기업, 36개 대학, 623개 연구소가 있는 충남의 잠재력을 살리는 게 관건"이라며 "산·학·연·관의 유기적 협력을 통해 신성장동력을 만드는 데 앞장서겠다"고 다짐했다.

장원철	장원철/NNP
원장은	원장/NNG+은/JX
"삼성전자,	"/SS+삼성전자/NNP+,/SP
현대자동차	현대자동차/NNP
등	등/NNB
대기업과	대/XPN+기업/NNG+과/JC
5000여개	5000/SN+여/XSN+개/NNB
중소기업,	중소기업/NNG+,/SP
36개	36/SN+개/NNB
대학,	대학/NNG+,/SP
623개	623/SN+개/NNB
연구소가	연구소/NNG+가/JKS
있는	있/VA+는/ETM
충남의	충남/NNP+의/JKG
잠재력을	잠재력/NNG+을/JKO
살리는	살리/VV+는/ETM
게	거/NNB+이/JKS
관건"이라며	관건/NNG+"/SS+이/VCP+라며/EC
"산·학·연·관의	"/SS+산·학·연·관/NNG+의/JKG
유기적	유기/NNG+적/XSN
협력을	협력/NNG+을/JKO
통해	통하/VV+아/EC
신성장동력을	신/XPN+성장/NNG+동력/NNG+을/JKO
만드는	만들/VV+는/ETM
데	데/NNB
앞장서겠다"고	앞장서/VV+겠/EP+다/EF+"/SS+고/JKQ
다짐했다.	다짐/NNG+하/XSV+았/EP+다/EF+./SF


