# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.256
metadata : {}


# id : NWRW1800000026.256.1.1
[Job World] [中企 취업포털 잡월드] 취업 2만명 달성… 3만, 5만명까지 계속 뽑습니다;등록 일자리 3만6000개 '봇물' 4050 중·장년들도 구직 도전

[Job	[/SS+Job/SL
# id : NWRW1800000026.256.12.1
◆"3만, 5만명까지 계속 취업지원"

◆"3만,	◆/SW+"/SS+3/SN+만/NR+,/SP
5만명까지	5/SN+만/NR+명/NNB+까지/JX
계속	계속/MAG
취업지원"	취업/NNG+지원/NNG+"/SS


# id : NWRW1800000026.256.13.1
조선일보와 기업은행은 '2만명 취업 달성' 성과에 만족하지 않고 앞으로 '3만명 취업'을 목표로 더욱 다양한 프로그램을 구직자와 구인 기업에 제공할 계획이다.

조선일보와	조선일보/NNP+와/JC
기업은행은	기업은행/NNP+은/JX
'2만명	'/SS+2/SN+만/NR+명/NNB
취업	취업/NNG
달성'	달성/NNG+'/SS
성과에	성과/NNG+에/JKB
만족하지	만족/NNG+하/XSV+지/EC
않고	않/VX+고/EC
앞으로	앞/NNG+으로/JKB
'3만명	'/SS+3/SN+만/NR+명/NNB
취업'을	취업/NNG+'/SS+을/JKO
목표로	목표/NNG+로/JKB
더욱	더욱/MAG
다양한	다양/NNG+하/XSA+ㄴ/ETM
프로그램을	프로그램/NNG+을/JKO
구직자와	구직자/NNG+와/JC
구인	구인/NNG
기업에	기업/NNG+에/JKB
제공할	제공/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.256.13.2
우선 다음 달 쯤 대기업 못지않은 급여수준과 복리후생을 갖춘 중소기업을 엄선해'잡월드 베스트 600' 중소기업을 발표할 계획이다.

우선	우선/MAG
다음	다음/NNG
달	달/NNG
쯤	쯤/XSN
대기업	대/XPN+기업/NNG
못지않은	못지않/VA+은/ETM
급여수준과	급여/NNG+수준/NNG+과/JC
복리후생을	복리/NNG+후생/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
중소기업을	중소기업/NNG+을/JKO
엄선해'잡월드	엄선/NNG+하/XSV+아/EC+'/SS+잡월드/NNP
베스트	베스트/NNG
600'	600/SN+'/SS
발표할	발표/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.256.14.1
윤용로 IBK기업은행장은 "청년들이 중소기업 취업을 기피하는 이유 중 하나가 중소기업에 대한 정확한 정보가 없기 때문"이라며 "'잡월드 베스트600'을 통해 우리나라에 대기업 뺨치는 좋은 조건을 갖춘 중소기업이 많이 있다는 것을 구직자들에게 알리고 동시에 중소기업에 대한 우리 사회의 인식도 업그레이드시킬 계획"이라고 말했다.

윤용로	윤용로/NNP
IBK기업은행장은	IBK기업은행장/NNG+은/JX
"청년들이	"/SS+청년/NNG+들/XSN+이/JKS
중소기업	중소기업/NNG
취업을	취업/NNG+을/JKO
기피하는	기피/NNG+하/XSV+는/ETM
이유	이유/NNG
중	중/NNB
하나가	하나/NR+가/JKS
중소기업에	중소기업/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
정확한	정확/NNG+하/XSA+ㄴ/ETM
정보가	정보/NNG+가/JKS
없기	없/VA+기/ETN
때문"이라며	때문/NNB+"/SS+이/VCP+라며/EC
"'잡월드	"/SS+'/SS+잡월드/NNP
베스트600'을	베스트/NNG+600/SN+'/SS+을/JKO
통해	통하/VV+아/EC
우리나라에	우리나라/NNG+에/JKB
대기업	대/XPN+기업/NNG
뺨치는	뺨치/VV+는/ETM
좋은	좋/VA+은/ETM
조건을	조건/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
중소기업이	중소기업/NNG+이/JKS
많이	많이/MAG
있다는	있/VA+다는/ETM
것을	것/NNB+을/JKO
구직자들에게	구직자/NNG+들/XSN+에게/JKB
알리고	알리/VV+고/EC
동시에	동시/NNG+에/JKB
우리	우리/NP
사회의	사회/NNG+의/JKG
인식도	인식/NNG+도/JX
업그레이드시킬	업그레이드/NNG+시키/XSV+ㄹ/ETM
계획"이라고	계획/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.256.15.1
조선일보와 기업은행은 또 중소기업에 대한 무료 교육 프로그램을 제공해 인력 교육 부담 때문에 채용을 꺼리는 중소기업이 더 많은 인재를 채용하도록 유도하는 방안도 검토 중이다.

조선일보와	조선일보/NNP+와/JC
기업은행은	기업은행/NNP+은/JX
또	또/MAG
중소기업에	중소기업/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
무료	무료/NNG
교육	교육/NNG
프로그램을	프로그램/NNG+을/JKO
제공해	제공/NNG+하/XSV+아/EC
인력	인력/NNG
부담	부담/NNG
때문에	때문/NNB+에/JKB
채용을	채용/NNG+을/JKO
꺼리는	꺼리/VV+는/ETM
중소기업이	중소기업/NNG+이/JKS
더	더/MAG
많은	많/VA+은/ETM
인재를	인재/NNG+를/JKO
채용하도록	채용/NNG+하/XSV+도록/EC
유도하는	유도/NNG+하/XSV+는/ETM
방안도	방안/NNG+도/JX
검토	검토/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


