# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.114
metadata : {}


# id : NWRW1800000041.114.1.1
[책의 향기/이 책, 이 저자]풍수과학 다룬 ‘명당’ 쓴 이문호 교수

[책의	[/SS+책/NNG+의/JKG
과학과는	과학/NNG+과/JKB+는/JX
거리가	거리/NNG+가/JKS
멀어	멀/VA+어/EC
보이는	보이/VV+는/ETM
풍수와	풍수/NNG+와/JC
명당에	명당/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
책을	책/NNG+을/JKO
썼기	쓰/VV+었/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.114.4.1
“1998년에 아버님께서 돌아가셨는데.

“1998년에	“/SS+1998/SN+년/NNB+에/JKB
아버님께서	아버님/NNG+께서/JKS
돌아가셨는데.	돌아가/VV+시/EP+었/EP+는데/EC+./SF


# id : NWRW1800000041.114.4.2
묏자리를 봐 주러 온 풍수가가 수맥을 찾는다며 ‘L로드’(L자 모양으로 굽은 금속 막대)를 사용하더군요.

묏자리를	묏자리/NNG+를/JKO
봐	보/VV+아/EC
주러	주/VX+러/EC
온	오/VV+ㄴ/ETM
풍수가가	풍수가/NNG+가/JKS
수맥을	수맥/NNG+을/JKO
찾는다며	찾/VV+는다며/EC
‘L로드’(L자	‘/SS+L/SL+로드/NNG+’/SS+(/SS+L/SL+자/NNG
모양으로	모양/NNG+으로/JKB
굽은	굽/VA+은/ETM
금속	금속/NNG
막대)를	막대/NNG+)/SS+를/JKO
사용하더군요.	사용/NNG+하/XSV+더군/EF+요/JX+./SF


# id : NWRW1800000041.114.4.3
그 모습을 보면서 ‘저 기구의 원리는 뭐지?’ ‘과학적으로 설명할 방법은 없나?’ 하는 생각을 했죠.”

그	그/MMD
모습을	모습/NNG+을/JKO
보면서	보/VV+면서/EC
‘저	‘/SS+저/MMD
기구의	기구/NNG+의/JKG
원리는	원리/NNG+는/JX
뭐지?’	뭐/NP+이/VCP+지/EF+?/SF+’/SS
‘과학적으로	‘/SS+과학/NNG+적/XSN+으로/JKB
설명할	설명/NNG+하/XSV+ㄹ/ETM
방법은	방법/NNG+은/JX
없나?’	없/VA+나/EF+?/SF+’/SS
하는	하/VV+는/ETM
생각을	생각/NNG+을/JKO
했죠.”	하/VV+았/EP+죠/EF+./SF+”/SS


# id : NWRW1800000041.114.5.1
호기심 수준이던 풍수에 대한 관심이 본격적인 연구대상으로 바뀌게 된 데에는 영남대에 풍수가 출신 대학원생 2명이 입학한 것이 계기가 됐다.

호기심	호기심/NNG
수준이던	수준/NNG+이/VCP+던/ETM
풍수에	풍수/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
관심이	관심/NNG+이/JKS
본격적인	본격/NNG+적/XSN+이/VCP+ㄴ/ETM
연구대상으로	연구/NNG+대상/NNG+으로/JKB
바뀌게	바뀌/VV+게/EC
된	되/VV+ㄴ/ETM
데에는	데/NNB+에/JKB+는/JX
영남대에	영남대/NNP+에/JKB
풍수가	풍수가/NNG
출신	출신/NNG
대학원생	대학원/NNG+생/XSN
2명이	2/SN+명/NNB+이/JKS
입학한	입학/NNG+하/XSV+ㄴ/ETM
것이	것/NNB+이/JKS
계기가	계기/NNG+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.114.6.1
“대학원생들이 전국 수천 기의 묘소를 찾아 입지를 분석하고 족보를 찾아 묘 주인의 후손 수를 조사했는데, 신기하게도 경사가 심한 산비탈이나 산꼭대기에 쓴 묘소 주인의 후손 수가 3, 4대 사이에 급감한다는 연구결과가 나온 겁니다.

“대학원생들이	“/SS+대학원/NNG+생/XSN+들/XSN+이/JKS
전국	전국/NNG
수천	수천/NR
기의	기/NNB+의/JKG
묘소를	묘소/NNG+를/JKO
찾아	찾/VV+아/EC
입지를	입지/NNG+를/JKO
분석하고	분석/NNG+하/XSV+고/EC
족보를	족보/NNG+를/JKO
묘	묘/NNG
주인의	주인/NNG+의/JKG
후손	후손/NNG
수를	수/NNG+를/JKO
조사했는데,	조사/NNG+하/XSV+았/EP+는데/EC+,/SP
신기하게도	신기하/VA+게/EC+도/JX
경사가	경사/NNG+가/JKS
심한	심하/VA+ㄴ/ETM
산비탈이나	산비탈/NNG+이나/JC
산꼭대기에	산꼭대기/NNG+에/JKB
쓴	쓰/VV+ㄴ/ETM
묘소	묘소/NNG
수가	수/NNG+가/JKS
3,	3/SN+,/SP
4대	4/SN+대/NNB
사이에	사이/NNG+에/JKB
급감한다는	급감/NNG+하/XSV+ㄴ다는/ETM
연구결과가	연구/NNG+결과/NNG+가/JKS
나온	나오/VV+ㄴ/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000041.114.6.2
그 결과를 보고는 ‘내가 주도해 연구해 봐야겠다’ 했지요.”

그	그/MMD
결과를	결과/NNG+를/JKO
보고는	보/VV+고/EC+는/JX
‘내가	‘/SS+내/NP+가/JKS
주도해	주도/NNG+하/XSV+아/EC
연구해	연구/NNG+하/XSV+아/EC
봐야겠다’	보/VX+아야/EC+하/VX+겠/EP+다/EF+’/SS
했지요.”	하/VV+았/EP+지요/EF+./SF+”/SS


# id : NWRW1800000041.114.7.1
이 교수는 약 8개월에 걸쳐 전국에 있는 후손이 번창한 집안, 높은 벼슬을 지낸 조상을 둔 가문부터 국내 재벌 기업의 창업자와 일본 소프트뱅크 손정의 회장의 조상 묘소를 찾아 다니며 지질조사 장비를 이용해 땅속 상태를 조사했다.

이	이/NNP
교수는	교수/NNG+는/JX
약	약/MMA
8개월에	8/SN+개월/NNB+에/JKB
걸쳐	걸치/VV+어/EC
전국에	전국/NNG+에/JKB
있는	있/VA+는/ETM
후손이	후손/NNG+이/JKS
번창한	번창/NNG+하/XSV+ㄴ/ETM
집안,	집안/NNG+,/SP
높은	높/VA+은/ETM
벼슬을	벼슬/NNG+을/JKO
지낸	지내/VV+ㄴ/ETM
조상을	조상/NNG+을/JKO
둔	두/VV+ㄴ/ETM
가문부터	가문/NNG+부터/JX
국내	국내/NNG
재벌	재벌/NNG
기업의	기업/NNG+의/JKG
창업자와	창업자/NNG+와/JKB
일본	일본/NNP
소프트뱅크	소프트뱅크/NNP
손정의	손정의/NNP
회장의	회장/NNG+의/JKG
조상	조상/NNG
묘소를	묘소/NNG+를/JKO
찾아	찾/VV+아/EC
다니며	다니/VV+며/EC
지질조사	지질/NNG+조사/NNG
장비를	장비/NNG+를/JKO
이용해	이용/NNG+하/XSV+아/EC
땅속	땅속/NNG
상태를	상태/NNG+를/JKO
조사했다.	조사/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.114.7.2
조사 결과 후손이 번창했거나 큰 부를 일군 인물의 조상, 특히 증조부모 묘의 공통점을 발견했다.

조사	조사/NNG
결과	결과/NNG
후손이	후손/NNG+이/JKS
번창했거나	번창/NNG+하/XSV+았/EP+거나/EC
큰	크/VA+ㄴ/ETM
부를	부/NNG+를/JKO
일군	일구/VV+ㄴ/ETM
인물의	인물/NNG+의/JKG
조상,	조상/NNG+,/SP
특히	특히/MAG
증조부모	증조부모/NNG
묘의	묘/NNG+의/JKG
공통점을	공통점/NNG+을/JKO
발견했다.	발견/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.114.7.3
관을 묻는 지점 아래가 구덩이 형태로 움푹 꺼진 암석층이 있고, 그 구덩이는 풍화가 잘된 고운 흙층이 자리 잡고 있었다는 점이다.

관을	관/NNG+을/JKO
묻는	묻/VV+는/ETM
지점	지점/NNG
아래가	아래/NNG+가/JKS
구덩이	구덩이/NNG
형태로	형태/NNG+로/JKB
움푹	움푹/MAG
꺼진	꺼지/VV+ㄴ/ETM
암석층이	암석/NNG+층/XSN+이/JKS
있고,	있/VA+고/EC+,/SP
그	그/MMD
구덩이는	구덩이/NNG+는/JX
풍화가	풍화/NNG+가/JKS
잘된	잘/MAG+되/XSV+ㄴ/ETM
고운	곱/VA+ㄴ/ETM
흙층이	흙/NNG+층/XSN+이/JKS
자리	자리/NNG
잡고	잡/VV+고/EC
있었다는	있/VX+었/EP+다는/ETM
점이다.	점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.114.8.1
“풍수가들이 명당으로 보는 ‘혈(穴)’의 지질학적 조건을 과학적으로 밝혀냈다는 데 의미가 있습니다.

“풍수가들이	“/SS+풍수가/NNG+들/XSN+이/JKS
명당으로	명당/NNG+으로/JKB
보는	보/VV+는/ETM
‘혈(穴)’의	‘/SS+혈/NNG+(/SS+穴/SH+)/SS+’/SS+의/JKG
지질학적	지질학/NNG+적/XSN
조건을	조건/NNG+을/JKO
과학적으로	과학/NNG+적/XSN+으로/JKB
밝혀냈다는	밝혀내/VV+었/EP+다는/ETM
데	데/NNB
의미가	의미/NNG+가/JKS
있습니다.	있/VA+습니다/EF+./SF


# id : NWRW1800000041.114.8.2
물론 묏자리의 영향이 왜 하필 증손자대에 나타나는지, 조상의 묘가 어떤 과정을 거쳐 후손의 복에 영향을 주는지는 아직까지 규명되지 않아 추가적인 연구가 필요합니다.”

물론	물론/MAG
묏자리의	묏자리/NNG+의/JKG
영향이	영향/NNG+이/JKS
왜	왜/MAG
하필	하필/MAG
증손자대에	증손자/NNG+대/NNG+에/JKB
나타나는지,	나타나/VV+는지/EC+,/SP
조상의	조상/NNG+의/JKG
묘가	묘/NNG+가/JKS
어떤	어떤/MMD
과정을	과정/NNG+을/JKO
거쳐	거치/VV+어/EC
후손의	후손/NNG+의/JKG
복에	복/NNG+에/JKB
영향을	영향/NNG+을/JKO
주는지는	주/VV+는지/EF+는/JX
아직까지	아직/MAG+까지/JX
규명되지	규명/NNG+되/XSV+지/EC
않아	않/VX+아/EC
추가적인	추가/NNG+적/XSN+이/VCP+ㄴ/ETM
연구가	연구/NNG+가/JKS
필요합니다.”	필요/NNG+하/XSA+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000041.114.9.1
남의 묘소 주변을 조사하고 다니다 보니 이를 오해한 후손들과 실랑이가 벌어진 적도 있었다.

남의	남/NNG+의/JKG
묘소	묘소/NNG
주변을	주변/NNG+을/JKO
조사하고	조사/NNG+하/XSV+고/EC
다니다	다니/VV+다/EC
보니	보/VX+니/EC
이를	이/NP+를/JKO
오해한	오해/NNG+하/XSV+ㄴ/ETM
후손들과	후손/NNG+들/XSN+과/JKB
실랑이가	실랑이/NNG+가/JKS
벌어진	벌어지/VV+ㄴ/ETM
적도	적/NNB+도/JX
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000041.114.10.1
“양평에 있는 택당 이식 선생의 묘 주변을 조사하는데 그 집안 종손께서 ‘남의 묘에서 뭐하는 거냐’고 하시더군요.

“양평에	“/SS+양평/NNP+에/JKB
있는	있/VA+는/ETM
택당	택당/NNP
이식	이식/NNP
선생의	선생/NNG+의/JKG
묘	묘/NNG
주변을	주변/NNG+을/JKO
조사하는데	조사/NNG+하/XSV+는데/EC
그	그/MMD
집안	집안/NNG
종손께서	종손/NNG+께서/JKS
‘남의	‘/SS+남/NNG+의/JKG
묘에서	묘/NNG+에서/JKB
뭐하는	뭐/NP+하/VV+는/ETM
거냐’고	거/NNB+이/VCP+냐/EF+’/SS+고/JKQ
하시더군요.	하/VV+시/EP+더군요/EF+./SF


# id : NWRW1800000041.114.10.2
‘이름난 명당의 공통점을 찾아 소개하려고 한다’고 말씀드렸더니 마음이 풀리셨는지 저희 연구팀이 찾고 있던 택당 선생의 증조부 묘소의 위치까지 알려 주셨지요.”

‘이름난	‘/SS+이름나/VV+ㄴ/ETM
명당의	명당/NNG+의/JKG
공통점을	공통점/NNG+을/JKO
찾아	찾/VV+아/EC
소개하려고	소개/NNG+하/XSV+려고/EC
한다’고	하/VX+ㄴ다/EF+’/SS+고/JKQ
말씀드렸더니	말씀/NNG+드리/VV+었/EP+더니/EC
마음이	마음/NNG+이/JKS
풀리셨는지	풀리/VV+시/EP+었/EP+는지/EC
저희	저희/NP
연구팀이	연구/NNG+팀/NNG+이/JKS
찾고	찾/VV+고/EC
있던	있/VX+던/ETM
택당	택당/NNP
선생의	선생/NNG+의/JKG
증조부	증조부/NNG
묘소의	묘소/NNG+의/JKG
위치까지	위치/NNG+까지/JX
알려	알리/VV+어/EC
주셨지요.”	주/VX+시/EP+었/EP+지요/EF+./SF+”/SS


# id : NWRW1800000041.114.11.1
명당의 조건을 알아낼 수 있는 저자라면 자신의 묏자리로 점찍어 둔 곳은 없을까?

명당의	명당/NNG+의/JKG
조건을	조건/NNG+을/JKO
알아낼	알아내/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
저자라면	저자/NNG+이/VCP+라면/EC
자신의	자신/NNG+의/JKG
묏자리로	묏자리/NNG+로/JKB
점찍어	점찍/VV+어/EC
둔	두/VX+ㄴ/ETM
곳은	곳/NNG+은/JX
없을까?	없/VA+을까/EF+?/SF


# id : NWRW1800000041.114.12.1
“조부모님과 부모님의 묘는 조사를 통해 일부 위치를 옮기기도 했지요.

“조부모님과	“/SS+조부모/NNG+님/XSN+과/JC
부모님의	부모/NNG+님/XSN+의/JKG
묘는	묘/NNG+는/JX
조사를	조사/NNG+를/JKO
통해	통하/VV+아/EC
일부	일부/NNG
위치를	위치/NNG+를/JKO
옮기기도	옮기/VV+기/ETN+도/JX
했지요.	하/VX+았/EP+지요/EF+./SF


# id : NWRW1800000041.114.12.2
하지만 제 묏자리로 봐둔 곳은 없습니다.

하지만	하지만/MAJ
제	저/NP+의/JKG
묏자리로	묏자리/NNG+로/JKB
봐둔	보/VV+아/EC+두/VX+ㄴ/ETM
곳은	곳/NNG+은/JX
없습니다.	없/VA+습니다/EF+./SF


# id : NWRW1800000041.114.12.3
저는 한 인물이 명당에 들 가능성은 생전에 그 사람이 타인에게 베푼 마음의 크기에 비례해 커진다고 믿어요.

저는	저/NP+는/JX
한	한/MMN
인물이	인물/NNG+이/JKS
명당에	명당/NNG+에/JKB
들	들/VV+ㄹ/ETM
가능성은	가능/NNG+성/XSN+은/JX
생전에	생전/NNG+에/JKB
그	그/MMD
사람이	사람/NNG+이/JKS
타인에게	타인/NNG+에게/JKB
베푼	베풀/VV+ㄴ/ETM
마음의	마음/NNG+의/JKG
크기에	크기/NNG+에/JKB
비례해	비례/NNG+하/XSV+아/EC
커진다고	커지/VV+ㄴ다고/EC
믿어요.	믿/VV+어요/EF+./SF


# id : NWRW1800000041.114.12.4
평소 베푸는 삶을 살지 못한 저를 위한 명당은 아마 없지 않을까 싶네요.”

평소	평소/NNG
베푸는	베풀/VV+는/ETM
삶을	삶/NNG+을/JKO
살지	살/VV+지/EC
못한	못하/VX+ㄴ/ETM
저를	저/NP+를/JKO
위한	위하/VV+ㄴ/ETM
명당은	명당/NNG+은/JX
아마	아마/MAG
없지	없/VA+지/EC
않을까	않/VX+을까/EF
싶네요.”	싶/VX+네/EF+요/JX+./SF+”/SS


