# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.303
metadata : {}


# id : NWRW1800000048.303.1.1
‘2차 4대강 사업’ 돈 퍼붓지 말고 ‘새는 물’ 잡은 영월·정선을 보라

‘2차	‘/SS+2/SN+차/NNB
정선군청 수질환경사업소 상수도 담당 김홍섭 주무관은 “예전엔 수돗물 40을 쓰려면 광동댐에서 100을 뽑아 와야 했는데, 이젠 새나가는 물을 다 잡아서 쓰니까 필요한 만큼만 받아 오면 된다”며 “가뭄이 몇 달 더 가도 수돗물 공급에는 문제가 없을 것”이라고 말했다.

정선군청	정선군청/NNP
수질환경사업소	수질/NNG+환경/NNG+사업소/NNG
상수도	상수도/NNG
담당	담당/NNG
김홍섭	김홍섭/NNP
주무관은	주무관/NNG+은/JX
“예전엔	“/SS+예전/NNG+에/JKB+ㄴ/JX
수돗물	수돗물/NNG
40을	40/SN+을/JKO
쓰려면	쓰/VV+려면/EC
광동댐에서	광동댐/NNP+에서/JKB
100을	100/SN+을/JKO
뽑아	뽑/VV+아/EC
와야	오/VX+아야/EC
했는데,	하/VX+았/EP+는데/EC+,/SP
이젠	이제/NNG+ㄴ/JX
새나가는	새/VV+어/EC+나가/VX+는/ETM
물을	물/NNG+을/JKO
다	다/MAG
잡아서	잡/VV+아서/EC
쓰니까	쓰/VV+니까/EC
필요한	필요/NNG+하/XSA+ㄴ/ETM
만큼만	만큼/NNB+만/JX
받아	받/VV+아/EC
오면	오/VV+면/EC
된다”며	되/VV+ㄴ다/EF+”/SS+며/EC
“가뭄이	“/SS+가뭄/NNG+이/JKS
몇	몇/NR
달	달/NNG
더	더/MAG
가도	가/VV+아도/EC
공급에는	공급/NNG+에/JKB+는/JX
문제가	문제/NNG+가/JKS
없을	없/VA+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.303.10.1
물 부족 문제를 해결하는 데는 댐을 새로 짓거나 다른 지역에서 물을 끌어오는 것보다 땅속으로 새나가는 물부터 막아야 한다는 점은 상수도 전문가들뿐 아니라 환경부도 강조해온 이야기다.

물	물/NNG
부족	부족/NNG
문제를	문제/NNG+를/JKO
해결하는	해결/NNG+하/XSV+는/ETM
데는	데/NNB+는/JX
댐을	댐/NNG+을/JKO
새로	새로/MAG
짓거나	짓/VV+거나/EC
다른	다른/MMD
지역에서	지역/NNG+에서/JKB
물을	물/NNG+을/JKO
끌어오는	끌어오/VV+는/ETM
것보다	것/NNB+보다/JKB
땅속으로	땅속/NNG+으로/JKB
새나가는	새/VV+어/EC+나가/VX+는/ETM
물부터	물/NNG+부터/JX
막아야	막/VV+아야/EC
한다는	하/VX+ㄴ다는/ETM
점은	점/NNG+은/JX
상수도	상수도/NNG
전문가들뿐	전문가/NNG+들/XSN+뿐/JX
아니라	아니/VCN+라/EC
환경부도	환경부/NNG+도/JX
강조해온	강조/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
이야기다.	이야기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.303.10.2
전국 상수관로 18만688㎞ 가운데 깔린 지 20년이 지나 낡은 관로는 30.6%인 5만5312㎞나 된다.

전국	전국/NNG
상수관로	상수/NNG+관로/NNG
18만688㎞	18/SN+만/NR+688/SN+㎞/SW
가운데	가운데/NNG
깔린	깔리/VV+ㄴ/ETM
지	지/NNB
20년이	20/SN+년/NNB+이/JKS
지나	지나/VV+아/EC
낡은	낡/VV+은/ETM
관로는	관로/NNG+는/JX
30.6%인	30/SN+./SP+6/SN+%/SW+이/VCP+ㄴ/ETM
5만5312㎞나	5/SN+만/NR+5312/SN+㎞/SW+나/JX
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.303.10.3
이는 특히 물 사정이 좋지 않은 군 지역 유수율이 2013년 기준 평균 64%를 밑돌게 만드는 주범이다.

이는	이/NP+는/JX
특히	특히/MAG
물	물/NNG
사정이	사정/NNG+이/JKS
좋지	좋/VA+지/EC
않은	않/VX+은/ETM
군	군/NNG
지역	지역/NNG
유수율이	유수/NNG+율/XSN+이/JKS
2013년	2013/SN+년/NNB
기준	기준/NNG
평균	평균/NNG
64%를	64/SN+%/SW+를/JKO
밑돌게	밑돌/VV+게/EC
만드는	만들/VV+는/ETM
주범이다.	주범/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.303.10.4
새나가는 물이 36%가 넘지만 재정이 열악한 지방자치단체들은 막을 엄두를 내기 힘들다.

새나가는	새/VV+어/EC+나가/VX+는/ETM
물이	물/NNG+이/JKS
36%가	36/SN+%/SW+가/JKS
넘지만	넘/VV+지만/EC
재정이	재정/NNG+이/JKS
열악한	열악하/VA+ㄴ/ETM
지방자치단체들은	지방/NNG+자치/NNG+단체/NNG+들/XSN+은/JX
막을	막/VV+을/ETM
엄두를	엄두/NNG+를/JKO
내기	내/VV+기/ETN
힘들다.	힘들/VA+다/EF+./SF


# id : NWRW1800000048.303.11.1
다른 토목사업에는 쉽게 주머니를 여는 정부는 수돗물사업에 대해선 수익자 부담 원칙을 내세워 국비 지원을 해주지 않는다.

다른	다른/MMD
토목사업에는	토목/NNG+사업/NNG+에/JKB+는/JX
쉽게	쉽/VA+게/EC
주머니를	주머니/NNG+를/JKO
여는	열/VV+는/ETM
정부는	정부/NNG+는/JX
수돗물사업에	수돗물/NNG+사업/NNG+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
수익자	수익자/NNG
부담	부담/NNG
원칙을	원칙/NNG+을/JKO
내세워	내세우/VV+어/EC
국비	국비/NNG
지원을	지원/NNG+을/JKO
해주지	하/VV+아/EC+주/VX+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000048.303.11.2
정선·영월군의 상수관망 개선은 환경부가 예산 주무부처인 기획재정부를 설득해 사업비 751억여원의 50%를 올해 말까지 한시적으로 지원하기로 해 가능했다.

정선·영월군의	정선/NNP+·/SP+영월군/NNP+의/JKG
상수관망	상수/NNG+관/NNG+망/NNG
개선은	개선/NNG+은/JX
환경부가	환경부/NNG+가/JKS
예산	예산/NNG
주무부처인	주무/NNG+부처/NNG+이/VCP+ㄴ/ETM
기획재정부를	기획/NNG+재정부/NNG+를/JKO
설득해	설득/NNG+하/XSV+아/EC
사업비	사업비/NNG
751억여원의	751/SN+억/NR+여/XSN+원/NNB+의/JKG
50%를	50/SN+%/SW+를/JKO
올해	올해/NNG
말까지	말/NNB+까지/JX
한시적으로	한시/NNG+적/XSN+으로/JKB
지원하기로	지원/NNG+하/XSV+기/ETN+로/JKB
해	하/VV+아/EC
가능했다.	가능/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000048.303.11.3
대부분의 다른 지자체들은 부러워하며 쳐다볼 수밖에 없는 예외적인 사례다.

대부분의	대/XPN+부분/NNG+의/JKG
다른	다른/MMD
지자체들은	지자체/NNG+들/XSN+은/JX
부러워하며	부러워하/VV+며/EC
쳐다볼	쳐다보/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없는	없/VA+는/ETM
예외적인	예외/NNG+적/XSN+이/VCP+ㄴ/ETM
사례다.	사례/NNG+이/VCP+다/EF+./SF


