# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.93
metadata : {}


# id : NWRW1800000044.93.1.1
일 화산폭발 희생자 36명으로 늘어

일	일/NNP
언론들은	언론/NNG+들/XSN+은/JX
29일	29/SN+일/NNB
경찰	경찰/NNG
발표를	발표/NNG+를/JKO
인용해	인용/NNG+하/XSV+아/EC
“정상	“/SS+정상/NNG
부근에서	부근/NNG+에서/JKB
새로	새로/MAG
5명이	5/SN+명/NNB+이/JKS
심폐정지	심폐/NNG+정지/NNG
상태로	상태/NNG+로/JKB
쓰러져	쓰러지/VV+어/EC
있는	있/VX+는/ETM
게	거/NNB+이/JKS
발견됐다”고	발견/NNG+되/XSV+었/EP+다/EF+”/SS+고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.93.6.3
유황수소의 농도가 높아져 정상 부근의 수색작업은 오후 1시께 전면 중단됐다.

유황수소의	유황/NNG+수소/NNG+의/JKG
농도가	농도/NNG+가/JKS
높아져	높아지/VV+어/EC
정상	정상/NNG
부근의	부근/NNG+의/JKG
수색작업은	수색/NNG+작업/NNG+은/JX
오후	오후/NNG
1시께	1/SN+시/NNB+께/XSN
전면	전면/NNG
중단됐다.	중단/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000044.93.6.4
밤 9시 현재 이번 사고로 인한 사망자는 12명, 최종 사망 판정은 나오지 않았지만 사실상 사망자를 뜻하는 심폐정지자는 24명으로 확인되고 있다.

밤	밤/NNG
9시	9/SN+시/NNB
현재	현재/NNG
이번	이번/NNG
사고로	사고/NNG+로/JKB
인한	인/NNG+하/XSV+ㄴ/ETM
사망자는	사망자/NNG+는/JX
12명,	12/SN+명/NNB+,/SP
최종	최종/NNG
사망	사망/NNG
판정은	판정/NNG+은/JX
나오지	나오/VV+지/EC
않았지만	않/VX+았/EP+지만/EC
사실상	사실/NNG+상/XSN
사망자를	사망자/NNG+를/JKO
뜻하는	뜻/NNG+하/XSV+는/ETM
심폐정지자는	심폐/NNG+정지자/NNG+는/JX
24명으로	24/SN+명/NNB+으로/JKB
확인되고	확인/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.93.6.5
대부분의 심폐정지자들은 정상 부근 온다케 신사 주변에서 발견됐다.

대부분의	대/XPN+부분/NNG+의/JKG
심폐정지자들은	심폐/NNG+정지자/NNG+들/XSN+은/JX
정상	정상/NNG
부근	부근/NNG
온다케	온다케/NNP
신사	신사/NNG
주변에서	주변/NNG+에서/JKB
발견됐다.	발견/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000044.93.6.6
일본 기상청 화산분화예지(예측)연락회는 “이번 분화는 (마그마가 지하수를 데워 일어나는) 수증기 폭발이 원인으로 분석되며 현재도 화산활동이 활발히 이어지는 점으로 봐 추가 분화가 일어날 수 있다”고 밝혔다.

일본	일본/NNP
기상청	기상청/NNG
화산분화예지(예측)연락회는	화산/NNG+분화/NNG+예지/NNG+(/SS+예측/NNG+)/SS+연락회/NNG+는/JX
“이번	“/SS+이번/NNG
분화는	분화/NNG+는/JX
(마그마가	(/SS+마그마/NNG+가/JKS
지하수를	지하수/NNG+를/JKO
데워	데우/VV+어/EC
일어나는)	일어나/VV+는/ETM+)/SS
수증기	수증기/NNG
폭발이	폭발/NNG+이/JKS
원인으로	원인/NNG+으로/JKB
분석되며	분석/NNG+되/XSV+며/EC
현재도	현재/NNG+도/JX
화산활동이	화산/NNG+활동/NNG+이/JKS
활발히	활발히/MAG
이어지는	이어지/VV+는/ETM
점으로	점/NNG+으로/JKB
봐	보/VV+아/EC
추가	추가/NNG
분화가	분화/NNG+가/JKS
일어날	일어나/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.93.7.1
이번 사고로 화산의 위험성이 다시 부각되면서, 아베 총리가 내년 초를 목표로 추진하는 원전 재가동 정책에도 영향을 끼칠 전망이다.

이번	이번/NNG
사고로	사고/NNG+로/JKB
화산의	화산/NNG+의/JKG
위험성이	위험/NNG+성/XSN+이/JKS
다시	다시/MAG
부각되면서,	부각/NNG+되/XSV+면서/EC+,/SP
아베	아베/NNP
총리가	총리/NNG+가/JKS
내년	내년/NNG
초를	초/NNB+를/JKO
목표로	목표/NNG+로/JKB
추진하는	추진/NNG+하/XSV+는/ETM
원전	원전/NNG
재가동	재/XPN+가동/NNG
정책에도	정책/NNG+에/JKB+도/JX
영향을	영향/NNG+을/JKO
끼칠	끼치/VV+ㄹ/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.93.7.2
일본 원자력규제위원회는 지난 10월 가고시마 센다이 원전이 새로운 원전 ‘규제기준’에 합격했다고 선언한 상태다.

일본	일본/NNP
원자력규제위원회는	원자력/NNG+규제/NNG+위원회/NNG+는/JX
지난	지나/VV+ㄴ/ETM
10월	10/SN+월/NNB
가고시마	가고시마/NNP
센다이	센다이/NNP
원전이	원전/NNG+이/JKS
새로운	새롭/VA+ㄴ/ETM
원전	원전/NNG
‘규제기준’에	‘/SS+규제/NNG+기준/NNG+’/SS+에/JKB
합격했다고	합격/NNG+하/XSV+았/EP+다고/EC
선언한	선언/NNG+하/XSV+ㄴ/ETM
상태다.	상태/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.93.7.3
그러나 가고시마현의 반원전 단체들은 28일 대규모 집회를 열어 “센다이 원전 주변에는 아소산, 기리시마산 등 활화산이 많다.

그러나	그러나/MAJ
가고시마현의	가고시마현/NNP+의/JKG
반원전	반/XPN+원전/NNG
단체들은	단체/NNG+들/XSN+은/JX
28일	28/SN+일/NNB
대규모	대/XPN+규모/NNG
집회를	집회/NNG+를/JKO
열어	열/VV+어/EC
“센다이	“/SS+센다이/NNP
원전	원전/NNG
주변에는	주변/NNG+에/JKB+는/JX
아소산,	아소산/NNP+,/SP
기리시마산	기리시마산/NNP
등	등/NNB
활화산이	활화산/NNG+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000044.93.7.4
화산에 둘러싸인 센다이 원전을 재가동하면 안 된다”고 외쳤다.

화산에	화산/NNG+에/JKB
둘러싸인	둘러싸이/VV+ㄴ/ETM
센다이	센다이/NNP
원전을	원전/NNG+을/JKO
재가동하면	재/XPN+가동/NNG+하/XSV+면/EC
안	안/MAG
된다”고	되/VV+ㄴ다/EF+”/SS+고/JKQ
외쳤다.	외치/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.93.7.5
일본 언론들도 세계 최고의 재해 예측 기술을 자랑하는 일본 당국이 이번 화산 분화를 예측하지 못했다고 지적하고 있다.

일본	일본/NNP
언론들도	언론/NNG+들/XSN+도/JX
세계	세계/NNG
최고의	최고/NNG+의/JKG
재해	재해/NNG
예측	예측/NNG
기술을	기술/NNG+을/JKO
자랑하는	자랑/NNG+하/XSV+는/ETM
당국이	당국/NNG+이/JKS
이번	이번/NNG
화산	화산/NNG
분화를	분화/NNG+를/JKO
예측하지	예측/NNG+하/XSV+지/EC
못했다고	못하/VX+았/EP+다고/EC
지적하고	지적/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


