# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.345
metadata : {}


# id : NWRW1800000037.345.1.1
日 ‘이웃국 배려’ 교과서 기준도 수정 나서

日	日/SH
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.345.7.2
아베 총리는 지난해 12월 총선 공약에서 “근린제국 조항을 수정하겠다”고 밝힌 만큼 현 정권 내에 근린제국 조항이 바뀔 개연성은 어느 때보다 높다.

아베	아베/NNP
총리는	총리/NNG+는/JX
지난해	지난해/NNG
12월	12/SN+월/NNB
총선	총선/NNG
공약에서	공약/NNG+에서/JKB
“근린제국	“/SS+근린/NNG+제국/NNG
조항을	조항/NNG+을/JKO
수정하겠다”고	수정/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
밝힌	밝히/VV+ㄴ/ETM
만큼	만큼/NNB
현	현/MMD
정권	정권/NNG
내에	내/NNB+에/JKB
근린제국	근린/NNG+제국/NNG
조항이	조항/NNG+이/JKS
바뀔	바뀌/VV+ㄹ/ETM
개연성은	개연/NNG+성/XSN+은/JX
어느	어느/MMD
때보다	때/NNG+보다/JKB
높다.	높/VA+다/EF+./SF


# id : NWRW1800000037.345.8.1
아베 정권의 이런 잇단 역사 도발에 대해 한국 정부는 25일 벳쇼 고로(別所浩郞) 주한 일본대사를 외교부로 초치해 강력 항의했다.

아베	아베/NNP
정권의	정권/NNG+의/JKG
이런	이런/MMD
잇단	잇달/VV+ㄴ/ETM
역사	역사/NNG
도발에	도발/NNG+에/JKB
대해	대하/VV+아/EC
한국	한국/NNP
정부는	정부/NNG+는/JX
25일	25/SN+일/NNB
벳쇼	벳쇼/NNP
고로(別所浩郞)	고로/NNP+(/SS+別所浩郞/SH+)/SS
주한	주한/NNG
일본대사를	일본/NNP+대사/NNG+를/JKO
외교부로	외교부/NNG+로/JKB
초치해	초치/NNG+하/XSV+아/EC
강력	강력/NNG
항의했다.	항의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.345.8.2
김규현 외교부 1차관은 벳쇼 대사에게 “개인 간 정직과 신뢰를 그토록 소중한 가치로 여기는 일본 사회가 과거 식민지 지배와 침략으로 인해 이웃 나라에 끼친 이루 말할 수 없는 피해와 고통에 대해서는 눈을 감고 귀를 막고 있는 것을 도저히 이해할 수 없다”고 밝혔다.

김규현	김규현/NNP
외교부	외교부/NNG
1차관은	1/SN+차관/NNG+은/JX
벳쇼	벳쇼/NNP
대사에게	대사/NNG+에게/JKB
“개인	“/SS+개인/NNG
간	간/NNB
정직과	정직/NNG+과/JC
신뢰를	신뢰/NNG+를/JKO
그토록	그토록/MAG
소중한	소중하/VA+ㄴ/ETM
가치로	가치/NNG+로/JKB
여기는	여기/VV+는/ETM
일본	일본/NNP
사회가	사회/NNG+가/JKS
과거	과거/NNG
식민지	식민지/NNG
지배와	지배/NNG+와/JC
침략으로	침략/NNG+으로/JKB
인해	인/NNG+하/XSV+아/EC
이웃	이웃/NNG
나라에	나라/NNG+에/JKB
끼친	끼치/VV+ㄴ/ETM
이루	이루/MAG
말할	말/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
피해와	피해/NNG+와/JC
고통에	고통/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
눈을	눈/NNG+을/JKO
감고	감/VV+고/EC
귀를	귀/NNG+를/JKO
막고	막/VV+고/EC
있는	있/VX+는/ETM
것을	것/NNB+을/JKO
도저히	도저히/MAG
이해할	이해/NNG+하/XSV+ㄹ/ETM
없다”고	없/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.345.8.3
벳쇼 대사는 “한국 정부의 뜻을 본국 정부에 전하겠다”고 말한 것으로 알려졌다.

벳쇼	벳쇼/NNP
대사는	대사/NNG+는/JX
“한국	“/SS+한국/NNP
정부의	정부/NNG+의/JKG
뜻을	뜻/NNG+을/JKO
본국	본국/NNG
정부에	정부/NNG+에/JKB
전하겠다”고	전하/VV+겠/EP+다/EF+”/SS+고/JKQ
말한	말/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


