# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.42
metadata : {}


# id : NWRW1800000037.42.1.1
中 20대 女앵커 ‘黨간부와 불륜’ 자진폭로

中	中/SH
포함해	포함/NNG+하/XSV+아/EC
하루에	하루/NNG+에/JKB
최소한	최소한/MAG
1만	1/SN+만/NR
위안(약	위안/NNB+(/SS+약/MMA
183만	183/SN+만/NR
원)을	원/NNB+)/SS+을/JKO
받았는데	받/VV+았/EP+는데/EC
공무원	공무원/NNG
월급으로	월급/NNG+으로/JKB
어떻게	어떻/VA+게/EC
그렇게	그렇/VA+게/EC
많은	많/VA+은/ETM
돈을	돈/NNG+을/JKO
쓸	쓰/VV+ㄹ/ETM
수	수/NNB
있는지	있/VA+는지/EF
이상했다”고	이상/NNG+하/XSA+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.42.7.1
두 사람이 결혼을 준비하던 지난해 12월 판 씨에게 아내와 아들이 있다는 사실이 발각됐다.

두	두/MMN
사람이	사람/NNG+이/JKS
결혼을	결혼/NNG+을/JKO
준비하던	준비/NNG+하/XSV+던/ETM
지난해	지난해/NNG
12월	12/SN+월/NNB
판	판/NNP
씨에게	씨/NNB+에게/JKB
아내와	아내/NNG+와/JC
아들이	아들/NNG+이/JKS
있다는	있/VA+다는/ETM
사실이	사실/NNG+이/JKS
발각됐다.	발각/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000037.42.7.2
그 이후 판 씨는 ‘경제적 보상’을 해주고 관계를 청산하려 한 것으로 알려졌다.

그	그/MMD
이후	이후/NNG
판	판/NNP
씨는	씨/NNB+는/JX
‘경제적	‘/SS+경제/NNG+적/XSN
보상’을	보상/NNG+’/SS+을/JKO
해주고	하/VV+아/EC+주/VX+고/EC
관계를	관계/NNG+를/JKO
청산하려	청산/NNG+하/XSV+려/EC
한	하/VX+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.42.7.3
지 씨는 몇 차례 자살을 생각했지만 판 씨가 법에 의해 처벌받는 것이 우선이라는 생각에 관련 내용을 공개했다고 밝혔다.

지	지/NNP
씨는	씨/NNB+는/JX
몇	몇/NR
차례	차례/NNG
자살을	자살/NNG+을/JKO
생각했지만	생각/NNG+하/XSV+았/EP+지만/EC
판	판/NNP
씨가	씨/NNB+가/JKS
법에	법/NNG+에/JKB
의해	의하/VV+아/EC
처벌받는	처벌/NNG+받/XSV+는/ETM
것이	것/NNB+이/JKS
우선이라는	우선/NNG+이/VCP+라는/ETM
생각에	생각/NNG+에/JKB
관련	관련/NNG
내용을	내용/NNG+을/JKO
공개했다고	공개/NNG+하/XSV+았/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.42.7.4
지 씨가 올린 글은 대부분 삭제됐다.

지	지/NNP
씨가	씨/NNB+가/JKS
올린	올리/VV+ㄴ/ETM
글은	글/NNG+은/JX
대부분	대/XPN+부분/NNG
삭제됐다.	삭제/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000037.42.8.1
지난해 12월엔 당 중앙편역국 국장이 내연녀의 폭로로 면직됐고, 지난달 충칭(重慶)에선 성상납 비디오가 공개돼 시 간부 21명이 징계를 받는 등 섹스 스캔들이 잇달아 터졌다.

지난해	지난해/NNG
12월엔	12/SN+월/NNB+에/JKB+ㄴ/JX
당	당/NNG
중앙편역국	중앙/NNG+편역국/NNG
국장이	국장/NNG+이/JKS
내연녀의	내연녀/NNG+의/JKG
폭로로	폭로/NNG+로/JKB
면직됐고,	면직/NNG+되/XSV+었/EP+고/EC+,/SP
지난달	지난달/NNG
충칭(重慶)에선	충칭/NNP+(/SS+重慶/SH+)/SS+에서/JKB+ㄴ/JX
성상납	성/NNG+상납/NNG
비디오가	비디오/NNG+가/JKS
공개돼	공개/NNG+되/XSV+어/EC
시	시/NNG
간부	간부/NNG
21명이	21/SN+명/NNB+이/JKS
징계를	징계/NNG+를/JKO
받는	받/VV+는/ETM
등	등/NNB
섹스	섹스/NNG
스캔들이	스캔들/NNG+이/JKS
잇달아	잇달/VV+아/EC
터졌다.	터지/VV+었/EP+다/EF+./SF


