# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.368
metadata : {}


# id : NWRW1800000030.368.1.1
[충청] 大田 6월부터 초등 1·2학년 무상급식

[충청]	[/SS+충청/NNP+]/SS
확대하는	확대/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
국비지원	국비/NNG+지원/NNG
여부에	여부/NNG+에/JKB
따라	따르/VV+아/EC
향후	향후/NNG
과제로	과제/NNG+로/JKB
추진하겠다"고	추진/NNG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.368.7.1
이에 대해 정용기 대덕구청장은 "예산이 없는 대덕구는 시 방침에 동의하지 못하고, 주민투표나 공청회, 여론조사, 의회와의 협의 등을 통해 구민의 뜻을 묻겠다"며 "학년별 단계적 무상급식보다 교육청과 시청 예산만으로 소득계층별 하위 80%까지 실시하는 방법도 있다"고 말했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
정용기	정용기/NNP
대덕구청장은	대덕구청장/NNG+은/JX
"예산이	"/SS+예산/NNG+이/JKS
없는	없/VA+는/ETM
대덕구는	대덕구/NNP+는/JX
시	시/NNG
방침에	방침/NNG+에/JKB
동의하지	동의/NNG+하/XSV+지/EC
못하고,	못하/VX+고/EC+,/SP
주민투표나	주민/NNG+투표/NNG+나/JC
공청회,	공청회/NNG+,/SP
여론조사,	여론/NNG+조사/NNG+,/SP
의회와의	의회/NNG+와/JKB+의/JKG
협의	협의/NNG
등을	등/NNB+을/JKO
통해	통하/VV+아/EC
구민의	구민/NNG+의/JKG
뜻을	뜻/NNG+을/JKO
묻겠다"며	묻/VV+겠/EP+다/EF+"/SS+며/EC
"학년별	"/SS+학년/NNG+별/XSN
단계적	단계/NNG+적/XSN
무상급식보다	무상/NNG+급식/NNG+보다/JKB
교육청과	교육청/NNG+과/JC
시청	시청/NNG
예산만으로	예산/NNG+만/JX+으로/JKB
소득계층별	소득/NNG+계층/NNG+별/XSN
하위	하위/NNG
80%까지	80/SN+%/SW+까지/JX
실시하는	실시/NNG+하/XSV+는/ETM
방법도	방법/NNG+도/JX
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


