# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.21
metadata : {}


# id : NWRW1800000022.21.1.1
들어갈 수 없는 공공건물 옥상공원;녹지조성 위해 서울 시내 83곳에 설치 경비·안전 내세워 시민들에 개방 꺼려

들어갈	들어가/VV+ㄹ/ETM
손님을	손/NNG+님/XSN+을/JKO
맞았다.	맞/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.21.2.4
14일 낮 찾아간 후암동 용산도서관 4층 옥상공원은 시민이 즐길 수 없는 '그림의 떡'이었다.

14일	14/SN+일/NNB
낮	낮/NNG
찾아간	찾아가/VV+ㄴ/ETM
후암동	후암동/NNP
용산도서관	용산도서관/NNP
4층	4/SN+층/NNG
옥상공원은	옥상/NNG+공원/NNG+은/JX
시민이	시민/NNG+이/JKS
즐길	즐기/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
'그림의	'/SS+그림/NNG+의/JKG
떡'이었다.	떡/NNG+'/SS+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000022.21.3.1
서울시는 지난해 2억3100만원을 들여 용산도서관 옥상 750㎡에 공원을 꾸몄다.

서울시는	서울시/NNP+는/JX
지난해	지난해/NNG
2억3100만원을	2/SN+억/NR+3100/SN+만/NR+원/NNB+을/JKO
들여	들이/VV+어/EC
용산도서관	용산도서관/NNP
옥상	옥상/NNG
750㎡에	750/SN+㎡/SW+에/JKB
공원을	공원/NNG+을/JKO
꾸몄다.	꾸미/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.21.3.2
회양목·백철쭉·영산홍 등 40종류의 나무와 풀을 심었고 시민들이 쉴 수 있도록 간이 탁자와 의자도 놓았다.

회양목·백철쭉·영산홍	회양목/NNG+·/SP+백철쭉/NNG+·/SP+영산홍/NNG
등	등/NNB
40종류의	40/SN+종류/NNG+의/JKG
나무와	나무/NNG+와/JC
풀을	풀/NNG+을/JKO
심었고	심/VV+었/EP+고/EC
시민들이	시민/NNG+들/XSN+이/JKS
쉴	쉬/VV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
간이	간이/NNG
탁자와	탁자/NNG+와/JC
의자도	의자/NNG+도/JX
놓았다.	놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.21.3.3
그러나 해를 넘기고도 이곳 문은 열린 적이 없다.

그러나	그러나/MAJ
해를	해/NNG+를/JKO
넘기고도	넘기/VV+고/EC+도/JX
이곳	이곳/NP
문은	문/NNG+은/JX
열린	열리/VV+ㄴ/ETM
적이	적/NNB+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000022.21.3.4
도서관 관계자는 "옥상에서 누군가 떨어지는 사고가 날까 봐 한번도 개방하지 않았다"고 말했다.

도서관	도서관/NNG
관계자는	관계자/NNG+는/JX
"옥상에서	"/SS+옥상/NNG+에서/JKB
누군가	누구/NP+이/VCP+ㄴ가/EF
떨어지는	떨어지/VV+는/ETM
사고가	사고/NNG+가/JKS
날까	나/VV+ㄹ까/EF
봐	보/VX+아/EC
한번도	한/MMN+번/NNB+도/JX
개방하지	개방/NNG+하/XSV+지/EC
않았다"고	않/VX+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.21.4.1
옥상 문이 열리는 것은 한 달에 이틀, 도서관이 쉬는 날뿐이다.

옥상	옥상/NNG
문이	문/NNG+이/JKS
열리는	열리/VV+는/ETM
것은	것/NNB+은/JX
한	한/MMN
달에	달/NNB+에/JKB
이틀,	이틀/NNG+,/SP
도서관이	도서관/NNG+이/JKS
쉬는	쉬/VV+는/ETM
날뿐이다.	날/NNG+뿐/JX+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.4.2
그때도 직원들이 들어가 나무에 물을 주고 잡초를 뽑은 뒤 나오는 게 전부다.

그때도	그때/NNG+도/JX
직원들이	직원/NNG+들/XSN+이/JKS
들어가	들어가/VV+아/EC
나무에	나무/NNG+에/JKB
물을	물/NNG+을/JKO
주고	주/VV+고/EC
잡초를	잡초/NNG+를/JKO
뽑은	뽑/VV+은/ETM
뒤	뒤/NNG
나오는	나오/VV+는/ETM
게	거/NNB+이/JKS
전부다.	전부/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.4.3
시민들이 앉아서 책 읽고 차 마셔야 할 의자에는 먼지만 뽀얗게 쌓였다.

시민들이	시민/NNG+들/XSN+이/JKS
앉아서	앉/VV+아서/EC
책	책/NNG
읽고	읽/VV+고/EC
차	차/NNG
마셔야	마시/VV+어야/EC
할	하/VX+ㄹ/ETM
의자에는	의자/NNG+에/JKB+는/JX
먼지만	먼지/NNG+만/JX
뽀얗게	뽀얗/VA+게/EC
쌓였다.	쌓이/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.21.5.1
◆경비·안전 핑계 무용지물 만들어

◆경비·안전	◆/SW+경비/NNG+·/SP+안전/NNG
핑계	핑계/NNG
무용지물	무용지물/NNG
만들어	만들/VV+어/EF


# id : NWRW1800000022.21.6.1
건물 옥상에 공원을 꾸미는 '옥상공원화'는 서울시가 2002년부터 힘을 기울여온 사업이다.

건물	건물/NNG
옥상에	옥상/NNG+에/JKB
공원을	공원/NNG+을/JKO
꾸미는	꾸미/VV+는/ETM
'옥상공원화'는	'/SS+옥상/NNG+공원/NNG+화/XSN+'/SS+는/JX
서울시가	서울시/NNP+가/JKS
2002년부터	2002/SN+년/NNB+부터/JX
힘을	힘/NNG+을/JKO
기울여온	기울이/VV+어/EC+오/VX+ㄴ/ETM
사업이다.	사업/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.6.2
빈 땅이 거의 없는 시내에 녹지를 조성할 좋은 방법이란 것이다.

빈	비/VV+ㄴ/ETM
땅이	땅/NNG+이/JKS
거의	거의/MAG
없는	없/VA+는/ETM
시내에	시내/NNG+에/JKB
녹지를	녹지/NNG+를/JKO
조성할	조성/NNG+하/XSV+ㄹ/ETM
좋은	좋/VA+은/ETM
방법이란	방법/NNG+이/VCP+란/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.6.3
대상 건물로 지정되면 민간건물은 설계·공사비의 50%를, 법원·경찰서 등 공공건물은 90%를 보조해 준다.

대상	대상/NNG
건물로	건물/NNG+로/JKB
지정되면	지정/NNG+되/XSV+면/EC
민간건물은	민간/NNG+건물/NNG+은/JX
설계·공사비의	설계/NNG+·/SP+공사비/NNG+의/JKG
50%를,	50/SN+%/SW+를/JKO+,/SP
법원·경찰서	법원/NNG+·/SP+경찰서/NNG
등	등/NNB
공공건물은	공공건물/NNG+은/JX
90%를	90/SN+%/SW+를/JKO
보조해	보조/NNG+하/XSV+아/EC
준다.	주/VX+ㄴ다/EF+./SF


# id : NWRW1800000022.21.6.4
지난해까지 건물 218곳의 옥상 10만4403㎡에 꽃·풀·나무가 자라는 공원이 생겼다.

지난해까지	지난해/NNG+까지/JX
건물	건물/NNG
218곳의	218/SN+곳/NNG+의/JKG
옥상	옥상/NNG
10만4403㎡에	10/SN+만/NR+4403/SN+㎡/SW+에/JKB
꽃·풀·나무가	꽃/NNG+·/SP+풀/NNG+·/SP+나무/NNG+가/JKS
자라는	자라/VV+는/ETM
공원이	공원/NNG+이/JKS
생겼다.	생기/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.21.6.5
올해도 92억1200만원을 투입해서 시립동부병원 등 103곳에 옥상공원을 만들 계획이다.

올해도	올해/NNG+도/JX
92억1200만원을	92/SN+억/NR+1200/SN+만/NR+원/NNB+을/JKO
투입해서	투입/NNG+하/XSV+아서/EC
시립동부병원	시립동부병원/NNP
등	등/NNB
103곳에	103/SN+곳/NNG+에/JKB
옥상공원을	옥상/NNG+공원/NNG+을/JKO
만들	만들/VV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.7.1
현재 조성된 옥상공원의 대부분은 업무용 빌딩·종교시설·유치원 등 민간건물에 있지만, 83곳은 공공건물에 설치돼 있다.

현재	현재/MAG
조성된	조성/NNG+되/XSV+ㄴ/ETM
옥상공원의	옥상/NNG+공원/NNG+의/JKG
대부분은	대/XPN+부분/NNG+은/JX
업무용	업무/NNG+용/XSN
빌딩·종교시설·유치원	빌딩/NNG+·/SP+종교/NNG+시설/NNG+·/SP+유치원/NNG
등	등/NNB
민간건물에	민간/NNG+건물/NNG+에/JKB
있지만,	있/VA+지만/EC+,/SP
83곳은	83/SN+곳/NNG+은/JX
공공건물에	공공건물/NNG+에/JKB
설치돼	설치/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.21.7.2
시는 이런 공공건물 옥상공원들을 "시민들에게 적극 개방"해서 "하루의 피로를 풀고 차 한 잔을 즐기며 삶의 여유를 되찾을 수 있는 곳"으로 쓰겠다고 공언해 왔다.

시는	시/NNG+는/JX
이런	이런/MMD
공공건물	공공건물/NNG
옥상공원들을	옥상/NNG+공원/NNG+들/XSN+을/JKO
"시민들에게	"/SS+시민/NNG+들/XSN+에게/JKB
적극	적극/NNG
개방"해서	개방/NNG+"/SS+하/VV+아서/EC
"하루의	"/SS+하루/NNG+의/JKG
피로를	피로/NNG+를/JKO
풀고	풀/VV+고/EC
차	차/NNG
한	한/MMN
잔을	잔/NNG+을/JKO
즐기며	즐기/VV+며/EC
삶의	삶/NNG+의/JKG
여유를	여유/NNG+를/JKO
되찾을	되찾/VV+을/ETM
수	수/NNB
있는	있/VA+는/ETM
곳"으로	곳/NNG+"/SS+으로/JKB
쓰겠다고	쓰/VV+겠/EP+다고/EC
공언해	공언/NNG+하/XSV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000022.21.7.3
방문예약제를 실시하고 있는 헌법재판소를 제외한 나머지 공공건물 옥상공원은 근무일·근무시간에 항상 열어두도록 원칙을 세웠다는 것이다.

방문예약제를	방문/NNG+예약/NNG+제/XSN+를/JKO
실시하고	실시/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
헌법재판소를	헌법/NNG+재판소/NNG+를/JKO
제외한	제외/NNG+하/XSV+ㄴ/ETM
나머지	나머지/NNG
공공건물	공공건물/NNG
옥상공원은	옥상/NNG+공원/NNG+은/JX
근무일·근무시간에	근무일/NNG+·/SP+근무/NNG+시간/NNG+에/JKB
항상	항상/MAG
열어두도록	열/VV+어/EC+두/VX+도록/EC
원칙을	원칙/NNG+을/JKO
세웠다는	세우/VV+었/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.8.1
그러나 공공건물 옥상공원 상당수는 시민이 들어가기 힘든 곳이 되고 있다.

그러나	그러나/MAJ
공공건물	공공건물/NNG
옥상공원	옥상/NNG+공원/NNG
상당수는	상당수/NNG+는/JX
시민이	시민/NNG+이/JKS
들어가기	들어가/VV+기/ETN
힘든	힘들/VA+ㄴ/ETM
곳이	곳/NNG+이/JKC
되고	되/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.21.8.2
옥상 문을 잠그거나 건물 출입 자체를 통제하기 때문이다.

옥상	옥상/NNG
문을	문/NNG+을/JKO
잠그거나	잠그/VV+거나/EC
건물	건물/NNG
출입	출입/NNG
자체를	자체/NNG+를/JKO
통제하기	통제/NNG+하/XSV+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.8.3
이런 건물 관계자들은 하나 같이 경비와 안전사고 문제를 걱정하며 시민의 출입이 달갑지 않다는 입장을 보이고 있다.

이런	이런/MMD
건물	건물/NNG
관계자들은	관계자/NNG+들/XSN+은/JX
하나	하나/NR
같이	같이/MAG
경비와	경비/NNG+와/JC
안전사고	안전사고/NNG
문제를	문제/NNG+를/JKO
걱정하며	걱정/NNG+하/XSV+며/EC
시민의	시민/NNG+의/JKG
출입이	출입/NNG+이/JKS
달갑지	달갑/VA+지/EC
않다는	않/VX+다는/ETM
입장을	입장/NNG+을/JKO
보이고	보이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.21.9.1
용산도서관 맞은편 남산도서관 옥상공원은 입구 철문이 잠겨 있다.

용산도서관	용산도서관/NNP
맞은편	맞은편/NNG
남산도서관	남산도서관/NNP
옥상공원은	옥상/NNG+공원/NNG+은/JX
입구	입구/NNG
철문이	철문/NNG+이/JKS
잠겨	잠기/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.21.9.2
직원에게 부탁하자 열쇠로 문을 열어주긴 했지만, "누가 투신이라도 할까 봐 애초부터 폐쇄형으로 지었고 이웃 용산도서관 옥상공원이 개방형이니 그쪽에 가보는 게 낫다"고 말했다.

직원에게	직원/NNG+에게/JKB
부탁하자	부탁/NNG+하/XSV+자/EC
열쇠로	열쇠/NNG+로/JKB
문을	문/NNG+을/JKO
열어주긴	열/VV+어/EC+주/VX+기/ETN+ㄴ/JX
했지만,	하/VX+았/EP+지만/EC+,/SP
"누가	"/SS+누구/NP+가/JKS
투신이라도	투신/NNG+이/VCP+라도/EC
할까	하/VV+ㄹ까/EF
봐	보/VX+아/EC
애초부터	애초/NNG+부터/JX
폐쇄형으로	폐쇄/NNG+형/XSN+으로/JKB
지었고	짓/VV+었/EP+고/EC
이웃	이웃/NNG
용산도서관	용산도서관/NNP
옥상공원이	옥상/NNG+공원/NNG+이/JKS
개방형이니	개방/NNG+형/XSN+이/VCP+니/EC
그쪽에	그쪽/NP+에/JKB
가보는	가/VV+아/EC+보/VX+는/ETM
게	거/NNB+이/JKS
낫다"고	낫/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.21.9.3
남학동 중부세무서 옥상공원 문도 닫혀 있다.

남학동	남학동/NNP
중부세무서	중부세무서/NNP
옥상공원	옥상/NNG+공원/NNG
문도	문/NNG+도/JX
닫혀	닫히/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.21.9.4
세무서 관계자는 "이용객은 전혀 없고 앞으로 홍보할 뜻도 없다"고 말했다.

세무서	세무서/NNG
관계자는	관계자/NNG+는/JX
"이용객은	"/SS+이용객/NNG+은/JX
전혀	전혀/MAG
없고	없/VA+고/EC
앞으로	앞/NNG+으로/JKB
홍보할	홍보/NNG+하/XSV+ㄹ/ETM
뜻도	뜻/NNG+도/JX
없다"고	없/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.21.10.1
오세훈 서울시장이 참석한 가운데 화려하게 옥상공원을 개장했던 서초동 서울고검의 상황도 비슷하다.

오세훈	오세훈/NNP
서울시장이	서울시장/NNG+이/JKS
참석한	참석/NNG+하/XSV+ㄴ/ETM
가운데	가운데/NNG
화려하게	화려하/VA+게/EC
옥상공원을	옥상/NNG+공원/NNG+을/JKO
개장했던	개장/NNG+하/XSV+았/EP+던/ETM
서초동	서초동/NNP
서울고검의	서울고검/NNP+의/JKG
상황도	상황/NNG+도/JX
비슷하다.	비슷하/VA+다/EF+./SF


# id : NWRW1800000022.21.10.2
서울고검 옥상공원을 구경하기 위해서는 안내창구에 신분증을 맡긴 뒤 출입증을 받아야 하는데, 안내창구 직원에게 "옥상공원에 가려 한다"고 말하자 "그게 어디냐?"는 질문이 돌아왔다.

서울고검	서울고검/NNP
옥상공원을	옥상/NNG+공원/NNG+을/JKO
구경하기	구경/NNG+하/XSV+기/ETN
위해서는	위하/VV+아서/EC+는/JX
안내창구에	안내/NNG+창구/NNG+에/JKB
신분증을	신분증/NNG+을/JKO
맡긴	맡기/VV+ㄴ/ETM
뒤	뒤/NNG
출입증을	출입증/NNG+을/JKO
받아야	받/VV+아야/EC
하는데,	하/VX+는데/EC+,/SP
안내창구	안내/NNG+창구/NNG
직원에게	직원/NNG+에게/JKB
"옥상공원에	"/SS+옥상/NNG+공원/NNG+에/JKB
가려	가/VV+려/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
말하자	말/NNG+하/XSV+자/EC
"그게	"/SS+그거/NP+이/JKS
어디냐?"는	어디/NP+이/VCP+냐/EF+?/SF+"/SS+는/ETM
질문이	질문/NNG+이/JKS
돌아왔다.	돌아오/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.21.10.3
어디서 왔는지, 왜 옥상공원을 가려는지 한참 질문에 답한 뒤에야 출입증을 얻을 수 있었다.

어디서	어디/NP+서/JKB
왔는지,	오/VV+았/EP+는지/EF+,/SP
왜	왜/MAG
옥상공원을	옥상/NNG+공원/NNG+을/JKO
가려는지	가/VV+려는지/EF
한참	한참/NNG
질문에	질문/NNG+에/JKB
답한	답/NNG+하/XSV+ㄴ/ETM
뒤에야	뒤/NNG+에/JKB+야/JX
출입증을	출입증/NNG+을/JKO
얻을	얻/VV+을/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000022.21.10.4
3층 옥상공원 문은 열려 있었지만, 2층은 닫혀 있었다.

3층	3/SN+층/NNG
옥상공원	옥상/NNG+공원/NNG
문은	문/NNG+은/JX
열려	열리/VV+어/EC
있었지만,	있/VX+었/EP+지만/EC+,/SP
2층은	2/SN+층/NNG+은/JX
닫혀	닫히/VV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000022.21.11.1
◆시, "개방 실태 파악하겠다"

◆시,	◆/SW+시/NNG+,/SP
"개방	"/SS+개방/NNG
실태	실태/NNG
파악하겠다"	파악/NNG+하/XSV+겠/EP+다/EF+"/SS


# id : NWRW1800000022.21.12.1
서울시는 공공건물 옥상공원을 만든 목적이 시민들이 이용할 수 있도록 개방하는 데만 있는 것은 아니라고 설명한다.

서울시는	서울시/NNP+는/JX
공공건물	공공건물/NNG
옥상공원을	옥상/NNG+공원/NNG+을/JKO
만든	만들/VV+ㄴ/ETM
목적이	목적/NNG+이/JKS
시민들이	시민/NNG+들/XSN+이/JKS
이용할	이용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
개방하는	개방/NNG+하/XSV+는/ETM
데만	데/NNB+만/JX
있는	있/VA+는/ETM
것은	것/NNB+은/JX
아니라고	아니/VCN+라고/EC
설명한다.	설명/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000022.21.12.2
시민들이 즐길 수 있는 공간을 만드는 것은 다소 부수적인 목적이고 핵심은 '생태 징검다리'를 만드는 데 있다는 것이다.

시민들이	시민/NNG+들/XSN+이/JKS
즐길	즐기/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
공간을	공간/NNG+을/JKO
만드는	만들/VV+는/ETM
것은	것/NNB+은/JX
다소	다소/MAG
부수적인	부수/NNG+적/XSN+이/VCP+ㄴ/ETM
목적이고	목적/NNG+이/VCP+고/EC
핵심은	핵심/NNG+은/JX
'생태	'/SS+생태/NNG
징검다리'를	징검다리/NNG+'/SS+를/JKO
데	데/NNB
있다는	있/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.13.1
도심에 흙·나무·곤충이 있는 옥상공원을 만들면 생태계를 복원하고 대기오염과 지구온난화도 완화할 수 있다는 게 서울시 논리다.

도심에	도심/NNG+에/JKB
흙·나무·곤충이	흙/NNG+·/SP+나무/NNG+·/SP+곤충/NNG+이/JKS
있는	있/VA+는/ETM
옥상공원을	옥상/NNG+공원/NNG+을/JKO
만들면	만들/VV+면/EC
생태계를	생태/NNG+계/XSN+를/JKO
복원하고	복원/NNG+하/XSV+고/EC
대기오염과	대기/NNG+오염/NNG+과/JC
지구온난화도	지구/NNG+온난/NNG+화/XSN+도/JX
완화할	완화/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
게	거/NNB+이/JKS
서울시	서울시/NNP
논리다.	논리/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.13.2
여기에 옥상공원이 단열재 역할을 하면서 건물의 냉·난방비를 줄여주고, 높은 곳에서 내려다 봤을 때 회색으로 보이던 도시를 아름다운 '녹색도시'로 바꿔주는 효과도 있다고 한다.

여기에	여기/NP+에/JKB
옥상공원이	옥상/NNG+공원/NNG+이/JKS
단열재	단열재/NNG
역할을	역할/NNG+을/JKO
하면서	하/VV+면서/EC
건물의	건물/NNG+의/JKG
냉·난방비를	냉·난방비/NNG+를/JKO
줄여주고,	줄이/VV+어/EC+주/VX+고/EC+,/SP
높은	높/VA+은/ETM
곳에서	곳/NNG+에서/JKB
내려다	내리/VV+어다/EC
봤을	보/VV+았/EP+을/ETM
때	때/NNG
회색으로	회색/NNG+으로/JKB
보이던	보이/VV+던/ETM
도시를	도시/NNG+를/JKO
아름다운	아름답/VA+ㄴ/ETM
'녹색도시'로	'/SS+녹색/NNG+도시/NNG+'/SS+로/JKB
바꿔주는	바꾸/VV+어/EC+주/VX+는/ETM
효과도	효과/NNG+도/JX
있다고	있/VA+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.21.14.1
그러나 서울시가 공공건물 옥상공원의 개방 현황조차 파악하고 있지 못한 것은 문제다.

그러나	그러나/MAJ
서울시가	서울시/NNP+가/JKS
공공건물	공공건물/NNG
옥상공원의	옥상/NNG+공원/NNG+의/JKG
개방	개방/NNG
현황조차	현황/NNG+조차/JX
파악하고	파악/NNG+하/XSV+고/EC
있지	있/VX+지/EC
못한	못하/VX+ㄴ/ETM
것은	것/NNB+은/JX
문제다.	문제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.14.2
시 관계자는 "개방이 원칙이라서 따로 '개방률'을 집계한 적은 없고, 지난해 상·하반기 한 차례씩 개방 현황과 관리 실태 등을 조사했을 때 큰 문제가 없었다"고 말했다.

시	시/NNG
관계자는	관계자/NNG+는/JX
"개방이	"/SS+개방/NNG+이/JKS
원칙이라서	원칙/NNG+이/VCP+라서/EC
따로	따로/MAG
'개방률'을	'/SS+개방/NNG+률/XSN+'/SS+을/JKO
집계한	집계/NNG+하/XSV+ㄴ/ETM
적은	적/NNB+은/JX
없고,	없/VA+고/EC+,/SP
지난해	지난해/NNG
상·하반기	상·하반기/NNG
한	한/MMN
차례씩	차례/NNG+씩/XSN
개방	개방/NNG
현황과	현황/NNG+과/JC
관리	관리/NNG
실태	실태/NNG
등을	등/NNB+을/JKO
조사했을	조사/NNG+하/XSV+았/EP+을/ETM
때	때/NNG
큰	크/VA+ㄴ/ETM
문제가	문제/NNG+가/JKS
없었다"고	없/VA+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.21.14.3
옥상공원을 둘러싼 펜스 높이가 어른 키를 넘어서고, 옥상 가장자리에 나무를 많이 심어서 추락 가능성이 낮기 때문에 안전을 이유로 개방하지 못할 이유가 없다고 했다.

옥상공원을	옥상/NNG+공원/NNG+을/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
펜스	펜스/NNG
높이가	높이/NNG+가/JKS
어른	어른/NNG
키를	키/NNG+를/JKO
넘어서고,	넘어서/VV+고/EC+,/SP
옥상	옥상/NNG
가장자리에	가장자리/NNG+에/JKB
나무를	나무/NNG+를/JKO
많이	많이/MAG
심어서	심/VV+어서/EC
추락	추락/NNG
가능성이	가능/NNG+성/XSN+이/JKS
낮기	낮/VA+기/ETN
때문에	때문/NNB+에/JKB
안전을	안전/NNG+을/JKO
이유로	이유/NNG+로/JKB
개방하지	개방/NNG+하/XSV+지/EC
못할	못하/VX+ㄹ/ETM
이유가	이유/NNG+가/JKS
없다고	없/VA+다고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.21.14.4
서울시립인 남산·용산도서관조차도 안전 문제를 들어 옥상공원 문을 닫아두고 있는데, 시에서는 전혀 모르고 있는 것이다.

서울시립인	서울/NNP+시립/NNG+이/VCP+ㄴ/ETM
남산·용산도서관조차도	남산/NNP+·/SP+용산도서관/NNP+조차/JX+도/JX
안전	안전/NNG
문제를	문제/NNG+를/JKO
들어	들/VV+어/EC
옥상공원	옥상/NNG+공원/NNG
문을	문/NNG+을/JKO
닫아두고	닫/VV+아/EC+두/VX+고/EC
있는데,	있/VX+는데/EC+,/SP
시에서는	시/NNG+에서/JKB+는/JX
전혀	전혀/MAG
모르고	모르/VV+고/EC
있는	있/VX+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.21.15.1
옥상공원화를 담당하고 있는 서울시 조경과의 이용태 과장은 "시에서 옥상공원을 만들어준 뒤 건물관리자가 운용하는 과정에서 개방이 제한됐을 수 있다"면서 "실태를 파악한 뒤 시민의 안전을 확보하면서도 자유롭게 이용할 수 있도록 대책을 세우겠다"고 말했다.

옥상공원화를	옥상/NNG+공원/NNG+화/XSN+를/JKO
담당하고	담당/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
서울시	서울시/NNP
조경과의	조경과/NNG+의/JKG
이용태	이용태/NNP
과장은	과장/NNG+은/JX
"시에서	"/SS+시/NNG+에서/JKB
옥상공원을	옥상/NNG+공원/NNG+을/JKO
만들어준	만들/VV+어/EC+주/VX+ㄴ/ETM
뒤	뒤/NNG
건물관리자가	건물/NNG+관리자/NNG+가/JKS
운용하는	운용/NNG+하/XSV+는/ETM
과정에서	과정/NNG+에서/JKB
개방이	개방/NNG+이/JKS
제한됐을	제한/NNG+되/XSV+었/EP+을/ETM
수	수/NNB
있다"면서	있/VA+다/EF+"/SS+면서/EC
