# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.280
metadata : {}


# id : NWRW1800000041.280.1.1
[오늘과 내일/권순활]정몽구 정몽헌의 운명을 가른 것

[오늘과	[/SS+오늘/NNG+과/JC
봐주었다.	봐주/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.280.8.2
하지만 대북 사업에는 처음부터 회의적이었고 북한에 투자하라는 권력의 압력에도 끝까지 버텼다.

하지만	하지만/MAJ
대북	대북/NNG
사업에는	사업/NNG+에/JKB+는/JX
처음부터	처음/NNG+부터/JX
회의적이었고	회의/NNG+적/XSN+이/VCP+었/EP+고/EC
북한에	북한/NNP+에/JKB
투자하라는	투자/NNG+하/XSV+라는/ETM
권력의	권력/NNG+의/JKG
압력에도	압력/NNG+에/JKB+도/JX
끝까지	끝/NNG+까지/JX
버텼다.	버티/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.280.8.3
만약 그가 정몽헌 회장처럼 잘못 발을 들여놓았더라면 현대차그룹의 운명도 현대그룹과 다르지 않았을 것이다.

만약	만약/MAG
그가	그/NP+가/JKS
정몽헌	정몽헌/NNP
회장처럼	회장/NNG+처럼/JKB
잘못	잘못/MAG
발을	발/NNG+을/JKO
들여놓았더라면	들여놓/VV+았/EP+더라면/EC
현대차그룹의	현대차그룹/NNP+의/JKG
운명도	운명/NNG+도/JX
현대그룹과	현대그룹/NNP+과/JKB
다르지	다르/VA+지/EC
않았을	않/VX+았/EP+을/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.280.8.4
‘정몽구 현대차’의 약진은 내년에 탄생 100주년을 맞는 정주영이 계속해서 한국 산업계의 거목(巨木)으로 평가받는 데도 한몫했다.

‘정몽구	‘/SS+정몽구/NNP
현대차’의	현대차/NNP+’/SS+의/JKG
약진은	약진/NNG+은/JX
내년에	내년/NNG+에/JKB
탄생	탄생/NNG
100주년을	100/SN+주년/NNB+을/JKO
맞는	맞/VV+는/ETM
정주영이	정주영/NNP+이/JKS
계속해서	계속/NNG+하/XSV+아서/EC
한국	한국/NNP
산업계의	산업/NNG+계/XSN+의/JKG
거목(巨木)으로	거목/NNG+(/SS+巨木/SH+)/SS+으로/JKB
평가받는	평가/NNG+받/XSV+는/ETM
데도	데/NNB+도/JX
한몫했다.	한몫/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.280.9.1
어느 경제계 인사는 얼마 전 “세상에서 믿어서 안 되는 사람들이 정치인인데 정몽헌은 너무 나이브했다”고 내게 말했다.

어느	어느/MMD
경제계	경제/NNG+계/XSN
인사는	인사/NNG+는/JX
얼마	얼마/NNG
전	전/NNG
“세상에서	“/SS+세상/NNG+에서/JKB
믿어서	믿/VV+어서/EC
안	안/MAG
되는	되/VV+는/ETM
사람들이	사람/NNG+들/XSN+이/JKS
정치인인데	정치인/NNG+이/VCP+ㄴ데/EC
정몽헌은	정몽헌/NNP+은/JX
너무	너무/MAG
나이브했다”고	나이브/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
내게	나/NP+에게/JKB
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.280.9.2
대북사업으로 기업은 망가지고 총수는 목숨까지 잃었는데 현대를 봉으로 여기면서 이런저런 명목으로 뜯어먹던 몇몇 구(舊)정권 실세는 여전히 어깨에 힘주고 큰소리치는 현실에 대한 개탄이었다.

대북사업으로	대북/NNG+사업/NNG+으로/JKB
기업은	기업/NNG+은/JX
망가지고	망가지/VV+고/EC
총수는	총수/NNG+는/JX
목숨까지	목숨/NNG+까지/JX
잃었는데	잃/VV+었/EP+는데/EC
현대를	현대/NNP+를/JKO
봉으로	봉/NNG+으로/JKB
여기면서	여기/VV+면서/EC
이런저런	이런저런/MMD
명목으로	명목/NNG+으로/JKB
뜯어먹던	뜯어먹/VV+던/ETM
몇몇	몇몇/NR
구(舊)정권	구/XPN+(/SS+舊/SH+)/SS+정권/NNG
실세는	실세/NNG+는/JX
여전히	여전히/MAG
어깨에	어깨/NNG+에/JKB
힘주고	힘주/VV+고/EC
큰소리치는	큰소리치/VV+는/ETM
현실에	현실/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
개탄이었다.	개탄/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000041.280.10.1
현대 임직원들은 같은 뿌리에서 출발한 현대차보다 급여, 승진, 고용에서 모두 불리한 처지다.

현대	현대/NNP
임직원들은	임직원/NNG+들/XSN+은/JX
같은	같/VA+은/ETM
뿌리에서	뿌리/NNG+에서/JKB
출발한	출발/NNG+하/XSV+ㄴ/ETM
현대차보다	현대차/NNP+보다/JKB
급여,	급여/NNG+,/SP
승진,	승진/NNG+,/SP
고용에서	고용/NNG+에서/JKB
모두	모두/MAG
불리한	불리/NNG+하/XSA+ㄴ/ETM
처지다.	처지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.280.10.2
정몽구 정몽헌 형제의 선택은 기업의 운명을 바꿨을 뿐 아니라 직원들의 삶에도 큰 영향을 미쳤다.

정몽구	정몽구/NNP
정몽헌	정몽헌/NNP
형제의	형제/NNG+의/JKG
선택은	선택/NNG+은/JX
기업의	기업/NNG+의/JKG
운명을	운명/NNG+을/JKO
바꿨을	바꾸/VV+었/EP+을/ETM
뿐	뿐/NNB
아니라	아니/VCN+라/EC
직원들의	직원/NNG+들/XSN+의/JKG
삶에도	삶/NNG+에/JKB+도/JX
큰	크/VA+ㄴ/ETM
영향을	영향/NNG+을/JKO
미쳤다.	미치/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.280.10.3
현대는 대기업이라는 말이 무색할 만큼 사세(社勢)가 위축됐고 현대차는 글로벌 자동차그룹으로 성장했다.

현대는	현대/NNP+는/JX
대기업이라는	대/XPN+기업/NNG+이/VCP+라는/ETM
말이	말/NNG+이/JKS
무색할	무색하/VA+ㄹ/ETM
만큼	만큼/NNB
사세(社勢)가	사세/NNG+(/SS+社勢/SH+)/SS+가/JKS
위축됐고	위축/NNG+되/XSV+었/EP+고/EC
현대차는	현대차/NNP+는/JX
글로벌	글로벌/NNG
자동차그룹으로	자동차/NNG+그룹/NNG+으로/JKB
성장했다.	성장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.280.10.4
두 그룹의 대조적인 모습은 기업인의 경영 판단의 무게와 기업과 정치의 적정 거리에 대해 곱씹어볼 만한 메시지를 던져주고 있다.

두	두/MMN
그룹의	그룹/NNG+의/JKG
대조적인	대조/NNG+적/XSN+이/VCP+ㄴ/ETM
모습은	모습/NNG+은/JX
기업인의	기업인/NNG+의/JKG
경영	경영/NNG
판단의	판단/NNG+의/JKG
무게와	무게/NNG+와/JC
기업과	기업/NNG+과/JC
정치의	정치/NNG+의/JKG
적정	적정/NNG
거리에	거리/NNG+에/JKB
대해	대하/VV+아/EC
곱씹어볼	곱씹/VV+어/EC+보/VX+ㄹ/ETM
만한	만/NNB+하/XSA+ㄴ/ETM
메시지를	메시지/NNG+를/JKO
던져주고	던지/VV+어/EC+주/VX+고/EC
있다.	있/VX+다/EF+./SF


