# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.66
metadata : {}


# id : NWRW1800000037.66.1.1
[함께가는 기업들]‘마음톡톡’ 예술 치료를 통한 사회공헌

[함께가는	[/SS+함께/MAG+가/VV+는/ETM
사업이다.	사업/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.66.2.4
예울마루는 지난해 여수 엑스포 기간 동안 지역 랜드마크로 활용돼 눈길을 끌었다.

예울마루는	예울마루/NNP+는/JX
지난해	지난해/NNG
여수	여수/NNP
엑스포	엑스포/NNG
기간	기간/NNG
동안	동안/NNG
지역	지역/NNG
랜드마크로	랜드마크/NNG+로/JKB
활용돼	활용/NNG+되/XSV+어/EC
눈길을	눈길/NNG+을/JKO
끌었다.	끌/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.66.2.5
이 공연장은 평소에도 다양한 공연이 열리는 장소로 유명하다.

이	이/MMD
공연장은	공연장/NNG+은/JX
평소에도	평소/NNG+에/JKB+도/JX
다양한	다양/NNG+하/XSA+ㄴ/ETM
공연이	공연/NNG+이/JKS
열리는	열리/VV+는/ETM
장소로	장소/NNG+로/JKB
유명하다.	유명/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000037.66.3.1
올해 GS칼텍스는 국내 기업 가운데 처음으로 통합 예술 집단 치료를 통한 사회공헌활동을 시작했다.

올해	올해/NNG
GS칼텍스는	GS칼텍스/NNP+는/JX
국내	국내/NNG
기업	기업/NNG
가운데	가운데/NNG
처음으로	처음/NNG+으로/JKB
통합	통합/NNG
예술	예술/NNG
집단	집단/NNG
치료를	치료/NNG+를/JKO
통한	통하/VV+ㄴ/ETM
사회공헌활동을	사회/NNG+공헌/NNG+활동/NNG+을/JKO
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.66.3.2
이는 어린이 심리 치유 프로그램으로, 특히 사회의 사각지대에 놓여 있는 어린이를 대상으로 한 것이다.

이는	이/NP+는/JX
어린이	어린이/NNG
심리	심리/NNG
치유	치유/NNG
프로그램으로,	프로그램/NNG+으로/JKB+,/SP
특히	특히/MAG
사회의	사회/NNG+의/JKG
사각지대에	사각지대/NNG+에/JKB
놓여	놓이/VV+어/EC
있는	있/VX+는/ETM
어린이를	어린이/NNG+를/JKO
대상으로	대상/NNG+으로/JKB
한	하/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000037.66.3.3
회사 측은 이 프로그램의 이름을 ‘마음 톡톡(Talk Talk)’으로 붙였다.

회사	회사/NNG
측은	측/NNB+은/JX
이	이/MMD
프로그램의	프로그램/NNG+의/JKG
이름을	이름/NNG+을/JKO
‘마음	‘/SS+마음/NNG
톡톡(Talk	톡톡/NNG+(/SS+Talk/SL
Talk)’으로	Talk/SL+)/SS+’/SS+으로/JKB
붙였다.	붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.66.3.4
상처를 대화(talk)로 풀어간다는 의미이지만, 응어리진 마음을 ‘톡톡’ 터뜨린다는 뜻도 담았다.

상처를	상처/NNG+를/JKO
대화(talk)로	대화/NNG+(/SS+talk/SL+)/SS+로/JKB
풀어간다는	풀/VV+어/EC+가/VX+ㄴ다는/ETM
의미이지만,	의미/NNG+이/VCP+지만/EC+,/SP
응어리진	응어리지/VV+ㄴ/ETM
마음을	마음/NNG+을/JKO
‘톡톡’	‘/SS+톡톡/MAG+’/SS
터뜨린다는	터뜨리/VV+ㄴ다는/ETM
뜻도	뜻/NNG+도/JX
담았다.	담/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.66.3.5
이를 위해 GS칼텍스는 예술치료 전문가들과 힘을 합쳐 치료사 양성체계를 구축할 계획이다.

이를	이/NP+를/JKO
위해	위하/VV+아/EC
GS칼텍스는	GS칼텍스/NNP+는/JX
예술치료	예술/NNG+치료/NNG
전문가들과	전문가/NNG+들/XSN+과/JKB
힘을	힘/NNG+을/JKO
합쳐	합치/VV+어/EC
치료사	치료사/NNG
양성체계를	양성/NNG+체계/NNG+를/JKO
구축할	구축/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.66.4.1
이와 함께 지속적으로 심리 치유 프로그램을 발전시키기 위한 운영 프로그램도 만들었다.

이와	이/NP+와/JKB
함께	함께/MAG
지속적으로	지속/NNG+적/XSN+으로/JKB
심리	심리/NNG
치유	치유/NNG
프로그램을	프로그램/NNG+을/JKO
발전시키기	발전/NNG+시키/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
운영	운영/NNG
프로그램도	프로그램/NNG+도/JX
만들었다.	만들/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.66.4.2
‘수퍼바이저’(임상감독관급 치료사)라고 부르는 경험과 지식을 갖춘 치료사를 양성하고, 이들이 또 각 지역에서 지역 치료사를 교육하도록 하는 시스템을 만든 것이다.

‘수퍼바이저’(임상감독관급	‘/SS+수퍼바이저/NNG+’/SS+(/SS+임상/NNG+감독관급/NNG
치료사)라고	치료사/NNG+)/SS+이/VCP+라고/EC
부르는	부르/VV+는/ETM
경험과	경험/NNG+과/JC
지식을	지식/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
치료사를	치료사/NNG+를/JKO
양성하고,	양성/NNG+하/XSV+고/EC+,/SP
이들이	이/NP+들/XSN+이/JKS
또	또/MAG
각	각/MMD
지역에서	지역/NNG+에서/JKB
지역	지역/NNG
교육하도록	교육/NNG+하/XSV+도록/EC
하는	하/VV+는/ETM
시스템을	시스템/NNG+을/JKO
만든	만들/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000037.66.4.3
치료사 양성 과정에는 미술과 무용, 연극 등 다양한 예술 분야의 전문가들이 참여한다.

치료사	치료사/NNG
양성	양성/NNG
과정에는	과정/NNG+에/JKB+는/JX
미술과	미술/NNG+과/JC
무용,	무용/NNG+,/SP
연극	연극/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
예술	예술/NNG
분야의	분야/NNG+의/JKG
전문가들이	전문가/NNG+들/XSN+이/JKS
참여한다.	참여/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.66.5.1
또 GS칼텍스는 최근 굿네이버스와 제휴해 전국 13개 센터에서 어린이 치유 프로그램을 시작했다.

또	또/MAG
GS칼텍스는	GS칼텍스/NNP+는/JX
최근	최근/NNG
굿네이버스와	굿네이버스/NNP+와/JKB
제휴해	제휴/NNG+하/XSV+아/EC
전국	전국/NNG
13개	13/SN+개/NNB
센터에서	센터/NNG+에서/JKB
어린이	어린이/NNG
치유	치유/NNG
프로그램을	프로그램/NNG+을/JKO
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.66.5.2
이와 더불어 4월부터는 치유 전문 캠프 연구팀이 여수 예울마루에서 아동 및 가족 힐링캠프도 운영할 예정이다.

이와	이/NP+와/JKB
더불어	더불/VV+어/EC
4월부터는	4/SN+월/NNB+부터/JX+는/JX
치유	치유/NNG
전문	전문/NNG
캠프	캠프/NNG
연구팀이	연구/NNG+팀/NNG+이/JKS
여수	여수/NNP
예울마루에서	예울마루/NNP+에서/JKB
아동	아동/NNG
및	및/MAG
가족	가족/NNG
힐링캠프도	힐링캠프/NNG+도/JX
운영할	운영/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.66.5.3
이 캠프에 참여하는 어린이들은 여수의 자연을 벗 삼아 다양한 맞춤형 예술치료 프로그램을 경험하게 된다.

이	이/MMD
캠프에	캠프/NNG+에/JKB
참여하는	참여/NNG+하/XSV+는/ETM
어린이들은	어린이/NNG+들/XSN+은/JX
여수의	여수/NNP+의/JKG
자연을	자연/NNG+을/JKO
벗	벗/NNG
삼아	삼/VV+아/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
맞춤형	맞춤/NNG+형/XSN
예술치료	예술/NNG+치료/NNG
프로그램을	프로그램/NNG+을/JKO
경험하게	경험/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000037.66.5.4
이 어린이 힐링 사업에는 문화예술사회공헌네트워크(ARCON·아르콘)가 파트너로 참여하고 굿네이버스가 지원하는 등 삼자간 협력도 이뤄진다.

이	이/MMD
어린이	어린이/NNG
힐링	힐링/NNG
사업에는	사업/NNG+에/JKB+는/JX
문화예술사회공헌네트워크(ARCON·아르콘)가	문화예술사회공헌네트워크/NNP+(/SS+ARCON/SL+·/SP+아르콘/NNP+)/SS+가/JKS
파트너로	파트너/NNG+로/JKB
참여하고	참여/NNG+하/XSV+고/EC
굿네이버스가	굿네이버스/NNP+가/JKS
지원하는	지원/NNG+하/XSV+는/ETM
등	등/NNB
삼자간	삼자/NNG+간/NNB
협력도	협력/NNG+도/JX
이뤄진다.	이뤄지/VV+ㄴ다/EF+./SF


# id : NWRW1800000037.66.6.1
특히 지난해 12월 17일부터 올해 1월 18일까지 약 한 달 동안 GS칼텍스 임직원들은 마음톡톡 사업의 취지에 공감해 기부운동을 벌였다.

특히	특히/MAG
지난해	지난해/NNG
12월	12/SN+월/NNB
17일부터	17/SN+일/NNB+부터/JX
올해	올해/NNG
1월	1/SN+월/NNB
18일까지	18/SN+일/NNB+까지/JX
약	약/MMA
한	한/MMN
달	달/NNB
동안	동안/NNG
GS칼텍스	GS칼텍스/NNP
임직원들은	임직원/NNG+들/XSN+은/JX
마음톡톡	마음/NNG+톡톡/MAG
사업의	사업/NNG+의/JKG
취지에	취지/NNG+에/JKB
공감해	공감/NNG+하/XSV+아/EC
기부운동을	기부/NNG+운동/NNG+을/JKO
벌였다.	벌이/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.66.6.2
회사 측도 개인이 기부하는 금액에 회사가 동일한 액수를 지원하는 ‘매칭그랜트제’를 도입해 참여의 의미를 높였다.

회사	회사/NNG
측도	측/NNB+도/JX
개인이	개인/NNG+이/JKS
기부하는	기부/NNG+하/XSV+는/ETM
금액에	금액/NNG+에/JKB
회사가	회사/NNG+가/JKS
동일한	동일/NNG+하/XSA+ㄴ/ETM
액수를	액수/NNG+를/JKO
지원하는	지원/NNG+하/XSV+는/ETM
‘매칭그랜트제’를	‘/SS+매칭그랜트/NNG+제/XSN+’/SS+를/JKO
도입해	도입/NNG+하/XSV+아/EC
참여의	참여/NNG+의/JKG
의미를	의미/NNG+를/JKO
높였다.	높이/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.66.7.1
이외에도 GS칼텍스는 ‘지역 참여’라는 테마를 갖고 2004년부터 매년 5월 창립기념일에 즈음해 봉사활동을 벌여왔다.

이외에도	이외/NNG+에/JKB+도/JX
GS칼텍스는	GS칼텍스/NNP+는/JX
‘지역	‘/SS+지역/NNG
참여’라는	참여/NNG+’/SS+이/VCP+라는/ETM
테마를	테마/NNG+를/JKO
갖고	갖/VV+고/EC
2004년부터	2004/SN+년/NNB+부터/JX
매년	매년/MAG
5월	5/SN+월/NNB
창립기념일에	창립/NNG+기념일/NNG+에/JKB
즈음해	즈음/NNB+하/XSV+아/EC
봉사활동을	봉사/NNG+활동/NNG+을/JKO
벌여왔다.	벌이/VV+어/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000037.66.7.2
임직원과 그 가족들이 서울 여수 대전 등 사업장이 있는 전국 각 지역에서 장애 아동을 돕기 위한 봉사활동을 진행한 것이다.

임직원과	임직원/NNG+과/JC
그	그/MMD
가족들이	가족/NNG+들/XSN+이/JKS
서울	서울/NNP
여수	여수/NNP
대전	대전/NNP
등	등/NNB
사업장이	사업장/NNG+이/JKS
있는	있/VA+는/ETM
전국	전국/NNG
각	각/MMD
지역에서	지역/NNG+에서/JKB
장애	장애/NNG
아동을	아동/NNG+을/JKO
돕기	돕/VV+기/ETN
위한	위하/VV+ㄴ/ETM
봉사활동을	봉사/NNG+활동/NNG+을/JKO
진행한	진행/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000037.66.7.3
특히 2011년에는 전국 국립공원 생태체험을 통해 바깥나들이가 원활하지 못한 장애아동들에게 야외체험의 기회도 마련해 줬다.

특히	특히/MAG
2011년에는	2011/SN+년/NNB+에/JKB+는/JX
전국	전국/NNG
국립공원	국립/NNG+공원/NNG
생태체험을	생태/NNG+체험/NNG+을/JKO
통해	통하/VV+아/EC
바깥나들이가	바깥나들이/NNG+가/JKS
원활하지	원활/NNG+하/XSA+지/EC
못한	못하/VX+ㄴ/ETM
장애아동들에게	장애/NNG+아동/NNG+들/XSN+에게/JKB
야외체험의	야외/NNG+체험/NNG+의/JKG
기회도	기회/NNG+도/JX
마련해	마련/NNG+하/XSV+아/EC
줬다.	주/VX+었/EP+다/EF+./SF


# id : NWRW1800000037.66.8.1
도시에 비해 교육환경이 낙후된 도서지역 학생들을 위해 2007년부터 운영하는 원어민 영어교실도 대표적인 사회공헌활동이다.

도시에	도시/NNG+에/JKB
비해	비/NNG+하/XSV+아/EC
교육환경이	교육/NNG+환경/NNG+이/JKS
낙후된	낙후/NNG+되/XSV+ㄴ/ETM
도서지역	도서/NNG+지역/NNG
학생들을	학생/NNG+들/XSN+을/JKO
위해	위하/VV+아/EC
2007년부터	2007/SN+년/NNB+부터/JX
운영하는	운영/NNG+하/XSV+는/ETM
원어민	원어민/NNG
영어교실도	영어/NNP+교실/NNG+도/JX
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
사회공헌활동이다.	사회/NNG+공헌/NNG+활동/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.66.8.2
영어 원어민 강사들을 모집해 거문도를 비롯한 여수 지역 섬에 있는 초등학교와 중학교 14곳을 순회 교육한다.

영어	영어/NNP
원어민	원어민/NNG
강사들을	강사/NNG+들/XSN+을/JKO
모집해	모집/NNG+하/XSV+아/EC
거문도를	거문도/NNP+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
여수	여수/NNP
지역	지역/NNG
섬에	섬/NNG+에/JKB
있는	있/VA+는/ETM
초등학교와	초등학교/NNG+와/JC
중학교	중학교/NNG
14곳을	14/SN+곳/NNG+을/JKO
순회	순회/NNG
교육한다.	교육/NNG+하/XSV+ㄴ다/EF+./SF


