# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.122
metadata : {}


# id : NWRW1800000041.122.1.1
[책의 향기]행복에도 공식이 있었네

[책의	[/SS+책/NNG+의/JKG
대상으로	대상/NNG+으로/JKB
한	하/VV+ㄴ/ETM
비슷한	비슷하/VA+ㄴ/ETM
실험에서도	실험/NNG+에서/JKB+도/JX
칭찬이나	칭찬/NNG+이나/JC
애정	애정/NNG
표현,	표현/NNG+,/SP
스킨십	스킨십/NNG
같은	같/VA+은/ETM
긍정적	긍정/NNG+적/XSN
상호작용이	상호/NNG+작용/NNG+이/JKS
질책과	질책/NNG+과/JC
조롱,	조롱/NNG+,/SP
비판	비판/NNG
부정적	부정/NNG+적/XSN
상호작용의	상호/NNG+작용/NNG+의/JKG
비율보다	비율/NNG+보다/JKB
낮은	낮/VA+은/ETM
커플은	커플/NNG+은/JX
수년	수년/NNG
내	내/NNB
파경에	파경/NNG+에/JKB
이르렀지만	이르/VV+었/EP+지만/EC
역으로	역/NNG+으로/JKB
그	그/MMD
비율이	비율/NNG+이/JKS
5	5/SN
대	대/NNB
1	1/SN
이상인	이상/NNG+이/VCP+ㄴ/ETM
몇	몇/NR
년	년/NNB
뒤에도	뒤/NNG+에/JKB+도/JX
계속	계속/MAG
좋은	좋/VA+은/ETM
관계로	관계/NNG+로/JKB
지내고	지내/VV+고/EC
있었다고	있/VX+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.122.4.1
심리학을 전공하고 스페인에서 대학교수로 있는 저자는 꿈, 희망, 만족처럼 뜬구름 같은 이미지로 주관적으로 이해돼 온 행복의 실체를 규명하기 위해 전 세계 행복 연구의 결과물을 알기 쉽게 풀어 소개한다.

심리학을	심리학/NNG+을/JKO
전공하고	전공/NNG+하/XSV+고/EC
스페인에서	스페인/NNP+에서/JKB
대학교수로	대학교수/NNG+로/JKB
있는	있/VA+는/ETM
저자는	저자/NNG+는/JX
꿈,	꿈/NNG+,/SP
희망,	희망/NNG+,/SP
만족처럼	만족/NNG+처럼/JKB
뜬구름	뜬구름/NNG
같은	같/VA+은/ETM
이미지로	이미지/NNG+로/JKB
주관적으로	주관/NNG+적/XSN+으로/JKB
이해돼	이해/NNG+되/XSV+어/EC
온	오/VX+ㄴ/ETM
행복의	행복/NNG+의/JKG
실체를	실체/NNG+를/JKO
규명하기	규명/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
전	전/MMN
세계	세계/NNG
행복	행복/NNG
연구의	연구/NNG+의/JKG
결과물을	결과물/NNG+을/JKO
알기	알/VV+기/ETN
쉽게	쉽/VA+게/EC
풀어	풀/VV+어/EC
소개한다.	소개/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000041.122.4.2
예컨대, 자연을 만끽하기 위해 전원주택으로 이사를 가더라도 출퇴근 시간이 길어지면 행복감이 떨어진다는 식이다.

예컨대,	예컨대/MAG+,/SP
자연을	자연/NNG+을/JKO
만끽하기	만끽/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
전원주택으로	전원주택/NNG+으로/JKB
이사를	이사/NNG+를/JKO
가더라도	가/VV+더라도/EC
출퇴근	출퇴근/NNG
시간이	시간/NNG+이/JKS
길어지면	길어지/VV+면/EC
행복감이	행복감/NNG+이/JKS
떨어진다는	떨어지/VV+ㄴ다는/ETM
식이다.	식/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.122.4.3
아내보다 남편의 행복도가 높으면 그 반대 상황에 비해 부부가 헤어질 가능성이 높다.

아내보다	아내/NNG+보다/JKB
남편의	남편/NNG+의/JKG
행복도가	행복도/NNG+가/JKS
높으면	높/VA+으면/EC
그	그/MMD
반대	반대/NNG
상황에	상황/NNG+에/JKB
비해	비/NNG+하/XSV+아/EC
부부가	부부/NNG+가/JKS
헤어질	헤어지/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000041.122.5.1
이 밖에도 행복은 자식들에게 유전되는지, 행복은 주변 사람들에게 퍼지는 전염성이 있는지 같은 지적 호기심을 자극하는 주제가 풍성하다.

이	이/MMD
밖에도	밖/NNG+에/JKB+도/JX
행복은	행복/NNG+은/JX
자식들에게	자식/NNG+들/XSN+에게/JKB
유전되는지,	유전/NNG+되/XSV+는지/EF+,/SP
주변	주변/NNG
사람들에게	사람/NNG+들/XSN+에게/JKB
퍼지는	퍼지/VV+는/ETM
전염성이	전염/NNG+성/XSN+이/JKS
있는지	있/VA+는지/EF
같은	같/VA+은/ETM
지적	지/NNG+적/XSN
호기심을	호기심/NNG+을/JKO
자극하는	자극/NNG+하/XSV+는/ETM
주제가	주제/NNG+가/JKS
풍성하다.	풍성/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000041.122.5.2
삶의 소소함을 음미하고, 명상을 하며 감사의 일기를 쓰라는 것 같은 일상 속에서 행복감을 지속시킬 수 있는 실천 과제들도 함께 소개해 유용하게 활용할 수 있다.

삶의	삶/NNG+의/JKG
소소함을	소소하/VA+ㅁ/ETN+을/JKO
음미하고,	음미/NNG+하/XSV+고/EC+,/SP
명상을	명상/NNG+을/JKO
하며	하/VV+며/EC
감사의	감사/NNG+의/JKG
일기를	일기/NNG+를/JKO
쓰라는	쓰/VV+라는/ETM
것	것/NNB
같은	같/VA+은/ETM
일상	일상/NNG
속에서	속/NNG+에서/JKB
행복감을	행복감/NNG+을/JKO
지속시킬	지속/NNG+시키/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
실천	실천/NNG
과제들도	과제/NNG+들/XSN+도/JX
함께	함께/MAG
소개해	소개/NNG+하/XSV+아/EC
유용하게	유용/NNG+하/XSA+게/EC
활용할	활용/NNG+하/XSV+ㄹ/ETM
있다.	있/VA+다/EF+./SF


