# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.202
metadata : {}


# id : NWRW1800000025.202.1.1
美 “같은 말을 두 번 사지 않을 것”

美	美/SH
말한	말/NNG+하/XSV+ㄴ/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.202.4.3
단지 6자회담만을 위해 아무런 조건 없이 북한과 대화 테이블에 나서지는 않겠다는 뜻을 분명히 한 것이다.

단지	단지/MAG
6자회담만을	6/SN+자/NNB+회담/NNG+만/JX+을/JKO
위해	위하/VV+아/EC
아무런	아무런/MMD
조건	조건/NNG
없이	없이/MAG
북한과	북한/NNP+과/JKB
대화	대화/NNG
테이블에	테이블/NNG+에/JKB
나서지는	나서/VV+지/EC+는/JX
않겠다는	않/VX+겠/EP+다는/ETM
뜻을	뜻/NNG+을/JKO
분명히	분명히/MAG
한	하/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.202.5.1
필립 크롤리 미 국무부 공보담당 차관보는 이날 정례브리핑에서 ‘중국과 북한이 6자회담 조기 개최를 요구한 데 대한 미국의 입장이 무엇이냐’는 질문에 대해 “6자회담 재개에 앞서 북한이 이행해야 하는 구체적인 사항들이 있다”고 밝혔다.

필립	필립/NNP
크롤리	크롤리/NNP
미	미/NNP
국무부	국무부/NNG
공보담당	공보/NNG+담당/NNG
차관보는	차관보/NNG+는/JX
이날	이날/NNG
정례브리핑에서	정례/NNG+브리핑/NNG+에서/JKB
‘중국과	‘/SS+중국/NNP+과/JC
북한이	북한/NNP+이/JKS
6자회담	6/SN+자/NNB+회담/NNG
조기	조기/NNG
개최를	개최/NNG+를/JKO
요구한	요구/NNG+하/XSV+ㄴ/ETM
데	데/NNB
대한	대하/VV+ㄴ/ETM
미국의	미국/NNP+의/JKG
입장이	입장/NNG+이/JKS
무엇이냐’는	무엇/NP+이/VCP+냐/EF+’/SS+는/ETM
질문에	질문/NNG+에/JKB
대해	대하/VV+아/EC
“6자회담	“/SS+6/SN+자/NNB+회담/NNG
재개에	재개/NNG+에/JKB
앞서	앞서/VV+어/EC
이행해야	이행/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
사항들이	사항/NNG+들/XSN+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.202.5.2
그는 “북한은 이웃나라와의 건설적인 관계를 구축하고 천안함 침몰 같은 도발적 행동을 중지해야 한다”고 말했다.

그는	그/NP+는/JX
“북한은	“/SS+북한/NNP+은/JX
이웃나라와의	이웃/NNG+나라/NNG+와/JKB+의/JKG
건설적인	건설/NNG+적/XSN+이/VCP+ㄴ/ETM
관계를	관계/NNG+를/JKO
구축하고	구축/NNG+하/XSV+고/EC
천안함	천안함/NNP
침몰	침몰/NNG
같은	같/VA+은/ETM
도발적	도발/NNG+적/XSN
행동을	행동/NNG+을/JKO
중지해야	중지/NNG+하/XSV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.202.6.1
그는 구체적으로 “북한은 안보나 경제적인 이슈를 놓고 한국과 대화할 수 있는 기회가 있다”며 “하지만 천안함 사건 경우처럼 북한은 한국의 이해를 무시하고 있다”고 밝혔다.

그는	그/NP+는/JX
구체적으로	구체/NNG+적/XSN+으로/JKB
“북한은	“/SS+북한/NNP+은/JX
안보나	안보/NNG+나/JC
경제적인	경제/NNG+적/XSN+이/VCP+ㄴ/ETM
이슈를	이슈/NNG+를/JKO
놓고	놓/VV+고/EC
한국과	한국/NNP+과/JKB
대화할	대화/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
기회가	기회/NNG+가/JKS
있다”며	있/VA+다/EF+”/SS+며/EC
“하지만	“/SS+하지만/MAJ
천안함	천안함/NNP
사건	사건/NNG
경우처럼	경우/NNG+처럼/JKB
북한은	북한/NNP+은/JX
한국의	한국/NNP+의/JKG
이해를	이해/NNG+를/JKO
무시하고	무시/NNG+하/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.202.6.2
크롤리 차관보는 “북한이 공개적으로 6자회담에 복귀하겠다는 의지를 밝히는 것과 협상을 진전시킬 준비가 돼 있다는 것을 보여주는 것은 다른 문제”라며 “북한은 단지 협상에 복귀하는 것뿐 아니라 어떻게 해서든 협상을 진전시킬 준비가 돼 있다는 점을 분명히 보여야 한다”고 강조했다.

크롤리	크롤리/NNP
차관보는	차관보/NNG+는/JX
“북한이	“/SS+북한/NNP+이/JKS
공개적으로	공개/NNG+적/XSN+으로/JKB
6자회담에	6/SN+자/NNB+회담/NNG+에/JKB
복귀하겠다는	복귀/NNG+하/XSV+겠/EP+다는/ETM
의지를	의지/NNG+를/JKO
밝히는	밝히/VV+는/ETM
것과	것/NNB+과/JKB
협상을	협상/NNG+을/JKO
진전시킬	진전/NNG+시키/XSV+ㄹ/ETM
준비가	준비/NNG+가/JKC
돼	되/VV+어/EC
있다는	있/VX+다는/ETM
것을	것/NNB+을/JKO
보여주는	보이/VV+어/EC+주/VX+는/ETM
것은	것/NNB+은/JX
다른	다른/MMD
문제”라며	문제/NNG+”/SS+이/VCP+라며/EC
“북한은	“/SS+북한/NNP+은/JX
단지	단지/MAG
협상에	협상/NNG+에/JKB
복귀하는	복귀/NNG+하/XSV+는/ETM
것뿐	것/NNB+뿐/JX
아니라	아니/VCN+라/EC
어떻게	어떻/VA+게/EC
해서든	하/VV+아서/EC+든/JX
점을	점/NNG+을/JKO
분명히	분명히/MAG
보여야	보이/VV+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.202.6.3
6자회담 재개에 앞서 비핵화를 위한 북한의 노력이 먼저 뒷받침돼야 한다는 것이다.

6자회담	6/SN+자/NNB+회담/NNG
재개에	재개/NNG+에/JKB
앞서	앞서/VV+어/EC
비핵화를	비핵/NNG+화/XSN+를/JKO
위한	위하/VV+ㄴ/ETM
북한의	북한/NNP+의/JKG
노력이	노력/NNG+이/JKS
먼저	먼저/MAG
뒷받침돼야	뒷받침/NNG+되/XSV+어야/EC
한다는	하/VX+ㄴ다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.202.7.1
그는 “북한은 6자회담에 복귀하겠다는 진정성을 보여줘야 하며 이를 위해 북한은 말이 아니라 행동으로 보여줘야 한다”고 강조했다.

그는	그/NP+는/JX
“북한은	“/SS+북한/NNP+은/JX
6자회담에	6/SN+자/NNB+회담/NNG+에/JKB
복귀하겠다는	복귀/NNG+하/XSV+겠/EP+다는/ETM
진정성을	진정/NNG+성/XSN+을/JKO
보여줘야	보이/VV+어/EC+주/VX+어야/EC
하며	하/VX+며/EC
이를	이/NP+를/JKO
위해	위하/VV+아/EC
북한은	북한/NNP+은/JX
말이	말/NNG+이/JKC
아니라	아니/VCN+라/EC
행동으로	행동/NNG+으로/JKB
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.202.7.2
크롤리 차관보는 구체적으로 “북한의 의무사항은 9·19공동성명 합의 사항의 이행이며 비핵화를 진지하게 고려하는 조치를 먼저 취해야 한다”면서 “그러나 북한이 그것을 준비하고 있다는 징후가 없다”고 말했다.

크롤리	크롤리/NNP
차관보는	차관보/NNG+는/JX
구체적으로	구체/NNG+적/XSN+으로/JKB
“북한의	“/SS+북한/NNP+의/JKG
의무사항은	의무/NNG+사항/NNG+은/JX
9·19공동성명	9/SN+·/SP+19/SN+공동/NNG+성명/NNG
합의	합의/NNG
사항의	사항/NNG+의/JKG
이행이며	이행/NNG+이/VCP+며/EC
비핵화를	비핵/NNG+화/XSN+를/JKO
진지하게	진지하/VA+게/EC
고려하는	고려/NNG+하/XSV+는/ETM
조치를	조치/NNG+를/JKO
먼저	먼저/MAG
취해야	취하/VV+아야/EC
한다”면서	하/VX+ㄴ다/EF+”/SS+면서/EC
“그러나	“/SS+그러나/MAJ
북한이	북한/NNP+이/JKS
그것을	그것/NP+을/JKO
준비하고	준비/NNG+하/XSV+고/EC
있다는	있/VX+다는/ETM
징후가	징후/NNG+가/JKS
없다”고	없/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


