# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.76
metadata : {}


# id : NWRW1800000049.76.1.1
[2016 대한민국 대표브랜드]생태, 문화, 안보 3박자 고루 갖춘 ‘청춘양구’

[2016	[/SS+2016/SN
그대로의	그대로/NNG+의/JKG
수려한	수려하/VA+ㄴ/ETM
경관을	경관/NNG+을/JKO
보존하고	보존/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.76.4.2
또한 위치상으로 금강산까지 30km밖에 되지 않는 등 비무장지대(DMZ)의 청정 자연을 그대로 느낄 수 있는 곳이다.

또한	또한/MAG
위치상으로	위치/NNG+상/XSN+으로/JKB
금강산까지	금강산/NNP+까지/JX
30km밖에	30/SN+km/SW+밖에/JX
되지	되/VV+지/EC
않는	않/VX+는/ETM
등	등/NNB
비무장지대(DMZ)의	비/XPN+무장/NNG+지대/NNG+(/SS+DMZ/SL+)/SS+의/JKG
청정	청정/NNG
자연을	자연/NNG+을/JKO
그대로	그대로/MAG
느낄	느끼/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
곳이다.	곳/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.76.4.3
독특한 지형 때문에 펀치볼로 불리는 해안면 지역에는 전쟁기념관, 제4땅굴, 을지전망대 등이 위치하여 안보관광의 요충지이기도 하다.

독특한	독특/NNG+하/XSA+ㄴ/ETM
지형	지형/NNG
때문에	때문/NNB+에/JKB
펀치볼로	펀치/NNG+볼/NNG+로/JKB
불리는	불리/VV+는/ETM
해안면	해안면/NNG
지역에는	지역/NNG+에/JKB+는/JX
전쟁기념관,	전쟁기념관/NNP+,/SP
제4땅굴,	제/XPN+4/SN+땅굴/NNG+,/SP
을지전망대	을지전망대/NNP
등이	등/NNB+이/JKS
위치하여	위치/NNG+하/XSV+아/EC
안보관광의	안보/NNG+관광/NNG+의/JKG
요충지이기도	요충지/NNG+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000049.76.5.1
‘청춘양구’란 브랜드 마크는 양구의 젊음과 혁신, 아름다운 자연과 문화, 따뜻한 군민을 상징하며 ‘청춘’은 단순한 젊음이 아닌 다양성과 역동성이 공존하며 살아 숨 쉬는 양구의 정체성을 표현한다.

‘청춘양구’란	‘/SS+청춘/NNG+양구/NNP+’/SS+이/VCP+란/ETM
브랜드	브랜드/NNG
마크는	마크/NNG+는/JX
양구의	양구/NNP+의/JKG
젊음과	젊음/NNG+과/JC
혁신,	혁신/NNG+,/SP
아름다운	아름답/VA+ㄴ/ETM
자연과	자연/NNG+과/JC
문화,	문화/NNG+,/SP
따뜻한	따뜻하/VA+ㄴ/ETM
군민을	군민/NNG+을/JKO
상징하며	상징/NNG+하/XSV+며/EC
‘청춘’은	‘/SS+청춘/NNG+’/SS+은/JX
단순한	단순/NNG+하/XSA+ㄴ/ETM
젊음이	젊음/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
다양성과	다양/NNG+성/XSN+과/JC
역동성이	역동/NNG+성/XSN+이/JKS
공존하며	공존/NNG+하/XSV+며/EC
살아	살/VV+아/EC
숨	숨/NNG
쉬는	쉬/VV+는/ETM
정체성을	정체/NNG+성/XSN+을/JKO
표현한다.	표현/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.76.5.2
안보관광도시로서의 면목뿐만 아니라 서민화가라 불리는 박수근의 생가 터에 건립한 박수근미술관, 조선백자의 시원지인 양구백자박물관, 한국 철학의 아버지인 김형석과 안병욱의 인문학박물관, 선사박물관, 근현대사박물관 등 생태, 문화, 안보 3대 관광자원을 고루 갖춘 다양한 관광콘텐츠를 갖고 있어 진정한 청춘양구로 거듭나고 있다.

안보관광도시로서의	안보/NNG+관광/NNG+도시/NNG+로서/JKB+의/JKG
면목뿐만	면목/NNG+뿐/JX+만/JX
아니라	아니/VCN+라/EC
서민화가라	서민/NNG+화가/NNG+이/VCP+라/EC
불리는	불리/VV+는/ETM
박수근의	박수근/NNP+의/JKG
생가	생가/NNG
터에	터/NNG+에/JKB
건립한	건립/NNG+하/XSV+ㄴ/ETM
박수근미술관,	박수근미술관/NNP+,/SP
조선백자의	조선백자/NNG+의/JKG
시원지인	시원지/NNG+이/VCP+ㄴ/ETM
양구백자박물관,	양구백자박물관/NNP+,/SP
한국	한국/NNP
철학의	철학/NNG+의/JKG
아버지인	아버지/NNG+이/VCP+ㄴ/ETM
김형석과	김형석/NNP+과/JC
안병욱의	안병욱/NNP+의/JKG
인문학박물관,	인문학/NNG+박물관/NNG+,/SP
선사박물관,	선사/NNG+박물관/NNG+,/SP
근현대사박물관	근현대사/NNG+박물관/NNG
등	등/NNB
생태,	생태/NNG+,/SP
문화,	문화/NNG+,/SP
안보	안보/NNG
3대	3/SN+대/NNG
관광자원을	관광/NNG+자원/NNG+을/JKO
고루	고루/MAG
갖춘	갖추/VV+ㄴ/ETM
다양한	다양/NNG+하/XSA+ㄴ/ETM
관광콘텐츠를	관광/NNG+콘텐츠/NNG+를/JKO
갖고	갖/VV+고/EC
있어	있/VX+어/EC
진정한	진정하/VA+ㄴ/ETM
청춘양구로	청춘/NNG+양구/NNP+로/JKB
거듭나고	거듭나/VV+고/EC
있다.	있/VX+다/EF+./SF


