# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.13
metadata : {}


# id : NWRW1800000044.13.1.1
SKT ‘불통 쥐꼬리 보상’ 반발 이용자들, 집단분쟁조정 신청키로

SKT	SKT/SL
소비자집단분쟁조정이란	소비자/NNG+집단/NNG+분쟁/NNG+조정/NNG+이란/JX
50명	50/SN+명/NNB
이상의	이상/NNG+의/JKG
소비자가	소비자/NNG+가/JKS
동일	동일/NNG
제품이나	제품/NNG+이나/JC
서비스로	서비스/NNG+로/JKB
피해를	피해/NNG+를/JKO
봤을	보/VV+았/EP+을/ETM
때	때/NNG
시·군·구	시·군·구/NNG
단위의	단위/NNG+의/JKG
지방자치단체나	지방/NNG+자치/NNG+단체/NNG+나/JC
소비자원	소비자원/NNP
등에	등/NNB+에/JKB
보상에	보상/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
분쟁	분쟁/NNG
조정을	조정/NNG+을/JKO
신청하는	신청/NNG+하/XSV+는/ETM
제도다.	제도/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.13.4.2
분쟁 조정 결과는 동일한 피해를 당한 다른 소비자들에게도 적용된다.

분쟁	분쟁/NNG
조정	조정/NNG
결과는	결과/NNG+는/JX
동일한	동일/NNG+하/XSA+ㄴ/ETM
피해를	피해/NNG+를/JKO
당한	당하/VV+ㄴ/ETM
다른	다른/MMD
소비자들에게도	소비자/NNG+들/XSN+에게/JKB+도/JX
적용된다.	적용/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000044.13.5.1
전국대리기사협회도 이날 따로 성명을 내어 “스마트폰 앱을 통해 운행 오더를 잡고 생계를 유지하는 대리기사들은 가장 업무가 활발한 시간대에 이동통신망 불통으로 운행을 하지 못해 일당이 몽땅 날아간 꼴이 됐다.

전국대리기사협회도	전국대리기사협회/NNP+도/JX
이날	이날/NNG
따로	따로/MAG
성명을	성명/NNG+을/JKO
내어	내/VV+어/EC
“스마트폰	“/SS+스마트폰/NNG
앱을	앱/NNG+을/JKO
통해	통하/VV+아/EC
운행	운행/NNG
오더를	오더/NNG+를/JKO
잡고	잡/VV+고/EC
생계를	생계/NNG+를/JKO
유지하는	유지/NNG+하/XSV+는/ETM
대리기사들은	대리/NNG+기사/NNG+들/XSN+은/JX
가장	가장/MAG
업무가	업무/NNG+가/JKS
활발한	활발하/VA+ㄴ/ETM
시간대에	시간대/NNG+에/JKB
이동통신망	이동/NNG+통신망/NNG
불통으로	불통/NNG+으로/JKB
운행을	운행/NNG+을/JKO
하지	하/VV+지/EC
못해	못하/VX+아/EC
일당이	일당/NNG+이/JKS
몽땅	몽땅/MAG
날아간	날아가/VV+ㄴ/ETM
꼴이	꼴/NNG+이/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.13.5.2
에스케이텔레콤은 대리기사들의 업무 마비, 수입 단절에 대해 책임지고 보상하라”고 요구했다.

에스케이텔레콤은	에스케이텔레콤/NNP+은/JX
대리기사들의	대리/NNG+기사/NNG+들/XSN+의/JKG
업무	업무/NNG
마비,	마비/NNG+,/SP
수입	수입/NNG
단절에	단절/NNG+에/JKB
대해	대하/VV+아/EC
책임지고	책임지/VV+고/EC
보상하라”고	보상/NNG+하/XSV+라/EF+”/SS+고/JKQ
요구했다.	요구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.13.5.3
대리기사들은 이날 손해를 평균 12만원 정도로 추산했다.

대리기사들은	대리/NNG+기사/NNG+들/XSN+은/JX
이날	이날/NNG
손해를	손해/NNG+를/JKO
평균	평균/NNG
12만원	12/SN+만/NR+원/NNB
정도로	정도/NNG+로/JKB
추산했다.	추산/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.13.6.1
앞서 지난 20일 오후 에스케이텔레콤의 통신망에서 장애가 발생해 이동통신 이용자들이 6시간 가량 이동전화는 물론이고, 티맵 등 각종 모바일 서비스를 이용하지 못했다.

앞서	앞서/MAG
지난	지나/VV+ㄴ/ETM
20일	20/SN+일/NNB
오후	오후/NNG
에스케이텔레콤의	에스케이텔레콤/NNP+의/JKG
통신망에서	통신망/NNG+에서/JKB
장애가	장애/NNG+가/JKS
발생해	발생/NNG+하/XSV+아/EC
이동통신	이동/NNG+통신/NNG
이용자들이	이용자/NNG+들/XSN+이/JKS
6시간	6/SN+시간/NNB
가량	가량/XSN
이동전화는	이동/NNG+전화/NNG+는/JX
물론이고,	물론/NNG+이/VCP+고/EC+,/SP
티맵	티맵/NNP
등	등/NNB
각종	각종/NNG
모바일	모바일/NNG
서비스를	서비스/NNG+를/JKO
이용하지	이용/NNG+하/XSV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.13.6.2
에스케이텔레콤은 21일 하성민 사장이 사과하고, 가입자 560여만명의 3월치 요금을 8% 가량 감면하는 내용의 보상안을 내놨다.

에스케이텔레콤은	에스케이텔레콤/NNP+은/JX
21일	21/SN+일/NNB
하성민	하성민/NNP
사장이	사장/NNG+이/JKS
사과하고,	사과/NNG+하/XSV+고/EC+,/SP
가입자	가입자/NNG
560여만명의	560/SN+여/XSN+만/NR+명/NNB+의/JKG
3월치	3/SN+월/NNB+치/XSN
요금을	요금/NNG+을/JKO
8%	8/SN+%/SW
가량	가량/XSN
감면하는	감면/NNG+하/XSV+는/ETM
내용의	내용/NNG+의/JKG
보상안을	보상안/NNG+을/JKO
내놨다.	내놓/VV+았/EP+다/EF+./SF


