# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000053.75
metadata : {}


# id : NWRW1800000053.75.1.1
[2018 대입수시 필승전략]우송대, 모든 학과 문·이과 교차지원-면접 시행

[2018	[/SS+2018/SN
7과목을	7/SN+과목/NNG+을/JKO
학기	학기/NNG
구분	구분/NNG
없이	없이/MAG
가장	가장/MAG
우수한	우수/NNG+하/XSA+ㄴ/ETM
1개	1/SN+개/NNB
성적을	성적/NNG+을/JKO
반영해	반영/NNG+하/XSV+아/EC
선발한다.	선발/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.75.5.3
하지만 면접 실질 반영률이 37%로 높은 편이다.

하지만	하지만/MAJ
면접	면접/NNG
실질	실질/NNG
반영률이	반영/NNG+률/XSN+이/JKS
37%로	37/SN+%/SW+로/JKB
높은	높/VA+은/ETM
편이다.	편/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000053.75.6.1
학생부종합전형 및 특기자전형은 학업역량, 전공 적합성, 인성 등 3가지 기준으로 평가하되 자기 교육목표가 뚜렷하고 다양한 능력과 잠재력을 지닌 학생을 1단계 서류평가만으로 5배수를 선발한다.

학생부종합전형	학생부/NNG+종합/NNG+전형/NNG
및	및/MAG
특기자전형은	특기자/NNG+전형/NNG+은/JX
학업역량,	학업/NNG+역량/NNG+,/SP
전공	전공/NNG
적합성,	적합/NNG+성/XSN+,/SP
인성	인성/NNG
등	등/NNB
3가지	3/SN+가지/NNB
기준으로	기준/NNG+으로/JKB
평가하되	평가/NNG+하/XSV+되/EC
자기	자기/NNG
교육목표가	교육/NNG+목표/NNG+가/JKS
뚜렷하고	뚜렷하/VA+고/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
능력과	능력/NNG+과/JC
잠재력을	잠재력/NNG+을/JKO
지닌	지니/VV+ㄴ/ETM
학생을	학생/NNG+을/JKO
1단계	1/SN+단계/NNG
서류평가만으로	서류/NNG+평가/NNG+만/JX+으로/JKB
5배수를	5/SN+배수/NNG+를/JKO
선발한다.	선발/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.75.7.1
이어 2단계에서 서류평가 50%와 면접평가 50%를 통해 최종합격자를 선발한다.

이어	이어/MAG
2단계에서	2/SN+단계/NNG+에서/JKB
서류평가	서류/NNG+평가/NNG
50%와	50/SN+%/SW+와/JC
면접평가	면접/NNG+평가/NNG
50%를	50/SN+%/SW+를/JKO
통해	통하/VV+아/EC
최종합격자를	최종/NNG+합격자/NNG+를/JKO
선발한다.	선발/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.75.7.2
특수교육대상자전형 및 재외국민과 외국인전형은 면접평가로만 선발한다.

특수교육대상자전형	특수/NNG+교육/NNG+대상자/NNG+전형/NNG
및	및/MAG
재외국민과	재외/NNG+국민/NNG+과/JC
외국인전형은	외국인/NNG+전형/NNG+은/JX
면접평가로만	면접/NNG+평가/NNG+로/JKB+만/JX
선발한다.	선발/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.75.8.1
우송대는 3월 총장 이름을 딴 엔디컷국제대학을 개원해 4차 산업혁명 시대를 이끌어 갈 글로벌 소프트파워 인재를 양성하고 있다.

우송대는	우송대/NNP+는/JX
3월	3/SN+월/NNB
총장	총장/NNG
이름을	이름/NNG+을/JKO
딴	따/VV+ㄴ/ETM
엔디컷국제대학을	엔디컷국제대학/NNP+을/JKO
개원해	개원/NNG+하/XSV+아/EC
4차	4/SN+차/NNB
산업혁명	산업/NNG+혁명/NNG
시대를	시대/NNG+를/JKO
이끌어	이끌/VV+어/EC
갈	가/VX+ㄹ/ETM
글로벌	글로벌/NNG
소프트파워	소프트파워/NNG
인재를	인재/NNG+를/JKO
양성하고	양성/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000053.75.8.2
교수진 중 절반은 외국인으로 대부분 영어로 강의한다.

교수진	교수진/NNG
중	중/NNB
절반은	절반/NNG+은/JX
외국인으로	외국인/NNG+으로/JKB
대부분	대/XPN+부분/NNG
영어로	영어/NNP+로/JKB
강의한다.	강의/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.75.9.1
우송대 솔브릿지국제경영대학은 40개국 출신 외국인 유학생들과 생활하는 다문화 환경, 해외 명문대 출신의 교수진, 100% 영어강의, 토론식 선진 커리큘럼, 해외 유수 대학과의 복수학위제 운영 등 ‘유학 갈 필요 없는’ 글로벌 교육환경을 갖추고 있다.

우송대	우송대/NNP
솔브릿지국제경영대학은	솔브릿지국제경영대학/NNP+은/JX
40개국	40/SN+개국/NNB
출신	출신/NNG
외국인	외국인/NNG
유학생들과	유학/NNG+생/XSN+들/XSN+과/JKB
생활하는	생활/NNG+하/XSV+는/ETM
다문화	다문화/NNG
환경,	환경/NNG+,/SP
해외	해외/NNG
명문대	명문대/NNG
출신의	출신/NNG+의/JKG
교수진,	교수진/NNG+,/SP
100%	100/SN+%/SW
영어강의,	영어/NNP+강의/NNG+,/SP
토론식	토론식/NNG
선진	선진/NNG
커리큘럼,	커리큘럼/NNG+,/SP
유수	유수/NNG
대학과의	대학/NNG+과/JKB+의/JKG
복수학위제	복수/NNG+학위/NNG+제/XSN
운영	운영/NNG
등	등/NNB
‘유학	‘/SS+유학/NNG
갈	가/VV+ㄹ/ETM
필요	필요/NNG
없는’	없/VA+는/ETM+’/SS
글로벌	글로벌/NNG
교육환경을	교육/NNG+환경/NNG+을/JKO
갖추고	갖추/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000053.75.9.2
2014년에는 세계 상위 5% 대학만이 보유한 AACSB(국제경영대학발전협의회) 인증을 획득했다.

2014년에는	2014/SN+년/NNB+에/JKB+는/JX
세계	세계/NNG
상위	상위/NNG
5%	5/SN+%/SW
대학만이	대학/NNG+만/JX+이/JKS
보유한	보유/NNG+하/XSV+ㄴ/ETM
AACSB(국제경영대학발전협의회)	AACSB/SL+(/SS+국제경영대학발전협의회/NNP+)/SS
인증을	인증/NNG+을/JKO
획득했다.	획득/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.75.10.1
우송대는 이와 함께 국내에서는 유일하게 프랑스 최고의 외식조리대학인 폴 보퀴즈 대학과 공동학위과정을 운영해 세계적인 요리사로 성장할 수 있는 기반도 마련했다.

우송대는	우송대/NNP+는/JX
이와	이/NP+와/JKB
함께	함께/MAG
국내에서는	국내/NNG+에서/JKB+는/JX
유일하게	유일/NNG+하/XSA+게/EC
프랑스	프랑스/NNP
최고의	최고/NNG+의/JKG
외식조리대학인	외식/NNG+조리/NNG+대학/NNG+이/VCP+ㄴ/ETM
폴	폴/NNP
보퀴즈	보퀴즈/NNP
대학과	대학/NNG+과/JKB
공동학위과정을	공동/NNG+학위/NNG+과정/NNG+을/JKO
운영해	운영/NNG+하/XSV+아/EC
세계적인	세계/NNG+적/XSN+이/VCP+ㄴ/ETM
요리사로	요리사/NNG+로/JKB
성장할	성장/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
기반도	기반/NNG+도/JX
마련했다.	마련/NNG+하/XSV+았/EP+다/EF+./SF


